"id","hexID","X63","X64","X65","X66","X67","X68","X69","X71","X72","rel_63","rel_64","rel_65","rel_66","rel_67","rel_68","rel_69","rel_71","rel_72","relMax","absMax","maxLevel","total","antwort"
"ID784","ID784",784,66,66,60,22,0,0,1,0,2,0.304147465437788,0.304147465437788,0.276497695852535,0.101382488479263,0,0,0.00460829493087558,0,0.00921658986175115,0.304147465437788,66,"63",217,"quatschen"
"ID785","ID785",785,622,449,523,184,0,1,5,1,10,0.346518105849582,0.250139275766017,0.291364902506964,0.102506963788301,0,0.000557103064066852,0.00278551532033426,0.000557103064066852,0.00557103064066852,0.346518105849582,622,"63",1795,"quatschen"
"ID786","ID786",786,80,64,105,20,0,0,0,2,2,0.293040293040293,0.234432234432234,0.384615384615385,0.0732600732600733,0,0,0,0.00732600732600733,0.00732600732600733,0.384615384615385,105,"65",273,"tratschen"
"ID787","ID787",787,38,26,78,50,0,0,1,0,1,0.195876288659794,0.134020618556701,0.402061855670103,0.257731958762887,0,0,0.00515463917525773,0,0.00515463917525773,0.402061855670103,78,"65",194,"tratschen"
"ID788","ID788",788,7,5,27,20,0,0,0,0,0,0.11864406779661,0.0847457627118644,0.457627118644068,0.338983050847458,0,0,0,0,0,0.457627118644068,27,"65",59,"tratschen"
"ID789","ID789",789,3,7,34,0,1,0,0,0,0,0.0666666666666667,0.155555555555556,0.755555555555556,0,0.0222222222222222,0,0,0,0,0.755555555555556,34,"65",45,"tratschen"
"ID790","ID790",790,8,3,30,7,1,0,1,0,0,0.16,0.06,0.6,0.14,0.02,0,0.02,0,0,0.6,30,"65",50,"tratschen"
"ID791","ID791",791,3,1,25,2,0,1,0,0,0,0.09375,0.03125,0.78125,0.0625,0,0.03125,0,0,0,0.78125,25,"65",32,"tratschen"
"ID792","ID792",792,1,1,27,10,0,0,2,0,1,0.0238095238095238,0.0238095238095238,0.642857142857143,0.238095238095238,0,0,0.0476190476190476,0,0.0238095238095238,0.642857142857143,27,"65",42,"tratschen"
"ID793","ID793",793,27,6,146,39,0,0,2,0,5,0.12,0.0266666666666667,0.648888888888889,0.173333333333333,0,0,0.00888888888888889,0,0.0222222222222222,0.648888888888889,146,"65",225,"tratschen"
"ID794","ID794",794,13,1,58,15,0,0,0,0,0,0.149425287356322,0.0114942528735632,0.666666666666667,0.172413793103448,0,0,0,0,0,0.666666666666667,58,"65",87,"tratschen"
"ID795","ID795",795,27,4,102,57,0,0,0,0,0,0.142105263157895,0.0210526315789474,0.536842105263158,0.3,0,0,0,0,0,0.536842105263158,102,"65",190,"tratschen"
"ID796","ID796",796,43,13,156,106,0,1,1,0,1,0.133956386292835,0.0404984423676012,0.485981308411215,0.330218068535826,0,0.00311526479750779,0.00311526479750779,0,0.00311526479750779,0.485981308411215,156,"65",321,"tratschen"
"ID797","ID797",797,239,25,471,441,0,2,4,0,6,0.201178451178451,0.021043771043771,0.396464646464646,0.371212121212121,0,0.00168350168350168,0.00336700336700337,0,0.00505050505050505,0.396464646464646,471,"65",1188,"tratschen"
"ID798","ID798",798,113,17,303,203,2,0,2,2,5,0.174652241112828,0.0262751159196291,0.468315301391036,0.313755795981453,0.00309119010819165,0,0.00309119010819165,0.00309119010819165,0.00772797527047913,0.468315301391036,303,"65",647,"tratschen"
"ID799","ID799",799,24,0,81,33,0,0,0,0,2,0.171428571428571,0,0.578571428571429,0.235714285714286,0,0,0,0,0.0142857142857143,0.578571428571429,81,"65",140,"tratschen"
"ID800","ID800",800,7,1,38,9,0,0,0,0,0,0.127272727272727,0.0181818181818182,0.690909090909091,0.163636363636364,0,0,0,0,0,0.690909090909091,38,"65",55,"tratschen"
"ID801","ID801",801,36,4,15,3,1,1,56,27,2,0.248275862068966,0.0275862068965517,0.103448275862069,0.0206896551724138,0.00689655172413793,0.00689655172413793,0.386206896551724,0.186206896551724,0.0137931034482759,0.386206896551724,56,"69",145,"schwatzen / schwätzen"
"ID802","ID802",802,166,24,119,11,0,8,480,99,8,0.181420765027322,0.0262295081967213,0.130054644808743,0.0120218579234973,0,0.0087431693989071,0.524590163934426,0.108196721311475,0.0087431693989071,0.524590163934426,480,"69",915,"schwatzen / schwätzen"
"ID803","ID803",803,61,15,56,2,1,0,163,26,2,0.187116564417178,0.0460122699386503,0.171779141104294,0.00613496932515337,0.00306748466257669,0,0.5,0.0797546012269939,0.00613496932515337,0.5,163,"69",326,"schwatzen / schwätzen"
"ID804","ID804",804,39,6,19,2,0,0,83,5,0,0.253246753246753,0.038961038961039,0.123376623376623,0.012987012987013,0,0,0.538961038961039,0.0324675324675325,0,0.538961038961039,83,"69",154,"schwatzen / schwätzen"
"ID805","ID805",805,79,16,48,7,0,1,405,5,3,0.140070921985816,0.0283687943262411,0.0851063829787234,0.0124113475177305,0,0.00177304964539007,0.718085106382979,0.00886524822695036,0.00531914893617021,0.718085106382979,405,"69",564,"schwatzen / schwätzen"
"ID806","ID806",806,37,14,19,3,0,2,228,1,1,0.121311475409836,0.0459016393442623,0.0622950819672131,0.00983606557377049,0,0.00655737704918033,0.747540983606557,0.00327868852459016,0.00327868852459016,0.747540983606557,228,"69",305,"schwatzen / schwätzen"
"ID807","ID807",807,50,11,42,5,0,0,291,2,4,0.123456790123457,0.0271604938271605,0.103703703703704,0.0123456790123457,0,0,0.718518518518519,0.00493827160493827,0.00987654320987654,0.718518518518519,291,"69",405,"schwatzen / schwätzen"
"ID808","ID808",808,94,13,44,7,1,2,398,5,6,0.164912280701754,0.0228070175438597,0.0771929824561404,0.012280701754386,0.00175438596491228,0.00350877192982456,0.698245614035088,0.0087719298245614,0.0105263157894737,0.698245614035088,398,"69",570,"schwatzen / schwätzen"
"ID809","ID809",809,258,30,99,36,2,9,984,5,17,0.179166666666667,0.0208333333333333,0.06875,0.025,0.00138888888888889,0.00625,0.683333333333333,0.00347222222222222,0.0118055555555556,0.683333333333333,984,"69",1440,"schwatzen / schwätzen"
"ID810","ID810",810,181,27,83,21,1,3,898,4,6,0.147875816993464,0.0220588235294118,0.0678104575163399,0.017156862745098,0.000816993464052288,0.00245098039215686,0.733660130718954,0.00326797385620915,0.00490196078431373,0.733660130718954,898,"69",1224,"schwatzen / schwätzen"
"ID811","ID811",811,39,21,23,1,0,0,230,5,2,0.121495327102804,0.0654205607476635,0.0716510903426791,0.00311526479750779,0,0,0.716510903426791,0.0155763239875389,0.00623052959501558,0.716510903426791,230,"69",321,"schwatzen / schwätzen"
"ID812","ID812",812,23,14,14,0,0,1,124,0,0,0.130681818181818,0.0795454545454545,0.0795454545454545,0,0,0.00568181818181818,0.704545454545455,0,0,0.704545454545455,124,"69",176,"schwatzen / schwätzen"
"ID813","ID813",813,35,28,26,4,0,1,199,0,3,0.118243243243243,0.0945945945945946,0.0878378378378378,0.0135135135135135,0,0.00337837837837838,0.672297297297297,0,0.0101351351351351,0.672297297297297,199,"69",296,"schwatzen / schwätzen"
"ID814","ID814",814,171,118,68,13,0,5,554,2,9,0.181914893617021,0.125531914893617,0.0723404255319149,0.0138297872340426,0,0.00531914893617021,0.58936170212766,0.00212765957446809,0.00957446808510638,0.58936170212766,554,"69",940,"schwatzen / schwätzen"
"ID815","ID815",815,105,122,35,5,0,1,296,1,3,0.184859154929577,0.214788732394366,0.0616197183098592,0.00880281690140845,0,0.00176056338028169,0.52112676056338,0.00176056338028169,0.00528169014084507,0.52112676056338,296,"69",568,"schwatzen / schwätzen"
"ID816","ID816",816,36,158,12,3,0,2,119,0,3,0.108108108108108,0.474474474474474,0.036036036036036,0.00900900900900901,0,0.00600600600600601,0.357357357357357,0,0.00900900900900901,0.474474474474474,158,"64",333,"ratschen"
"ID817","ID817",817,17,88,3,1,0,1,56,0,0,0.102409638554217,0.530120481927711,0.0180722891566265,0.00602409638554217,0,0.00602409638554217,0.337349397590361,0,0,0.530120481927711,88,"64",166,"ratschen"
"ID818","ID818",818,17,112,5,2,0,1,19,2,0,0.107594936708861,0.708860759493671,0.0316455696202532,0.0126582278481013,0,0.00632911392405063,0.120253164556962,0.0126582278481013,0,0.708860759493671,112,"64",158,"ratschen"
"ID819","ID819",819,37,164,8,2,1,1,27,0,0,0.154166666666667,0.683333333333333,0.0333333333333333,0.00833333333333333,0.00416666666666667,0.00416666666666667,0.1125,0,0,0.683333333333333,164,"64",240,"ratschen"
"ID820","ID820",820,113,550,13,7,0,1,52,0,2,0.153116531165312,0.745257452574526,0.0176151761517615,0.00948509485094851,0,0.0013550135501355,0.0704607046070461,0,0.002710027100271,0.745257452574526,550,"64",738,"ratschen"
"ID821","ID821",821,20,199,6,3,0,0,9,0,1,0.0840336134453782,0.836134453781513,0.0252100840336134,0.0126050420168067,0,0,0.0378151260504202,0,0.00420168067226891,0.836134453781513,199,"64",238,"ratschen"
"ID822","ID822",822,11,133,4,2,0,0,1,0,1,0.0723684210526316,0.875,0.0263157894736842,0.0131578947368421,0,0,0.00657894736842105,0,0.00657894736842105,0.875,133,"64",152,"ratschen"
"ID823","ID823",823,17,168,5,1,0,1,1,1,0,0.0876288659793814,0.865979381443299,0.0257731958762887,0.00515463917525773,0,0.00515463917525773,0.00515463917525773,0.00515463917525773,0,0.865979381443299,168,"64",194,"ratschen"
"ID824","ID824",824,23,227,5,2,0,0,0,0,1,0.0891472868217054,0.87984496124031,0.0193798449612403,0.00775193798449612,0,0,0,0,0.00387596899224806,0.87984496124031,227,"64",258,"ratschen"
"ID825","ID825",825,24,408,13,1,0,1,5,0,3,0.0527472527472527,0.896703296703297,0.0285714285714286,0.0021978021978022,0,0.0021978021978022,0.010989010989011,0,0.00659340659340659,0.896703296703297,408,"64",455,"ratschen"
"ID826","ID826",826,14,208,6,0,0,0,2,0,1,0.0606060606060606,0.9004329004329,0.025974025974026,0,0,0,0.00865800865800866,0,0.00432900432900433,0.9004329004329,208,"64",231,"ratschen"
"ID827","ID827",827,14,327,9,2,0,1,0,1,5,0.0389972144846797,0.910863509749304,0.0250696378830084,0.00557103064066852,0,0.00278551532033426,0,0.00278551532033426,0.0139275766016713,0.910863509749304,327,"64",359,"ratschen"
"ID828","ID828",828,6,188,5,1,0,0,0,0,3,0.0295566502463054,0.926108374384236,0.0246305418719212,0.00492610837438424,0,0,0,0,0.0147783251231527,0.926108374384236,188,"64",203,"ratschen"
"ID829","ID829",829,6,139,2,0,0,0,1,0,2,0.04,0.926666666666667,0.0133333333333333,0,0,0,0.00666666666666667,0,0.0133333333333333,0.926666666666667,139,"64",150,"ratschen"
"ID830","ID830",830,3,63,4,1,0,0,0,0,0,0.0422535211267606,0.887323943661972,0.0563380281690141,0.0140845070422535,0,0,0,0,0,0.887323943661972,63,"64",71,"ratschen"
"ID831","ID831",831,1,135,4,0,0,0,1,0,1,0.00704225352112676,0.950704225352113,0.028169014084507,0,0,0,0.00704225352112676,0,0.00704225352112676,0.950704225352113,135,"64",142,"ratschen"
"ID832","ID832",832,2,126,2,0,0,0,1,0,0,0.0152671755725191,0.961832061068702,0.0152671755725191,0,0,0,0.00763358778625954,0,0,0.961832061068702,126,"64",131,"ratschen"
"ID833","ID833",833,1,58,1,1,0,0,0,0,0,0.0163934426229508,0.950819672131147,0.0163934426229508,0.0163934426229508,0,0,0,0,0,0.950819672131147,58,"64",61,"ratschen"
"ID834","ID834",834,5,122,1,1,0,1,0,0,0,0.0384615384615385,0.938461538461538,0.00769230769230769,0.00769230769230769,0,0.00769230769230769,0,0,0,0.938461538461538,122,"64",130,"ratschen"
"ID835","ID835",835,18,293,6,1,0,0,0,0,2,0.05625,0.915625,0.01875,0.003125,0,0,0,0,0.00625,0.915625,293,"64",320,"ratschen"
"ID836","ID836",836,7,134,5,2,0,0,3,0,0,0.0463576158940397,0.887417218543046,0.033112582781457,0.0132450331125828,0,0,0.0198675496688742,0,0,0.887417218543046,134,"64",151,"ratschen"
"ID837","ID837",837,6,72,9,0,0,0,0,0,1,0.0681818181818182,0.818181818181818,0.102272727272727,0,0,0,0,0,0.0113636363636364,0.818181818181818,72,"64",88,"ratschen"
"ID838","ID838",838,18,29,32,8,0,0,2,0,2,0.197802197802198,0.318681318681319,0.351648351648352,0.0879120879120879,0,0,0.021978021978022,0,0.021978021978022,0.351648351648352,32,"65",91,"tratschen"
"ID839","ID839",839,28,31,39,5,0,0,2,0,5,0.254545454545455,0.281818181818182,0.354545454545455,0.0454545454545455,0,0,0.0181818181818182,0,0.0454545454545455,0.354545454545455,39,"65",110,"tratschen"
"ID840","ID840",840,49,42,42,2,0,0,3,0,3,0.347517730496454,0.297872340425532,0.297872340425532,0.0141843971631206,0,0,0.0212765957446809,0,0.0212765957446809,0.347517730496454,49,"63",141,"quatschen"
"ID841","ID841",841,28,36,48,7,1,0,0,0,0,0.233333333333333,0.3,0.4,0.0583333333333333,0.00833333333333333,0,0,0,0,0.4,48,"65",120,"tratschen"
"ID842","ID842",842,73,68,100,18,0,0,1,1,4,0.275471698113208,0.256603773584906,0.377358490566038,0.0679245283018868,0,0,0.00377358490566038,0.00377358490566038,0.0150943396226415,0.377358490566038,100,"65",265,"tratschen"
"ID843","ID843",843,17,6,16,11,0,1,0,0,0,0.333333333333333,0.117647058823529,0.313725490196078,0.215686274509804,0,0.0196078431372549,0,0,0,0.333333333333333,17,"63",51,"quatschen"
"ID844","ID844",844,6,1,28,6,0,0,1,0,0,0.142857142857143,0.0238095238095238,0.666666666666667,0.142857142857143,0,0,0.0238095238095238,0,0,0.666666666666667,28,"65",42,"tratschen"
"ID845","ID845",845,8,2,24,2,0,0,1,0,1,0.210526315789474,0.0526315789473684,0.631578947368421,0.0526315789473684,0,0,0.0263157894736842,0,0.0263157894736842,0.631578947368421,24,"65",38,"tratschen"
"ID846","ID846",846,3,3,25,2,0,0,0,0,1,0.0882352941176471,0.0882352941176471,0.735294117647059,0.0588235294117647,0,0,0,0,0.0294117647058824,0.735294117647059,25,"65",34,"tratschen"
"ID847","ID847",847,7,3,26,4,0,0,0,0,1,0.170731707317073,0.0731707317073171,0.634146341463415,0.0975609756097561,0,0,0,0,0.024390243902439,0.634146341463415,26,"65",41,"tratschen"
"ID848","ID848",848,65,11,285,84,0,0,2,0,6,0.143487858719647,0.0242825607064018,0.629139072847682,0.185430463576159,0,0,0.00441501103752759,0,0.0132450331125828,0.629139072847682,285,"65",453,"tratschen"
"ID849","ID849",849,19,2,43,17,0,0,0,0,2,0.228915662650602,0.0240963855421687,0.518072289156627,0.204819277108434,0,0,0,0,0.0240963855421687,0.518072289156627,43,"65",83,"tratschen"
"ID850","ID850",850,17,2,38,17,0,0,1,0,2,0.220779220779221,0.025974025974026,0.493506493506494,0.220779220779221,0,0,0.012987012987013,0,0.025974025974026,0.493506493506494,38,"65",77,"tratschen"
"ID851","ID851",851,20,8,65,22,0,0,0,0,5,0.166666666666667,0.0666666666666667,0.541666666666667,0.183333333333333,0,0,0,0,0.0416666666666667,0.541666666666667,65,"65",120,"tratschen"
"ID852","ID852",852,34,4,77,48,0,0,0,0,2,0.206060606060606,0.0242424242424242,0.466666666666667,0.290909090909091,0,0,0,0,0.0121212121212121,0.466666666666667,77,"65",165,"tratschen"
"ID853","ID853",853,13,1,24,26,0,1,0,0,0,0.2,0.0153846153846154,0.369230769230769,0.4,0,0.0153846153846154,0,0,0,0.4,26,"66",65,"plaudern"
"ID854","ID854",854,9,2,46,28,0,0,0,0,1,0.104651162790698,0.0232558139534884,0.534883720930233,0.325581395348837,0,0,0,0,0.0116279069767442,0.534883720930233,46,"65",86,"tratschen"
"ID855","ID855",855,2,1,28,15,0,0,0,0,0,0.0434782608695652,0.0217391304347826,0.608695652173913,0.326086956521739,0,0,0,0,0,0.608695652173913,28,"65",46,"tratschen"
"ID856","ID856",856,31,8,25,2,0,1,72,55,0,0.15979381443299,0.0412371134020619,0.128865979381443,0.0103092783505155,0,0.00515463917525773,0.371134020618557,0.283505154639175,0,0.371134020618557,72,"69",194,"schwatzen / schwätzen"
"ID857","ID857",857,81,10,76,3,0,1,270,73,3,0.156673114119923,0.0193423597678917,0.147001934235977,0.00580270793036751,0,0.00193423597678917,0.522243713733075,0.141199226305609,0.00580270793036751,0.522243713733075,270,"69",517,"schwatzen / schwätzen"
"ID858","ID858",858,46,7,32,5,0,1,143,24,4,0.175572519083969,0.0267175572519084,0.122137404580153,0.0190839694656489,0,0.00381679389312977,0.545801526717557,0.0916030534351145,0.0152671755725191,0.545801526717557,143,"69",262,"schwatzen / schwätzen"
"ID859","ID859",859,26,6,14,5,0,3,89,1,0,0.180555555555556,0.0416666666666667,0.0972222222222222,0.0347222222222222,0,0.0208333333333333,0.618055555555556,0.00694444444444444,0,0.618055555555556,89,"69",144,"schwatzen / schwätzen"
"ID860","ID860",860,24,4,15,2,0,0,133,3,2,0.131147540983607,0.0218579234972678,0.0819672131147541,0.0109289617486339,0,0,0.726775956284153,0.0163934426229508,0.0109289617486339,0.726775956284153,133,"69",183,"schwatzen / schwätzen"
"ID861","ID861",861,55,8,32,4,0,2,332,3,0,0.126146788990826,0.018348623853211,0.073394495412844,0.00917431192660551,0,0.00458715596330275,0.761467889908257,0.00688073394495413,0,0.761467889908257,332,"69",436,"schwatzen / schwätzen"
"ID862","ID862",862,121,10,49,5,2,3,477,9,5,0.177679882525697,0.0146842878120411,0.0719530102790015,0.00734214390602056,0.00293685756240822,0.00440528634361234,0.700440528634361,0.013215859030837,0.00734214390602056,0.700440528634361,477,"69",681,"schwatzen / schwätzen"
"ID863","ID863",863,211,38,75,29,3,4,832,3,5,0.175833333333333,0.0316666666666667,0.0625,0.0241666666666667,0.0025,0.00333333333333333,0.693333333333333,0.0025,0.00416666666666667,0.693333333333333,832,"69",1200,"schwatzen / schwätzen"
"ID864","ID864",864,220,44,85,29,2,7,844,9,10,0.176,0.0352,0.068,0.0232,0.0016,0.0056,0.6752,0.0072,0.008,0.6752,844,"69",1250,"schwatzen / schwätzen"
"ID865","ID865",865,135,33,83,9,0,7,719,12,5,0.134596211365902,0.032901296111665,0.0827517447657029,0.00897308075772682,0,0.0069790628115653,0.716849451645065,0.0119641076769691,0.00498504486540379,0.716849451645065,719,"69",1003,"schwatzen / schwätzen"
"ID866","ID866",866,121,32,62,12,0,1,483,11,5,0.166437414030261,0.0440165061898212,0.0852819807427785,0.0165061898211829,0,0.00137551581843191,0.664374140302613,0.015130674002751,0.00687757909215956,0.664374140302613,483,"69",727,"schwatzen / schwätzen"
"ID867","ID867",867,69,27,47,4,0,3,340,2,3,0.139393939393939,0.0545454545454545,0.094949494949495,0.00808080808080808,0,0.00606060606060606,0.686868686868687,0.00404040404040404,0.00606060606060606,0.686868686868687,340,"69",495,"schwatzen / schwätzen"
"ID868","ID868",868,44,38,51,7,0,1,332,4,3,0.0916666666666667,0.0791666666666667,0.10625,0.0145833333333333,0,0.00208333333333333,0.691666666666667,0.00833333333333333,0.00625,0.691666666666667,332,"69",480,"schwatzen / schwätzen"
"ID869","ID869",869,27,26,18,3,1,0,146,2,1,0.120535714285714,0.116071428571429,0.0803571428571429,0.0133928571428571,0.00446428571428571,0,0.651785714285714,0.00892857142857143,0.00446428571428571,0.651785714285714,146,"69",224,"schwatzen / schwätzen"
"ID870","ID870",870,113,80,64,6,0,0,442,4,3,0.158707865168539,0.112359550561798,0.0898876404494382,0.00842696629213483,0,0,0.620786516853933,0.00561797752808989,0.00421348314606742,0.620786516853933,442,"69",712,"schwatzen / schwätzen"
"ID871","ID871",871,19,97,12,4,0,1,74,0,1,0.0913461538461538,0.466346153846154,0.0576923076923077,0.0192307692307692,0,0.00480769230769231,0.355769230769231,0,0.00480769230769231,0.466346153846154,97,"64",208,"ratschen"
"ID872","ID872",872,20,202,11,1,1,1,56,1,1,0.0680272108843537,0.687074829931973,0.0374149659863946,0.00340136054421769,0.00340136054421769,0.00340136054421769,0.19047619047619,0.00340136054421769,0.00340136054421769,0.687074829931973,202,"64",294,"ratschen"
"ID873","ID873",873,12,122,2,0,0,0,23,0,0,0.0754716981132075,0.767295597484277,0.0125786163522013,0,0,0,0.144654088050314,0,0,0.767295597484277,122,"64",159,"ratschen"
"ID874","ID874",874,22,180,2,2,1,1,20,0,0,0.0964912280701754,0.789473684210526,0.0087719298245614,0.0087719298245614,0.0043859649122807,0.0043859649122807,0.087719298245614,0,0,0.789473684210526,180,"64",228,"ratschen"
"ID875","ID875",875,9,104,2,2,1,0,6,0,0,0.0725806451612903,0.838709677419355,0.0161290322580645,0.0161290322580645,0.00806451612903226,0,0.0483870967741935,0,0,0.838709677419355,104,"64",124,"ratschen"
"ID876","ID876",876,9,135,3,3,0,1,3,0,0,0.0584415584415584,0.876623376623377,0.0194805194805195,0.0194805194805195,0,0.00649350649350649,0.0194805194805195,0,0,0.876623376623377,135,"64",154,"ratschen"
"ID877","ID877",877,8,184,6,0,1,0,3,0,1,0.0394088669950739,0.9064039408867,0.0295566502463054,0,0.00492610837438424,0,0.0147783251231527,0,0.00492610837438424,0.9064039408867,184,"64",203,"ratschen"
"ID878","ID878",878,11,302,7,2,0,0,2,0,2,0.0337423312883436,0.926380368098159,0.0214723926380368,0.00613496932515337,0,0,0.00613496932515337,0,0.00613496932515337,0.926380368098159,302,"64",326,"ratschen"
"ID879","ID879",879,16,155,3,0,0,0,3,0,0,0.0903954802259887,0.875706214689266,0.0169491525423729,0,0,0,0.0169491525423729,0,0,0.875706214689266,155,"64",177,"ratschen"
"ID880","ID880",880,5,132,1,1,0,0,0,0,2,0.0354609929078014,0.936170212765957,0.00709219858156028,0.00709219858156028,0,0,0,0,0.0141843971631206,0.936170212765957,132,"64",141,"ratschen"
"ID881","ID881",881,6,122,0,0,0,0,4,0,0,0.0454545454545455,0.924242424242424,0,0,0,0,0.0303030303030303,0,0,0.924242424242424,122,"64",132,"ratschen"
"ID882","ID882",882,39,673,17,4,1,1,5,3,0,0.0524899057873486,0.90578734858681,0.0228802153432032,0.0053835800807537,0.00134589502018843,0.00134589502018843,0.00672947510094213,0.00403768506056528,0,0.90578734858681,673,"64",743,"ratschen"
"ID883","ID883",883,5,113,3,0,1,0,0,0,1,0.040650406504065,0.91869918699187,0.024390243902439,0,0.00813008130081301,0,0,0,0.00813008130081301,0.91869918699187,113,"64",123,"ratschen"
"ID884","ID884",884,11,218,7,2,0,0,0,0,1,0.0460251046025105,0.912133891213389,0.0292887029288703,0.00836820083682008,0,0,0,0,0.00418410041841004,0.912133891213389,218,"64",239,"ratschen"
"ID885","ID885",885,8,232,9,0,0,1,2,0,2,0.031496062992126,0.913385826771654,0.0354330708661417,0,0,0.00393700787401575,0.0078740157480315,0,0.0078740157480315,0.913385826771654,232,"64",254,"ratschen"
"ID886","ID886",886,5,91,2,1,0,1,0,0,0,0.05,0.91,0.02,0.01,0,0.01,0,0,0,0.91,91,"64",100,"ratschen"
"ID887","ID887",887,3,67,0,0,0,0,0,0,1,0.0422535211267606,0.943661971830986,0,0,0,0,0,0,0.0140845070422535,0.943661971830986,67,"64",71,"ratschen"
"ID888","ID888",888,11,144,3,1,1,0,0,0,0,0.06875,0.9,0.01875,0.00625,0.00625,0,0,0,0,0.9,144,"64",160,"ratschen"
"ID889","ID889",889,8,283,3,2,0,2,1,0,2,0.026578073089701,0.940199335548173,0.00996677740863787,0.00664451827242525,0,0.00664451827242525,0.00332225913621262,0,0.00664451827242525,0.940199335548173,283,"64",301,"ratschen"
"ID890","ID890",890,19,538,13,2,1,1,9,0,4,0.0323679727427598,0.916524701873935,0.0221465076660988,0.00340715502555366,0.00170357751277683,0.00170357751277683,0.0153321976149915,0,0.00681431005110733,0.916524701873935,538,"64",587,"ratschen"
"ID891","ID891",891,2,150,2,0,0,0,2,0,2,0.0126582278481013,0.949367088607595,0.0126582278481013,0,0,0,0.0126582278481013,0,0.0126582278481013,0.949367088607595,150,"64",158,"ratschen"
"ID892","ID892",892,7,31,12,4,0,0,0,0,2,0.125,0.553571428571429,0.214285714285714,0.0714285714285714,0,0,0,0,0.0357142857142857,0.553571428571429,31,"64",56,"ratschen"
"ID893","ID893",893,45,53,59,15,0,0,0,0,8,0.25,0.294444444444444,0.327777777777778,0.0833333333333333,0,0,0,0,0.0444444444444444,0.327777777777778,59,"65",180,"tratschen"
"ID894","ID894",894,7,19,30,1,0,0,0,0,0,0.12280701754386,0.333333333333333,0.526315789473684,0.0175438596491228,0,0,0,0,0,0.526315789473684,30,"65",57,"tratschen"
"ID895","ID895",895,3,1,18,1,0,0,0,0,0,0.130434782608696,0.0434782608695652,0.782608695652174,0.0434782608695652,0,0,0,0,0,0.782608695652174,18,"65",23,"tratschen"
"ID896","ID896",896,3,4,30,0,0,1,0,0,1,0.0769230769230769,0.102564102564103,0.769230769230769,0,0,0.0256410256410256,0,0,0.0256410256410256,0.769230769230769,30,"65",39,"tratschen"
"ID897","ID897",897,9,5,111,3,0,0,0,0,1,0.0697674418604651,0.0387596899224806,0.86046511627907,0.0232558139534884,0,0,0,0,0.00775193798449612,0.86046511627907,111,"65",129,"tratschen"
"ID898","ID898",898,0,5,26,2,0,1,0,0,0,0,0.147058823529412,0.764705882352941,0.0588235294117647,0,0.0294117647058824,0,0,0,0.764705882352941,26,"65",34,"tratschen"
"ID899","ID899",899,5,2,12,6,0,0,0,0,1,0.192307692307692,0.0769230769230769,0.461538461538462,0.230769230769231,0,0,0,0,0.0384615384615385,0.461538461538462,12,"65",26,"tratschen"
"ID900","ID900",900,18,3,114,19,0,0,4,0,2,0.1125,0.01875,0.7125,0.11875,0,0,0.025,0,0.0125,0.7125,114,"65",160,"tratschen"
"ID901","ID901",901,15,4,41,10,0,0,0,0,3,0.205479452054795,0.0547945205479452,0.561643835616438,0.136986301369863,0,0,0,0,0.0410958904109589,0.561643835616438,41,"65",73,"tratschen"
"ID902","ID902",902,16,1,33,12,0,0,0,1,1,0.25,0.015625,0.515625,0.1875,0,0,0,0.015625,0.015625,0.515625,33,"65",64,"tratschen"
"ID903","ID903",903,20,3,64,33,0,0,0,0,4,0.161290322580645,0.0241935483870968,0.516129032258065,0.266129032258065,0,0,0,0,0.032258064516129,0.516129032258065,64,"65",124,"tratschen"
"ID904","ID904",904,5,0,28,15,0,1,0,0,3,0.0961538461538462,0,0.538461538461538,0.288461538461538,0,0.0192307692307692,0,0,0.0576923076923077,0.538461538461538,28,"65",52,"tratschen"
"ID905","ID905",905,8,5,76,33,0,0,4,0,0,0.0634920634920635,0.0396825396825397,0.603174603174603,0.261904761904762,0,0,0.0317460317460317,0,0,0.603174603174603,76,"65",126,"tratschen"
"ID906","ID906",906,21,3,119,60,1,0,1,0,1,0.101941747572816,0.0145631067961165,0.577669902912621,0.29126213592233,0.00485436893203883,0,0.00485436893203883,0,0.00485436893203883,0.577669902912621,119,"65",206,"tratschen"
"ID907","ID907",907,9,1,18,11,0,0,0,0,0,0.230769230769231,0.0256410256410256,0.461538461538462,0.282051282051282,0,0,0,0,0,0.461538461538462,18,"65",39,"tratschen"
"ID908","ID908",908,122,14,64,10,0,2,256,46,1,0.236893203883495,0.0271844660194175,0.124271844660194,0.0194174757281553,0,0.00388349514563107,0.497087378640777,0.0893203883495146,0.00194174757281553,0.497087378640777,256,"69",515,"schwatzen / schwätzen"
"ID909","ID909",909,185,20,86,14,1,4,357,66,1,0.252043596730245,0.0272479564032698,0.11716621253406,0.0190735694822888,0.00136239782016349,0.00544959128065395,0.486376021798365,0.0899182561307902,0.00136239782016349,0.486376021798365,357,"69",734,"schwatzen / schwätzen"
"ID910","ID910",910,31,9,20,6,0,3,122,9,4,0.151960784313725,0.0441176470588235,0.0980392156862745,0.0294117647058824,0,0.0147058823529412,0.598039215686274,0.0441176470588235,0.0196078431372549,0.598039215686274,122,"69",204,"schwatzen / schwätzen"
