"id","hexID","X63","X64","X65","X66","X67","X68","X69","X71","X72","rel_63","rel_64","rel_65","rel_66","rel_67","rel_68","rel_69","rel_71","rel_72","relMax","absMax","maxLevel","total","antwort"
"ID80","ID80",80,12,3,10,19,1,0,17,1,14,0.155844155844156,0.038961038961039,0.12987012987013,0.246753246753247,0.012987012987013,0,0.220779220779221,0.012987012987013,0.181818181818182,0.246753246753247,19,"66",77,"plaudern"
"ID81","ID81",81,2,2,1,2,0,0,2,0,4,0.153846153846154,0.153846153846154,0.0769230769230769,0.153846153846154,0,0,0.153846153846154,0,0.307692307692308,0.307692307692308,4,"72",13,"Sonstiges"
"ID82","ID82",82,1,0,1,2,0,0,6,0,1,0.0909090909090909,0,0.0909090909090909,0.181818181818182,0,0,0.545454545454545,0,0.0909090909090909,0.545454545454545,6,"69",11,"schwatzen / schwätzen"
"ID83","ID83",83,2,0,3,0,0,0,1,0,0,0.333333333333333,0,0.5,0,0,0,0.166666666666667,0,0,0.5,3,"65",6,"tratschen"
"ID84","ID84",84,1,1,2,2,0,0,1,0,2,0.111111111111111,0.111111111111111,0.222222222222222,0.222222222222222,0,0,0.111111111111111,0,0.222222222222222,0.222222222222222,2,"65",9,"tratschen"
"ID85","ID85",85,0,0,1,1,0,0,4,1,0,0,0,0.142857142857143,0.142857142857143,0,0,0.571428571428571,0.142857142857143,0,0.571428571428571,4,"69",7,"schwatzen / schwätzen"
"ID86","ID86",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ID87","ID87",87,1,1,1,0,0,0,0,0,0,0.333333333333333,0.333333333333333,0.333333333333333,0,0,0,0,0,0,0.333333333333333,1,"63",3,"quatschen"
"ID88","ID88",88,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0.5,0,0.5,0.5,2,"69",4,"schwatzen / schwätzen"
"ID89","ID89",89,0,0,1,0,0,0,3,0,0,0,0,0.25,0,0,0,0.75,0,0,0.75,3,"69",4,"schwatzen / schwätzen"
"ID90","ID90",90,1,0,2,2,0,0,2,0,0,0.142857142857143,0,0.285714285714286,0.285714285714286,0,0,0.285714285714286,0,0,0.285714285714286,2,"65",7,"tratschen"
"ID91","ID91",91,2,0,2,3,0,0,7,0,1,0.133333333333333,0,0.133333333333333,0.2,0,0,0.466666666666667,0,0.0666666666666667,0.466666666666667,7,"69",15,"schwatzen / schwätzen"
"ID92","ID92",92,7,0,0,7,0,0,9,0,2,0.28,0,0,0.28,0,0,0.36,0,0.08,0.36,9,"69",25,"schwatzen / schwätzen"
"ID93","ID93",93,3,0,2,0,0,0,4,0,3,0.25,0,0.166666666666667,0,0,0,0.333333333333333,0,0.25,0.333333333333333,4,"69",12,"schwatzen / schwätzen"
"ID94","ID94",94,1,1,0,0,0,0,1,1,0,0.25,0.25,0,0,0,0,0.25,0.25,0,0.25,1,"63",4,"quatschen"
"ID95","ID95",95,0,3,1,0,0,0,1,0,1,0,0.5,0.166666666666667,0,0,0,0.166666666666667,0,0.166666666666667,0.5,3,"64",6,"ratschen"
"ID96","ID96",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ID97","ID97",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ID98","ID98",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ID99","ID99",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ID100","ID100",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ID101","ID101",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ID102","ID102",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ID103","ID103",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ID104","ID104",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ID105","ID105",105,1,11,0,0,0,0,0,0,0,0.0833333333333333,0.916666666666667,0,0,0,0,0,0,0,0.916666666666667,11,"64",12,"ratschen"
"ID106","ID106",106,1,21,1,0,0,0,0,0,0,0.0434782608695652,0.91304347826087,0.0434782608695652,0,0,0,0,0,0,0.91304347826087,21,"64",23,"ratschen"
"ID107","ID107",107,8,46,6,3,0,0,0,0,0,0.126984126984127,0.73015873015873,0.0952380952380952,0.0476190476190476,0,0,0,0,0,0.73015873015873,46,"64",63,"ratschen"
"ID108","ID108",108,1,14,1,1,0,0,1,0,0,0.0555555555555556,0.777777777777778,0.0555555555555556,0.0555555555555556,0,0,0.0555555555555556,0,0,0.777777777777778,14,"64",18,"ratschen"
"ID109","ID109",109,3,72,8,2,1,0,0,0,2,0.0340909090909091,0.818181818181818,0.0909090909090909,0.0227272727272727,0.0113636363636364,0,0,0,0.0227272727272727,0.818181818181818,72,"64",88,"ratschen"
"ID110","ID110",110,59,471,92,37,0,0,3,0,2,0.088855421686747,0.70933734939759,0.13855421686747,0.0557228915662651,0,0,0.00451807228915663,0,0.00301204819277108,0.70933734939759,471,"64",664,"ratschen"
"ID111","ID111",111,17,107,27,2,1,0,0,0,1,0.109677419354839,0.690322580645161,0.174193548387097,0.0129032258064516,0.00645161290322581,0,0,0,0.00645161290322581,0.690322580645161,107,"64",155,"ratschen"
"ID112","ID112",112,13,68,16,6,0,0,0,0,0,0.12621359223301,0.660194174757282,0.155339805825243,0.058252427184466,0,0,0,0,0,0.660194174757282,68,"64",103,"ratschen"
"ID113","ID113",113,136,515,131,49,0,0,2,0,3,0.162679425837321,0.616028708133971,0.156698564593301,0.0586124401913876,0,0,0.00239234449760766,0,0.00358851674641148,0.616028708133971,515,"64",836,"ratschen"
"ID114","ID114",114,7,32,6,4,0,0,0,0,0,0.142857142857143,0.653061224489796,0.122448979591837,0.0816326530612245,0,0,0,0,0,0.653061224489796,32,"64",49,"ratschen"
"ID115","ID115",115,11,73,16,2,0,0,0,0,1,0.106796116504854,0.70873786407767,0.155339805825243,0.0194174757281553,0,0,0,0,0.00970873786407767,0.70873786407767,73,"64",103,"ratschen"
"ID116","ID116",116,3,19,8,0,0,0,0,0,0,0.1,0.633333333333333,0.266666666666667,0,0,0,0,0,0,0.633333333333333,19,"64",30,"ratschen"
"ID117","ID117",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ID118","ID118",118,2,0,0,0,0,0,1,0,0,0.666666666666667,0,0,0,0,0,0.333333333333333,0,0,0.666666666666667,2,"63",3,"quatschen"
"ID119","ID119",119,1,0,1,0,0,0,0,0,0,0.5,0,0.5,0,0,0,0,0,0,0.5,1,"63",2,"quatschen"
"ID120","ID120",120,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0.75,0,0.25,0.75,3,"69",4,"schwatzen / schwätzen"
"ID121","ID121",121,10,0,7,9,0,2,7,2,6,0.232558139534884,0,0.162790697674419,0.209302325581395,0,0.0465116279069767,0.162790697674419,0.0465116279069767,0.13953488372093,0.232558139534884,10,"63",43,"quatschen"
"ID122","ID122",122,7,4,23,12,0,0,24,0,12,0.0853658536585366,0.0487804878048781,0.280487804878049,0.146341463414634,0,0,0.292682926829268,0,0.146341463414634,0.292682926829268,24,"69",82,"schwatzen / schwätzen"
"ID123","ID123",123,12,0,13,11,1,0,8,0,15,0.2,0,0.216666666666667,0.183333333333333,0.0166666666666667,0,0.133333333333333,0,0.25,0.25,15,"72",60,"Sonstiges"
"ID124","ID124",124,76,4,69,132,6,0,139,0,83,0.149312377210216,0.00785854616895874,0.135559921414538,0.259332023575639,0.0117878192534381,0,0.273084479371316,0,0.163064833005894,0.273084479371316,139,"69",509,"schwatzen / schwätzen"
"ID125","ID125",125,7,1,14,17,2,0,20,0,19,0.0875,0.0125,0.175,0.2125,0.025,0,0.25,0,0.2375,0.25,20,"69",80,"schwatzen / schwätzen"
"ID126","ID126",126,4,1,6,12,2,0,13,0,10,0.0833333333333333,0.0208333333333333,0.125,0.25,0.0416666666666667,0,0.270833333333333,0,0.208333333333333,0.270833333333333,13,"69",48,"schwatzen / schwätzen"
"ID127","ID127",127,3,0,7,9,0,0,9,1,15,0.0681818181818182,0,0.159090909090909,0.204545454545455,0,0,0.204545454545455,0.0227272727272727,0.340909090909091,0.340909090909091,15,"72",44,"Sonstiges"
"ID128","ID128",128,3,1,2,5,0,0,5,0,2,0.166666666666667,0.0555555555555556,0.111111111111111,0.277777777777778,0,0,0.277777777777778,0,0.111111111111111,0.277777777777778,5,"66",18,"plaudern"
"ID129","ID129",129,2,0,2,1,1,0,3,0,2,0.181818181818182,0,0.181818181818182,0.0909090909090909,0.0909090909090909,0,0.272727272727273,0,0.181818181818182,0.272727272727273,3,"69",11,"schwatzen / schwätzen"
"ID130","ID130",130,4,0,1,2,0,0,2,0,3,0.333333333333333,0,0.0833333333333333,0.166666666666667,0,0,0.166666666666667,0,0.25,0.333333333333333,4,"63",12,"quatschen"
"ID131","ID131",131,0,0,2,0,0,0,3,0,0,0,0,0.4,0,0,0,0.6,0,0,0.6,3,"69",5,"schwatzen / schwätzen"
"ID132","ID132",132,1,0,0,1,0,0,4,0,1,0.142857142857143,0,0,0.142857142857143,0,0,0.571428571428571,0,0.142857142857143,0.571428571428571,4,"69",7,"schwatzen / schwätzen"
"ID133","ID133",133,0,0,0,4,0,0,7,0,1,0,0,0,0.333333333333333,0,0,0.583333333333333,0,0.0833333333333333,0.583333333333333,7,"69",12,"schwatzen / schwätzen"
"ID134","ID134",134,5,0,1,1,1,0,9,0,2,0.263157894736842,0,0.0526315789473684,0.0526315789473684,0.0526315789473684,0,0.473684210526316,0,0.105263157894737,0.473684210526316,9,"69",19,"schwatzen / schwätzen"
"ID135","ID135",135,8,0,9,5,0,0,37,0,3,0.129032258064516,0,0.145161290322581,0.0806451612903226,0,0,0.596774193548387,0,0.0483870967741935,0.596774193548387,37,"69",62,"schwatzen / schwätzen"
"ID136","ID136",136,9,0,1,13,0,0,27,0,1,0.176470588235294,0,0.0196078431372549,0.254901960784314,0,0,0.529411764705882,0,0.0196078431372549,0.529411764705882,27,"69",51,"schwatzen / schwätzen"
"ID137","ID137",137,3,0,4,6,0,0,23,0,3,0.0769230769230769,0,0.102564102564103,0.153846153846154,0,0,0.58974358974359,0,0.0769230769230769,0.58974358974359,23,"69",39,"schwatzen / schwätzen"
"ID138","ID138",138,1,0,3,7,0,0,4,0,1,0.0625,0,0.1875,0.4375,0,0,0.25,0,0.0625,0.4375,7,"66",16,"plaudern"
"ID139","ID139",139,0,0,1,0,0,0,2,0,1,0,0,0.25,0,0,0,0.5,0,0.25,0.5,2,"69",4,"schwatzen / schwätzen"
"ID140","ID140",140,1,0,2,0,0,0,5,0,2,0.1,0,0.2,0,0,0,0.5,0,0.2,0.5,5,"69",10,"schwatzen / schwätzen"
"ID141","ID141",141,0,3,1,0,0,0,0,0,0,0,0.75,0.25,0,0,0,0,0,0,0.75,3,"64",4,"ratschen"
"ID142","ID142",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ID143","ID143",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ID144","ID144",144,0,2,1,0,0,0,0,0,0,0,0.666666666666667,0.333333333333333,0,0,0,0,0,0,0.666666666666667,2,"64",3,"ratschen"
"ID145","ID145",145,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,4,"64",4,"ratschen"
"ID146","ID146",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ID147","ID147",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ID148","ID148",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ID149","ID149",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ID150","ID150",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ID151","ID151",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ID152","ID152",152,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,"64",1,"ratschen"
"ID153","ID153",153,8,39,10,3,0,0,0,0,2,0.129032258064516,0.629032258064516,0.161290322580645,0.0483870967741935,0,0,0,0,0.032258064516129,0.629032258064516,39,"64",62,"ratschen"
"ID154","ID154",154,6,17,9,1,0,0,0,0,2,0.171428571428571,0.485714285714286,0.257142857142857,0.0285714285714286,0,0,0,0,0.0571428571428571,0.485714285714286,17,"64",35,"ratschen"
"ID155","ID155",155,36,70,20,3,0,0,0,0,2,0.274809160305344,0.534351145038168,0.152671755725191,0.0229007633587786,0,0,0,0,0.0152671755725191,0.534351145038168,70,"64",131,"ratschen"
"ID156","ID156",156,5,14,3,0,0,0,0,0,3,0.2,0.56,0.12,0,0,0,0,0,0.12,0.56,14,"64",25,"ratschen"
"ID157","ID157",157,2,26,1,0,0,0,1,0,0,0.0666666666666667,0.866666666666667,0.0333333333333333,0,0,0,0.0333333333333333,0,0,0.866666666666667,26,"64",30,"ratschen"
"ID158","ID158",158,4,38,5,4,0,0,0,0,0,0.0784313725490196,0.745098039215686,0.0980392156862745,0.0784313725490196,0,0,0,0,0,0.745098039215686,38,"64",51,"ratschen"
"ID159","ID159",159,8,58,6,0,1,0,0,0,0,0.10958904109589,0.794520547945205,0.0821917808219178,0,0.0136986301369863,0,0,0,0,0.794520547945205,58,"64",73,"ratschen"
"ID160","ID160",160,17,148,18,6,0,0,0,0,1,0.0894736842105263,0.778947368421053,0.0947368421052632,0.0315789473684211,0,0,0,0,0.00526315789473684,0.778947368421053,148,"64",190,"ratschen"
