"id","hexID","X34","X36","X37","X38","X39","X40","X41","X42","X43","X44","X45","X46","rel_34","rel_36","rel_37","rel_38","rel_39","rel_40","rel_41","rel_42","rel_43","rel_44","rel_45","rel_46","relMax","absMax","maxLevel","total","antwort"
"ID1","ID1",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,"39",1,"Grittibänz"
"ID2","ID2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ID3","ID3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ID4","ID4",4,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,"34",1,"Weck(en)mann / Weck(en)männchen / Weckenmännle"
"ID5","ID5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ID6","ID6",6,0,0,0,0,11,1,0,0,0,0,0,1,0,0,0,0,0.846153846153846,0.0769230769230769,0,0,0,0,0,0.0769230769230769,0.846153846153846,11,"39",13,"Grittibänz"
"ID7","ID7",7,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,4,"39",4,"Grittibänz"
"ID8","ID8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ID9","ID9",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ID10","ID10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ID11","ID11",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ID12","ID12",12,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2,"39",2,"Grittibänz"
"ID13","ID13",13,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0.833333333333333,0.166666666666667,0,0,0,0,0,0,0.833333333333333,5,"39",6,"Grittibänz"
"ID14","ID14",14,0,0,0,0,15,0,1,0,0,0,2,1,0,0,0,0,0.789473684210526,0,0.0526315789473684,0,0,0,0.105263157894737,0.0526315789473684,0.789473684210526,15,"39",19,"Grittibänz"
"ID15","ID15",15,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,12,"39",12,"Grittibänz"
"ID16","ID16",16,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,"45",1,"Lebkuchenmann"
"ID17","ID17",17,0,0,0,0,4,0,1,0,0,0,1,0,0,0,0,0,0.666666666666667,0,0.166666666666667,0,0,0,0.166666666666667,0,0.666666666666667,4,"39",6,"Grittibänz"
"ID18","ID18",18,0,0,0,0,3,0,0,0,0,0,1,1,0,0,0,0,0.6,0,0,0,0,0,0.2,0.2,0.6,3,"39",5,"Grittibänz"
"ID19","ID19",19,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,"46",1,"Word unknown"
"ID20","ID20",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ID21","ID21",21,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2,"39",2,"Grittibänz"
"ID22","ID22",22,1,0,0,0,2,0,0,0,0,0,0,0,0.333333333333333,0,0,0,0.666666666666667,0,0,0,0,0,0,0,0.666666666666667,2,"39",3,"Grittibänz"
"ID23","ID23",23,0,0,0,1,24,1,0,1,0,0,0,1,0,0,0,0.0357142857142857,0.857142857142857,0.0357142857142857,0,0.0357142857142857,0,0,0,0.0357142857142857,0.857142857142857,24,"39",28,"Grittibänz"
"ID24","ID24",24,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,45,"39",45,"Grittibänz"
"ID25","ID25",25,0,0,1,0,152,3,0,1,0,0,0,2,0,0,0.00628930817610063,0,0.955974842767296,0.0188679245283019,0,0.00628930817610063,0,0,0,0.0125786163522013,0.955974842767296,152,"39",159,"Grittibänz"
"ID26","ID26",26,0,0,0,1,26,2,0,0,0,0,0,1,0,0,0,0.0333333333333333,0.866666666666667,0.0666666666666667,0,0,0,0,0,0.0333333333333333,0.866666666666667,26,"39",30,"Grittibänz"
"ID27","ID27",27,0,1,0,0,2,0,0,0,0,0,0,0,0,0.333333333333333,0,0,0.666666666666667,0,0,0,0,0,0,0,0.666666666666667,2,"39",3,"Grittibänz"
"ID28","ID28",28,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,"46",1,"Word unknown"
"ID29","ID29",29,0,1,0,2,0,0,0,0,0,0,0,0,0,0.333333333333333,0,0.666666666666667,0,0,0,0,0,0,0,0,0.666666666666667,2,"38",3,"Krampus"
"ID30","ID30",30,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,"43",1,"Hefekerl"
"ID31","ID31",31,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,"39",1,"Grittibänz"
"ID32","ID32",32,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0.5,0,0,0,0,0,0,0.5,0.5,1,"39",2,"Grittibänz"
"ID33","ID33",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ID34","ID34",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ID35","ID35",35,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,"39",1,"Grittibänz"
"ID36","ID36",36,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,"40",1,"Grättimann"
"ID37","ID37",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ID38","ID38",38,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,"39",1,"Grittibänz"
"ID39","ID39",39,0,0,0,0,20,0,0,0,0,0,0,1,0,0,0,0,0.952380952380952,0,0,0,0,0,0,0.0476190476190476,0.952380952380952,20,"39",21,"Grittibänz"
"ID40","ID40",40,0,0,0,0,9,1,0,0,0,0,0,0,0,0,0,0,0.9,0.1,0,0,0,0,0,0,0.9,9,"39",10,"Grittibänz"
"ID41","ID41",41,0,0,0,0,18,2,0,0,0,0,0,0,0,0,0,0,0.9,0.1,0,0,0,0,0,0,0.9,18,"39",20,"Grittibänz"
"ID42","ID42",42,1,0,0,0,21,0,0,0,1,0,1,3,0.037037037037037,0,0,0,0.777777777777778,0,0,0,0.037037037037037,0,0.037037037037037,0.111111111111111,0.777777777777778,21,"39",27,"Grittibänz"
"ID43","ID43",43,0,0,0,0,29,0,0,1,0,0,0,1,0,0,0,0,0.935483870967742,0,0,0.032258064516129,0,0,0,0.032258064516129,0.935483870967742,29,"39",31,"Grittibänz"
"ID44","ID44",44,0,1,0,0,20,0,0,0,0,0,0,0,0,0.0476190476190476,0,0,0.952380952380952,0,0,0,0,0,0,0,0.952380952380952,20,"39",21,"Grittibänz"
"ID45","ID45",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ID46","ID46",46,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2,"39",2,"Grittibänz"
"ID47","ID47",47,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0.5,0,0,0,0,0,0,0.5,0.5,1,"39",2,"Grittibänz"
"ID48","ID48",48,1,0,1,0,0,0,0,0,0,0,1,1,0.25,0,0.25,0,0,0,0,0,0,0,0.25,0.25,0.25,1,"34",4,"Weck(en)mann / Weck(en)männchen / Weckenmännle"
"ID49","ID49",49,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,"46",1,"Word unknown"
"ID50","ID50",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ID51","ID51",51,0,1,0,0,2,1,0,0,0,0,0,1,0,0.2,0,0,0.4,0.2,0,0,0,0,0,0.2,0.4,2,"39",5,"Grittibänz"
"ID52","ID52",52,0,0,0,0,19,0,1,1,0,0,1,0,0,0,0,0,0.863636363636364,0,0.0454545454545455,0.0454545454545455,0,0,0.0454545454545455,0,0.863636363636364,19,"39",22,"Grittibänz"
"ID53","ID53",53,0,0,0,0,5,0,0,0,0,0,0,1,0,0,0,0,0.833333333333333,0,0,0,0,0,0,0.166666666666667,0.833333333333333,5,"39",6,"Grittibänz"
"ID54","ID54",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ID55","ID55",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ID56","ID56",56,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,5,"38",5,"Krampus"
"ID57","ID57",57,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,"40",1,"Grättimann"
"ID58","ID58",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ID59","ID59",59,1,0,1,0,2,0,0,0,0,0,1,2,0.142857142857143,0,0.142857142857143,0,0.285714285714286,0,0,0,0,0,0.142857142857143,0.285714285714286,0.285714285714286,2,"39",7,"Grittibänz"
"ID60","ID60",60,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0.5,0,0,0,0,0,0.5,0,0.5,1,"39",2,"Grittibänz"
"ID61","ID61",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ID62","ID62",62,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,3,"39",3,"Grittibänz"
"ID63","ID63",63,0,1,0,1,12,0,0,0,0,0,0,0,0,0.0714285714285714,0,0.0714285714285714,0.857142857142857,0,0,0,0,0,0,0,0.857142857142857,12,"39",14,"Grittibänz"
"ID64","ID64",64,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,16,"39",16,"Grittibänz"
"ID65","ID65",65,1,0,0,0,42,0,0,0,0,0,0,0,0.0232558139534884,0,0,0,0.976744186046512,0,0,0,0,0,0,0,0.976744186046512,42,"39",43,"Grittibänz"
"ID66","ID66",66,1,0,0,0,19,2,0,0,0,0,0,1,0.0434782608695652,0,0,0,0.826086956521739,0.0869565217391304,0,0,0,0,0,0.0434782608695652,0.826086956521739,19,"39",23,"Grittibänz"
"ID67","ID67",67,0,1,0,0,13,0,0,1,0,0,0,0,0,0.0666666666666667,0,0,0.866666666666667,0,0,0.0666666666666667,0,0,0,0,0.866666666666667,13,"39",15,"Grittibänz"
"ID68","ID68",68,1,0,0,1,11,2,0,0,0,0,0,0,0.0666666666666667,0,0,0.0666666666666667,0.733333333333333,0.133333333333333,0,0,0,0,0,0,0.733333333333333,11,"39",15,"Grittibänz"
"ID69","ID69",69,1,0,0,0,5,1,0,0,0,0,0,0,0.142857142857143,0,0,0,0.714285714285714,0.142857142857143,0,0,0,0,0,0,0.714285714285714,5,"39",7,"Grittibänz"
"ID70","ID70",70,0,1,0,0,4,0,0,0,0,0,1,0,0,0.166666666666667,0,0,0.666666666666667,0,0,0,0,0,0.166666666666667,0,0.666666666666667,4,"39",6,"Grittibänz"
"ID71","ID71",71,0,0,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0.8,0,0,0,0.2,0,0,0,0.8,4,"39",5,"Grittibänz"
"ID72","ID72",72,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,5,"39",5,"Grittibänz"
"ID73","ID73",73,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,"46",1,"Word unknown"
"ID74","ID74",74,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0.333333333333333,0,0,0,0.666666666666667,0,0.666666666666667,2,"45",3,"Lebkuchenmann"
"ID75","ID75",75,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0.5,0,0,0,0,0,0.5,0,0.5,1,"39",2,"Grittibänz"
"ID76","ID76",76,0,0,0,0,7,0,0,0,0,0,0,1,0,0,0,0,0.875,0,0,0,0,0,0,0.125,0.875,7,"39",8,"Grittibänz"
"ID77","ID77",77,0,0,0,0,5,0,0,0,0,0,0,1,0,0,0,0,0.833333333333333,0,0,0,0,0,0,0.166666666666667,0.833333333333333,5,"39",6,"Grittibänz"
"ID78","ID78",78,1,0,0,0,8,0,0,0,0,0,1,0,0.1,0,0,0,0.8,0,0,0,0,0,0.1,0,0.8,8,"39",10,"Grittibänz"
"ID79","ID79",79,1,0,1,0,27,0,0,0,0,0,0,3,0.03125,0,0.03125,0,0.84375,0,0,0,0,0,0,0.09375,0.84375,27,"39",32,"Grittibänz"
"ID80","ID80",80,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2,"39",2,"Grittibänz"
"ID81","ID81",81,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,"39",1,"Grittibänz"
"ID82","ID82",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ID83","ID83",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ID84","ID84",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ID85","ID85",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ID86","ID86",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ID87","ID87",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ID88","ID88",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ID89","ID89",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ID90","ID90",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ID91","ID91",91,0,0,0,15,0,0,0,0,0,0,1,1,0,0,0,0.882352941176471,0,0,0,0,0,0,0.0588235294117647,0.0588235294117647,0.882352941176471,15,"38",17,"Krampus"
"ID92","ID92",92,0,0,0,11,0,0,0,0,0,0,0,1,0,0,0,0.916666666666667,0,0,0,0,0,0,0,0.0833333333333333,0.916666666666667,11,"38",12,"Krampus"
"ID93","ID93",93,0,0,0,114,0,0,0,0,0,0,3,3,0,0,0,0.95,0,0,0,0,0,0,0.025,0.025,0.95,114,"38",120,"Krampus"
"ID94","ID94",94,4,0,1,487,2,0,0,0,0,0,15,24,0.0075046904315197,0,0.00187617260787992,0.913696060037523,0.00375234521575985,0,0,0,0,0,0.0281425891181989,0.0450281425891182,0.913696060037523,487,"38",533,"Krampus"
"ID95","ID95",95,0,0,0,95,0,0,0,0,0,0,2,7,0,0,0,0.913461538461538,0,0,0,0,0,0,0.0192307692307692,0.0673076923076923,0.913461538461538,95,"38",104,"Krampus"
"ID96","ID96",96,0,0,1,248,1,0,0,0,0,0,7,14,0,0,0.003690036900369,0.915129151291513,0.003690036900369,0,0,0,0,0,0.025830258302583,0.0516605166051661,0.915129151291513,248,"38",271,"Krampus"
"ID97","ID97",97,3,0,0,321,1,0,0,0,1,1,12,11,0.00857142857142857,0,0,0.917142857142857,0.00285714285714286,0,0,0,0.00285714285714286,0.00285714285714286,0.0342857142857143,0.0314285714285714,0.917142857142857,321,"38",350,"Krampus"
"ID98","ID98",98,1,1,0,52,0,0,0,0,0,0,1,0,0.0181818181818182,0.0181818181818182,0,0.945454545454545,0,0,0,0,0,0,0.0181818181818182,0,0.945454545454545,52,"38",55,"Krampus"
"ID99","ID99",99,0,0,0,32,0,0,0,0,0,0,0,1,0,0,0,0.96969696969697,0,0,0,0,0,0,0,0.0303030303030303,0.96969696969697,32,"38",33,"Krampus"
"ID100","ID100",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ID101","ID101",101,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,"39",1,"Grittibänz"
"ID102","ID102",102,1,0,0,0,3,0,0,0,0,0,0,0,0.25,0,0,0,0.75,0,0,0,0,0,0,0,0.75,3,"39",4,"Grittibänz"
"ID103","ID103",103,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,"39",1,"Grittibänz"
"ID104","ID104",104,0,0,0,0,6,1,0,0,0,1,0,0,0,0,0,0,0.75,0.125,0,0,0,0.125,0,0,0.75,6,"39",8,"Grittibänz"
"ID105","ID105",105,3,0,0,1,32,2,0,0,1,0,0,0,0.0769230769230769,0,0,0.0256410256410256,0.82051282051282,0.0512820512820513,0,0,0.0256410256410256,0,0,0,0.82051282051282,32,"39",39,"Grittibänz"
"ID106","ID106",106,0,0,1,0,44,2,0,0,0,0,0,0,0,0,0.0212765957446809,0,0.936170212765957,0.0425531914893617,0,0,0,0,0,0,0.936170212765957,44,"39",47,"Grittibänz"
"ID107","ID107",107,1,0,0,0,58,1,0,0,0,0,0,1,0.0163934426229508,0,0,0,0.950819672131147,0.0163934426229508,0,0,0,0,0,0.0163934426229508,0.950819672131147,58,"39",61,"Grittibänz"
"ID108","ID108",108,0,1,0,0,439,5,0,0,0,0,3,1,0,0.0022271714922049,0,0,0.977728285077951,0.0111358574610245,0,0,0,0,0.0066815144766147,0.0022271714922049,0.977728285077951,439,"39",449,"Grittibänz"
"ID109","ID109",109,0,0,0,0,126,0,0,0,0,0,0,2,0,0,0,0,0.984375,0,0,0,0,0,0,0.015625,0.984375,126,"39",128,"Grittibänz"
"ID110","ID110",110,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,35,"39",35,"Grittibänz"
"ID111","ID111",111,0,0,0,0,37,1,1,0,0,0,0,1,0,0,0,0,0.925,0.025,0.025,0,0,0,0,0.025,0.925,37,"39",40,"Grittibänz"
"ID112","ID112",112,3,0,0,0,5,0,0,0,0,0,0,0,0.375,0,0,0,0.625,0,0,0,0,0,0,0,0.625,5,"39",8,"Grittibänz"
"ID113","ID113",113,0,1,0,0,6,0,0,0,0,1,0,1,0,0.111111111111111,0,0,0.666666666666667,0,0,0,0,0.111111111111111,0,0.111111111111111,0.666666666666667,6,"39",9,"Grittibänz"
"ID114","ID114",114,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,6,"39",6,"Grittibänz"
"ID115","ID115",115,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0.8,0.2,0,0,0,0,0,0,0.8,4,"39",5,"Grittibänz"
"ID116","ID116",116,1,0,0,0,6,0,0,0,0,0,0,0,0.142857142857143,0,0,0,0.857142857142857,0,0,0,0,0,0,0,0.857142857142857,6,"39",7,"Grittibänz"
"ID117","ID117",117,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,16,"39",16,"Grittibänz"
"ID118","ID118",118,1,0,1,0,8,0,0,0,0,0,0,0,0.1,0,0.1,0,0.8,0,0,0,0,0,0,0,0.8,8,"39",10,"Grittibänz"
"ID119","ID119",119,0,0,0,0,34,1,0,0,0,1,2,0,0,0,0,0,0.894736842105263,0.0263157894736842,0,0,0,0.0263157894736842,0.0526315789473684,0,0.894736842105263,34,"39",38,"Grittibänz"
"ID120","ID120",120,0,0,0,0,36,0,1,0,0,0,0,1,0,0,0,0,0.947368421052632,0,0.0263157894736842,0,0,0,0,0.0263157894736842,0.947368421052632,36,"39",38,"Grittibänz"
"ID121","ID121",121,0,0,0,1,38,0,0,0,0,0,0,0,0,0,0,0.0256410256410256,0.974358974358974,0,0,0,0,0,0,0,0.974358974358974,38,"39",39,"Grittibänz"
"ID122","ID122",122,2,0,0,0,6,0,0,0,0,0,2,0,0.2,0,0,0,0.6,0,0,0,0,0,0.2,0,0.6,6,"39",10,"Grittibänz"
"ID123","ID123",123,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0.666666666666667,0,0,0,0,0,0,0.333333333333333,0.666666666666667,2,"39",3,"Grittibänz"
"ID124","ID124",124,1,0,1,0,5,0,0,0,0,0,0,1,0.125,0,0.125,0,0.625,0,0,0,0,0,0,0.125,0.625,5,"39",8,"Grittibänz"
"ID125","ID125",125,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,"45",1,"Lebkuchenmann"
"ID126","ID126",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ID127","ID127",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ID128","ID128",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ID129","ID129",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ID130","ID130",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ID131","ID131",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ID132","ID132",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ID133","ID133",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ID134","ID134",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ID135","ID135",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ID136","ID136",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ID137","ID137",137,0,0,0,15,0,0,0,0,0,1,7,25,0,0,0,0.3125,0,0,0,0,0,0.0208333333333333,0.145833333333333,0.520833333333333,0.520833333333333,25,"46",48,"Word unknown"
"ID138","ID138",138,0,0,0,9,0,0,0,0,0,0,1,8,0,0,0,0.5,0,0,0,0,0,0,0.0555555555555556,0.444444444444444,0.5,9,"38",18,"Krampus"
"ID139","ID139",139,0,0,0,27,0,0,0,0,0,0,0,9,0,0,0,0.75,0,0,0,0,0,0,0,0.25,0.75,27,"38",36,"Krampus"
"ID140","ID140",140,0,0,0,23,0,0,0,0,0,0,0,10,0,0,0,0.696969696969697,0,0,0,0,0,0,0,0.303030303030303,0.696969696969697,23,"38",33,"Krampus"
"ID141","ID141",141,0,0,0,43,0,0,0,0,0,0,0,1,0,0,0,0.977272727272727,0,0,0,0,0,0,0,0.0227272727272727,0.977272727272727,43,"38",44,"Krampus"
"ID142","ID142",142,0,0,0,33,0,0,0,0,0,0,2,7,0,0,0,0.785714285714286,0,0,0,0,0,0,0.0476190476190476,0.166666666666667,0.785714285714286,33,"38",42,"Krampus"
"ID143","ID143",143,2,0,0,79,0,0,1,0,0,0,2,5,0.0224719101123595,0,0,0.887640449438202,0,0,0.0112359550561798,0,0,0,0.0224719101123595,0.0561797752808989,0.887640449438202,79,"38",89,"Krampus"
"ID144","ID144",144,0,0,0,120,0,0,0,0,0,1,3,6,0,0,0,0.923076923076923,0,0,0,0,0,0.00769230769230769,0.0230769230769231,0.0461538461538462,0.923076923076923,120,"38",130,"Krampus"
"ID145","ID145",145,1,0,0,199,0,1,0,0,0,0,1,13,0.00465116279069767,0,0,0.925581395348837,0,0.00465116279069767,0,0,0,0,0.00465116279069767,0.0604651162790698,0.925581395348837,199,"38",215,"Krampus"
"ID146","ID146",146,2,0,2,61,0,0,0,0,1,0,2,5,0.0273972602739726,0,0.0273972602739726,0.835616438356164,0,0,0,0,0.0136986301369863,0,0.0273972602739726,0.0684931506849315,0.835616438356164,61,"38",73,"Krampus"
"ID147","ID147",147,0,0,0,153,0,0,0,0,1,0,8,3,0,0,0,0.927272727272727,0,0,0,0,0.00606060606060606,0,0.0484848484848485,0.0181818181818182,0.927272727272727,153,"38",165,"Krampus"
