"id","hexID","X210","X212","X213","X214","X216","X219","X221","X224","X225","X226","X227","X228","X229","X233","X236","X237","X240","X245","X246","X248","X251","X252","X255","X256","X257","X258","X259","X261","X262","rel_210","rel_212","rel_213","rel_214","rel_216","rel_219","rel_221","rel_224","rel_225","rel_226","rel_227","rel_228","rel_229","rel_233","rel_236","rel_237","rel_240","rel_245","rel_246","rel_248","rel_251","rel_252","rel_255","rel_256","rel_257","rel_258","rel_259","rel_261","rel_262","relMax","absMax","maxLevel","total","antwort"
"ID736","ID736",736,40,24,2,9,6,1,2,0,1,0,0,0,2,2142,3,24,0,0,0,0,0,0,0,0,0,5,1,0,27,0.017474879860201,0.0104849279161206,0.000873743993010048,0.00393184796854522,0.00262123197903014,0.000436871996505024,0.000873743993010048,0,0.000436871996505024,0,0,0,0.000873743993010048,0.935779816513762,0.00131061598951507,0.0104849279161206,0,0,0,0,0,0,0,0,0,0.00218435998252512,0.000436871996505024,0,0.0117955439056356,0.935779816513762,2142,"233",2289,"Scherz / Scherzel / Scherzerl / Scherz(e)l"
"ID737","ID737",737,71,41,1,14,16,5,6,11,0,0,0,2,0,4362,10,63,0,1,2,0,0,0,0,1,0,4,0,0,68,0.0151774262505344,0.00876442924326635,0.000213766566908935,0.0029927319367251,0.00342026507054297,0.00106883283454468,0.00128259940145361,0.00235143223599829,0,0,0,0.000427533133817871,0,0.932449764856776,0.00213766566908935,0.0134672937152629,0,0.000213766566908935,0.000427533133817871,0,0,0,0,0.000213766566908935,0,0.000855066267635742,0,0,0.0145361265498076,0.932449764856776,4362,"233",4678,"Scherz / Scherzel / Scherzerl / Scherz(e)l"
"ID738","ID738",738,3,5,0,2,0,1,0,0,0,0,0,0,0,175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0160427807486631,0.0267379679144385,0,0.0106951871657754,0,0.0053475935828877,0,0,0,0,0,0,0,0.935828877005348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0053475935828877,0.935828877005348,175,"233",187,"Scherz / Scherzel / Scherzerl / Scherz(e)l"
"ID739","ID739",739,1,0,0,0,0,0,1,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0344827586206897,0,0,0,0,0,0.0344827586206897,0,0,0,0,0,0,0.931034482758621,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.931034482758621,27,"233",29,"Scherz / Scherzel / Scherzerl / Scherz(e)l"
"ID740","ID740",740,0,3,0,0,1,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.111111111111111,0,0,0.037037037037037,0,0,0,0,0,0,0,0,0.851851851851852,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.851851851851852,23,"233",27,"Scherz / Scherzel / Scherzerl / Scherz(e)l"
"ID741","ID741",741,4,3,1,1,3,0,7,1,0,0,0,5,59,0,1,5,0,1,0,0,0,0,0,0,0,0,0,0,9,0.04,0.03,0.01,0.01,0.03,0,0.07,0.01,0,0,0,0.05,0.59,0,0.01,0.05,0,0.01,0,0,0,0,0,0,0,0,0,0,0.09,0.59,59,"229",100,NA
"ID742","ID742",742,30,27,0,2,10,0,26,27,11,6,40,52,215,0,6,41,0,3,2,1,0,0,0,0,3,1,0,0,26,0.056710775047259,0.0510396975425331,0,0.00378071833648393,0.0189035916824197,0,0.0491493383742911,0.0510396975425331,0.0207939508506616,0.0113421550094518,0.0756143667296786,0.0982986767485822,0.406427221172023,0,0.0113421550094518,0.0775047258979206,0,0.0056710775047259,0.00378071833648393,0.00189035916824197,0,0,0,0,0.0056710775047259,0.00189035916824197,0,0,0.0491493383742911,0.406427221172023,215,"229",529,NA
"ID743","ID743",743,10,18,2,2,5,0,5,13,5,7,60,19,111,0,5,19,4,0,3,2,0,0,0,0,3,0,0,0,6,0.0334448160535117,0.0602006688963211,0.00668896321070234,0.00668896321070234,0.0167224080267559,0,0.0167224080267559,0.0434782608695652,0.0167224080267559,0.0234113712374582,0.20066889632107,0.0635451505016722,0.37123745819398,0,0.0167224080267559,0.0635451505016722,0.0133779264214047,0,0.0100334448160535,0.00668896321070234,0,0,0,0,0.0100334448160535,0,0,0,0.020066889632107,0.37123745819398,111,"229",299,NA
"ID744","ID744",744,8,10,0,1,9,0,5,10,2,2,16,7,90,0,2,7,0,0,0,0,0,0,0,0,3,1,0,0,5,0.0449438202247191,0.0561797752808989,0,0.00561797752808989,0.050561797752809,0,0.0280898876404494,0.0561797752808989,0.0112359550561798,0.0112359550561798,0.0898876404494382,0.0393258426966292,0.50561797752809,0,0.0112359550561798,0.0393258426966292,0,0,0,0,0,0,0,0,0.0168539325842697,0.00561797752808989,0,0,0.0280898876404494,0.50561797752809,90,"229",178,NA
"ID745","ID745",745,24,19,1,4,6,1,12,1,1,0,8,8,123,1,9,12,0,0,1,0,0,0,0,0,67,3,0,1,11,0.0766773162939297,0.060702875399361,0.00319488817891374,0.012779552715655,0.0191693290734824,0.00319488817891374,0.0383386581469649,0.00319488817891374,0.00319488817891374,0,0.0255591054313099,0.0255591054313099,0.39297124600639,0.00319488817891374,0.0287539936102236,0.0383386581469649,0,0,0.00319488817891374,0,0,0,0,0,0.21405750798722,0.00958466453674121,0,0.00319488817891374,0.0351437699680511,0.39297124600639,123,"229",313,NA
"ID746","ID746",746,17,25,2,6,6,0,3,4,0,0,3,9,134,1,0,17,1,1,0,0,0,0,0,0,66,2,0,0,10,0.0553745928338762,0.0814332247557003,0.00651465798045603,0.0195439739413681,0.0195439739413681,0,0.00977198697068404,0.0130293159609121,0,0,0.00977198697068404,0.0293159609120521,0.436482084690554,0.00325732899022801,0,0.0553745928338762,0.00325732899022801,0.00325732899022801,0,0,0,0,0,0,0.214983713355049,0.00651465798045603,0,0,0.0325732899022801,0.436482084690554,134,"229",307,NA
"ID747","ID747",747,15,30,1,4,11,1,5,6,1,1,0,10,82,1,2,18,0,0,0,1,0,0,0,0,38,0,0,0,0,0.066079295154185,0.13215859030837,0.00440528634361234,0.0176211453744493,0.0484581497797357,0.00440528634361234,0.0220264317180617,0.026431718061674,0.00440528634361234,0.00440528634361234,0,0.0440528634361234,0.361233480176211,0.00440528634361234,0.00881057268722467,0.079295154185022,0,0,0,0.00440528634361234,0,0,0,0,0.167400881057269,0,0,0,0,0.361233480176211,82,"229",227,NA
"ID748","ID748",748,44,59,0,15,10,1,7,7,0,0,2,26,162,2,10,35,0,2,4,1,0,0,0,1,136,1,0,0,20,0.0807339449541284,0.108256880733945,0,0.0275229357798165,0.018348623853211,0.0018348623853211,0.0128440366972477,0.0128440366972477,0,0,0.0036697247706422,0.0477064220183486,0.297247706422018,0.0036697247706422,0.018348623853211,0.0642201834862385,0,0.0036697247706422,0.0073394495412844,0.0018348623853211,0,0,0,0.0018348623853211,0.24954128440367,0.0018348623853211,0,0,0.036697247706422,0.297247706422018,162,"229",545,NA
"ID749","ID749",749,36,82,0,12,6,3,21,8,1,1,2,17,164,2,14,32,1,3,1,1,0,0,0,1,128,1,1,0,17,0.0648648648648649,0.147747747747748,0,0.0216216216216216,0.0108108108108108,0.00540540540540541,0.0378378378378378,0.0144144144144144,0.0018018018018018,0.0018018018018018,0.0036036036036036,0.0306306306306306,0.295495495495495,0.0036036036036036,0.0252252252252252,0.0576576576576577,0.0018018018018018,0.00540540540540541,0.0018018018018018,0.0018018018018018,0,0,0,0.0018018018018018,0.230630630630631,0.0018018018018018,0.0018018018018018,0,0.0306306306306306,0.295495495495495,164,"229",555,NA
"ID750","ID750",750,19,25,0,3,2,1,10,3,0,0,0,8,42,1,1,12,1,1,0,0,0,1,0,3,26,1,0,0,4,0.115853658536585,0.152439024390244,0,0.0182926829268293,0.0121951219512195,0.00609756097560976,0.0609756097560976,0.0182926829268293,0,0,0,0.0487804878048781,0.25609756097561,0.00609756097560976,0.00609756097560976,0.0731707317073171,0.00609756097560976,0.00609756097560976,0,0,0,0.00609756097560976,0,0.0182926829268293,0.158536585365854,0.00609756097560976,0,0,0.024390243902439,0.25609756097561,42,"229",164,NA
"ID751","ID751",751,9,13,0,4,1,1,4,4,2,0,0,5,15,0,3,4,0,0,0,0,0,1,0,0,34,0,1,0,2,0.087378640776699,0.12621359223301,0,0.0388349514563107,0.00970873786407767,0.00970873786407767,0.0388349514563107,0.0388349514563107,0.0194174757281553,0,0,0.0485436893203883,0.145631067961165,0,0.029126213592233,0.0388349514563107,0,0,0,0,0,0.00970873786407767,0,0,0.330097087378641,0,0.00970873786407767,0,0.0194174757281553,0.330097087378641,34,"257",103,"Riebele"
"ID752","ID752",752,17,23,0,2,4,2,5,1,0,0,1,3,17,0,3,8,0,1,0,0,0,0,0,2,54,1,0,0,4,0.114864864864865,0.155405405405405,0,0.0135135135135135,0.027027027027027,0.0135135135135135,0.0337837837837838,0.00675675675675676,0,0,0.00675675675675676,0.0202702702702703,0.114864864864865,0,0.0202702702702703,0.0540540540540541,0,0.00675675675675676,0,0,0,0,0,0.0135135135135135,0.364864864864865,0.00675675675675676,0,0,0.027027027027027,0.364864864864865,54,"257",148,"Riebele"
"ID753","ID753",753,20,39,0,12,9,1,8,1,0,0,0,4,23,2,4,19,0,0,0,0,0,0,0,9,136,0,0,0,6,0.068259385665529,0.133105802047782,0,0.0409556313993174,0.0307167235494881,0.00341296928327645,0.0273037542662116,0.00341296928327645,0,0,0,0.0136518771331058,0.0784982935153584,0.0068259385665529,0.0136518771331058,0.0648464163822526,0,0,0,0,0,0,0,0.0307167235494881,0.464163822525597,0,0,0,0.0204778156996587,0.464163822525597,136,"257",293,"Riebele"
"ID754","ID754",754,55,83,1,21,23,1,10,4,1,0,1,2,23,4,4,21,1,1,0,0,0,0,1,40,167,1,0,0,21,0.113168724279835,0.170781893004115,0.00205761316872428,0.0432098765432099,0.0473251028806584,0.00205761316872428,0.0205761316872428,0.00823045267489712,0.00205761316872428,0,0.00205761316872428,0.00411522633744856,0.0473251028806584,0.00823045267489712,0.00823045267489712,0.0432098765432099,0.00205761316872428,0.00205761316872428,0,0,0,0,0.00205761316872428,0.0823045267489712,0.343621399176955,0.00205761316872428,0,0,0.0432098765432099,0.343621399176955,167,"257",486,"Riebele"
"ID755","ID755",755,45,75,0,72,21,10,14,2,1,0,0,7,26,9,8,36,1,2,1,0,0,1,1,12,101,2,0,0,37,0.0929752066115702,0.15495867768595,0,0.148760330578512,0.0433884297520661,0.0206611570247934,0.0289256198347107,0.00413223140495868,0.00206611570247934,0,0,0.0144628099173554,0.0537190082644628,0.0185950413223141,0.0165289256198347,0.0743801652892562,0.00206611570247934,0.00413223140495868,0.00206611570247934,0,0,0.00206611570247934,0.00206611570247934,0.0247933884297521,0.208677685950413,0.00413223140495868,0,0,0.0764462809917355,0.208677685950413,101,"257",484,"Riebele"
"ID756","ID756",756,28,54,0,52,8,5,10,3,0,0,0,2,7,11,9,11,0,1,1,1,0,0,3,1,13,1,1,0,12,0.11965811965812,0.230769230769231,0,0.222222222222222,0.0341880341880342,0.0213675213675214,0.0427350427350427,0.0128205128205128,0,0,0,0.00854700854700855,0.0299145299145299,0.047008547008547,0.0384615384615385,0.047008547008547,0,0.00427350427350427,0.00427350427350427,0.00427350427350427,0,0,0.0128205128205128,0.00427350427350427,0.0555555555555556,0.00427350427350427,0.00427350427350427,0,0.0512820512820513,0.230769230769231,54,"212",234,"Anschnitt"
"ID757","ID757",757,29,72,0,81,5,24,7,3,0,1,0,0,0,14,9,15,1,1,3,1,0,0,1,4,12,3,0,0,23,0.0938511326860841,0.233009708737864,0,0.262135922330097,0.0161812297734628,0.0776699029126214,0.0226537216828479,0.00970873786407767,0,0.00323624595469256,0,0,0,0.0453074433656958,0.029126213592233,0.0485436893203883,0.00323624595469256,0.00323624595469256,0.00970873786407767,0.00323624595469256,0,0,0.00323624595469256,0.0129449838187702,0.0388349514563107,0.00970873786407767,0,0,0.0744336569579288,0.262135922330097,81,"214",309,"Kipf / Kipfel"
"ID758","ID758",758,16,20,0,39,5,25,2,1,0,0,0,2,0,13,7,9,0,0,0,0,1,0,0,1,2,0,0,0,10,0.104575163398693,0.130718954248366,0,0.254901960784314,0.0326797385620915,0.163398692810458,0.0130718954248366,0.0065359477124183,0,0,0,0.0130718954248366,0,0.0849673202614379,0.0457516339869281,0.0588235294117647,0,0,0,0,0.0065359477124183,0,0,0.0065359477124183,0.0130718954248366,0,0,0,0.065359477124183,0.254901960784314,39,"214",153,"Kipf / Kipfel"
"ID759","ID759",759,21,28,0,51,15,17,5,4,0,0,1,2,1,17,8,19,0,1,0,0,0,0,1,1,4,1,1,0,18,0.0972222222222222,0.12962962962963,0,0.236111111111111,0.0694444444444444,0.0787037037037037,0.0231481481481481,0.0185185185185185,0,0,0.00462962962962963,0.00925925925925926,0.00462962962962963,0.0787037037037037,0.037037037037037,0.087962962962963,0,0.00462962962962963,0,0,0,0,0.00462962962962963,0.00462962962962963,0.0185185185185185,0.00462962962962963,0.00462962962962963,0,0.0833333333333333,0.236111111111111,51,"214",216,"Kipf / Kipfel"
"ID760","ID760",760,176,163,1,339,56,56,37,21,4,1,0,10,17,123,25,108,3,2,3,5,0,3,8,1,18,6,0,0,178,0.129032258064516,0.11950146627566,0.000733137829912023,0.248533724340176,0.0410557184750733,0.0410557184750733,0.0271260997067449,0.0153958944281525,0.00293255131964809,0.000733137829912023,0,0.00733137829912024,0.0124633431085044,0.0901759530791789,0.0183284457478006,0.0791788856304985,0.00219941348973607,0.00146627565982405,0.00219941348973607,0.00366568914956012,0,0.00219941348973607,0.00586510263929619,0.000733137829912023,0.0131964809384164,0.00439882697947214,0,0,0.13049853372434,0.248533724340176,339,"214",1364,"Kipf / Kipfel"
"ID761","ID761",761,53,42,1,79,60,17,9,12,0,0,0,4,1,71,7,21,0,2,1,2,0,1,2,0,5,3,0,1,42,0.121559633027523,0.0963302752293578,0.00229357798165138,0.181192660550459,0.137614678899083,0.0389908256880734,0.0206422018348624,0.0275229357798165,0,0,0,0.00917431192660551,0.00229357798165138,0.162844036697248,0.0160550458715596,0.0481651376146789,0,0.00458715596330275,0.00229357798165138,0.00458715596330275,0,0.00229357798165138,0.00458715596330275,0,0.0114678899082569,0.00688073394495413,0,0.00229357798165138,0.0963302752293578,0.181192660550459,79,"214",436,"Kipf / Kipfel"
"ID762","ID762",762,29,13,0,3,30,15,4,7,0,1,0,0,1,124,5,12,0,0,0,0,0,0,0,1,1,3,0,0,10,0.111969111969112,0.0501930501930502,0,0.0115830115830116,0.115830115830116,0.0579150579150579,0.0154440154440154,0.027027027027027,0,0.00386100386100386,0,0,0.00386100386100386,0.478764478764479,0.0193050193050193,0.0463320463320463,0,0,0,0,0,0,0,0.00386100386100386,0.00386100386100386,0.0115830115830116,0,0,0.0386100386100386,0.478764478764479,124,"233",259,"Scherz / Scherzel / Scherzerl / Scherz(e)l"
"ID763","ID763",763,60,19,0,2,16,7,9,7,2,0,1,0,1,397,2,30,1,0,0,0,0,2,0,0,1,3,0,0,18,0.103806228373702,0.0328719723183391,0,0.00346020761245675,0.027681660899654,0.0121107266435986,0.0155709342560554,0.0121107266435986,0.00346020761245675,0,0.00173010380622837,0,0.00173010380622837,0.686851211072664,0.00346020761245675,0.0519031141868512,0.00173010380622837,0,0,0,0,0.00346020761245675,0,0,0.00173010380622837,0.00519031141868512,0,0,0.0311418685121107,0.686851211072664,397,"233",578,"Scherz / Scherzel / Scherzerl / Scherz(e)l"
"ID764","ID764",764,93,20,0,9,14,9,12,24,4,0,0,6,0,460,3,39,1,2,0,0,0,0,0,0,1,1,0,0,37,0.126530612244898,0.0272108843537415,0,0.0122448979591837,0.019047619047619,0.0122448979591837,0.0163265306122449,0.0326530612244898,0.0054421768707483,0,0,0.00816326530612245,0,0.625850340136054,0.00408163265306122,0.0530612244897959,0.00136054421768707,0.00272108843537415,0,0,0,0,0,0,0.00136054421768707,0.00136054421768707,0,0,0.0503401360544218,0.625850340136054,460,"233",735,"Scherz / Scherzel / Scherzerl / Scherz(e)l"
"ID765","ID765",765,38,12,0,5,8,5,3,9,2,0,0,0,1,255,0,18,0,2,1,0,0,0,1,0,1,1,0,0,20,0.0994764397905759,0.031413612565445,0,0.0130890052356021,0.0209424083769634,0.0130890052356021,0.00785340314136126,0.0235602094240838,0.00523560209424084,0,0,0,0.00261780104712042,0.667539267015707,0,0.0471204188481675,0,0.00523560209424084,0.00261780104712042,0,0,0,0.00261780104712042,0,0.00261780104712042,0.00261780104712042,0,0,0.0523560209424084,0.667539267015707,255,"233",382,"Scherz / Scherzel / Scherzerl / Scherz(e)l"
"ID766","ID766",766,38,7,0,2,4,4,2,4,1,0,0,1,0,292,1,18,0,2,0,1,0,0,0,0,0,5,0,0,12,0.0964467005076142,0.0177664974619289,0,0.0050761421319797,0.0101522842639594,0.0101522842639594,0.0050761421319797,0.0101522842639594,0.00253807106598985,0,0,0.00253807106598985,0,0.741116751269036,0.00253807106598985,0.0456852791878173,0,0.0050761421319797,0,0.00253807106598985,0,0,0,0,0,0.0126903553299492,0,0,0.0304568527918782,0.741116751269036,292,"233",394,"Scherz / Scherzel / Scherzerl / Scherz(e)l"
"ID767","ID767",767,11,0,0,1,2,2,1,3,0,0,0,1,0,92,1,2,0,1,0,0,0,0,0,0,0,0,0,0,7,0.0887096774193548,0,0,0.00806451612903226,0.0161290322580645,0.0161290322580645,0.00806451612903226,0.0241935483870968,0,0,0,0.00806451612903226,0,0.741935483870968,0.00806451612903226,0.0161290322580645,0,0.00806451612903226,0,0,0,0,0,0,0,0,0,0,0.0564516129032258,0.741935483870968,92,"233",124,"Scherz / Scherzel / Scherzerl / Scherz(e)l"
"ID768","ID768",768,9,4,0,0,4,1,4,3,1,0,0,0,0,155,1,3,0,1,0,0,0,0,0,0,0,2,0,0,2,0.0473684210526316,0.0210526315789474,0,0,0.0210526315789474,0.00526315789473684,0.0210526315789474,0.0157894736842105,0.00526315789473684,0,0,0,0,0.815789473684211,0.00526315789473684,0.0157894736842105,0,0.00526315789473684,0,0,0,0,0,0,0,0.0105263157894737,0,0,0.0105263157894737,0.815789473684211,155,"233",190,"Scherz / Scherzel / Scherzerl / Scherz(e)l"
"ID769","ID769",769,2,2,0,0,0,4,0,0,0,0,0,1,0,104,1,7,0,0,0,0,0,0,0,0,0,3,0,0,5,0.0155038759689922,0.0155038759689922,0,0,0,0.0310077519379845,0,0,0,0,0,0.00775193798449612,0,0.806201550387597,0.00775193798449612,0.0542635658914729,0,0,0,0,0,0,0,0,0,0.0232558139534884,0,0,0.0387596899224806,0.806201550387597,104,"233",129,"Scherz / Scherzel / Scherzerl / Scherz(e)l"
"ID770","ID770",770,28,10,1,3,4,15,3,2,0,0,0,0,2,272,0,9,0,2,0,0,0,0,0,0,0,2,0,0,6,0.0779944289693593,0.0278551532033426,0.00278551532033426,0.00835654596100279,0.011142061281337,0.0417827298050139,0.00835654596100279,0.00557103064066852,0,0,0,0,0.00557103064066852,0.757660167130919,0,0.0250696378830084,0,0.00557103064066852,0,0,0,0,0,0,0,0.00557103064066852,0,0,0.0167130919220056,0.757660167130919,272,"233",359,"Scherz / Scherzel / Scherzerl / Scherz(e)l"
"ID771","ID771",771,12,12,0,4,1,13,2,1,0,0,0,0,0,229,2,10,0,0,0,0,0,0,0,0,1,2,0,0,5,0.0408163265306122,0.0408163265306122,0,0.0136054421768707,0.00340136054421769,0.0442176870748299,0.00680272108843537,0.00340136054421769,0,0,0,0,0,0.77891156462585,0.00680272108843537,0.0340136054421769,0,0,0,0,0,0,0,0,0.00340136054421769,0.00680272108843537,0,0,0.0170068027210884,0.77891156462585,229,"233",294,"Scherz / Scherzel / Scherzerl / Scherz(e)l"
"ID772","ID772",772,2,3,0,0,0,3,1,1,0,0,0,0,0,72,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0.0235294117647059,0.0352941176470588,0,0,0,0.0352941176470588,0.0117647058823529,0.0117647058823529,0,0,0,0,0,0.847058823529412,0.0117647058823529,0,0,0,0,0,0,0,0,0,0,0.0117647058823529,0,0,0.0117647058823529,0.847058823529412,72,"233",85,"Scherz / Scherzel / Scherzerl / Scherz(e)l"
"ID773","ID773",773,3,7,0,1,3,1,0,0,0,0,0,0,0,243,0,2,0,0,0,0,0,0,0,0,0,4,0,0,0,0.0113636363636364,0.0265151515151515,0,0.00378787878787879,0.0113636363636364,0.00378787878787879,0,0,0,0,0,0,0,0.920454545454545,0,0.00757575757575758,0,0,0,0,0,0,0,0,0,0.0151515151515152,0,0,0,0.920454545454545,243,"233",264,"Scherz / Scherzel / Scherzerl / Scherz(e)l"
"ID774","ID774",774,2,2,0,0,1,1,0,0,0,0,0,0,0,92,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0.0198019801980198,0.0198019801980198,0,0,0.0099009900990099,0.0099009900990099,0,0,0,0,0,0,0,0.910891089108911,0,0.0099009900990099,0,0,0,0,0,0,0,0,0,0,0,0,0.0198019801980198,0.910891089108911,92,"233",101,"Scherz / Scherzel / Scherzerl / Scherz(e)l"
"ID775","ID775",775,1,1,0,0,0,1,0,0,0,0,0,0,0,86,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0.010989010989011,0.010989010989011,0,0,0,0.010989010989011,0,0,0,0,0,0,0,0.945054945054945,0,0.010989010989011,0,0,0,0,0,0,0,0,0,0,0,0,0.010989010989011,0.945054945054945,86,"233",91,"Scherz / Scherzel / Scherzerl / Scherz(e)l"
"ID776","ID776",776,2,6,0,0,5,1,2,1,0,0,0,0,1,192,0,3,0,0,0,0,0,0,0,0,0,2,0,0,1,0.00925925925925926,0.0277777777777778,0,0,0.0231481481481481,0.00462962962962963,0.00925925925925926,0.00462962962962963,0,0,0,0,0.00462962962962963,0.888888888888889,0,0.0138888888888889,0,0,0,0,0,0,0,0,0,0.00925925925925926,0,0,0.00462962962962963,0.888888888888889,192,"233",216,"Scherz / Scherzel / Scherzerl / Scherz(e)l"
"ID777","ID777",777,1,3,0,0,6,2,0,0,0,0,0,0,0,94,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00934579439252336,0.0280373831775701,0,0,0.0560747663551402,0.0186915887850467,0,0,0,0,0,0,0,0.878504672897196,0,0.00934579439252336,0,0,0,0,0,0,0,0,0,0,0,0,0,0.878504672897196,94,"233",107,"Scherz / Scherzel / Scherzerl / Scherz(e)l"
"ID778","ID778",778,2,2,0,0,8,0,0,0,0,0,0,0,0,179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0104712041884817,0.0104712041884817,0,0,0.0418848167539267,0,0,0,0,0,0,0,0,0.93717277486911,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.93717277486911,179,"233",191,"Scherz / Scherzel / Scherzerl / Scherz(e)l"
"ID779","ID779",779,1,2,0,0,1,0,0,0,0,0,0,0,0,228,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00429184549356223,0.00858369098712446,0,0,0.00429184549356223,0,0,0,0,0,0,0,0,0.978540772532189,0,0.00429184549356223,0,0,0,0,0,0,0,0,0,0,0,0,0,0.978540772532189,228,"233",233,"Scherz / Scherzel / Scherzerl / Scherz(e)l"
"ID780","ID780",780,4,4,0,0,0,0,0,1,0,0,0,0,0,350,1,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0.010989010989011,0.010989010989011,0,0,0,0,0,0.00274725274725275,0,0,0,0,0,0.961538461538462,0.00274725274725275,0.00549450549450549,0.00274725274725275,0,0,0,0,0,0,0,0,0,0,0,0.00274725274725275,0.961538461538462,350,"233",364,"Scherz / Scherzel / Scherzerl / Scherz(e)l"
"ID781","ID781",781,18,10,0,4,3,1,2,1,0,0,0,0,0,1790,1,14,0,0,0,0,0,0,0,0,0,1,0,0,11,0.00969827586206897,0.00538793103448276,0,0.0021551724137931,0.00161637931034483,0.000538793103448276,0.00107758620689655,0.000538793103448276,0,0,0,0,0,0.964439655172414,0.000538793103448276,0.00754310344827586,0,0,0,0,0,0,0,0,0,0.000538793103448276,0,0,0.00592672413793103,0.964439655172414,1790,"233",1856,"Scherz / Scherzel / Scherzerl / Scherz(e)l"
"ID782","ID782",782,2,3,0,0,1,0,1,0,0,0,0,1,0,243,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0.0078125,0.01171875,0,0,0.00390625,0,0.00390625,0,0,0,0,0.00390625,0,0.94921875,0.00390625,0.00390625,0,0,0,0,0,0,0,0,0,0,0,0,0.01171875,0.94921875,243,"233",256,"Scherz / Scherzel / Scherzerl / Scherz(e)l"
"ID783","ID783",783,1,2,0,0,0,0,0,0,0,0,0,0,0,219,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0.00444444444444444,0.00888888888888889,0,0,0,0,0,0,0,0,0,0,0,0.973333333333333,0,0.00888888888888889,0,0,0,0,0,0,0,0,0,0.00444444444444444,0,0,0,0.973333333333333,219,"233",225,"Scherz / Scherzel / Scherzerl / Scherz(e)l"
"ID784","ID784",784,0,0,0,0,0,0,0,0,0,0,0,0,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,54,"233",54,"Scherz / Scherzel / Scherzerl / Scherz(e)l"
"ID785","ID785",785,2,1,0,0,2,0,0,0,0,0,0,0,0,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0317460317460317,0.0158730158730159,0,0,0.0317460317460317,0,0,0,0,0,0,0,0,0.920634920634921,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.920634920634921,58,"233",63,"Scherz / Scherzel / Scherzerl / Scherz(e)l"
"ID786","ID786",786,1,0,0,0,0,1,0,0,0,0,0,0,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0192307692307692,0,0,0,0,0.0192307692307692,0,0,0,0,0,0,0,0.942307692307692,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0192307692307692,0.942307692307692,49,"233",52,"Scherz / Scherzel / Scherzerl / Scherz(e)l"
"ID787","ID787",787,0,0,0,0,0,0,0,0,0,0,0,0,0,101,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.990196078431373,0,0.00980392156862745,0,0,0,0,0,0,0,0,0,0,0,0,0,0.990196078431373,101,"233",102,"Scherz / Scherzel / Scherzerl / Scherz(e)l"
"ID788","ID788",788,0,0,0,0,0,0,0,0,0,0,0,0,0,47,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.979166666666667,0.0208333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.979166666666667,47,"233",48,"Scherz / Scherzel / Scherzerl / Scherz(e)l"
"ID789","ID789",789,0,6,0,0,0,1,0,2,0,0,0,0,0,263,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0218978102189781,0,0,0,0.00364963503649635,0,0.0072992700729927,0,0,0,0,0,0.95985401459854,0,0.00364963503649635,0,0,0,0,0,0,0,0,0,0,0,0,0.00364963503649635,0.95985401459854,263,"233",274,"Scherz / Scherzel / Scherzerl / Scherz(e)l"
"ID790","ID790",790,0,3,0,0,0,0,0,0,0,1,0,0,0,74,1,0,1,0,0,1,0,0,0,0,0,0,0,0,2,0,0.036144578313253,0,0,0,0,0,0,0,0.0120481927710843,0,0,0,0.891566265060241,0.0120481927710843,0,0.0120481927710843,0,0,0.0120481927710843,0,0,0,0,0,0,0,0,0.0240963855421687,0.891566265060241,74,"233",83,"Scherz / Scherzel / Scherzerl / Scherz(e)l"
