"id","hexID","X210","X212","X213","X214","X216","X219","X221","X224","X225","X226","X227","X228","X229","X233","X236","X237","X240","X245","X246","X248","X251","X252","X255","X256","X257","X258","X259","X261","X262","rel_210","rel_212","rel_213","rel_214","rel_216","rel_219","rel_221","rel_224","rel_225","rel_226","rel_227","rel_228","rel_229","rel_233","rel_236","rel_237","rel_240","rel_245","rel_246","rel_248","rel_251","rel_252","rel_255","rel_256","rel_257","rel_258","rel_259","rel_261","rel_262","relMax","absMax","maxLevel","total","antwort"
"ID2171","ID2171",2171,19,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.95,0,0,0,0,0,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.95,19,"210",20,"Kanten / Kante / Käntchen"
"ID2172","ID2172",2172,32,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.941176470588235,0,0,0,0,0,0.0294117647058824,0.0294117647058824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.941176470588235,32,"210",34,"Kanten / Kante / Käntchen"
"ID2173","ID2173",2173,17,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.944444444444444,0,0,0,0.0555555555555556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.944444444444444,17,"210",18,"Kanten / Kante / Käntchen"
"ID2174","ID2174",2174,94,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.94,0,0,0,0,0,0.01,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0.94,94,"210",100,"Kanten / Kante / Käntchen"
"ID2175","ID2175",2175,461,3,0,0,13,0,0,9,0,0,1,0,0,0,0,13,1,0,1,0,0,0,0,0,0,0,0,0,3,0.912871287128713,0.00594059405940594,0,0,0.0257425742574257,0,0,0.0178217821782178,0,0,0.00198019801980198,0,0,0,0,0.0257425742574257,0.00198019801980198,0,0.00198019801980198,0,0,0,0,0,0,0,0,0,0.00594059405940594,0.912871287128713,461,"210",505,"Kanten / Kante / Käntchen"
"ID2176","ID2176",2176,133,0,1,1,2,0,1,6,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0.898648648648649,0,0.00675675675675676,0.00675675675675676,0.0135135135135135,0,0.00675675675675676,0.0405405405405405,0.00675675675675676,0,0,0,0,0,0,0.0135135135135135,0,0,0,0,0,0,0,0,0,0,0,0,0.00675675675675676,0.898648648648649,133,"210",148,"Kanten / Kante / Käntchen"
"ID2177","ID2177",2177,243,1,1,0,3,0,0,5,2,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,2,0.931034482758621,0.00383141762452107,0.00383141762452107,0,0.0114942528735632,0,0,0.0191570881226054,0.00766283524904215,0,0,0,0,0,0,0.0153256704980843,0,0,0,0,0,0,0,0,0,0,0,0,0.00766283524904215,0.931034482758621,243,"210",261,"Kanten / Kante / Käntchen"
"ID2178","ID2178",2178,101,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0.961904761904762,0.00952380952380952,0,0,0.00952380952380952,0,0,0,0,0,0,0,0,0,0,0.00952380952380952,0,0,0,0,0,0,0,0,0,0,0,0,0.00952380952380952,0.961904761904762,101,"210",105,"Kanten / Kante / Käntchen"
"ID2179","ID2179",2179,40,1,0,0,0,0,1,1,0,0,0,0,0,0,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0.851063829787234,0.0212765957446809,0,0,0,0,0.0212765957446809,0.0212765957446809,0,0,0,0,0,0,0.0212765957446809,0.0425531914893617,0,0,0,0.0212765957446809,0,0,0,0,0,0,0,0,0,0.851063829787234,40,"210",47,"Kanten / Kante / Käntchen"
"ID2180","ID2180",2180,95,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0.969387755102041,0,0,0,0,0,0,0.0102040816326531,0,0,0,0,0,0,0,0.0102040816326531,0,0,0,0,0,0,0,0,0,0,0,0,0.0102040816326531,0.969387755102041,95,"210",98,"Kanten / Kante / Käntchen"
"ID2181","ID2181",2181,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,23,"210",23,"Kanten / Kante / Käntchen"
"ID2182","ID2182",2182,38,0,0,0,1,0,0,19,0,0,0,0,0,0,0,27,0,4,0,0,0,0,0,0,0,0,0,0,6,0.4,0,0,0,0.0105263157894737,0,0,0.2,0,0,0,0,0,0,0,0.284210526315789,0,0.0421052631578947,0,0,0,0,0,0,0,0,0,0,0.0631578947368421,0.4,38,"210",95,"Kanten / Kante / Käntchen"
"ID2183","ID2183",2183,43,0,0,0,0,0,0,19,1,0,0,0,1,1,0,37,0,5,1,0,0,0,0,0,0,0,0,0,14,0.352459016393443,0,0,0,0,0,0,0.155737704918033,0.00819672131147541,0,0,0,0.00819672131147541,0.00819672131147541,0,0.30327868852459,0,0.040983606557377,0.00819672131147541,0,0,0,0,0,0,0,0,0,0.114754098360656,0.352459016393443,43,"210",122,"Kanten / Kante / Käntchen"
"ID2184","ID2184",2184,44,1,0,0,1,0,1,20,0,0,0,0,0,0,1,36,0,4,1,0,0,0,0,0,0,0,0,0,14,0.357723577235772,0.00813008130081301,0,0,0.00813008130081301,0,0.00813008130081301,0.16260162601626,0,0,0,0,0,0,0.00813008130081301,0.292682926829268,0,0.032520325203252,0.00813008130081301,0,0,0,0,0,0,0,0,0,0.113821138211382,0.357723577235772,44,"210",123,"Kanten / Kante / Käntchen"
"ID2185","ID2185",2185,45,0,0,0,0,0,0,23,0,0,0,0,0,0,0,46,0,5,0,0,0,0,0,0,1,0,0,0,9,0.348837209302326,0,0,0,0,0,0,0.178294573643411,0,0,0,0,0,0,0,0.356589147286822,0,0.0387596899224806,0,0,0,0,0,0,0.00775193798449612,0,0,0,0.0697674418604651,0.356589147286822,46,"237",129,"Kurste / Krust / Krüstchen"
"ID2186","ID2186",2186,20,0,0,0,1,0,0,30,0,0,0,0,0,0,0,23,0,1,0,1,0,0,0,0,0,0,0,0,2,0.256410256410256,0,0,0,0.0128205128205128,0,0,0.384615384615385,0,0,0,0,0,0,0,0.294871794871795,0,0.0128205128205128,0,0.0128205128205128,0,0,0,0,0,0,0,0,0.0256410256410256,0.384615384615385,30,"224",78,"Knust / Knüstchen"
"ID2187","ID2187",2187,88,1,0,0,1,0,4,127,3,0,0,1,0,0,0,65,0,8,3,0,0,0,0,0,0,0,0,0,25,0.269938650306748,0.00306748466257669,0,0,0.00306748466257669,0,0.0122699386503067,0.389570552147239,0.00920245398773006,0,0,0.00306748466257669,0,0,0,0.199386503067485,0,0.0245398773006135,0.00920245398773006,0,0,0,0,0,0,0,0,0,0.0766871165644172,0.389570552147239,127,"224",326,"Knust / Knüstchen"
"ID2188","ID2188",2188,29,0,0,0,0,0,0,59,0,0,0,0,0,1,0,26,0,2,0,0,0,0,0,0,0,0,0,0,7,0.233870967741935,0,0,0,0,0,0,0.475806451612903,0,0,0,0,0,0.00806451612903226,0,0.209677419354839,0,0.0161290322580645,0,0,0,0,0,0,0,0,0,0,0.0564516129032258,0.475806451612903,59,"224",124,"Knust / Knüstchen"
"ID2189","ID2189",2189,80,3,0,1,0,0,3,290,3,0,0,2,0,0,0,34,0,3,0,0,0,0,0,0,0,0,0,0,11,0.186046511627907,0.00697674418604651,0,0.00232558139534884,0,0,0.00697674418604651,0.674418604651163,0.00697674418604651,0,0,0.00465116279069767,0,0,0,0.0790697674418605,0,0.00697674418604651,0,0,0,0,0,0,0,0,0,0,0.0255813953488372,0.674418604651163,290,"224",430,"Knust / Knüstchen"
"ID2190","ID2190",2190,28,0,0,0,0,0,0,122,0,0,0,1,0,0,0,15,0,2,0,0,0,1,0,0,0,0,0,0,0,0.165680473372781,0,0,0,0,0,0,0.72189349112426,0,0,0,0.00591715976331361,0,0,0,0.0887573964497041,0,0.0118343195266272,0,0,0,0.00591715976331361,0,0,0,0,0,0,0,0.72189349112426,122,"224",169,"Knust / Knüstchen"
"ID2191","ID2191",2191,35,0,0,0,1,0,0,159,0,0,0,0,0,0,0,13,0,0,1,0,0,0,0,0,0,1,0,0,6,0.162037037037037,0,0,0,0.00462962962962963,0,0,0.736111111111111,0,0,0,0,0,0,0,0.0601851851851852,0,0,0.00462962962962963,0,0,0,0,0,0,0.00462962962962963,0,0,0.0277777777777778,0.736111111111111,159,"224",216,"Knust / Knüstchen"
"ID2192","ID2192",2192,47,0,1,0,1,0,0,289,1,0,0,0,1,0,0,16,0,1,0,0,0,0,0,0,0,0,0,0,5,0.129834254143646,0,0.00276243093922652,0,0.00276243093922652,0,0,0.798342541436464,0.00276243093922652,0,0,0,0.00276243093922652,0,0,0.0441988950276243,0,0.00276243093922652,0,0,0,0,0,0,0,0,0,0,0.0138121546961326,0.798342541436464,289,"224",362,"Knust / Knüstchen"
"ID2193","ID2193",2193,14,0,0,0,1,0,0,143,0,0,0,0,0,1,0,5,1,1,1,0,0,0,0,0,0,0,0,0,8,0.08,0,0,0,0.00571428571428571,0,0,0.817142857142857,0,0,0,0,0,0.00571428571428571,0,0.0285714285714286,0.00571428571428571,0.00571428571428571,0.00571428571428571,0,0,0,0,0,0,0,0,0,0.0457142857142857,0.817142857142857,143,"224",175,"Knust / Knüstchen"
"ID2194","ID2194",2194,63,3,1,0,1,0,0,396,1,0,0,0,0,1,0,15,1,0,0,0,0,1,1,0,0,0,0,0,16,0.126,0.006,0.002,0,0.002,0,0,0.792,0.002,0,0,0,0,0.002,0,0.03,0.002,0,0,0,0,0.002,0.002,0,0,0,0,0,0.032,0.792,396,"224",500,"Knust / Knüstchen"
"ID2195","ID2195",2195,33,3,0,0,1,0,1,99,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0.227586206896552,0.0206896551724138,0,0,0.00689655172413793,0,0.00689655172413793,0.682758620689655,0,0.00689655172413793,0,0,0,0,0,0.0206896551724138,0,0,0,0,0,0,0,0,0,0,0,0,0.0275862068965517,0.682758620689655,99,"224",145,"Knust / Knüstchen"
"ID2196","ID2196",2196,23,2,0,0,0,0,0,130,1,0,0,0,0,0,0,5,0,2,0,0,0,0,0,0,0,0,0,0,3,0.13855421686747,0.0120481927710843,0,0,0,0,0,0.783132530120482,0.00602409638554217,0,0,0,0,0,0,0.0301204819277108,0,0.0120481927710843,0,0,0,0,0,0,0,0,0,0,0.0180722891566265,0.783132530120482,130,"224",166,"Knust / Knüstchen"
"ID2197","ID2197",2197,26,1,0,0,0,0,0,131,1,0,0,0,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,2,0.156626506024096,0.00602409638554217,0,0,0,0,0,0.789156626506024,0.00602409638554217,0,0,0,0,0.00602409638554217,0,0.0240963855421687,0,0,0,0,0,0,0,0,0,0,0,0,0.0120481927710843,0.789156626506024,131,"224",166,"Knust / Knüstchen"
"ID2198","ID2198",2198,16,0,0,0,0,0,1,66,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.188235294117647,0,0,0,0,0,0.0117647058823529,0.776470588235294,0,0,0,0.0117647058823529,0,0,0,0.0117647058823529,0,0,0,0,0,0,0,0,0,0,0,0,0,0.776470588235294,66,"224",85,"Knust / Knüstchen"
"ID2199","ID2199",2199,15,0,0,0,0,0,0,99,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,6,0.122950819672131,0,0,0,0,0,0,0.811475409836066,0,0,0,0,0,0,0,0.0163934426229508,0,0,0,0,0,0,0,0,0,0,0,0,0.0491803278688525,0.811475409836066,99,"224",122,"Knust / Knüstchen"
"ID2200","ID2200",2200,16,0,0,1,0,0,1,66,0,0,0,0,0,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,4,0.173913043478261,0,0,0.0108695652173913,0,0,0.0108695652173913,0.717391304347826,0,0,0,0,0,0.0108695652173913,0,0.0217391304347826,0,0.0108695652173913,0,0,0,0,0,0,0,0,0,0,0.0434782608695652,0.717391304347826,66,"224",92,"Knust / Knüstchen"
"ID2201","ID2201",2201,8,0,0,0,0,0,0,52,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0.126984126984127,0,0,0,0,0,0,0.825396825396825,0,0,0,0,0,0,0,0.0158730158730159,0,0,0,0,0,0,0,0,0,0,0,0,0.0317460317460317,0.825396825396825,52,"224",63,"Knust / Knüstchen"
"ID2202","ID2202",2202,50,1,0,0,1,0,0,161,0,0,0,0,0,0,0,4,0,2,0,0,0,0,0,0,0,0,0,0,4,0.224215246636771,0.00448430493273543,0,0,0.00448430493273543,0,0,0.721973094170404,0,0,0,0,0,0,0,0.0179372197309417,0,0.00896860986547085,0,0,0,0,0,0,0,0,0,0,0.0179372197309417,0.721973094170404,161,"224",223,"Knust / Knüstchen"
"ID2203","ID2203",2203,13,0,0,0,0,0,0,65,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0.160493827160494,0,0,0,0,0,0,0.802469135802469,0,0,0,0,0,0,0,0.0246913580246914,0,0,0,0,0,0,0,0,0,0,0,0,0.0123456790123457,0.802469135802469,65,"224",81,"Knust / Knüstchen"
"ID2204","ID2204",2204,9,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.409090909090909,0,0,0,0,0,0,0.590909090909091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.590909090909091,13,"224",22,"Knust / Knüstchen"
"ID2205","ID2205",2205,46,0,0,0,0,0,0,13,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.766666666666667,0,0,0,0,0,0,0.216666666666667,0,0,0,0,0,0,0,0.0166666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0.766666666666667,46,"210",60,"Kanten / Kante / Käntchen"
"ID2206","ID2206",2206,117,1,0,0,1,0,0,29,0,0,0,1,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,2,0.754838709677419,0.00645161290322581,0,0,0.00645161290322581,0,0,0.187096774193548,0,0,0,0.00645161290322581,0,0,0,0.0193548387096774,0,0.00645161290322581,0,0,0,0,0,0,0,0,0,0,0.0129032258064516,0.754838709677419,117,"210",155,"Kanten / Kante / Käntchen"
"ID2207","ID2207",2207,22,0,0,0,0,0,1,6,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0.6875,0,0,0,0,0,0.03125,0.1875,0.03125,0,0,0,0,0,0,0.03125,0,0,0,0,0,0,0,0,0,0,0,0.03125,0,0.6875,22,"210",32,"Kanten / Kante / Käntchen"
"ID2208","ID2208",2208,29,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.90625,0,0,0,0.03125,0,0,0.03125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03125,0.90625,29,"210",32,"Kanten / Kante / Käntchen"
"ID2209","ID2209",2209,61,0,0,0,0,0,0,4,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.91044776119403,0,0,0,0,0,0,0.0597014925373134,0,0,0,0,0,0,0,0.0298507462686567,0,0,0,0,0,0,0,0,0,0,0,0,0,0.91044776119403,61,"210",67,"Kanten / Kante / Käntchen"
"ID2210","ID2210",2210,53,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.963636363636364,0,0,0,0,0,0,0.0181818181818182,0,0,0,0,0,0,0,0.0181818181818182,0,0,0,0,0,0,0,0,0,0,0,0,0,0.963636363636364,53,"210",55,"Kanten / Kante / Käntchen"
"ID2211","ID2211",2211,44,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0.916666666666667,0,0,0,0,0,0,0.0416666666666667,0,0,0,0,0,0,0,0.0208333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0.0208333333333333,0.916666666666667,44,"210",48,"Kanten / Kante / Käntchen"
"ID2212","ID2212",2212,23,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.851851851851852,0,0,0.037037037037037,0,0,0.037037037037037,0.037037037037037,0,0,0,0,0,0,0,0.037037037037037,0,0,0,0,0,0,0,0,0,0,0,0,0,0.851851851851852,23,"210",27,"Kanten / Kante / Käntchen"
"ID2213","ID2213",2213,47,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.92156862745098,0,0.0196078431372549,0,0,0,0,0.0196078431372549,0,0.0196078431372549,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0196078431372549,0.92156862745098,47,"210",51,"Kanten / Kante / Käntchen"
"ID2214","ID2214",2214,46,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.938775510204082,0,0,0,0,0,0,0.0204081632653061,0.0204081632653061,0,0,0,0,0,0,0.0204081632653061,0,0,0,0,0,0,0,0,0,0,0,0,0,0.938775510204082,46,"210",49,"Kanten / Kante / Käntchen"
"ID2215","ID2215",2215,28,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.903225806451613,0,0,0,0,0,0,0.0645161290322581,0,0,0,0,0,0,0,0.032258064516129,0,0,0,0,0,0,0,0,0,0,0,0,0,0.903225806451613,28,"210",31,"Kanten / Kante / Käntchen"
"ID2216","ID2216",2216,202,0,0,0,3,0,1,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.961904761904762,0,0,0,0.0142857142857143,0,0.00476190476190476,0.00952380952380952,0,0.00476190476190476,0,0,0,0,0,0.00476190476190476,0,0,0,0,0,0,0,0,0,0,0,0,0,0.961904761904762,202,"210",210,"Kanten / Kante / Käntchen"
"ID2217","ID2217",2217,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,28,"210",28,"Kanten / Kante / Käntchen"
"ID2218","ID2218",2218,73,0,0,0,1,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.935897435897436,0,0,0,0.0128205128205128,0,0,0.0128205128205128,0,0,0,0,0,0,0,0.0384615384615385,0,0,0,0,0,0,0,0,0,0,0,0,0,0.935897435897436,73,"210",78,"Kanten / Kante / Käntchen"
"ID2219","ID2219",2219,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.983870967741935,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0161290322580645,0,0,0,0,0,0,0,0,0,0,0,0,0,0.983870967741935,61,"210",62,"Kanten / Kante / Käntchen"
"ID2220","ID2220",2220,39,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0.906976744186046,0,0,0,0,0,0,0.0232558139534884,0,0,0,0,0,0.0232558139534884,0,0.0232558139534884,0,0,0,0,0,0,0,0,0,0,0,0,0.0232558139534884,0.906976744186046,39,"210",43,"Kanten / Kante / Käntchen"
"ID2221","ID2221",2221,82,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.953488372093023,0,0,0,0.0348837209302326,0,0,0,0,0,0,0,0,0,0,0.0116279069767442,0,0,0,0,0,0,0,0,0,0,0,0,0,0.953488372093023,82,"210",86,"Kanten / Kante / Käntchen"
"ID2222","ID2222",2222,289,0,0,0,2,0,0,6,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0.956953642384106,0,0,0,0.00662251655629139,0,0,0.0198675496688742,0,0,0,0,0,0,0,0.0132450331125828,0,0,0,0,0,0,0,0,0,0,0,0,0.0033112582781457,0.956953642384106,289,"210",302,"Kanten / Kante / Käntchen"
"ID2223","ID2223",2223,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.955555555555556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0222222222222222,0.0222222222222222,0,0,0,0,0,0,0,0,0,0,0,0.955555555555556,43,"210",45,"Kanten / Kante / Käntchen"
"ID2224","ID2224",2224,104,1,0,0,0,0,0,33,0,0,0,0,0,0,0,76,0,8,0,0,0,0,0,0,0,0,0,1,20,0.42798353909465,0.00411522633744856,0,0,0,0,0,0.135802469135802,0,0,0,0,0,0,0,0.312757201646091,0,0.0329218106995885,0,0,0,0,0,0,0,0,0,0.00411522633744856,0.0823045267489712,0.42798353909465,104,"210",243,"Kanten / Kante / Käntchen"
"ID2225","ID2225",2225,102,3,1,1,0,0,0,37,1,0,0,3,0,0,0,74,1,3,1,0,0,0,0,0,0,0,0,1,18,0.414634146341463,0.0121951219512195,0.0040650406504065,0.0040650406504065,0,0,0,0.150406504065041,0.0040650406504065,0,0,0.0121951219512195,0,0,0,0.300813008130081,0.0040650406504065,0.0121951219512195,0.0040650406504065,0,0,0,0,0,0,0,0,0.0040650406504065,0.0731707317073171,0.414634146341463,102,"210",246,"Kanten / Kante / Käntchen"
"ID2226","ID2226",2226,25,1,0,0,0,0,0,17,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,1,0,0,3,0.423728813559322,0.0169491525423729,0,0,0,0,0,0.288135593220339,0,0,0,0,0,0,0,0.203389830508475,0,0,0,0,0,0,0,0,0,0.0169491525423729,0,0,0.0508474576271186,0.423728813559322,25,"210",59,"Kanten / Kante / Käntchen"
"ID2227","ID2227",2227,44,0,0,0,1,0,1,33,0,0,0,1,0,0,0,24,0,1,0,0,0,0,0,0,0,0,0,0,13,0.372881355932203,0,0,0,0.00847457627118644,0,0.00847457627118644,0.279661016949153,0,0,0,0.00847457627118644,0,0,0,0.203389830508475,0,0.00847457627118644,0,0,0,0,0,0,0,0,0,0,0.110169491525424,0.372881355932203,44,"210",118,"Kanten / Kante / Käntchen"
"ID2228","ID2228",2228,38,0,0,0,0,0,0,30,0,0,0,0,0,0,0,18,0,2,0,0,0,0,0,0,0,0,0,0,8,0.395833333333333,0,0,0,0,0,0,0.3125,0,0,0,0,0,0,0,0.1875,0,0.0208333333333333,0,0,0,0,0,0,0,0,0,0,0.0833333333333333,0.395833333333333,38,"210",96,"Kanten / Kante / Käntchen"
"ID2229","ID2229",2229,36,0,0,0,0,0,0,65,0,0,0,1,0,1,0,18,0,2,0,0,0,0,0,0,0,0,0,0,6,0.27906976744186,0,0,0,0,0,0,0.503875968992248,0,0,0,0.00775193798449612,0,0.00775193798449612,0,0.13953488372093,0,0.0155038759689922,0,0,0,0,0,0,0,0,0,0,0.0465116279069767,0.503875968992248,65,"224",129,"Knust / Knüstchen"
"ID2230","ID2230",2230,41,0,0,0,2,0,1,171,1,0,0,0,0,0,0,14,0,4,0,0,0,0,0,0,0,0,0,0,10,0.168032786885246,0,0,0,0.00819672131147541,0,0.00409836065573771,0.700819672131147,0.00409836065573771,0,0,0,0,0,0,0.0573770491803279,0,0.0163934426229508,0,0,0,0,0,0,0,0,0,0,0.040983606557377,0.700819672131147,171,"224",244,"Knust / Knüstchen"
"ID2231","ID2231",2231,32,2,1,1,0,0,1,192,0,0,0,0,0,0,0,13,1,1,0,0,0,0,0,0,0,0,0,0,8,0.126984126984127,0.00793650793650794,0.00396825396825397,0.00396825396825397,0,0,0.00396825396825397,0.761904761904762,0,0,0,0,0,0,0,0.0515873015873016,0.00396825396825397,0.00396825396825397,0,0,0,0,0,0,0,0,0,0,0.0317460317460317,0.761904761904762,192,"224",252,"Knust / Knüstchen"
"ID2232","ID2232",2232,106,1,1,0,3,0,1,521,2,1,0,0,0,0,0,38,0,1,0,0,0,0,0,0,0,0,0,0,21,0.152298850574713,0.0014367816091954,0.0014367816091954,0,0.00431034482758621,0,0.0014367816091954,0.748563218390805,0.0028735632183908,0.0014367816091954,0,0,0,0,0,0.0545977011494253,0,0.0014367816091954,0,0,0,0,0,0,0,0,0,0,0.0301724137931034,0.748563218390805,521,"224",696,"Knust / Knüstchen"
"ID2233","ID2233",2233,428,17,1,1,8,0,4,2840,9,0,1,3,0,0,0,161,0,8,3,0,0,1,1,0,0,0,1,0,106,0.119120512106874,0.00473142220985249,0.000278318953520735,0.000278318953520735,0.00222655162816588,0,0.00111327581408294,0.790425827998887,0.00250487058168661,0,0.000278318953520735,0.000834956860562204,0,0,0,0.0448093515168383,0,0.00222655162816588,0.000834956860562204,0,0,0.000278318953520735,0.000278318953520735,0,0,0,0.000278318953520735,0,0.0295018090731979,0.790425827998887,2840,"224",3593,"Knust / Knüstchen"
"ID2234","ID2234",2234,186,6,0,3,2,0,1,972,6,0,0,0,0,1,2,48,0,3,0,0,0,0,0,0,1,1,0,0,36,0.146687697160883,0.00473186119873817,0,0.00236593059936909,0.00157728706624606,0,0.000788643533123028,0.766561514195584,0.00473186119873817,0,0,0,0,0.000788643533123028,0.00157728706624606,0.0378548895899054,0,0.00236593059936909,0,0,0,0,0,0,0.000788643533123028,0.000788643533123028,0,0,0.028391167192429,0.766561514195584,972,"224",1268,"Knust / Knüstchen"
"ID2235","ID2235",2235,59,1,0,0,2,0,2,309,1,0,0,1,0,0,0,14,0,5,0,0,0,0,0,0,0,1,0,0,10,0.145679012345679,0.00246913580246914,0,0,0.00493827160493827,0,0.00493827160493827,0.762962962962963,0.00246913580246914,0,0,0.00246913580246914,0,0,0,0.0345679012345679,0,0.0123456790123457,0,0,0,0,0,0,0,0.00246913580246914,0,0,0.0246913580246914,0.762962962962963,309,"224",405,"Knust / Knüstchen"
"ID2236","ID2236",2236,27,1,0,0,0,0,3,164,0,0,0,0,1,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,4,0.131067961165049,0.00485436893203883,0,0,0,0,0.0145631067961165,0.796116504854369,0,0,0,0,0.00485436893203883,0,0,0.029126213592233,0,0,0,0,0,0,0,0,0,0,0,0,0.0194174757281553,0.796116504854369,164,"224",206,"Knust / Knüstchen"
"ID2237","ID2237",2237,25,2,0,0,0,0,0,90,0,0,0,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,8,0.192307692307692,0.0153846153846154,0,0,0,0,0,0.692307692307692,0,0,0,0.00769230769230769,0,0,0,0.0307692307692308,0,0,0,0,0,0,0,0,0,0,0,0,0.0615384615384615,0.692307692307692,90,"224",130,"Knust / Knüstchen"
"ID2238","ID2238",2238,17,1,0,0,1,0,1,73,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0.171717171717172,0.0101010101010101,0,0,0.0101010101010101,0,0.0101010101010101,0.737373737373737,0,0,0,0,0,0,0,0.0101010101010101,0,0,0,0,0,0,0,0,0,0,0,0,0.0505050505050505,0.737373737373737,73,"224",99,"Knust / Knüstchen"
