"id","hexID","X160","X161","X162","X163","X164","X165","X167","X168","X170","X172","X173","X9999","rel_160","rel_161","rel_162","rel_163","rel_164","rel_165","rel_167","rel_168","rel_170","rel_172","rel_173","rel_9999","relMax","absMax","maxLevel","total","antwort"
"ID364","ID364",364,1,0,4,13,10,0,0,0,0,0,0,0,0.0357142857142857,0,0.142857142857143,0.464285714285714,0.357142857142857,0,0,0,0,0,0,0,0.464285714285714,13,"163",28,"Erdäpfelpüree"
"ID365","ID365",365,0,1,11,19,23,0,0,0,0,0,0,0,0,0.0185185185185185,0.203703703703704,0.351851851851852,0.425925925925926,0,0,0,0,0,0,0,0.425925925925926,23,"164",54,"Püree"
"ID366","ID366",366,0,0,5,11,6,0,0,0,0,0,0,0,0,0,0.227272727272727,0.5,0.272727272727273,0,0,0,0,0,0,0,0.5,11,"163",22,"Erdäpfelpüree"
"ID367","ID367",367,0,1,39,49,34,0,0,0,0,0,0,0,0,0.00813008130081301,0.317073170731707,0.398373983739837,0.276422764227642,0,0,0,0,0,0,0,0.398373983739837,49,"163",123,"Erdäpfelpüree"
"ID368","ID368",368,0,0,14,16,15,0,0,0,1,0,0,0,0,0,0.304347826086957,0.347826086956522,0.326086956521739,0,0,0,0.0217391304347826,0,0,0,0.347826086956522,16,"163",46,"Erdäpfelpüree"
"ID369","ID369",369,2,0,19,31,25,0,0,0,0,0,0,0,0.025974025974026,0,0.246753246753247,0.402597402597403,0.324675324675325,0,0,0,0,0,0,0,0.402597402597403,31,"163",77,"Erdäpfelpüree"
"ID370","ID370",370,1,1,15,10,10,0,0,0,0,0,0,0,0.027027027027027,0.027027027027027,0.405405405405405,0.27027027027027,0.27027027027027,0,0,0,0,0,0,0,0.405405405405405,15,"162",37,"Kartoffelpüree"
"ID371","ID371",371,0,1,5,12,5,0,0,0,0,0,0,1,0,0.0416666666666667,0.208333333333333,0.5,0.208333333333333,0,0,0,0,0,0,0.0416666666666667,0.5,12,"163",24,"Erdäpfelpüree"
"ID372","ID372",372,0,0,5,8,7,0,0,0,0,0,0,0,0,0,0.25,0.4,0.35,0,0,0,0,0,0,0,0.4,8,"163",20,"Erdäpfelpüree"
"ID373","ID373",373,0,0,2,5,2,0,0,0,0,0,0,0,0,0,0.222222222222222,0.555555555555556,0.222222222222222,0,0,0,0,0,0,0,0.555555555555556,5,"163",9,"Erdäpfelpüree"
"ID374","ID374",374,0,0,0,7,6,0,0,0,1,0,0,0,0,0,0,0.5,0.428571428571429,0,0,0,0.0714285714285714,0,0,0,0.5,7,"163",14,"Erdäpfelpüree"
"ID375","ID375",375,0,0,2,8,1,0,0,0,0,0,0,0,0,0,0.181818181818182,0.727272727272727,0.0909090909090909,0,0,0,0,0,0,0,0.727272727272727,8,"163",11,"Erdäpfelpüree"
"ID376","ID376",376,0,0,2,14,2,0,0,0,0,0,0,0,0,0,0.111111111111111,0.777777777777778,0.111111111111111,0,0,0,0,0,0,0,0.777777777777778,14,"163",18,"Erdäpfelpüree"
"ID377","ID377",377,0,0,4,15,3,0,0,0,0,0,0,0,0,0,0.181818181818182,0.681818181818182,0.136363636363636,0,0,0,0,0,0,0,0.681818181818182,15,"163",22,"Erdäpfelpüree"
"ID378","ID378",378,1,0,14,62,21,0,0,0,0,0,0,0,0.0102040816326531,0,0.142857142857143,0.63265306122449,0.214285714285714,0,0,0,0,0,0,0,0.63265306122449,62,"163",98,"Erdäpfelpüree"
"ID379","ID379",379,0,1,29,83,22,0,0,0,0,0,0,0,0,0.00740740740740741,0.214814814814815,0.614814814814815,0.162962962962963,0,0,0,0,0,0,0,0.614814814814815,83,"163",135,"Erdäpfelpüree"
"ID380","ID380",380,1,0,6,10,5,0,0,0,0,0,0,0,0.0454545454545455,0,0.272727272727273,0.454545454545455,0.227272727272727,0,0,0,0,0,0,0,0.454545454545455,10,"163",22,"Erdäpfelpüree"
"ID381","ID381",381,1,0,20,52,17,0,0,0,0,0,0,0,0.0111111111111111,0,0.222222222222222,0.577777777777778,0.188888888888889,0,0,0,0,0,0,0,0.577777777777778,52,"163",90,"Erdäpfelpüree"
"ID382","ID382",382,2,1,20,41,11,0,0,0,0,0,0,0,0.0266666666666667,0.0133333333333333,0.266666666666667,0.546666666666667,0.146666666666667,0,0,0,0,0,0,0,0.546666666666667,41,"163",75,"Erdäpfelpüree"
"ID383","ID383",383,0,1,6,23,9,0,0,0,0,0,0,0,0,0.0256410256410256,0.153846153846154,0.58974358974359,0.230769230769231,0,0,0,0,0,0,0,0.58974358974359,23,"163",39,"Erdäpfelpüree"
"ID384","ID384",384,2,1,23,88,26,0,0,0,0,0,0,0,0.0142857142857143,0.00714285714285714,0.164285714285714,0.628571428571429,0.185714285714286,0,0,0,0,0,0,0,0.628571428571429,88,"163",140,"Erdäpfelpüree"
"ID385","ID385",385,0,1,8,50,17,1,0,0,0,0,0,0,0,0.012987012987013,0.103896103896104,0.649350649350649,0.220779220779221,0.012987012987013,0,0,0,0,0,0,0.649350649350649,50,"163",77,"Erdäpfelpüree"
"ID386","ID386",386,1,0,21,84,37,0,0,0,0,0,0,0,0.00699300699300699,0,0.146853146853147,0.587412587412587,0.258741258741259,0,0,0,0,0,0,0,0.587412587412587,84,"163",143,"Erdäpfelpüree"
"ID387","ID387",387,0,0,30,38,46,0,0,0,0,0,0,0,0,0,0.263157894736842,0.333333333333333,0.403508771929825,0,0,0,0,0,0,0,0.403508771929825,46,"164",114,"Püree"
"ID388","ID388",388,0,1,58,50,52,1,0,0,0,0,0,0,0,0.00617283950617284,0.358024691358025,0.308641975308642,0.320987654320988,0.00617283950617284,0,0,0,0,0,0,0.358024691358025,58,"162",162,"Kartoffelpüree"
"ID389","ID389",389,0,0,13,12,11,2,0,0,1,0,0,0,0,0,0.333333333333333,0.307692307692308,0.282051282051282,0.0512820512820513,0,0,0.0256410256410256,0,0,0,0.333333333333333,13,"162",39,"Kartoffelpüree"
"ID390","ID390",390,0,0,1,0,2,0,0,0,3,0,0,4,0,0,0.1,0,0.2,0,0,0,0.3,0,0,0.4,0.4,4,"9999",10,NA
"ID391","ID391",391,0,0,0,0,0,0,0,1,13,0,0,3,0,0,0,0,0,0,0,0.0588235294117647,0.764705882352941,0,0,0.176470588235294,0.764705882352941,13,"170",17,"Erdäpfelstock/Herdäpfelstock"
"ID392","ID392",392,1,0,1,1,3,1,0,0,64,0,0,18,0.0112359550561798,0,0.0112359550561798,0.0112359550561798,0.0337078651685393,0.0112359550561798,0,0,0.719101123595506,0,0,0.202247191011236,0.719101123595506,64,"170",89,"Erdäpfelstock/Herdäpfelstock"
"ID393","ID393",393,5,0,2,5,3,0,1,0,285,0,0,80,0.0131233595800525,0,0.005249343832021,0.0131233595800525,0.0078740157480315,0,0.0026246719160105,0,0.748031496062992,0,0,0.20997375328084,0.748031496062992,285,"170",381,"Erdäpfelstock/Herdäpfelstock"
"ID394","ID394",394,3,1,2,3,5,0,0,0,321,0,0,62,0.00755667506297229,0.00251889168765743,0.00503778337531486,0.00755667506297229,0.0125944584382872,0,0,0,0.808564231738035,0,0,0.156171284634761,0.808564231738035,321,"170",397,"Erdäpfelstock/Herdäpfelstock"
"ID395","ID395",395,4,2,5,0,3,2,1,1,367,0,1,81,0.00856531049250535,0.00428265524625268,0.0107066381156317,0,0.00642398286937901,0.00428265524625268,0.00214132762312634,0.00214132762312634,0.785867237687366,0,0.00214132762312634,0.173447537473233,0.785867237687366,367,"170",467,"Erdäpfelstock/Herdäpfelstock"
"ID396","ID396",396,1,0,3,3,7,0,0,1,456,0,0,109,0.00172413793103448,0,0.00517241379310345,0.00517241379310345,0.0120689655172414,0,0,0.00172413793103448,0.786206896551724,0,0,0.187931034482759,0.786206896551724,456,"170",580,"Erdäpfelstock/Herdäpfelstock"
"ID397","ID397",397,4,0,5,0,5,0,1,0,638,0,0,119,0.00518134715025907,0,0.00647668393782383,0,0.00647668393782383,0,0.00129533678756477,0,0.826424870466321,0,0,0.154145077720207,0.826424870466321,638,"170",772,"Erdäpfelstock/Herdäpfelstock"
"ID398","ID398",398,8,6,8,5,14,0,1,1,663,1,0,159,0.0092378752886836,0.0069284064665127,0.0092378752886836,0.00577367205542725,0.0161662817551963,0,0.00115473441108545,0.00115473441108545,0.765588914549654,0.00115473441108545,0,0.183602771362587,0.765588914549654,663,"170",866,"Erdäpfelstock/Herdäpfelstock"
"ID399","ID399",399,23,7,47,19,64,3,12,0,3412,3,1,864,0.00516273849607183,0.0015712682379349,0.0105499438832772,0.0042648709315376,0.0143658810325477,0.000673400673400673,0.00269360269360269,0,0.765881032547699,0.000673400673400673,0.000224466891133558,0.193939393939394,0.765881032547699,3412,"170",4455,"Erdäpfelstock/Herdäpfelstock"
"ID400","ID400",400,9,2,16,3,5,0,3,1,1078,2,0,234,0.00665188470066519,0.00147819660014782,0.0118255728011826,0.00221729490022173,0.00369549150036955,0,0.00221729490022173,0.00073909830007391,0.796747967479675,0.00147819660014782,0,0.172949002217295,0.796747967479675,1078,"170",1353,"Erdäpfelstock/Herdäpfelstock"
"ID401","ID401",401,6,1,3,0,1,1,0,1,228,0,0,52,0.0204778156996587,0.00341296928327645,0.0102389078498294,0,0.00341296928327645,0.00341296928327645,0,0.00341296928327645,0.778156996587031,0,0,0.177474402730375,0.778156996587031,228,"170",293,"Erdäpfelstock/Herdäpfelstock"
"ID402","ID402",402,7,1,3,0,0,0,1,0,281,1,0,44,0.0207100591715976,0.0029585798816568,0.00887573964497041,0,0,0,0.0029585798816568,0,0.831360946745562,0.0029585798816568,0,0.130177514792899,0.831360946745562,281,"170",338,"Erdäpfelstock/Herdäpfelstock"
"ID403","ID403",403,1,1,3,3,0,1,0,0,298,0,0,48,0.0028169014084507,0.0028169014084507,0.00845070422535211,0.00845070422535211,0,0.0028169014084507,0,0,0.83943661971831,0,0,0.135211267605634,0.83943661971831,298,"170",355,"Erdäpfelstock/Herdäpfelstock"
"ID404","ID404",404,7,3,12,6,6,0,0,0,688,0,0,150,0.00802752293577982,0.00344036697247706,0.0137614678899083,0.00688073394495413,0.00688073394495413,0,0,0,0.788990825688073,0,0,0.172018348623853,0.788990825688073,688,"170",872,"Erdäpfelstock/Herdäpfelstock"
"ID405","ID405",405,5,0,37,3,25,0,0,0,299,1,0,30,0.0125,0,0.0925,0.0075,0.0625,0,0,0,0.7475,0.0025,0,0.075,0.7475,299,"170",400,"Erdäpfelstock/Herdäpfelstock"
"ID406","ID406",406,35,2,645,43,258,2,4,0,66,12,0,17,0.0322878228782288,0.0018450184501845,0.595018450184502,0.0396678966789668,0.238007380073801,0.0018450184501845,0.003690036900369,0,0.0608856088560886,0.011070110701107,0,0.0156826568265683,0.595018450184502,645,"162",1084,"Kartoffelpüree"
"ID407","ID407",407,0,0,72,5,45,0,3,0,3,5,0,1,0,0,0.537313432835821,0.0373134328358209,0.335820895522388,0,0.0223880597014925,0,0.0223880597014925,0.0373134328358209,0,0.00746268656716418,0.537313432835821,72,"162",134,"Kartoffelpüree"
"ID408","ID408",408,2,1,12,3,5,0,0,0,2,0,0,2,0.0740740740740741,0.037037037037037,0.444444444444444,0.111111111111111,0.185185185185185,0,0,0,0.0740740740740741,0,0,0.0740740740740741,0.444444444444444,12,"162",27,"Kartoffelpüree"
"ID409","ID409",409,59,0,43,8,12,2,0,0,1,1,0,3,0.457364341085271,0,0.333333333333333,0.062015503875969,0.0930232558139535,0.0155038759689922,0,0,0.00775193798449612,0.00775193798449612,0,0.0232558139534884,0.457364341085271,59,"160",129,"Kartoffelbrei"
"ID410","ID410",410,22,6,21,6,7,1,1,0,1,2,0,1,0.323529411764706,0.0882352941176471,0.308823529411765,0.0882352941176471,0.102941176470588,0.0147058823529412,0.0147058823529412,0,0.0147058823529412,0.0294117647058824,0,0.0147058823529412,0.323529411764706,22,"160",68,"Kartoffelbrei"
"ID411","ID411",411,0,1,5,9,7,0,1,0,0,0,0,2,0,0.04,0.2,0.36,0.28,0,0.04,0,0,0,0,0.08,0.36,9,"163",25,"Erdäpfelpüree"
"ID412","ID412",412,3,0,27,20,14,0,0,1,0,0,0,0,0.0461538461538462,0,0.415384615384615,0.307692307692308,0.215384615384615,0,0,0.0153846153846154,0,0,0,0,0.415384615384615,27,"162",65,"Kartoffelpüree"
"ID413","ID413",413,5,0,9,19,6,1,0,0,0,0,0,0,0.125,0,0.225,0.475,0.15,0.025,0,0,0,0,0,0,0.475,19,"163",40,"Erdäpfelpüree"
"ID414","ID414",414,55,9,20,11,6,2,1,0,0,0,1,3,0.509259259259259,0.0833333333333333,0.185185185185185,0.101851851851852,0.0555555555555556,0.0185185185185185,0.00925925925925926,0,0,0,0.00925925925925926,0.0277777777777778,0.509259259259259,55,"160",108,"Kartoffelbrei"
"ID415","ID415",415,24,2,22,5,14,1,2,0,0,0,0,2,0.333333333333333,0.0277777777777778,0.305555555555556,0.0694444444444444,0.194444444444444,0.0138888888888889,0.0277777777777778,0,0,0,0,0.0277777777777778,0.333333333333333,24,"160",72,"Kartoffelbrei"
"ID416","ID416",416,4,4,40,9,15,0,1,0,0,0,0,0,0.0547945205479452,0.0547945205479452,0.547945205479452,0.123287671232877,0.205479452054795,0,0.0136986301369863,0,0,0,0,0,0.547945205479452,40,"162",73,"Kartoffelpüree"
"ID417","ID417",417,0,0,4,1,2,0,0,0,0,0,0,0,0,0,0.571428571428571,0.142857142857143,0.285714285714286,0,0,0,0,0,0,0,0.571428571428571,4,"162",7,"Kartoffelpüree"
"ID418","ID418",418,2,1,40,24,42,0,0,0,1,0,0,0,0.0181818181818182,0.00909090909090909,0.363636363636364,0.218181818181818,0.381818181818182,0,0,0,0.00909090909090909,0,0,0,0.381818181818182,42,"164",110,"Püree"
"ID419","ID419",419,5,2,38,25,38,1,0,0,0,0,0,1,0.0454545454545455,0.0181818181818182,0.345454545454545,0.227272727272727,0.345454545454545,0.00909090909090909,0,0,0,0,0,0.00909090909090909,0.345454545454545,38,"162",110,"Kartoffelpüree"
"ID420","ID420",420,2,0,47,34,46,1,0,0,0,0,0,0,0.0153846153846154,0,0.361538461538462,0.261538461538462,0.353846153846154,0.00769230769230769,0,0,0,0,0,0,0.361538461538462,47,"162",130,"Kartoffelpüree"
"ID421","ID421",421,3,0,19,10,24,0,0,0,0,0,0,0,0.0535714285714286,0,0.339285714285714,0.178571428571429,0.428571428571429,0,0,0,0,0,0,0,0.428571428571429,24,"164",56,"Püree"
"ID422","ID422",422,4,1,49,37,41,0,0,0,0,0,0,1,0.0300751879699248,0.0075187969924812,0.368421052631579,0.278195488721804,0.308270676691729,0,0,0,0,0,0,0.0075187969924812,0.368421052631579,49,"162",133,"Kartoffelpüree"
"ID423","ID423",423,2,0,19,17,10,0,0,0,0,0,0,0,0.0416666666666667,0,0.395833333333333,0.354166666666667,0.208333333333333,0,0,0,0,0,0,0,0.395833333333333,19,"162",48,"Kartoffelpüree"
"ID424","ID424",424,0,0,15,9,9,0,0,0,0,0,0,0,0,0,0.454545454545455,0.272727272727273,0.272727272727273,0,0,0,0,0,0,0,0.454545454545455,15,"162",33,"Kartoffelpüree"
"ID425","ID425",425,3,2,36,63,41,0,0,0,0,0,0,0,0.0206896551724138,0.0137931034482759,0.248275862068966,0.43448275862069,0.282758620689655,0,0,0,0,0,0,0,0.43448275862069,63,"163",145,"Erdäpfelpüree"
"ID426","ID426",426,5,1,4,10,4,0,0,0,0,0,0,0,0.208333333333333,0.0416666666666667,0.166666666666667,0.416666666666667,0.166666666666667,0,0,0,0,0,0,0,0.416666666666667,10,"163",24,"Erdäpfelpüree"
"ID427","ID427",427,1,1,57,62,30,0,0,0,0,0,0,2,0.0065359477124183,0.0065359477124183,0.372549019607843,0.405228758169935,0.196078431372549,0,0,0,0,0,0,0.0130718954248366,0.405228758169935,62,"163",153,"Erdäpfelpüree"
"ID428","ID428",428,0,1,13,20,12,0,0,0,0,0,0,0,0,0.0217391304347826,0.282608695652174,0.434782608695652,0.260869565217391,0,0,0,0,0,0,0,0.434782608695652,20,"163",46,"Erdäpfelpüree"
"ID429","ID429",429,2,0,4,20,9,0,0,0,0,0,0,0,0.0571428571428571,0,0.114285714285714,0.571428571428571,0.257142857142857,0,0,0,0,0,0,0,0.571428571428571,20,"163",35,"Erdäpfelpüree"
"ID430","ID430",430,2,0,11,41,18,0,1,0,0,0,0,0,0.0273972602739726,0,0.150684931506849,0.561643835616438,0.246575342465753,0,0.0136986301369863,0,0,0,0,0,0.561643835616438,41,"163",73,"Erdäpfelpüree"
"ID431","ID431",431,3,0,2,28,13,0,0,0,0,0,0,0,0.0652173913043478,0,0.0434782608695652,0.608695652173913,0.282608695652174,0,0,0,0,0,0,0,0.608695652173913,28,"163",46,"Erdäpfelpüree"
"ID432","ID432",432,0,0,3,15,11,0,0,0,0,0,0,0,0,0,0.103448275862069,0.517241379310345,0.379310344827586,0,0,0,0,0,0,0,0.517241379310345,15,"163",29,"Erdäpfelpüree"
"ID433","ID433",433,0,0,2,11,4,0,0,0,0,0,0,0,0,0,0.117647058823529,0.647058823529412,0.235294117647059,0,0,0,0,0,0,0,0.647058823529412,11,"163",17,"Erdäpfelpüree"
"ID434","ID434",434,0,0,5,12,2,0,0,0,0,0,0,0,0,0,0.263157894736842,0.631578947368421,0.105263157894737,0,0,0,0,0,0,0,0.631578947368421,12,"163",19,"Erdäpfelpüree"
"ID435","ID435",435,0,0,2,17,9,0,0,0,0,0,0,0,0,0,0.0714285714285714,0.607142857142857,0.321428571428571,0,0,0,0,0,0,0,0.607142857142857,17,"163",28,"Erdäpfelpüree"
"ID436","ID436",436,0,0,4,16,3,0,0,0,0,0,0,0,0,0,0.173913043478261,0.695652173913043,0.130434782608696,0,0,0,0,0,0,0,0.695652173913043,16,"163",23,"Erdäpfelpüree"
"ID437","ID437",437,0,0,2,18,5,0,0,0,0,0,0,0,0,0,0.08,0.72,0.2,0,0,0,0,0,0,0,0.72,18,"163",25,"Erdäpfelpüree"
"ID438","ID438",438,0,0,41,119,44,0,1,0,0,0,0,0,0,0,0.2,0.580487804878049,0.214634146341463,0,0.0048780487804878,0,0,0,0,0,0.580487804878049,119,"163",205,"Erdäpfelpüree"
"ID439","ID439",439,2,1,32,120,56,0,0,0,0,0,0,0,0.00947867298578199,0.004739336492891,0.151658767772512,0.568720379146919,0.265402843601896,0,0,0,0,0,0,0,0.568720379146919,120,"163",211,"Erdäpfelpüree"
"ID440","ID440",440,0,0,57,141,81,1,0,0,0,0,0,0,0,0,0.203571428571429,0.503571428571429,0.289285714285714,0.00357142857142857,0,0,0,0,0,0,0.503571428571429,141,"163",280,"Erdäpfelpüree"
"ID441","ID441",441,0,0,8,21,5,0,1,0,0,0,0,0,0,0,0.228571428571429,0.6,0.142857142857143,0,0.0285714285714286,0,0,0,0,0,0.6,21,"163",35,"Erdäpfelpüree"
"ID442","ID442",442,0,0,4,44,5,0,0,0,0,0,0,0,0,0,0.0754716981132075,0.830188679245283,0.0943396226415094,0,0,0,0,0,0,0,0.830188679245283,44,"163",53,"Erdäpfelpüree"
"ID443","ID443",443,0,1,13,36,22,0,0,0,0,0,0,0,0,0.0138888888888889,0.180555555555556,0.5,0.305555555555556,0,0,0,0,0,0,0,0.5,36,"163",72,"Erdäpfelpüree"
"ID444","ID444",444,0,0,16,32,15,0,0,0,1,0,0,0,0,0,0.25,0.5,0.234375,0,0,0,0.015625,0,0,0,0.5,32,"163",64,"Erdäpfelpüree"
"ID445","ID445",445,1,1,20,30,25,0,0,0,0,0,0,0,0.012987012987013,0.012987012987013,0.25974025974026,0.38961038961039,0.324675324675325,0,0,0,0,0,0,0,0.38961038961039,30,"163",77,"Erdäpfelpüree"
"ID446","ID446",446,2,0,8,8,10,0,0,0,0,0,0,0,0.0714285714285714,0,0.285714285714286,0.285714285714286,0.357142857142857,0,0,0,0,0,0,0,0.357142857142857,10,"164",28,"Püree"
"ID447","ID447",447,0,0,22,24,24,0,0,0,0,0,0,0,0,0,0.314285714285714,0.342857142857143,0.342857142857143,0,0,0,0,0,0,0,0.342857142857143,24,"163",70,"Erdäpfelpüree"
"ID448","ID448",448,302,22,89,15,53,10,5,1,1899,4,1,721,0.0967328635490071,0.00704676489429853,0.0285073670723895,0.00480461242793081,0.0169762972453555,0.00320307495195388,0.00160153747597694,0.000320307495195388,0.608263933376041,0.00128122998078155,0.000320307495195388,0.230941704035874,0.608263933376041,1899,"170",3122,"Erdäpfelstock/Herdäpfelstock"
"ID449","ID449",449,145,18,43,3,4,5,1,0,338,1,0,188,0.194369973190349,0.0241286863270777,0.0576407506702413,0.00402144772117962,0.00536193029490617,0.00670241286863271,0.00134048257372654,0,0.453083109919571,0.00134048257372654,0,0.25201072386059,0.453083109919571,338,"170",746,"Erdäpfelstock/Herdäpfelstock"
"ID450","ID450",450,101,6,20,4,1,3,1,0,172,1,0,62,0.272237196765499,0.0161725067385445,0.0539083557951483,0.0107816711590297,0.00269541778975741,0.00808625336927224,0.00269541778975741,0,0.463611859838275,0.00269541778975741,0,0.16711590296496,0.463611859838275,172,"170",371,"Erdäpfelstock/Herdäpfelstock"
"ID451","ID451",451,67,3,5,0,5,2,0,0,153,0,0,40,0.243636363636364,0.0109090909090909,0.0181818181818182,0,0.0181818181818182,0.00727272727272727,0,0,0.556363636363636,0,0,0.145454545454545,0.556363636363636,153,"170",275,"Erdäpfelstock/Herdäpfelstock"
"ID452","ID452",452,44,6,7,4,6,2,1,0,325,0,0,65,0.0956521739130435,0.0130434782608696,0.0152173913043478,0.00869565217391304,0.0130434782608696,0.00434782608695652,0.00217391304347826,0,0.706521739130435,0,0,0.141304347826087,0.706521739130435,325,"170",460,"Erdäpfelstock/Herdäpfelstock"
"ID453","ID453",453,14,2,11,2,6,1,1,1,434,2,0,87,0.0249554367201426,0.0035650623885918,0.0196078431372549,0.0035650623885918,0.0106951871657754,0.0017825311942959,0.0017825311942959,0.0017825311942959,0.773618538324421,0.0035650623885918,0,0.155080213903743,0.773618538324421,434,"170",561,"Erdäpfelstock/Herdäpfelstock"
"ID454","ID454",454,12,1,8,3,6,0,2,0,543,0,1,136,0.0168539325842697,0.00140449438202247,0.0112359550561798,0.00421348314606742,0.00842696629213483,0,0.00280898876404494,0,0.762640449438202,0,0.00140449438202247,0.191011235955056,0.762640449438202,543,"170",712,"Erdäpfelstock/Herdäpfelstock"
"ID455","ID455",455,6,2,7,1,2,0,0,1,495,1,0,101,0.00974025974025974,0.00324675324675325,0.0113636363636364,0.00162337662337662,0.00324675324675325,0,0,0.00162337662337662,0.803571428571429,0.00162337662337662,0,0.163961038961039,0.803571428571429,495,"170",616,"Erdäpfelstock/Herdäpfelstock"
"ID456","ID456",456,16,1,5,1,3,0,0,0,248,0,0,57,0.0483383685800604,0.00302114803625378,0.0151057401812689,0.00302114803625378,0.00906344410876133,0,0,0,0.749244712990937,0,0,0.172205438066465,0.749244712990937,248,"170",331,"Erdäpfelstock/Herdäpfelstock"
"ID457","ID457",457,16,1,5,1,2,0,0,0,214,0,1,35,0.0581818181818182,0.00363636363636364,0.0181818181818182,0.00363636363636364,0.00727272727272727,0,0,0,0.778181818181818,0,0.00363636363636364,0.127272727272727,0.778181818181818,214,"170",275,"Erdäpfelstock/Herdäpfelstock"
"ID458","ID458",458,24,3,22,1,6,1,0,0,181,1,0,36,0.0872727272727273,0.0109090909090909,0.08,0.00363636363636364,0.0218181818181818,0.00363636363636364,0,0,0.658181818181818,0.00363636363636364,0,0.130909090909091,0.658181818181818,181,"170",275,"Erdäpfelstock/Herdäpfelstock"
"ID459","ID459",459,182,2,60,2,8,4,1,0,145,3,0,32,0.414578587699317,0.00455580865603645,0.136674259681093,0.00455580865603645,0.0182232346241458,0.00911161731207289,0.00227790432801822,0,0.330296127562642,0.00683371298405467,0,0.0728929384965831,0.414578587699317,182,"160",439,"Kartoffelbrei"
"ID460","ID460",460,322,6,257,2,37,2,2,0,9,5,0,14,0.490853658536585,0.00914634146341463,0.391768292682927,0.00304878048780488,0.0564024390243902,0.00304878048780488,0.00304878048780488,0,0.013719512195122,0.00762195121951219,0,0.0213414634146341,0.490853658536585,322,"160",656,"Kartoffelbrei"
"ID461","ID461",461,106,1,324,13,63,3,1,0,1,2,0,3,0.205029013539652,0.00193423597678917,0.626692456479691,0.0251450676982592,0.121856866537718,0.00580270793036751,0.00193423597678917,0,0.00193423597678917,0.00386847195357834,0,0.00580270793036751,0.626692456479691,324,"162",517,"Kartoffelpüree"
"ID462","ID462",462,63,1,92,2,14,4,2,0,0,2,1,6,0.336898395721925,0.0053475935828877,0.491978609625668,0.0106951871657754,0.0748663101604278,0.0213903743315508,0.0106951871657754,0,0,0.0106951871657754,0.0053475935828877,0.0320855614973262,0.491978609625668,92,"162",187,"Kartoffelpüree"
"ID463","ID463",463,52,0,65,3,7,1,1,0,0,0,0,6,0.385185185185185,0,0.481481481481481,0.0222222222222222,0.0518518518518519,0.00740740740740741,0.00740740740740741,0,0,0,0,0.0444444444444444,0.481481481481481,65,"162",135,"Kartoffelpüree"
"ID464","ID464",464,106,6,83,5,10,2,2,1,1,1,0,6,0.475336322869955,0.0269058295964126,0.37219730941704,0.0224215246636771,0.0448430493273543,0.00896860986547085,0.00896860986547085,0.00448430493273543,0.00448430493273543,0.00448430493273543,0,0.0269058295964126,0.475336322869955,106,"160",223,"Kartoffelbrei"
"ID465","ID465",465,30,5,34,13,8,0,1,0,0,0,0,0,0.32967032967033,0.0549450549450549,0.373626373626374,0.142857142857143,0.0879120879120879,0,0.010989010989011,0,0,0,0,0,0.373626373626374,34,"162",91,"Kartoffelpüree"
"ID466","ID466",466,60,5,60,16,14,3,3,0,0,2,0,1,0.365853658536585,0.0304878048780488,0.365853658536585,0.0975609756097561,0.0853658536585366,0.0182926829268293,0.0182926829268293,0,0,0.0121951219512195,0,0.00609756097560976,0.365853658536585,60,"160",164,"Kartoffelbrei"
"ID467","ID467",467,17,3,35,5,12,2,0,0,1,0,0,3,0.217948717948718,0.0384615384615385,0.448717948717949,0.0641025641025641,0.153846153846154,0.0256410256410256,0,0,0.0128205128205128,0,0,0.0384615384615385,0.448717948717949,35,"162",78,"Kartoffelpüree"
"ID468","ID468",468,26,3,16,5,3,0,2,0,0,0,0,6,0.426229508196721,0.0491803278688525,0.262295081967213,0.0819672131147541,0.0491803278688525,0,0.0327868852459016,0,0,0,0,0.0983606557377049,0.426229508196721,26,"160",61,"Kartoffelbrei"
"ID469","ID469",469,86,12,62,4,12,0,3,0,1,1,0,5,0.462365591397849,0.0645161290322581,0.333333333333333,0.021505376344086,0.0645161290322581,0,0.0161290322580645,0,0.00537634408602151,0.00537634408602151,0,0.0268817204301075,0.462365591397849,86,"160",186,"Kartoffelbrei"
"ID470","ID470",470,24,5,12,3,3,1,1,0,0,1,0,0,0.48,0.1,0.24,0.06,0.06,0.02,0.02,0,0,0.02,0,0,0.48,24,"160",50,"Kartoffelbrei"
"ID471","ID471",471,12,1,8,1,3,0,0,0,1,0,0,0,0.461538461538462,0.0384615384615385,0.307692307692308,0.0384615384615385,0.115384615384615,0,0,0,0.0384615384615385,0,0,0,0.461538461538462,12,"160",26,"Kartoffelbrei"
"ID472","ID472",472,13,0,6,3,2,0,0,0,0,0,0,2,0.5,0,0.230769230769231,0.115384615384615,0.0769230769230769,0,0,0,0,0,0,0.0769230769230769,0.5,13,"160",26,"Kartoffelbrei"
"ID473","ID473",473,6,0,4,1,1,0,0,0,0,0,0,2,0.428571428571429,0,0.285714285714286,0.0714285714285714,0.0714285714285714,0,0,0,0,0,0,0.142857142857143,0.428571428571429,6,"160",14,"Kartoffelbrei"
"ID474","ID474",474,4,0,9,5,10,2,0,0,0,0,0,0,0.133333333333333,0,0.3,0.166666666666667,0.333333333333333,0.0666666666666667,0,0,0,0,0,0,0.333333333333333,10,"164",30,"Püree"
