"id","hexID","X160","X161","X162","X163","X164","X165","X167","X168","X170","X172","X173","X9999","rel_160","rel_161","rel_162","rel_163","rel_164","rel_165","rel_167","rel_168","rel_170","rel_172","rel_173","rel_9999","relMax","absMax","maxLevel","total","antwort"
"ID11","ID11",11,0,0,0,1,0,0,0,0,11,1,0,1,0,0,0,0.0714285714285714,0,0,0,0,0.785714285714286,0.0714285714285714,0,0.0714285714285714,0.785714285714286,11,"170",14,"Erdäpfelstock/Herdäpfelstock"
"ID12","ID12",12,0,0,0,0,0,0,0,0,15,0,0,2,0,0,0,0,0,0,0,0,0.882352941176471,0,0,0.117647058823529,0.882352941176471,15,"170",17,"Erdäpfelstock/Herdäpfelstock"
"ID13","ID13",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ID14","ID14",14,1,0,0,0,2,0,0,0,2,0,0,0,0.2,0,0,0,0.4,0,0,0,0.4,0,0,0,0.4,2,"164",5,"Püree"
"ID15","ID15",15,1,0,2,0,1,0,0,1,1,0,0,0,0.166666666666667,0,0.333333333333333,0,0.166666666666667,0,0,0.166666666666667,0.166666666666667,0,0,0,0.333333333333333,2,"162",6,"Kartoffelpüree"
"ID16","ID16",16,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,"162",1,"Kartoffelpüree"
"ID17","ID17",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ID18","ID18",18,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,"160",1,"Kartoffelbrei"
"ID19","ID19",19,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0.5,0,0,0.5,0.5,1,"170",2,"Erdäpfelstock/Herdäpfelstock"
"ID20","ID20",20,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2,"170",2,"Erdäpfelstock/Herdäpfelstock"
"ID21","ID21",21,0,1,0,1,1,0,0,0,14,0,0,3,0,0.05,0,0.05,0.05,0,0,0,0.7,0,0,0.15,0.7,14,"170",20,"Erdäpfelstock/Herdäpfelstock"
"ID22","ID22",22,0,0,0,0,2,0,0,0,29,0,0,12,0,0,0,0,0.0465116279069767,0,0,0,0.674418604651163,0,0,0.27906976744186,0.674418604651163,29,"170",43,"Erdäpfelstock/Herdäpfelstock"
"ID23","ID23",23,1,0,0,0,3,0,0,0,96,0,1,27,0.0078125,0,0,0,0.0234375,0,0,0,0.75,0,0.0078125,0.2109375,0.75,96,"170",128,"Erdäpfelstock/Herdäpfelstock"
"ID24","ID24",24,0,0,0,0,3,0,0,0,48,0,0,14,0,0,0,0,0.0461538461538462,0,0,0,0.738461538461539,0,0,0.215384615384615,0.738461538461539,48,"170",65,"Erdäpfelstock/Herdäpfelstock"
"ID25","ID25",25,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0.333333333333333,0,0,0,0,0,0,0,0,0.666666666666667,0.666666666666667,2,"9999",3,NA
"ID26","ID26",26,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,"162",1,"Kartoffelpüree"
"ID27","ID27",27,0,1,1,0,0,0,0,1,0,0,0,0,0,0.333333333333333,0.333333333333333,0,0,0,0,0.333333333333333,0,0,0,0,0.333333333333333,1,"161",3,"Erdäpfelbrei"
"ID28","ID28",28,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,"164",1,"Püree"
"ID29","ID29",29,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,"170",1,"Erdäpfelstock/Herdäpfelstock"
"ID30","ID30",30,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,"9999",1,NA
"ID31","ID31",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ID32","ID32",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ID33","ID33",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ID34","ID34",34,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,"170",1,"Erdäpfelstock/Herdäpfelstock"
"ID35","ID35",35,3,0,1,0,0,0,0,0,0,0,0,0,0.75,0,0.25,0,0,0,0,0,0,0,0,0,0.75,3,"160",4,"Kartoffelbrei"
"ID36","ID36",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ID37","ID37",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ID38","ID38",38,0,0,1,0,0,0,0,0,17,0,0,3,0,0,0.0476190476190476,0,0,0,0,0,0.80952380952381,0,0,0.142857142857143,0.80952380952381,17,"170",21,"Erdäpfelstock/Herdäpfelstock"
"ID39","ID39",39,1,0,0,0,0,0,0,0,5,0,0,2,0.125,0,0,0,0,0,0,0,0.625,0,0,0.25,0.625,5,"170",8,"Erdäpfelstock/Herdäpfelstock"
"ID40","ID40",40,0,0,1,0,0,0,0,0,16,1,0,2,0,0,0.05,0,0,0,0,0,0.8,0.05,0,0.1,0.8,16,"170",20,"Erdäpfelstock/Herdäpfelstock"
"ID41","ID41",41,0,0,2,0,2,1,0,0,13,0,0,8,0,0,0.0769230769230769,0,0.0769230769230769,0.0384615384615385,0,0,0.5,0,0,0.307692307692308,0.5,13,"170",26,"Erdäpfelstock/Herdäpfelstock"
"ID42","ID42",42,0,0,0,1,1,0,0,0,29,0,0,6,0,0,0,0.027027027027027,0.027027027027027,0,0,0,0.783783783783784,0,0,0.162162162162162,0.783783783783784,29,"170",37,"Erdäpfelstock/Herdäpfelstock"
"ID43","ID43",43,0,1,1,0,1,0,0,0,16,0,0,3,0,0.0454545454545455,0.0454545454545455,0,0.0454545454545455,0,0,0,0.727272727272727,0,0,0.136363636363636,0.727272727272727,16,"170",22,"Erdäpfelstock/Herdäpfelstock"
"ID44","ID44",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ID45","ID45",45,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,"9999",1,NA
"ID46","ID46",46,1,0,0,0,0,0,0,0,2,0,0,0,0.333333333333333,0,0,0,0,0,0,0,0.666666666666667,0,0,0,0.666666666666667,2,"170",3,"Erdäpfelstock/Herdäpfelstock"
"ID47","ID47",47,1,0,1,0,1,0,0,0,0,0,0,0,0.333333333333333,0,0.333333333333333,0,0.333333333333333,0,0,0,0,0,0,0,0.333333333333333,1,"160",3,"Kartoffelbrei"
"ID48","ID48",48,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2,"164",2,"Püree"
"ID49","ID49",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ID50","ID50",50,1,0,0,1,0,0,0,0,1,0,0,1,0.25,0,0,0.25,0,0,0,0,0.25,0,0,0.25,0.25,1,"160",4,"Kartoffelbrei"
"ID51","ID51",51,1,0,0,0,2,0,0,0,5,0,0,5,0.0769230769230769,0,0,0,0.153846153846154,0,0,0,0.384615384615385,0,0,0.384615384615385,0.384615384615385,5,"170",13,"Erdäpfelstock/Herdäpfelstock"
"ID52","ID52",52,1,0,2,0,0,0,0,0,2,0,0,2,0.142857142857143,0,0.285714285714286,0,0,0,0,0,0.285714285714286,0,0,0.285714285714286,0.285714285714286,2,"162",7,"Kartoffelpüree"
"ID53","ID53",53,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,"163",1,"Erdäpfelpüree"
"ID54","ID54",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ID55","ID55",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ID56","ID56",56,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,"170",1,"Erdäpfelstock/Herdäpfelstock"
"ID57","ID57",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ID58","ID58",58,0,0,1,0,4,0,0,0,1,0,0,0,0,0,0.166666666666667,0,0.666666666666667,0,0,0,0.166666666666667,0,0,0,0.666666666666667,4,"164",6,"Püree"
"ID59","ID59",59,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0.333333333333333,0,0.333333333333333,0,0,0,0,0.333333333333333,0,0,0.333333333333333,1,"162",3,"Kartoffelpüree"
"ID60","ID60",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ID61","ID61",61,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0.333333333333333,0,0,0.666666666666667,0.666666666666667,2,"9999",3,NA
"ID62","ID62",62,0,0,0,0,1,0,0,0,10,0,0,2,0,0,0,0,0.0769230769230769,0,0,0,0.769230769230769,0,0,0.153846153846154,0.769230769230769,10,"170",13,"Erdäpfelstock/Herdäpfelstock"
"ID63","ID63",63,1,0,0,0,0,0,0,0,13,0,0,2,0.0625,0,0,0,0,0,0,0,0.8125,0,0,0.125,0.8125,13,"170",16,"Erdäpfelstock/Herdäpfelstock"
"ID64","ID64",64,1,0,0,0,0,0,0,0,29,0,0,3,0.0303030303030303,0,0,0,0,0,0,0,0.878787878787879,0,0,0.0909090909090909,0.878787878787879,29,"170",33,"Erdäpfelstock/Herdäpfelstock"
"ID65","ID65",65,2,0,0,0,0,0,0,0,26,0,0,1,0.0689655172413793,0,0,0,0,0,0,0,0.896551724137931,0,0,0.0344827586206897,0.896551724137931,26,"170",29,"Erdäpfelstock/Herdäpfelstock"
"ID66","ID66",66,1,0,0,0,0,0,0,0,11,0,0,5,0.0588235294117647,0,0,0,0,0,0,0,0.647058823529412,0,0,0.294117647058824,0.647058823529412,11,"170",17,"Erdäpfelstock/Herdäpfelstock"
"ID67","ID67",67,1,0,0,0,0,0,0,0,8,0,0,4,0.0769230769230769,0,0,0,0,0,0,0,0.615384615384615,0,0,0.307692307692308,0.615384615384615,8,"170",13,"Erdäpfelstock/Herdäpfelstock"
"ID68","ID68",68,0,0,1,0,2,0,0,0,4,0,0,2,0,0,0.111111111111111,0,0.222222222222222,0,0,0,0.444444444444444,0,0,0.222222222222222,0.444444444444444,4,"170",9,"Erdäpfelstock/Herdäpfelstock"
"ID69","ID69",69,1,0,1,0,1,0,0,0,3,0,0,0,0.166666666666667,0,0.166666666666667,0,0.166666666666667,0,0,0,0.5,0,0,0,0.5,3,"170",6,"Erdäpfelstock/Herdäpfelstock"
"ID70","ID70",70,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,3,"170",3,"Erdäpfelstock/Herdäpfelstock"
"ID71","ID71",71,1,0,0,0,1,0,0,0,3,0,0,1,0.166666666666667,0,0,0,0.166666666666667,0,0,0,0.5,0,0,0.166666666666667,0.5,3,"170",6,"Erdäpfelstock/Herdäpfelstock"
"ID72","ID72",72,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,"160",1,"Kartoffelbrei"
"ID73","ID73",73,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0.5,0,0,0,0.5,0,0,0,0.5,1,"164",2,"Püree"
"ID74","ID74",74,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0.25,0,0,0,0,0,0.75,0,0,0,0.75,3,"170",4,"Erdäpfelstock/Herdäpfelstock"
"ID75","ID75",75,0,0,0,0,0,0,0,0,5,0,0,2,0,0,0,0,0,0,0,0,0.714285714285714,0,0,0.285714285714286,0.714285714285714,5,"170",7,"Erdäpfelstock/Herdäpfelstock"
"ID76","ID76",76,1,0,0,0,0,0,0,0,3,0,0,0,0.25,0,0,0,0,0,0,0,0.75,0,0,0,0.75,3,"170",4,"Erdäpfelstock/Herdäpfelstock"
"ID77","ID77",77,1,0,1,0,0,0,0,0,4,0,0,3,0.111111111111111,0,0.111111111111111,0,0,0,0,0,0.444444444444444,0,0,0.333333333333333,0.444444444444444,4,"170",9,"Erdäpfelstock/Herdäpfelstock"
"ID78","ID78",78,0,0,2,0,3,0,0,0,18,0,0,12,0,0,0.0571428571428571,0,0.0857142857142857,0,0,0,0.514285714285714,0,0,0.342857142857143,0.514285714285714,18,"170",35,"Erdäpfelstock/Herdäpfelstock"
"ID79","ID79",79,0,0,1,0,0,0,0,0,3,0,0,1,0,0,0.2,0,0,0,0,0,0.6,0,0,0.2,0.6,3,"170",5,"Erdäpfelstock/Herdäpfelstock"
"ID80","ID80",80,1,0,0,0,0,0,0,0,0,0,0,2,0.333333333333333,0,0,0,0,0,0,0,0,0,0,0.666666666666667,0.666666666666667,2,"9999",3,NA
"ID81","ID81",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ID82","ID82",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ID83","ID83",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ID84","ID84",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ID85","ID85",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ID86","ID86",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ID87","ID87",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ID88","ID88",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ID89","ID89",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ID90","ID90",90,0,1,5,3,3,0,0,0,0,0,0,0,0,0.0833333333333333,0.416666666666667,0.25,0.25,0,0,0,0,0,0,0,0.416666666666667,5,"162",12,"Kartoffelpüree"
"ID91","ID91",91,1,0,19,37,21,0,0,0,0,0,0,0,0.0128205128205128,0,0.243589743589744,0.474358974358974,0.269230769230769,0,0,0,0,0,0,0,0.474358974358974,37,"163",78,"Erdäpfelpüree"
"ID92","ID92",92,6,3,161,203,135,1,0,0,2,0,0,2,0.0116959064327485,0.00584795321637427,0.313840155945419,0.395711500974659,0.263157894736842,0.00194931773879142,0,0,0.00389863547758285,0,0,0.00389863547758285,0.395711500974659,203,"163",513,"Erdäpfelpüree"
"ID93","ID93",93,0,1,34,31,33,0,0,0,0,0,0,0,0,0.0101010101010101,0.343434343434343,0.313131313131313,0.333333333333333,0,0,0,0,0,0,0,0.343434343434343,34,"162",99,"Kartoffelpüree"
"ID94","ID94",94,1,1,40,47,33,0,0,0,0,0,0,0,0.00819672131147541,0.00819672131147541,0.327868852459016,0.385245901639344,0.270491803278689,0,0,0,0,0,0,0,0.385245901639344,47,"163",122,"Erdäpfelpüree"
"ID95","ID95",95,5,1,161,129,132,0,0,0,1,0,0,1,0.0116279069767442,0.00232558139534884,0.374418604651163,0.3,0.306976744186047,0,0,0,0.00232558139534884,0,0,0.00232558139534884,0.374418604651163,161,"162",430,"Kartoffelpüree"
"ID96","ID96",96,0,0,17,7,19,0,0,0,0,0,0,0,0,0,0.395348837209302,0.162790697674419,0.441860465116279,0,0,0,0,0,0,0,0.441860465116279,19,"164",43,"Püree"
"ID97","ID97",97,0,0,8,5,19,0,0,0,0,0,0,0,0,0,0.25,0.15625,0.59375,0,0,0,0,0,0,0,0.59375,19,"164",32,"Püree"
"ID98","ID98",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ID99","ID99",99,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,"170",1,"Erdäpfelstock/Herdäpfelstock"
"ID100","ID100",100,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0.25,0,0,0.75,0.75,3,"9999",4,NA
"ID101","ID101",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ID102","ID102",102,0,0,0,0,0,0,0,0,5,0,0,3,0,0,0,0,0,0,0,0,0.625,0,0,0.375,0.625,5,"170",8,"Erdäpfelstock/Herdäpfelstock"
"ID103","ID103",103,1,0,2,1,0,0,0,0,7,0,0,5,0.0625,0,0.125,0.0625,0,0,0,0,0.4375,0,0,0.3125,0.4375,7,"170",16,"Erdäpfelstock/Herdäpfelstock"
"ID104","ID104",104,0,0,0,1,2,0,0,0,37,0,0,7,0,0,0,0.0212765957446809,0.0425531914893617,0,0,0,0.787234042553192,0,0,0.148936170212766,0.787234042553192,37,"170",47,"Erdäpfelstock/Herdäpfelstock"
"ID105","ID105",105,1,0,0,1,0,0,0,0,29,0,0,9,0.025,0,0,0.025,0,0,0,0,0.725,0,0,0.225,0.725,29,"170",40,"Erdäpfelstock/Herdäpfelstock"
"ID106","ID106",106,1,0,1,1,1,0,0,0,374,0,0,80,0.00218340611353712,0,0.00218340611353712,0.00218340611353712,0.00218340611353712,0,0,0,0.816593886462882,0,0,0.174672489082969,0.816593886462882,374,"170",458,"Erdäpfelstock/Herdäpfelstock"
"ID107","ID107",107,1,0,0,0,2,0,0,0,96,0,0,28,0.0078740157480315,0,0,0,0.015748031496063,0,0,0,0.755905511811024,0,0,0.220472440944882,0.755905511811024,96,"170",127,"Erdäpfelstock/Herdäpfelstock"
"ID108","ID108",108,1,0,0,0,0,0,0,0,25,0,0,6,0.03125,0,0,0,0,0,0,0,0.78125,0,0,0.1875,0.78125,25,"170",32,"Erdäpfelstock/Herdäpfelstock"
"ID109","ID109",109,1,0,1,0,2,0,0,0,29,0,0,7,0.025,0,0.025,0,0.05,0,0,0,0.725,0,0,0.175,0.725,29,"170",40,"Erdäpfelstock/Herdäpfelstock"
"ID110","ID110",110,1,0,1,0,1,0,0,0,4,0,0,0,0.142857142857143,0,0.142857142857143,0,0.142857142857143,0,0,0,0.571428571428571,0,0,0,0.571428571428571,4,"170",7,"Erdäpfelstock/Herdäpfelstock"
"ID111","ID111",111,0,0,0,0,0,0,1,0,5,0,1,1,0,0,0,0,0,0,0.125,0,0.625,0,0.125,0.125,0.625,5,"170",8,"Erdäpfelstock/Herdäpfelstock"
"ID112","ID112",112,0,0,0,0,0,0,0,0,7,0,0,2,0,0,0,0,0,0,0,0,0.777777777777778,0,0,0.222222222222222,0.777777777777778,7,"170",9,"Erdäpfelstock/Herdäpfelstock"
"ID113","ID113",113,0,0,0,0,0,0,0,0,4,0,0,1,0,0,0,0,0,0,0,0,0.8,0,0,0.2,0.8,4,"170",5,"Erdäpfelstock/Herdäpfelstock"
"ID114","ID114",114,1,0,0,0,0,0,0,0,3,0,0,1,0.2,0,0,0,0,0,0,0,0.6,0,0,0.2,0.6,3,"170",5,"Erdäpfelstock/Herdäpfelstock"
"ID115","ID115",115,1,0,0,0,0,0,0,0,6,0,0,1,0.125,0,0,0,0,0,0,0,0.75,0,0,0.125,0.75,6,"170",8,"Erdäpfelstock/Herdäpfelstock"
"ID116","ID116",116,1,0,0,0,0,0,0,0,3,0,0,1,0.2,0,0,0,0,0,0,0,0.6,0,0,0.2,0.6,3,"170",5,"Erdäpfelstock/Herdäpfelstock"
"ID117","ID117",117,2,0,0,0,1,0,0,0,24,1,0,5,0.0606060606060606,0,0,0,0.0303030303030303,0,0,0,0.727272727272727,0.0303030303030303,0,0.151515151515152,0.727272727272727,24,"170",33,"Erdäpfelstock/Herdäpfelstock"
"ID118","ID118",118,0,0,1,0,1,0,0,1,24,0,0,8,0,0,0.0285714285714286,0,0.0285714285714286,0,0,0.0285714285714286,0.685714285714286,0,0,0.228571428571429,0.685714285714286,24,"170",35,"Erdäpfelstock/Herdäpfelstock"
"ID119","ID119",119,0,0,0,1,2,0,0,0,21,0,0,2,0,0,0,0.0384615384615385,0.0769230769230769,0,0,0,0.807692307692308,0,0,0.0769230769230769,0.807692307692308,21,"170",26,"Erdäpfelstock/Herdäpfelstock"
"ID120","ID120",120,2,0,2,0,0,0,0,1,5,0,0,5,0.133333333333333,0,0.133333333333333,0,0,0,0,0.0666666666666667,0.333333333333333,0,0,0.333333333333333,0.333333333333333,5,"170",15,"Erdäpfelstock/Herdäpfelstock"
"ID121","ID121",121,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0.5,0,0,0.5,0.5,1,"170",2,"Erdäpfelstock/Herdäpfelstock"
"ID122","ID122",122,1,0,0,1,0,0,0,0,1,0,0,3,0.166666666666667,0,0,0.166666666666667,0,0,0,0,0.166666666666667,0,0,0.5,0.5,3,"9999",6,NA
"ID123","ID123",123,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0.6,0.4,0,0,0,0,0,0,0,0.6,3,"163",5,"Erdäpfelpüree"
"ID124","ID124",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ID125","ID125",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ID126","ID126",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ID127","ID127",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ID128","ID128",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ID129","ID129",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ID130","ID130",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ID131","ID131",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ID132","ID132",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ID133","ID133",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ID134","ID134",134,0,0,0,4,20,0,0,0,0,0,0,0,0,0,0,0.166666666666667,0.833333333333333,0,0,0,0,0,0,0,0.833333333333333,20,"164",24,"Püree"
"ID135","ID135",135,0,0,6,18,16,0,0,0,0,0,0,0,0,0,0.15,0.45,0.4,0,0,0,0,0,0,0,0.45,18,"163",40,"Erdäpfelpüree"
