"id","hexID","X9","X11","X12","X13","X14","X15","X16","rel_9","rel_11","rel_12","rel_13","rel_14","rel_15","rel_16","relMax","absMax","maxLevel","total","antwort"
"ID372","ID372",372,52,17,9,226,7,310,19,0.08125,0.0265625,0.0140625,0.353125,0.0109375,0.484375,0.0296875,0.484375,310,"15",640,"Znüni"
"ID373","ID373",373,8,1,1,16,2,60,8,0.0833333333333333,0.0104166666666667,0.0104166666666667,0.166666666666667,0.0208333333333333,0.625,0.0833333333333333,0.625,60,"15",96,"Znüni"
"ID374","ID374",374,2,0,3,3,0,16,2,0.0769230769230769,0,0.115384615384615,0.115384615384615,0,0.615384615384615,0.0769230769230769,0.615384615384615,16,"15",26,"Znüni"
"ID375","ID375",375,14,3,73,3,3,6,0,0.137254901960784,0.0294117647058824,0.715686274509804,0.0294117647058824,0.0294117647058824,0.0588235294117647,0,0.715686274509804,73,"12",102,"Brotzeit"
"ID376","ID376",376,4,1,31,0,2,0,2,0.1,0.025,0.775,0,0.05,0,0.05,0.775,31,"12",40,"Brotzeit"
"ID377","ID377",377,2,1,10,1,0,2,0,0.125,0.0625,0.625,0.0625,0,0.125,0,0.625,10,"12",16,"Brotzeit"
"ID378","ID378",378,7,4,2,28,0,0,23,0.109375,0.0625,0.03125,0.4375,0,0,0.359375,0.4375,28,"13",64,"Jause"
"ID379","ID379",379,4,2,15,18,1,0,9,0.0816326530612245,0.0408163265306122,0.306122448979592,0.36734693877551,0.0204081632653061,0,0.183673469387755,0.36734693877551,18,"13",49,"Jause"
"ID380","ID380",380,18,7,15,64,0,1,29,0.134328358208955,0.0522388059701493,0.111940298507463,0.477611940298507,0,0.00746268656716418,0.216417910447761,0.477611940298507,64,"13",134,"Jause"
"ID381","ID381",381,17,9,7,44,3,1,22,0.16504854368932,0.087378640776699,0.0679611650485437,0.427184466019417,0.029126213592233,0.00970873786407767,0.213592233009709,0.427184466019417,44,"13",103,"Jause"
"ID382","ID382",382,117,66,21,506,2,1,57,0.151948051948052,0.0857142857142857,0.0272727272727273,0.657142857142857,0.0025974025974026,0.0012987012987013,0.074025974025974,0.657142857142857,506,"13",770,"Jause"
"ID383","ID383",383,22,16,3,89,0,0,24,0.142857142857143,0.103896103896104,0.0194805194805195,0.577922077922078,0,0,0.155844155844156,0.577922077922078,89,"13",154,"Jause"
"ID384","ID384",384,15,11,4,85,0,0,42,0.0955414012738854,0.0700636942675159,0.0254777070063694,0.54140127388535,0,0,0.267515923566879,0.54140127388535,85,"13",157,"Jause"
"ID385","ID385",385,5,6,1,25,1,0,51,0.0561797752808989,0.0674157303370786,0.0112359550561798,0.280898876404494,0.0112359550561798,0,0.573033707865168,0.573033707865168,51,"16",89,"Neuner"
"ID386","ID386",386,3,0,2,12,0,0,12,0.103448275862069,0,0.0689655172413793,0.413793103448276,0,0,0.413793103448276,0.413793103448276,12,"13",29,"Jause"
"ID387","ID387",387,2,1,0,16,0,0,1,0.1,0.05,0,0.8,0,0,0.05,0.8,16,"13",20,"Jause"
"ID388","ID388",388,8,4,1,43,1,0,2,0.135593220338983,0.0677966101694915,0.0169491525423729,0.728813559322034,0.0169491525423729,0,0.0338983050847458,0.728813559322034,43,"13",59,"Jause"
"ID389","ID389",389,7,4,2,29,0,0,0,0.166666666666667,0.0952380952380952,0.0476190476190476,0.69047619047619,0,0,0,0.69047619047619,29,"13",42,"Jause"
"ID390","ID390",390,7,1,1,43,0,0,0,0.134615384615385,0.0192307692307692,0.0192307692307692,0.826923076923077,0,0,0,0.826923076923077,43,"13",52,"Jause"
"ID391","ID391",391,18,12,4,122,0,1,0,0.114649681528662,0.0764331210191083,0.0254777070063694,0.777070063694268,0,0.00636942675159236,0,0.777070063694268,122,"13",157,"Jause"
"ID392","ID392",392,8,2,1,32,0,0,3,0.173913043478261,0.0434782608695652,0.0217391304347826,0.695652173913043,0,0,0.0652173913043478,0.695652173913043,32,"13",46,"Jause"
"ID393","ID393",393,16,15,3,115,1,0,12,0.0987654320987654,0.0925925925925926,0.0185185185185185,0.709876543209877,0.00617283950617284,0,0.0740740740740741,0.709876543209877,115,"13",162,"Jause"
"ID394","ID394",394,5,5,0,46,0,0,2,0.0862068965517241,0.0862068965517241,0,0.793103448275862,0,0,0.0344827586206897,0.793103448275862,46,"13",58,"Jause"
"ID395","ID395",395,7,0,1,33,0,0,0,0.170731707317073,0,0.024390243902439,0.804878048780488,0,0,0,0.804878048780488,33,"13",41,"Jause"
"ID396","ID396",396,3,4,2,31,0,0,0,0.075,0.1,0.05,0.775,0,0,0,0.775,31,"13",40,"Jause"
"ID397","ID397",397,1,0,0,8,1,1,0,0.0909090909090909,0,0,0.727272727272727,0.0909090909090909,0.0909090909090909,0,0.727272727272727,8,"13",11,"Jause"
"ID398","ID398",398,0,1,1,6,0,0,0,0,0.125,0.125,0.75,0,0,0,0.75,6,"13",8,"Jause"
"ID399","ID399",399,1,1,0,14,0,0,0,0.0625,0.0625,0,0.875,0,0,0,0.875,14,"13",16,"Jause"
"ID400","ID400",400,2,0,0,9,0,0,0,0.181818181818182,0,0,0.818181818181818,0,0,0,0.818181818181818,9,"13",11,"Jause"
"ID401","ID401",401,1,2,0,16,0,0,0,0.0526315789473684,0.105263157894737,0,0.842105263157895,0,0,0,0.842105263157895,16,"13",19,"Jause"
"ID402","ID402",402,3,3,0,18,0,0,0,0.125,0.125,0,0.75,0,0,0,0.75,18,"13",24,"Jause"
"ID403","ID403",403,4,4,0,22,0,0,0,0.133333333333333,0.133333333333333,0,0.733333333333333,0,0,0,0.733333333333333,22,"13",30,"Jause"
"ID404","ID404",404,35,22,2,169,0,0,0,0.153508771929825,0.0964912280701754,0.0087719298245614,0.741228070175439,0,0,0,0.741228070175439,169,"13",228,"Jause"
"ID405","ID405",405,31,14,1,119,1,0,0,0.186746987951807,0.0843373493975904,0.00602409638554217,0.716867469879518,0.00602409638554217,0,0,0.716867469879518,119,"13",166,"Jause"
"ID406","ID406",406,16,10,2,64,0,1,0,0.172043010752688,0.10752688172043,0.021505376344086,0.688172043010753,0,0.010752688172043,0,0.688172043010753,64,"13",93,"Jause"
"ID407","ID407",407,2,5,0,17,0,0,0,0.0833333333333333,0.208333333333333,0,0.708333333333333,0,0,0,0.708333333333333,17,"13",24,"Jause"
"ID408","ID408",408,8,6,0,48,0,0,0,0.129032258064516,0.0967741935483871,0,0.774193548387097,0,0,0,0.774193548387097,48,"13",62,"Jause"
"ID409","ID409",409,10,5,1,74,0,0,0,0.111111111111111,0.0555555555555556,0.0111111111111111,0.822222222222222,0,0,0,0.822222222222222,74,"13",90,"Jause"
"ID410","ID410",410,28,18,0,89,0,0,0,0.207407407407407,0.133333333333333,0,0.659259259259259,0,0,0,0.659259259259259,89,"13",135,"Jause"
"ID411","ID411",411,45,24,1,151,1,1,0,0.201793721973094,0.10762331838565,0.00448430493273543,0.677130044843049,0.00448430493273543,0.00448430493273543,0,0.677130044843049,151,"13",223,"Jause"
"ID412","ID412",412,6,6,0,22,0,1,0,0.171428571428571,0.171428571428571,0,0.628571428571429,0,0.0285714285714286,0,0.628571428571429,22,"13",35,"Jause"
"ID413","ID413",413,1,0,0,0,0,11,0,0.0833333333333333,0,0,0,0,0.916666666666667,0,0.916666666666667,11,"15",12,"Znüni"
"ID414","ID414",414,48,9,1,0,16,1402,1,0.032498307379824,0.00609343263371699,0.000677048070412999,0,0.010832769126608,0.949221394719025,0.000677048070412999,0.949221394719025,1402,"15",1477,"Znüni"
"ID415","ID415",415,28,2,2,1,16,509,0,0.0501792114695341,0.003584229390681,0.003584229390681,0.0017921146953405,0.028673835125448,0.912186379928315,0,0.912186379928315,509,"15",558,"Znüni"
"ID416","ID416",416,17,3,0,0,24,220,1,0.0641509433962264,0.0113207547169811,0,0,0.0905660377358491,0.830188679245283,0.00377358490566038,0.830188679245283,220,"15",265,"Znüni"
"ID417","ID417",417,6,0,1,1,3,281,0,0.0205479452054795,0,0.00342465753424658,0.00342465753424658,0.0102739726027397,0.962328767123288,0,0.962328767123288,281,"15",292,"Znüni"
"ID418","ID418",418,28,2,2,1,4,807,2,0.033096926713948,0.00236406619385343,0.00236406619385343,0.00118203309692671,0.00472813238770686,0.953900709219858,0.00236406619385343,0.953900709219858,807,"15",846,"Znüni"
"ID419","ID419",419,29,0,3,1,2,1057,2,0.026508226691042,0,0.00274223034734918,0.000914076782449726,0.00182815356489945,0.96617915904936,0.00182815356489945,0.96617915904936,1057,"15",1094,"Znüni"
"ID420","ID420",420,37,3,3,2,0,1323,1,0.027027027027027,0.00219138056975895,0.00219138056975895,0.0014609203798393,0,0.966398831263696,0.000730460189919649,0.966398831263696,1323,"15",1369,"Znüni"
"ID421","ID421",421,24,4,0,0,1,835,2,0.0277136258660508,0.0046189376443418,0,0,0.00115473441108545,0.964203233256351,0.0023094688221709,0.964203233256351,835,"15",866,"Znüni"
"ID422","ID422",422,22,1,2,0,3,370,0,0.0552763819095477,0.00251256281407035,0.0050251256281407,0,0.00753768844221105,0.92964824120603,0,0.92964824120603,370,"15",398,"Znüni"
"ID423","ID423",423,11,0,1,1,4,265,1,0.03886925795053,0,0.00353356890459364,0.00353356890459364,0.0141342756183746,0.936395759717314,0.00353356890459364,0.936395759717314,265,"15",283,"Znüni"
"ID424","ID424",424,26,2,2,0,4,513,1,0.0474452554744526,0.00364963503649635,0.00364963503649635,0,0.0072992700729927,0.936131386861314,0.00182481751824818,0.936131386861314,513,"15",548,"Znüni"
"ID425","ID425",425,21,3,8,6,14,383,0,0.0482758620689655,0.00689655172413793,0.0183908045977011,0.0137931034482759,0.032183908045977,0.880459770114942,0,0.880459770114942,383,"15",435,"Znüni"
"ID426","ID426",426,116,20,69,193,54,287,3,0.15633423180593,0.0269541778975741,0.0929919137466307,0.26010781671159,0.0727762803234501,0.386792452830189,0.00404312668463612,0.386792452830189,287,"15",742,"Znüni"
"ID427","ID427",427,58,29,13,330,21,215,13,0.085419734904271,0.0427098674521355,0.0191458026509573,0.4860088365243,0.0309278350515464,0.316642120765832,0.0191458026509573,0.4860088365243,330,"13",679,"Jause"
"ID428","ID428",428,4,2,27,25,7,25,2,0.0434782608695652,0.0217391304347826,0.293478260869565,0.271739130434783,0.0760869565217391,0.271739130434783,0.0217391304347826,0.293478260869565,27,"12",92,"Brotzeit"
"ID429","ID429",429,10,3,63,2,4,0,2,0.119047619047619,0.0357142857142857,0.75,0.0238095238095238,0.0476190476190476,0,0.0238095238095238,0.75,63,"12",84,"Brotzeit"
"ID430","ID430",430,32,10,174,1,9,0,0,0.141592920353982,0.0442477876106195,0.769911504424779,0.00442477876106195,0.0398230088495575,0,0,0.769911504424779,174,"12",226,"Brotzeit"
"ID431","ID431",431,4,0,22,5,0,1,0,0.125,0,0.6875,0.15625,0,0.03125,0,0.6875,22,"12",32,"Brotzeit"
"ID432","ID432",432,5,2,43,10,0,0,2,0.0806451612903226,0.032258064516129,0.693548387096774,0.161290322580645,0,0,0.032258064516129,0.693548387096774,43,"12",62,"Brotzeit"
"ID433","ID433",433,9,1,44,11,0,0,0,0.138461538461538,0.0153846153846154,0.676923076923077,0.169230769230769,0,0,0,0.676923076923077,44,"12",65,"Brotzeit"
"ID434","ID434",434,6,1,47,6,2,0,0,0.0967741935483871,0.0161290322580645,0.758064516129032,0.0967741935483871,0.032258064516129,0,0,0.758064516129032,47,"12",62,"Brotzeit"
"ID435","ID435",435,14,8,187,3,1,1,0,0.0654205607476635,0.0373831775700935,0.873831775700935,0.014018691588785,0.00467289719626168,0.00467289719626168,0,0.873831775700935,187,"12",214,"Brotzeit"
"ID436","ID436",436,6,1,47,5,1,0,1,0.0983606557377049,0.0163934426229508,0.770491803278688,0.0819672131147541,0.0163934426229508,0,0.0163934426229508,0.770491803278688,47,"12",61,"Brotzeit"
"ID437","ID437",437,2,0,10,3,0,0,1,0.125,0,0.625,0.1875,0,0,0.0625,0.625,10,"12",16,"Brotzeit"
"ID438","ID438",438,1,0,0,2,1,0,2,0.166666666666667,0,0,0.333333333333333,0.166666666666667,0,0.333333333333333,0.333333333333333,2,"13",6,"Jause"
"ID439","ID439",439,8,1,2,21,1,0,5,0.210526315789474,0.0263157894736842,0.0526315789473684,0.552631578947368,0.0263157894736842,0,0.131578947368421,0.552631578947368,21,"13",38,"Jause"
"ID440","ID440",440,3,7,3,36,1,0,32,0.0365853658536585,0.0853658536585366,0.0365853658536585,0.439024390243902,0.0121951219512195,0,0.390243902439024,0.439024390243902,36,"13",82,"Jause"
"ID441","ID441",441,28,11,9,138,1,0,34,0.126696832579186,0.0497737556561086,0.0407239819004525,0.624434389140271,0.00452488687782805,0,0.153846153846154,0.624434389140271,138,"13",221,"Jause"
"ID442","ID442",442,3,1,5,44,2,0,5,0.05,0.0166666666666667,0.0833333333333333,0.733333333333333,0.0333333333333333,0,0.0833333333333333,0.733333333333333,44,"13",60,"Jause"
"ID443","ID443",443,15,8,3,103,1,0,9,0.107913669064748,0.0575539568345324,0.0215827338129496,0.741007194244604,0.00719424460431655,0,0.0647482014388489,0.741007194244604,103,"13",139,"Jause"
"ID444","ID444",444,5,2,1,42,0,0,0,0.1,0.04,0.02,0.84,0,0,0,0.84,42,"13",50,"Jause"
"ID445","ID445",445,13,3,5,57,0,1,0,0.164556962025316,0.0379746835443038,0.0632911392405063,0.721518987341772,0,0.0126582278481013,0,0.721518987341772,57,"13",79,"Jause"
"ID446","ID446",446,3,4,41,18,0,0,0,0.0454545454545455,0.0606060606060606,0.621212121212121,0.272727272727273,0,0,0,0.621212121212121,41,"12",66,"Brotzeit"
"ID447","ID447",447,7,0,3,17,0,0,0,0.259259259259259,0,0.111111111111111,0.62962962962963,0,0,0,0.62962962962963,17,"13",27,"Jause"
"ID448","ID448",448,6,6,1,30,0,0,1,0.136363636363636,0.136363636363636,0.0227272727272727,0.681818181818182,0,0,0.0227272727272727,0.681818181818182,30,"13",44,"Jause"
"ID449","ID449",449,5,2,0,19,0,0,0,0.192307692307692,0.0769230769230769,0,0.730769230769231,0,0,0,0.730769230769231,19,"13",26,"Jause"
"ID450","ID450",450,4,1,1,33,0,0,3,0.0952380952380952,0.0238095238095238,0.0238095238095238,0.785714285714286,0,0,0.0714285714285714,0.785714285714286,33,"13",42,"Jause"
"ID451","ID451",451,3,2,1,20,0,0,0,0.115384615384615,0.0769230769230769,0.0384615384615385,0.769230769230769,0,0,0,0.769230769230769,20,"13",26,"Jause"
"ID452","ID452",452,15,4,2,48,0,0,0,0.217391304347826,0.0579710144927536,0.0289855072463768,0.695652173913043,0,0,0,0.695652173913043,48,"13",69,"Jause"
"ID453","ID453",453,6,4,1,40,1,0,0,0.115384615384615,0.0769230769230769,0.0192307692307692,0.769230769230769,0.0192307692307692,0,0,0.769230769230769,40,"13",52,"Jause"
"ID454","ID454",454,8,9,1,69,2,0,0,0.0898876404494382,0.101123595505618,0.0112359550561798,0.775280898876405,0.0224719101123595,0,0,0.775280898876405,69,"13",89,"Jause"
"ID455","ID455",455,11,1,2,34,0,0,0,0.229166666666667,0.0208333333333333,0.0416666666666667,0.708333333333333,0,0,0,0.708333333333333,34,"13",48,"Jause"
"ID456","ID456",456,5,4,0,9,0,0,0,0.277777777777778,0.222222222222222,0,0.5,0,0,0,0.5,9,"13",18,"Jause"
"ID457","ID457",457,3,1,0,22,0,0,0,0.115384615384615,0.0384615384615385,0,0.846153846153846,0,0,0,0.846153846153846,22,"13",26,"Jause"
"ID458","ID458",458,9,4,1,32,0,0,0,0.195652173913043,0.0869565217391304,0.0217391304347826,0.695652173913043,0,0,0,0.695652173913043,32,"13",46,"Jause"
"ID459","ID459",459,8,6,0,26,0,0,0,0.2,0.15,0,0.65,0,0,0,0.65,26,"13",40,"Jause"
"ID460","ID460",460,66,47,2,208,0,0,0,0.204334365325077,0.145510835913313,0.00619195046439629,0.643962848297214,0,0,0,0.643962848297214,208,"13",323,"Jause"
"ID461","ID461",461,21,6,1,131,0,0,0,0.132075471698113,0.0377358490566038,0.00628930817610063,0.823899371069182,0,0,0,0.823899371069182,131,"13",159,"Jause"
"ID462","ID462",462,17,8,4,74,0,0,0,0.16504854368932,0.0776699029126214,0.0388349514563107,0.718446601941748,0,0,0,0.718446601941748,74,"13",103,"Jause"
"ID463","ID463",463,5,3,0,29,1,0,0,0.131578947368421,0.0789473684210526,0,0.763157894736842,0.0263157894736842,0,0,0.763157894736842,29,"13",38,"Jause"
"ID464","ID464",464,4,4,0,22,0,0,0,0.133333333333333,0.133333333333333,0,0.733333333333333,0,0,0,0.733333333333333,22,"13",30,"Jause"
"ID465","ID465",465,11,3,0,41,0,1,0,0.196428571428571,0.0535714285714286,0,0.732142857142857,0,0.0178571428571429,0,0.732142857142857,41,"13",56,"Jause"
"ID466","ID466",466,6,5,0,38,0,0,1,0.12,0.1,0,0.76,0,0,0.02,0.76,38,"13",50,"Jause"
"ID467","ID467",467,23,11,2,74,0,0,0,0.209090909090909,0.1,0.0181818181818182,0.672727272727273,0,0,0,0.672727272727273,74,"13",110,"Jause"
"ID468","ID468",468,18,7,0,29,0,0,0,0.333333333333333,0.12962962962963,0,0.537037037037037,0,0,0,0.537037037037037,29,"13",54,"Jause"
"ID469","ID469",469,178,34,12,1,234,1027,1,0.119704102219233,0.0228648285137861,0.00806993947545393,0.000672494956287828,0.157363819771352,0.690652320107599,0.000672494956287828,0.690652320107599,1027,"15",1487,"Znüni"
"ID470","ID470",470,53,8,3,0,94,345,0,0.105367793240557,0.0159045725646123,0.00596421471172962,0,0.186878727634195,0.685884691848907,0,0.685884691848907,345,"15",503,"Znüni"
"ID471","ID471",471,42,6,0,0,76,154,1,0.150537634408602,0.021505376344086,0,0,0.272401433691756,0.551971326164875,0.003584229390681,0.551971326164875,154,"15",279,"Znüni"
"ID472","ID472",472,73,15,6,0,182,257,1,0.136704119850187,0.0280898876404494,0.0112359550561798,0,0.340823970037453,0.4812734082397,0.00187265917602996,0.4812734082397,257,"15",534,"Znüni"
"ID473","ID473",473,23,4,2,0,64,133,0,0.101769911504425,0.0176991150442478,0.00884955752212389,0,0.283185840707965,0.588495575221239,0,0.588495575221239,133,"15",226,"Znüni"
"ID474","ID474",474,16,4,3,0,18,320,0,0.0443213296398892,0.0110803324099723,0.00831024930747922,0,0.0498614958448753,0.886426592797784,0,0.886426592797784,320,"15",361,"Znüni"
"ID475","ID475",475,14,2,4,1,15,315,2,0.0396600566572238,0.0056657223796034,0.0113314447592068,0.0028328611898017,0.0424929178470255,0.892351274787535,0.0056657223796034,0.892351274787535,315,"15",353,"Znüni"
"ID476","ID476",476,31,3,7,0,62,321,1,0.0729411764705882,0.00705882352941176,0.0164705882352941,0,0.145882352941176,0.755294117647059,0.00235294117647059,0.755294117647059,321,"15",425,"Znüni"
"ID477","ID477",477,29,7,2,2,68,220,0,0.0884146341463415,0.0213414634146341,0.00609756097560976,0.00609756097560976,0.207317073170732,0.670731707317073,0,0.670731707317073,220,"15",328,"Znüni"
"ID478","ID478",478,139,47,10,1,308,190,1,0.199712643678161,0.0675287356321839,0.014367816091954,0.0014367816091954,0.442528735632184,0.272988505747126,0.0014367816091954,0.442528735632184,308,"14",696,"Vesper"
"ID479","ID479",479,146,38,33,6,284,97,1,0.241322314049587,0.0628099173553719,0.0545454545454545,0.00991735537190083,0.469421487603306,0.160330578512397,0.00165289256198347,0.469421487603306,284,"14",605,"Vesper"
"ID480","ID480",480,166,29,50,8,260,16,0,0.313799621928166,0.054820415879017,0.0945179584120983,0.0151228733459357,0.491493383742911,0.0302457466918715,0,0.491493383742911,260,"14",529,"Vesper"
"ID481","ID481",481,103,36,155,25,147,22,0,0.211065573770492,0.0737704918032787,0.317622950819672,0.0512295081967213,0.301229508196721,0.0450819672131148,0,0.317622950819672,155,"12",488,"Brotzeit"
"ID482","ID482",482,76,13,171,12,94,4,2,0.204301075268817,0.0349462365591398,0.459677419354839,0.032258064516129,0.252688172043011,0.010752688172043,0.00537634408602151,0.459677419354839,171,"12",372,"Brotzeit"
"ID483","ID483",483,28,3,88,2,50,3,1,0.16,0.0171428571428571,0.502857142857143,0.0114285714285714,0.285714285714286,0.0171428571428571,0.00571428571428571,0.502857142857143,88,"12",175,"Brotzeit"
"ID484","ID484",484,17,8,125,1,13,2,0,0.102409638554217,0.0481927710843374,0.753012048192771,0.00602409638554217,0.0783132530120482,0.0120481927710843,0,0.753012048192771,125,"12",166,"Brotzeit"
"ID485","ID485",485,11,7,111,1,5,1,1,0.0802919708029197,0.0510948905109489,0.81021897810219,0.0072992700729927,0.0364963503649635,0.0072992700729927,0.0072992700729927,0.81021897810219,111,"12",137,"Brotzeit"
"ID486","ID486",486,21,7,121,1,4,0,0,0.136363636363636,0.0454545454545455,0.785714285714286,0.00649350649350649,0.025974025974026,0,0,0.785714285714286,121,"12",154,"Brotzeit"
"ID487","ID487",487,15,5,114,2,8,2,5,0.0993377483443709,0.033112582781457,0.754966887417219,0.0132450331125828,0.0529801324503311,0.0132450331125828,0.033112582781457,0.754966887417219,114,"12",151,"Brotzeit"
"ID488","ID488",488,11,2,25,5,2,1,0,0.239130434782609,0.0434782608695652,0.543478260869565,0.108695652173913,0.0434782608695652,0.0217391304347826,0,0.543478260869565,25,"12",46,"Brotzeit"
"ID489","ID489",489,8,0,87,0,2,0,0,0.0824742268041237,0,0.896907216494845,0,0.0206185567010309,0,0,0.896907216494845,87,"12",97,"Brotzeit"
"ID490","ID490",490,16,4,139,2,2,0,0,0.098159509202454,0.0245398773006135,0.852760736196319,0.0122699386503067,0.0122699386503067,0,0,0.852760736196319,139,"12",163,"Brotzeit"
"ID491","ID491",491,8,0,51,8,1,1,0,0.115942028985507,0,0.739130434782609,0.115942028985507,0.0144927536231884,0.0144927536231884,0,0.739130434782609,51,"12",69,"Brotzeit"
"ID492","ID492",492,17,4,62,3,1,0,1,0.193181818181818,0.0454545454545455,0.704545454545455,0.0340909090909091,0.0113636363636364,0,0.0113636363636364,0.704545454545455,62,"12",88,"Brotzeit"
"ID493","ID493",493,4,0,35,1,1,0,3,0.0909090909090909,0,0.795454545454545,0.0227272727272727,0.0227272727272727,0,0.0681818181818182,0.795454545454545,35,"12",44,"Brotzeit"
"ID494","ID494",494,4,2,34,0,0,0,1,0.0975609756097561,0.0487804878048781,0.829268292682927,0,0,0,0.024390243902439,0.829268292682927,34,"12",41,"Brotzeit"
"ID495","ID495",495,6,1,38,3,1,0,1,0.12,0.02,0.76,0.06,0.02,0,0.02,0.76,38,"12",50,"Brotzeit"
"ID496","ID496",496,15,13,89,106,0,0,7,0.0652173913043478,0.0565217391304348,0.38695652173913,0.460869565217391,0,0,0.0304347826086957,0.460869565217391,106,"13",230,"Jause"
"ID497","ID497",497,3,3,10,28,0,0,1,0.0666666666666667,0.0666666666666667,0.222222222222222,0.622222222222222,0,0,0.0222222222222222,0.622222222222222,28,"13",45,"Jause"
"ID498","ID498",498,4,1,24,8,0,0,0,0.108108108108108,0.027027027027027,0.648648648648649,0.216216216216216,0,0,0,0.648648648648649,24,"12",37,"Brotzeit"
"ID499","ID499",499,7,2,12,27,0,0,0,0.145833333333333,0.0416666666666667,0.25,0.5625,0,0,0,0.5625,27,"13",48,"Jause"
"ID500","ID500",500,7,2,90,11,2,0,1,0.0619469026548673,0.0176991150442478,0.79646017699115,0.0973451327433628,0.0176991150442478,0,0.00884955752212389,0.79646017699115,90,"12",113,"Brotzeit"
"ID501","ID501",501,19,6,91,61,2,2,1,0.104395604395604,0.032967032967033,0.5,0.335164835164835,0.010989010989011,0.010989010989011,0.00549450549450549,0.5,91,"12",182,"Brotzeit"
"ID502","ID502",502,11,11,2,108,0,0,1,0.0827067669172932,0.0827067669172932,0.0150375939849624,0.81203007518797,0,0,0.0075187969924812,0.81203007518797,108,"13",133,"Jause"
"ID503","ID503",503,2,4,0,14,0,0,1,0.0952380952380952,0.19047619047619,0,0.666666666666667,0,0,0.0476190476190476,0.666666666666667,14,"13",21,"Jause"
"ID504","ID504",504,6,4,1,26,0,0,14,0.117647058823529,0.0784313725490196,0.0196078431372549,0.509803921568627,0,0,0.274509803921569,0.509803921568627,26,"13",51,"Jause"
"ID505","ID505",505,7,6,3,34,0,0,16,0.106060606060606,0.0909090909090909,0.0454545454545455,0.515151515151515,0,0,0.242424242424242,0.515151515151515,34,"13",66,"Jause"
"ID506","ID506",506,7,3,4,17,0,0,1,0.21875,0.09375,0.125,0.53125,0,0,0.03125,0.53125,17,"13",32,"Jause"
"ID507","ID507",507,5,2,0,12,0,0,1,0.25,0.1,0,0.6,0,0,0.05,0.6,12,"13",20,"Jause"
"ID508","ID508",508,9,5,3,68,0,0,1,0.104651162790698,0.0581395348837209,0.0348837209302326,0.790697674418605,0,0,0.0116279069767442,0.790697674418605,68,"13",86,"Jause"
"ID509","ID509",509,8,7,0,25,0,0,0,0.2,0.175,0,0.625,0,0,0,0.625,25,"13",40,"Jause"
"ID510","ID510",510,5,2,0,19,0,1,0,0.185185185185185,0.0740740740740741,0,0.703703703703704,0,0.037037037037037,0,0.703703703703704,19,"13",27,"Jause"
"ID511","ID511",511,6,1,0,13,0,1,0,0.285714285714286,0.0476190476190476,0,0.619047619047619,0,0.0476190476190476,0,0.619047619047619,13,"13",21,"Jause"
"ID512","ID512",512,1,3,0,9,0,0,0,0.0769230769230769,0.230769230769231,0,0.692307692307692,0,0,0,0.692307692307692,9,"13",13,"Jause"
"ID513","ID513",513,0,0,0,15,0,0,0,0,0,0,1,0,0,0,1,15,"13",15,"Jause"
"ID514","ID514",514,2,1,1,19,0,0,0,0.0869565217391304,0.0434782608695652,0.0434782608695652,0.826086956521739,0,0,0,0.826086956521739,19,"13",23,"Jause"
"ID515","ID515",515,3,4,1,5,0,0,0,0.230769230769231,0.307692307692308,0.0769230769230769,0.384615384615385,0,0,0,0.384615384615385,5,"13",13,"Jause"
"ID516","ID516",516,9,6,0,51,0,0,0,0.136363636363636,0.0909090909090909,0,0.772727272727273,0,0,0,0.772727272727273,51,"13",66,"Jause"
"ID517","ID517",517,26,19,2,112,1,1,1,0.160493827160494,0.117283950617284,0.0123456790123457,0.691358024691358,0.00617283950617284,0.00617283950617284,0.00617283950617284,0.691358024691358,112,"13",162,"Jause"
"ID518","ID518",518,23,6,0,53,0,0,0,0.280487804878049,0.0731707317073171,0,0.646341463414634,0,0,0,0.646341463414634,53,"13",82,"Jause"
"ID519","ID519",519,16,11,1,68,0,0,0,0.166666666666667,0.114583333333333,0.0104166666666667,0.708333333333333,0,0,0,0.708333333333333,68,"13",96,"Jause"
"ID520","ID520",520,9,9,1,39,0,0,0,0.155172413793103,0.155172413793103,0.0172413793103448,0.672413793103448,0,0,0,0.672413793103448,39,"13",58,"Jause"
"ID521","ID521",521,19,11,0,41,0,0,0,0.267605633802817,0.154929577464789,0,0.577464788732394,0,0,0,0.577464788732394,41,"13",71,"Jause"
"ID522","ID522",522,7,2,0,18,0,0,0,0.259259259259259,0.0740740740740741,0,0.666666666666667,0,0,0,0.666666666666667,18,"13",27,"Jause"
"ID523","ID523",523,48,19,4,2,113,333,0,0.092485549132948,0.0366088631984586,0.00770712909441233,0.00385356454720617,0.217726396917148,0.641618497109827,0,0.641618497109827,333,"15",519,"Znüni"
"ID524","ID524",524,59,11,5,0,92,168,0,0.176119402985075,0.0328358208955224,0.0149253731343284,0,0.274626865671642,0.501492537313433,0,0.501492537313433,168,"15",335,"Znüni"
"ID525","ID525",525,21,4,1,0,63,122,1,0.0990566037735849,0.0188679245283019,0.00471698113207547,0,0.297169811320755,0.575471698113208,0.00471698113207547,0.575471698113208,122,"15",212,"Znüni"
"ID526","ID526",526,22,2,6,1,79,47,0,0.140127388535032,0.0127388535031847,0.0382165605095541,0.00636942675159236,0.503184713375796,0.299363057324841,0,0.503184713375796,79,"14",157,"Vesper"
