"id","hexID","X1","X2","X3","X4","X5","X6","X7","X8","rel_1","rel_2","rel_3","rel_4","rel_5","rel_6","rel_7","rel_8","relMax","absMax","maxLevel","total","antwort"
"ID1202","ID1202",1202,1017,316,6,291,0,1,0,1,0.623161764705882,0.193627450980392,0.00367647058823529,0.178308823529412,0,0.000612745098039216,0,0.000612745098039216,0.623161764705882,1017,"1",1632,"bolzen"
"ID1203","ID1203",1203,257,55,7,32,0,0,2,0,0.728045325779037,0.155807365439093,0.0198300283286119,0.0906515580736544,0,0,0.0056657223796034,0,0.728045325779037,257,"1",353,"bolzen"
"ID1204","ID1204",1204,95,14,4,7,0,0,1,0,0.785123966942149,0.115702479338843,0.0330578512396694,0.0578512396694215,0,0,0.00826446280991736,0,0.785123966942149,95,"1",121,"bolzen"
"ID1205","ID1205",1205,53,18,2,8,0,0,0,0,0.654320987654321,0.222222222222222,0.0246913580246914,0.0987654320987654,0,0,0,0,0.654320987654321,53,"1",81,"bolzen"
"ID1206","ID1206",1206,67,19,14,6,2,0,0,1,0.614678899082569,0.174311926605505,0.128440366972477,0.055045871559633,0.018348623853211,0,0,0.00917431192660551,0.614678899082569,67,"1",109,"bolzen"
"ID1207","ID1207",1207,136,37,32,16,0,0,2,0,0.609865470852018,0.165919282511211,0.143497757847534,0.0717488789237668,0,0,0.00896860986547085,0,0.609865470852018,136,"1",223,"bolzen"
"ID1208","ID1208",1208,248,66,30,25,1,0,0,0,0.67027027027027,0.178378378378378,0.0810810810810811,0.0675675675675676,0.0027027027027027,0,0,0,0.67027027027027,248,"1",370,"bolzen"
"ID1209","ID1209",1209,149,45,34,16,0,0,1,0,0.608163265306122,0.183673469387755,0.138775510204082,0.0653061224489796,0,0,0.00408163265306122,0,0.608163265306122,149,"1",245,"bolzen"
"ID1210","ID1210",1210,94,26,8,4,0,0,0,0,0.712121212121212,0.196969696969697,0.0606060606060606,0.0303030303030303,0,0,0,0,0.712121212121212,94,"1",132,"bolzen"
"ID1211","ID1211",1211,148,32,15,2,0,0,0,0,0.751269035532995,0.16243654822335,0.0761421319796954,0.0101522842639594,0,0,0,0,0.751269035532995,148,"1",197,"bolzen"
"ID1212","ID1212",1212,73,29,6,8,0,0,0,0,0.629310344827586,0.25,0.0517241379310345,0.0689655172413793,0,0,0,0,0.629310344827586,73,"1",116,"bolzen"
"ID1213","ID1213",1213,66,17,1,7,0,0,0,0,0.725274725274725,0.186813186813187,0.010989010989011,0.0769230769230769,0,0,0,0,0.725274725274725,66,"1",91,"bolzen"
"ID1214","ID1214",1214,79,23,4,2,0,0,0,1,0.724770642201835,0.211009174311927,0.036697247706422,0.018348623853211,0,0,0,0.00917431192660551,0.724770642201835,79,"1",109,"bolzen"
"ID1215","ID1215",1215,196,64,6,13,0,1,0,1,0.697508896797153,0.227758007117438,0.0213523131672598,0.0462633451957295,0,0.00355871886120996,0,0.00355871886120996,0.697508896797153,196,"1",281,"bolzen"
"ID1216","ID1216",1216,62,44,3,6,0,0,0,0,0.539130434782609,0.382608695652174,0.0260869565217391,0.0521739130434783,0,0,0,0,0.539130434782609,62,"1",115,"bolzen"
"ID1217","ID1217",1217,28,13,0,1,0,0,0,0,0.666666666666667,0.30952380952381,0,0.0238095238095238,0,0,0,0,0.666666666666667,28,"1",42,"bolzen"
"ID1218","ID1218",1218,117,47,4,18,0,0,1,0,0.625668449197861,0.251336898395722,0.0213903743315508,0.0962566844919786,0,0,0.0053475935828877,0,0.625668449197861,117,"1",187,"bolzen"
"ID1219","ID1219",1219,146,67,1,23,0,0,0,0,0.616033755274262,0.282700421940928,0.00421940928270042,0.0970464135021097,0,0,0,0,0.616033755274262,146,"1",237,"bolzen"
"ID1220","ID1220",1220,98,35,1,7,0,0,0,0,0.695035460992908,0.24822695035461,0.00709219858156028,0.049645390070922,0,0,0,0,0.695035460992908,98,"1",141,"bolzen"
"ID1221","ID1221",1221,192,55,1,23,0,0,0,0,0.708487084870849,0.202952029520295,0.003690036900369,0.0848708487084871,0,0,0,0,0.708487084870849,192,"1",271,"bolzen"
"ID1222","ID1222",1222,173,50,0,23,0,0,0,0,0.703252032520325,0.203252032520325,0,0.0934959349593496,0,0,0,0,0.703252032520325,173,"1",246,"bolzen"
"ID1223","ID1223",1223,47,27,0,9,0,0,0,0,0.566265060240964,0.325301204819277,0,0.108433734939759,0,0,0,0,0.566265060240964,47,"1",83,"bolzen"
"ID1224","ID1224",1224,90,20,0,8,0,0,0,0,0.76271186440678,0.169491525423729,0,0.0677966101694915,0,0,0,0,0.76271186440678,90,"1",118,"bolzen"
"ID1225","ID1225",1225,85,26,0,18,0,0,0,0,0.65891472868217,0.201550387596899,0,0.13953488372093,0,0,0,0,0.65891472868217,85,"1",129,"bolzen"
"ID1226","ID1226",1226,151,37,0,45,0,0,0,1,0.645299145299145,0.158119658119658,0,0.192307692307692,0,0,0,0.00427350427350427,0.645299145299145,151,"1",234,"bolzen"
"ID1227","ID1227",1227,315,105,1,130,0,0,0,0,0.571687840290381,0.190562613430127,0.00181488203266788,0.235934664246824,0,0,0,0,0.571687840290381,315,"1",551,"bolzen"
"ID1228","ID1228",1228,249,101,0,146,2,1,1,0,0.498,0.202,0,0.292,0.004,0.002,0.002,0,0.498,249,"1",500,"bolzen"
"ID1229","ID1229",1229,811,375,5,705,1,1,2,1,0.426617569700158,0.197264597580221,0.00263019463440295,0.370857443450815,0.000526038926880589,0.000526038926880589,0.00105207785376118,0.000526038926880589,0.426617569700158,811,"1",1901,"bolzen"
"ID1230","ID1230",1230,228,101,0,298,1,0,0,1,0.36248012718601,0.160572337042925,0,0.473767885532591,0.00158982511923688,0,0,0.00158982511923688,0.473767885532591,298,"4",629,"kicken"
"ID1231","ID1231",1231,415,231,2,879,0,0,0,1,0.271596858638743,0.151178010471204,0.00130890052356021,0.575261780104712,0,0,0,0.000654450261780105,0.575261780104712,879,"4",1528,"kicken"
"ID1232","ID1232",1232,420,208,3,707,1,0,1,0,0.313432835820896,0.155223880597015,0.00223880597014925,0.527611940298507,0.000746268656716418,0,0.000746268656716418,0,0.527611940298507,707,"4",1340,"kicken"
"ID1233","ID1233",1233,166,84,1,233,0,2,0,2,0.340163934426229,0.172131147540984,0.00204918032786885,0.477459016393443,0,0.00409836065573771,0,0.00409836065573771,0.477459016393443,233,"4",488,"kicken"
"ID1234","ID1234",1234,425,202,6,477,0,0,0,1,0.382538253825383,0.181818181818182,0.0054005400540054,0.429342934293429,0,0,0,0.0009000900090009,0.429342934293429,477,"4",1111,"kicken"
"ID1235","ID1235",1235,172,81,1,181,0,0,0,1,0.394495412844037,0.185779816513761,0.00229357798165138,0.415137614678899,0,0,0,0.00229357798165138,0.415137614678899,181,"4",436,"kicken"
"ID1236","ID1236",1236,42,26,0,43,0,0,0,1,0.375,0.232142857142857,0,0.383928571428571,0,0,0,0.00892857142857143,0.383928571428571,43,"4",112,"kicken"
"ID1237","ID1237",1237,124,47,5,66,0,0,1,0,0.510288065843621,0.193415637860082,0.0205761316872428,0.271604938271605,0,0,0.00411522633744856,0,0.510288065843621,124,"1",243,"bolzen"
"ID1238","ID1238",1238,138,43,2,43,0,0,1,0,0.607929515418502,0.18942731277533,0.00881057268722467,0.18942731277533,0,0,0.00440528634361234,0,0.607929515418502,138,"1",227,"bolzen"
"ID1239","ID1239",1239,255,63,2,68,1,0,0,0,0.655526992287918,0.161953727506427,0.0051413881748072,0.174807197943445,0.0025706940874036,0,0,0,0.655526992287918,255,"1",389,"bolzen"
"ID1240","ID1240",1240,185,49,0,30,0,1,0,1,0.695488721804511,0.184210526315789,0,0.112781954887218,0,0.0037593984962406,0,0.0037593984962406,0.695488721804511,185,"1",266,"bolzen"
"ID1241","ID1241",1241,201,43,2,29,1,1,0,0,0.725631768953069,0.155234657039711,0.0072202166064982,0.104693140794224,0.0036101083032491,0.0036101083032491,0,0,0.725631768953069,201,"1",277,"bolzen"
"ID1242","ID1242",1242,101,24,0,17,2,0,0,0,0.701388888888889,0.166666666666667,0,0.118055555555556,0.0138888888888889,0,0,0,0.701388888888889,101,"1",144,"bolzen"
"ID1243","ID1243",1243,80,29,2,7,0,0,0,0,0.677966101694915,0.245762711864407,0.0169491525423729,0.0593220338983051,0,0,0,0,0.677966101694915,80,"1",118,"bolzen"
"ID1244","ID1244",1244,126,54,1,16,0,0,0,0,0.639593908629442,0.274111675126904,0.0050761421319797,0.0812182741116751,0,0,0,0,0.639593908629442,126,"1",197,"bolzen"
"ID1245","ID1245",1245,827,293,27,96,0,0,1,0,0.664790996784566,0.235530546623794,0.0217041800643087,0.0771704180064309,0,0,0.000803858520900322,0,0.664790996784566,827,"1",1244,"bolzen"
"ID1246","ID1246",1246,111,46,12,16,0,0,0,1,0.596774193548387,0.247311827956989,0.0645161290322581,0.0860215053763441,0,0,0,0.00537634408602151,0.596774193548387,111,"1",186,"bolzen"
"ID1247","ID1247",1247,67,31,6,6,0,0,0,0,0.609090909090909,0.281818181818182,0.0545454545454545,0.0545454545454545,0,0,0,0,0.609090909090909,67,"1",110,"bolzen"
"ID1248","ID1248",1248,99,20,7,11,0,0,1,1,0.712230215827338,0.143884892086331,0.0503597122302158,0.079136690647482,0,0,0.00719424460431655,0.00719424460431655,0.712230215827338,99,"1",139,"bolzen"
"ID1249","ID1249",1249,628,107,14,35,1,0,0,0,0.8,0.136305732484076,0.0178343949044586,0.0445859872611465,0.00127388535031847,0,0,0,0.8,628,"1",785,"bolzen"
"ID1250","ID1250",1250,68,11,6,8,0,0,0,0,0.731182795698925,0.118279569892473,0.0645161290322581,0.0860215053763441,0,0,0,0,0.731182795698925,68,"1",93,"bolzen"
"ID1251","ID1251",1251,96,52,9,6,0,0,0,0,0.588957055214724,0.319018404907975,0.0552147239263804,0.0368098159509202,0,0,0,0,0.588957055214724,96,"1",163,"bolzen"
"ID1252","ID1252",1252,200,83,16,14,0,0,0,0,0.638977635782748,0.26517571884984,0.0511182108626198,0.0447284345047923,0,0,0,0,0.638977635782748,200,"1",313,"bolzen"
"ID1253","ID1253",1253,123,30,9,6,0,0,1,0,0.727810650887574,0.177514792899408,0.0532544378698225,0.0355029585798817,0,0,0.00591715976331361,0,0.727810650887574,123,"1",169,"bolzen"
"ID1254","ID1254",1254,87,32,6,4,0,0,0,0,0.674418604651163,0.248062015503876,0.0465116279069767,0.0310077519379845,0,0,0,0,0.674418604651163,87,"1",129,"bolzen"
"ID1255","ID1255",1255,24,16,1,5,0,0,1,0,0.51063829787234,0.340425531914894,0.0212765957446809,0.106382978723404,0,0,0.0212765957446809,0,0.51063829787234,24,"1",47,"bolzen"
"ID1256","ID1256",1256,53,20,0,3,1,0,0,0,0.688311688311688,0.25974025974026,0,0.038961038961039,0.012987012987013,0,0,0,0.688311688311688,53,"1",77,"bolzen"
"ID1257","ID1257",1257,126,27,0,13,0,1,0,1,0.75,0.160714285714286,0,0.0773809523809524,0,0.00595238095238095,0,0.00595238095238095,0.75,126,"1",168,"bolzen"
"ID1258","ID1258",1258,54,19,0,10,0,0,0,0,0.650602409638554,0.228915662650602,0,0.120481927710843,0,0,0,0,0.650602409638554,54,"1",83,"bolzen"
"ID1259","ID1259",1259,79,16,0,10,1,0,0,0,0.745283018867924,0.150943396226415,0,0.0943396226415094,0.00943396226415094,0,0,0,0.745283018867924,79,"1",106,"bolzen"
"ID1260","ID1260",1260,49,19,0,8,0,0,0,0,0.644736842105263,0.25,0,0.105263157894737,0,0,0,0,0.644736842105263,49,"1",76,"bolzen"
"ID1261","ID1261",1261,88,46,0,24,0,0,0,0,0.556962025316456,0.291139240506329,0,0.151898734177215,0,0,0,0,0.556962025316456,88,"1",158,"bolzen"
"ID1262","ID1262",1262,91,28,0,7,0,0,0,0,0.722222222222222,0.222222222222222,0,0.0555555555555556,0,0,0,0,0.722222222222222,91,"1",126,"bolzen"
"ID1263","ID1263",1263,99,28,0,13,0,0,0,0,0.707142857142857,0.2,0,0.0928571428571429,0,0,0,0,0.707142857142857,99,"1",140,"bolzen"
"ID1264","ID1264",1264,71,18,2,21,0,0,0,1,0.628318584070796,0.15929203539823,0.0176991150442478,0.185840707964602,0,0,0,0.00884955752212389,0.628318584070796,71,"1",113,"bolzen"
"ID1265","ID1265",1265,86,22,0,30,0,0,0,0,0.623188405797101,0.159420289855072,0,0.217391304347826,0,0,0,0,0.623188405797101,86,"1",138,"bolzen"
"ID1266","ID1266",1266,157,50,0,82,1,0,0,0,0.541379310344828,0.172413793103448,0,0.282758620689655,0.00344827586206897,0,0,0,0.541379310344828,157,"1",290,"bolzen"
"ID1267","ID1267",1267,672,347,4,557,0,0,0,2,0.424778761061947,0.219342604298357,0.00252844500632111,0.352085967130215,0,0,0,0.00126422250316056,0.424778761061947,672,"1",1582,"bolzen"
"ID1268","ID1268",1268,511,242,2,436,1,2,0,1,0.427615062761506,0.202510460251046,0.00167364016736402,0.364853556485356,0.000836820083682008,0.00167364016736402,0,0.000836820083682008,0.427615062761506,511,"1",1195,"bolzen"
"ID1269","ID1269",1269,474,198,3,714,0,1,1,2,0.340272792534099,0.142139267767408,0.00215362526920316,0.512562814070352,0,0.000717875089734386,0.000717875089734386,0.00143575017946877,0.512562814070352,714,"4",1393,"kicken"
"ID1270","ID1270",1270,1427,856,7,2591,1,3,1,7,0.2916411199673,0.174943797261394,0.00143061516452074,0.529531984467607,0.000204373594931535,0.000613120784794605,0.000204373594931535,0.00143061516452074,0.529531984467607,2591,"4",4893,"kicken"
"ID1271","ID1271",1271,556,224,1,902,0,0,3,3,0.329188869153345,0.132622853759621,0.00059206631142688,0.534043812907046,0,0,0.00177619893428064,0.00177619893428064,0.534043812907046,902,"4",1689,"kicken"
"ID1272","ID1272",1272,313,152,1,400,0,1,1,4,0.35894495412844,0.174311926605505,0.00114678899082569,0.458715596330275,0,0.00114678899082569,0.00114678899082569,0.00458715596330275,0.458715596330275,400,"4",872,"kicken"
"ID1273","ID1273",1273,334,146,2,412,0,0,2,1,0.372352285395764,0.162764771460424,0.00222965440356745,0.459308807134894,0,0,0.00222965440356745,0.00111482720178372,0.459308807134894,412,"4",897,"kicken"
"ID1274","ID1274",1274,56,40,1,73,0,0,0,1,0.327485380116959,0.233918128654971,0.00584795321637427,0.426900584795322,0,0,0,0.00584795321637427,0.426900584795322,73,"4",171,"kicken"
"ID1275","ID1275",1275,67,35,1,45,1,0,0,0,0.449664429530201,0.23489932885906,0.00671140939597315,0.302013422818792,0.00671140939597315,0,0,0,0.449664429530201,67,"1",149,"bolzen"
"ID1276","ID1276",1276,93,48,1,49,1,0,0,0,0.484375,0.25,0.00520833333333333,0.255208333333333,0.00520833333333333,0,0,0,0.484375,93,"1",192,"bolzen"
"ID1277","ID1277",1277,98,49,1,23,0,0,0,0,0.573099415204678,0.286549707602339,0.00584795321637427,0.134502923976608,0,0,0,0,0.573099415204678,98,"1",171,"bolzen"
"ID1278","ID1278",1278,94,35,1,29,0,0,0,0,0.591194968553459,0.220125786163522,0.00628930817610063,0.182389937106918,0,0,0,0,0.591194968553459,94,"1",159,"bolzen"
"ID1279","ID1279",1279,563,181,10,82,0,0,2,0,0.671837708830549,0.215990453460621,0.0119331742243437,0.0978520286396181,0,0,0.00238663484486874,0,0.671837708830549,563,"1",838,"bolzen"
"ID1280","ID1280",1280,211,59,0,39,1,0,0,0,0.680645161290323,0.190322580645161,0,0.125806451612903,0.0032258064516129,0,0,0,0.680645161290323,211,"1",310,"bolzen"
"ID1281","ID1281",1281,152,65,3,47,0,2,0,0,0.565055762081784,0.241635687732342,0.0111524163568773,0.174721189591078,0,0.00743494423791822,0,0,0.565055762081784,152,"1",269,"bolzen"
"ID1282","ID1282",1282,104,36,1,10,0,0,1,0,0.684210526315789,0.236842105263158,0.00657894736842105,0.0657894736842105,0,0,0.00657894736842105,0,0.684210526315789,104,"1",152,"bolzen"
"ID1283","ID1283",1283,104,40,3,12,0,0,1,0,0.65,0.25,0.01875,0.075,0,0,0.00625,0,0.65,104,"1",160,"bolzen"
"ID1284","ID1284",1284,128,54,5,16,1,0,0,0,0.627450980392157,0.264705882352941,0.0245098039215686,0.0784313725490196,0.00490196078431373,0,0,0,0.627450980392157,128,"1",204,"bolzen"
"ID1285","ID1285",1285,73,47,6,11,0,0,0,0,0.532846715328467,0.343065693430657,0.0437956204379562,0.0802919708029197,0,0,0,0,0.532846715328467,73,"1",137,"bolzen"
"ID1286","ID1286",1286,119,35,2,10,0,0,1,1,0.708333333333333,0.208333333333333,0.0119047619047619,0.0595238095238095,0,0,0.00595238095238095,0.00595238095238095,0.708333333333333,119,"1",168,"bolzen"
"ID1287","ID1287",1287,288,50,16,17,0,0,1,0,0.774193548387097,0.134408602150538,0.043010752688172,0.0456989247311828,0,0,0.00268817204301075,0,0.774193548387097,288,"1",372,"bolzen"
"ID1288","ID1288",1288,124,22,11,4,1,0,0,0,0.765432098765432,0.135802469135802,0.0679012345679012,0.0246913580246914,0.00617283950617284,0,0,0,0.765432098765432,124,"1",162,"bolzen"
"ID1289","ID1289",1289,65,24,18,7,0,0,0,0,0.570175438596491,0.210526315789474,0.157894736842105,0.0614035087719298,0,0,0,0,0.570175438596491,65,"1",114,"bolzen"
"ID1290","ID1290",1290,171,57,37,15,0,0,0,0,0.610714285714286,0.203571428571429,0.132142857142857,0.0535714285714286,0,0,0,0,0.610714285714286,171,"1",280,"bolzen"
"ID1291","ID1291",1291,197,67,44,21,0,1,0,0,0.596969696969697,0.203030303030303,0.133333333333333,0.0636363636363636,0,0.00303030303030303,0,0,0.596969696969697,197,"1",330,"bolzen"
"ID1292","ID1292",1292,42,16,0,9,0,0,0,0,0.626865671641791,0.238805970149254,0,0.134328358208955,0,0,0,0,0.626865671641791,42,"1",67,"bolzen"
"ID1293","ID1293",1293,103,29,1,12,1,0,0,0,0.705479452054795,0.198630136986301,0.00684931506849315,0.0821917808219178,0.00684931506849315,0,0,0,0.705479452054795,103,"1",146,"bolzen"
"ID1294","ID1294",1294,89,26,1,16,0,0,0,0,0.674242424242424,0.196969696969697,0.00757575757575758,0.121212121212121,0,0,0,0,0.674242424242424,89,"1",132,"bolzen"
"ID1295","ID1295",1295,112,33,2,16,0,0,0,0,0.687116564417178,0.202453987730061,0.0122699386503067,0.098159509202454,0,0,0,0,0.687116564417178,112,"1",163,"bolzen"
"ID1296","ID1296",1296,64,42,0,12,0,0,0,0,0.542372881355932,0.355932203389831,0,0.101694915254237,0,0,0,0,0.542372881355932,64,"1",118,"bolzen"
"ID1297","ID1297",1297,94,24,0,12,1,0,0,0,0.717557251908397,0.183206106870229,0,0.0916030534351145,0.00763358778625954,0,0,0,0.717557251908397,94,"1",131,"bolzen"
"ID1298","ID1298",1298,78,30,0,15,0,0,0,0,0.634146341463415,0.24390243902439,0,0.121951219512195,0,0,0,0,0.634146341463415,78,"1",123,"bolzen"
"ID1299","ID1299",1299,98,39,1,30,0,0,0,0,0.583333333333333,0.232142857142857,0.00595238095238095,0.178571428571429,0,0,0,0,0.583333333333333,98,"1",168,"bolzen"
"ID1300","ID1300",1300,130,50,1,36,1,0,1,0,0.593607305936073,0.228310502283105,0.0045662100456621,0.164383561643836,0.0045662100456621,0,0.0045662100456621,0,0.593607305936073,130,"1",219,"bolzen"
"ID1301","ID1301",1301,86,37,0,15,0,0,0,0,0.623188405797101,0.268115942028986,0,0.108695652173913,0,0,0,0,0.623188405797101,86,"1",138,"bolzen"
"ID1302","ID1302",1302,88,24,0,15,1,0,0,0,0.6875,0.1875,0,0.1171875,0.0078125,0,0,0,0.6875,88,"1",128,"bolzen"
"ID1303","ID1303",1303,122,39,1,68,0,0,1,0,0.528138528138528,0.168831168831169,0.00432900432900433,0.294372294372294,0,0,0.00432900432900433,0,0.528138528138528,122,"1",231,"bolzen"
"ID1304","ID1304",1304,242,104,4,158,0,0,0,0,0.476377952755905,0.204724409448819,0.0078740157480315,0.311023622047244,0,0,0,0,0.476377952755905,242,"1",508,"bolzen"
"ID1305","ID1305",1305,238,71,0,279,0,0,1,1,0.403389830508475,0.120338983050847,0,0.472881355932203,0,0,0.00169491525423729,0.00169491525423729,0.472881355932203,279,"4",590,"kicken"
"ID1306","ID1306",1306,642,277,1,903,0,0,1,1,0.351780821917808,0.151780821917808,0.000547945205479452,0.494794520547945,0,0,0.000547945205479452,0.000547945205479452,0.494794520547945,903,"4",1825,"kicken"
"ID1307","ID1307",1307,464,242,3,779,0,0,1,7,0.310160427807487,0.161764705882353,0.00200534759358289,0.52072192513369,0,0,0.000668449197860963,0.00467914438502674,0.52072192513369,779,"4",1496,"kicken"
"ID1308","ID1308",1308,376,142,3,391,1,0,1,0,0.411378555798687,0.155361050328228,0.00328227571115974,0.427789934354486,0.00109409190371991,0,0.00109409190371991,0,0.427789934354486,391,"4",914,"kicken"
"ID1309","ID1309",1309,214,108,1,268,0,0,0,1,0.361486486486487,0.182432432432432,0.00168918918918919,0.452702702702703,0,0,0,0.00168918918918919,0.452702702702703,268,"4",592,"kicken"
"ID1310","ID1310",1310,131,68,0,153,2,0,0,1,0.369014084507042,0.191549295774648,0,0.430985915492958,0.00563380281690141,0,0,0.0028169014084507,0.430985915492958,153,"4",355,"kicken"
"ID1311","ID1311",1311,49,33,1,58,1,0,0,0,0.345070422535211,0.232394366197183,0.00704225352112676,0.408450704225352,0.00704225352112676,0,0,0,0.408450704225352,58,"4",142,"kicken"
"ID1312","ID1312",1312,31,30,0,32,0,0,0,0,0.333333333333333,0.32258064516129,0,0.344086021505376,0,0,0,0,0.344086021505376,32,"4",93,"kicken"
"ID1313","ID1313",1313,25,21,0,11,0,0,0,0,0.43859649122807,0.368421052631579,0,0.192982456140351,0,0,0,0,0.43859649122807,25,"1",57,"bolzen"
"ID1314","ID1314",1314,85,52,2,29,1,0,0,0,0.502958579881657,0.307692307692308,0.0118343195266272,0.171597633136095,0.00591715976331361,0,0,0,0.502958579881657,85,"1",169,"bolzen"
"ID1315","ID1315",1315,178,87,7,42,0,0,0,0,0.56687898089172,0.277070063694268,0.0222929936305732,0.133757961783439,0,0,0,0,0.56687898089172,178,"1",314,"bolzen"
"ID1316","ID1316",1316,121,54,1,19,0,0,0,0,0.620512820512821,0.276923076923077,0.00512820512820513,0.0974358974358974,0,0,0,0,0.620512820512821,121,"1",195,"bolzen"
"ID1317","ID1317",1317,55,24,3,8,0,0,0,0,0.611111111111111,0.266666666666667,0.0333333333333333,0.0888888888888889,0,0,0,0,0.611111111111111,55,"1",90,"bolzen"
"ID1318","ID1318",1318,30,8,1,6,1,0,0,0,0.652173913043478,0.173913043478261,0.0217391304347826,0.130434782608696,0.0217391304347826,0,0,0,0.652173913043478,30,"1",46,"bolzen"
"ID1319","ID1319",1319,47,16,1,5,0,0,0,1,0.671428571428571,0.228571428571429,0.0142857142857143,0.0714285714285714,0,0,0,0.0142857142857143,0.671428571428571,47,"1",70,"bolzen"
"ID1320","ID1320",1320,383,76,3,34,0,0,1,0,0.770623742454728,0.152917505030181,0.00603621730382294,0.06841046277666,0,0,0.00201207243460765,0,0.770623742454728,383,"1",497,"bolzen"
"ID1321","ID1321",1321,272,105,3,23,0,0,1,0,0.673267326732673,0.25990099009901,0.00742574257425743,0.0569306930693069,0,0,0.00247524752475248,0,0.673267326732673,272,"1",404,"bolzen"
"ID1322","ID1322",1322,195,103,8,27,1,0,0,0,0.583832335329341,0.308383233532934,0.0239520958083832,0.0808383233532934,0.0029940119760479,0,0,0,0.583832335329341,195,"1",334,"bolzen"
"ID1323","ID1323",1323,229,72,13,19,0,0,0,0,0.687687687687688,0.216216216216216,0.039039039039039,0.0570570570570571,0,0,0,0,0.687687687687688,229,"1",333,"bolzen"
"ID1324","ID1324",1324,73,14,8,4,0,0,1,0,0.73,0.14,0.08,0.04,0,0,0.01,0,0.73,73,"1",100,"bolzen"
"ID1325","ID1325",1325,172,44,15,9,0,0,0,0,0.716666666666667,0.183333333333333,0.0625,0.0375,0,0,0,0,0.716666666666667,172,"1",240,"bolzen"
"ID1326","ID1326",1326,183,45,20,16,0,0,0,0,0.693181818181818,0.170454545454545,0.0757575757575758,0.0606060606060606,0,0,0,0,0.693181818181818,183,"1",264,"bolzen"
"ID1327","ID1327",1327,177,65,27,16,0,0,0,1,0.618881118881119,0.227272727272727,0.0944055944055944,0.0559440559440559,0,0,0,0.0034965034965035,0.618881118881119,177,"1",286,"bolzen"
"ID1328","ID1328",1328,47,21,0,6,0,0,1,0,0.626666666666667,0.28,0,0.08,0,0,0.0133333333333333,0,0.626666666666667,47,"1",75,"bolzen"
"ID1329","ID1329",1329,70,21,0,14,0,0,0,0,0.666666666666667,0.2,0,0.133333333333333,0,0,0,0,0.666666666666667,70,"1",105,"bolzen"
"ID1330","ID1330",1330,40,6,0,5,0,0,2,0,0.754716981132076,0.113207547169811,0,0.0943396226415094,0,0,0.0377358490566038,0,0.754716981132076,40,"1",53,"bolzen"
"ID1331","ID1331",1331,47,16,1,17,0,0,2,0,0.566265060240964,0.192771084337349,0.0120481927710843,0.204819277108434,0,0,0.0240963855421687,0,0.566265060240964,47,"1",83,"bolzen"
"ID1332","ID1332",1332,166,78,0,38,0,0,2,0,0.584507042253521,0.274647887323944,0,0.133802816901408,0,0,0.00704225352112676,0,0.584507042253521,166,"1",284,"bolzen"
"ID1333","ID1333",1333,192,74,0,61,0,0,1,0,0.585365853658537,0.225609756097561,0,0.185975609756098,0,0,0.00304878048780488,0,0.585365853658537,192,"1",328,"bolzen"
"ID1334","ID1334",1334,538,348,0,217,1,0,2,0,0.486437613019892,0.314647377938517,0,0.19620253164557,0.000904159132007233,0,0.00180831826401447,0,0.486437613019892,538,"1",1106,"bolzen"
"ID1335","ID1335",1335,304,194,2,101,1,0,0,0,0.504983388704319,0.322259136212625,0.00332225913621262,0.167774086378738,0.00166112956810631,0,0,0,0.504983388704319,304,"1",602,"bolzen"
"ID1336","ID1336",1336,96,65,0,25,0,0,0,1,0.513368983957219,0.347593582887701,0,0.133689839572193,0,0,0,0.0053475935828877,0.513368983957219,96,"1",187,"bolzen"
"ID1337","ID1337",1337,246,120,2,138,0,0,3,0,0.483300589390963,0.235756385068762,0.00392927308447937,0.271119842829077,0,0,0.00589390962671906,0,0.483300589390963,246,"1",509,"bolzen"
"ID1338","ID1338",1338,187,61,2,105,1,0,0,1,0.523809523809524,0.170868347338936,0.00560224089635854,0.294117647058824,0.00280112044817927,0,0,0.00280112044817927,0.523809523809524,187,"1",357,"bolzen"
"ID1339","ID1339",1339,108,34,0,45,0,0,0,0,0.577540106951872,0.181818181818182,0,0.240641711229947,0,0,0,0,0.577540106951872,108,"1",187,"bolzen"
"ID1340","ID1340",1340,149,74,0,146,0,0,0,0,0.403794037940379,0.200542005420054,0,0.395663956639566,0,0,0,0,0.403794037940379,149,"1",369,"bolzen"
"ID1341","ID1341",1341,338,148,0,328,0,0,1,2,0.413708690330477,0.181150550795594,0,0.401468788249694,0,0,0.00122399020807834,0.00244798041615667,0.413708690330477,338,"1",817,"bolzen"
"ID1342","ID1342",1342,230,95,0,179,0,0,0,0,0.456349206349206,0.188492063492063,0,0.35515873015873,0,0,0,0,0.456349206349206,230,"1",504,"bolzen"
"ID1343","ID1343",1343,101,46,0,104,0,0,0,0,0.402390438247012,0.183266932270916,0,0.414342629482072,0,0,0,0,0.414342629482072,104,"4",251,"kicken"
"ID1344","ID1344",1344,84,45,1,89,0,0,0,2,0.380090497737557,0.203619909502262,0.00452488687782805,0.402714932126697,0,0,0,0.00904977375565611,0.402714932126697,89,"4",221,"kicken"
"ID1345","ID1345",1345,71,37,0,60,0,0,0,0,0.422619047619048,0.220238095238095,0,0.357142857142857,0,0,0,0,0.422619047619048,71,"1",168,"bolzen"
