"id","hexID","X1","X2","X3","X4","X5","X6","X7","X8","rel_1","rel_2","rel_3","rel_4","rel_5","rel_6","rel_7","rel_8","relMax","absMax","maxLevel","total","antwort"
"ID508","ID508",508,0,13,1,12,0,0,0,0,0,0.5,0.0384615384615385,0.461538461538462,0,0,0,0,0.5,13,"2",26,"Fussball spielen"
"ID509","ID509",509,1,26,13,28,0,0,1,0,0.0144927536231884,0.376811594202899,0.188405797101449,0.405797101449275,0,0,0.0144927536231884,0,0.405797101449275,28,"4",69,"kicken"
"ID510","ID510",510,2,21,8,20,0,0,0,0,0.0392156862745098,0.411764705882353,0.156862745098039,0.392156862745098,0,0,0,0,0.411764705882353,21,"2",51,"Fussball spielen"
"ID511","ID511",511,1,8,6,12,0,0,0,0,0.037037037037037,0.296296296296296,0.222222222222222,0.444444444444444,0,0,0,0,0.444444444444444,12,"4",27,"kicken"
"ID512","ID512",512,0,8,4,9,0,0,0,0,0,0.380952380952381,0.19047619047619,0.428571428571429,0,0,0,0,0.428571428571429,9,"4",21,"kicken"
"ID513","ID513",513,4,35,5,83,0,1,0,0,0.03125,0.2734375,0.0390625,0.6484375,0,0.0078125,0,0,0.6484375,83,"4",128,"kicken"
"ID514","ID514",514,0,15,3,32,1,0,0,0,0,0.294117647058824,0.0588235294117647,0.627450980392157,0.0196078431372549,0,0,0,0.627450980392157,32,"4",51,"kicken"
"ID515","ID515",515,0,5,1,13,0,0,0,0,0,0.263157894736842,0.0526315789473684,0.684210526315789,0,0,0,0,0.684210526315789,13,"4",19,"kicken"
"ID516","ID516",516,0,3,1,12,1,0,0,0,0,0.176470588235294,0.0588235294117647,0.705882352941177,0.0588235294117647,0,0,0,0.705882352941177,12,"4",17,"kicken"
"ID517","ID517",517,1,9,1,19,1,0,0,0,0.032258064516129,0.290322580645161,0.032258064516129,0.612903225806452,0.032258064516129,0,0,0,0.612903225806452,19,"4",31,"kicken"
"ID518","ID518",518,1,4,2,6,0,0,0,0,0.0769230769230769,0.307692307692308,0.153846153846154,0.461538461538462,0,0,0,0,0.461538461538462,6,"4",13,"kicken"
"ID519","ID519",519,1,9,0,26,0,0,1,0,0.027027027027027,0.243243243243243,0,0.702702702702703,0,0,0.027027027027027,0,0.702702702702703,26,"4",37,"kicken"
"ID520","ID520",520,0,6,0,16,0,0,0,0,0,0.272727272727273,0,0.727272727272727,0,0,0,0,0.727272727272727,16,"4",22,"kicken"
"ID521","ID521",521,1,30,1,64,0,0,1,0,0.0103092783505155,0.309278350515464,0.0103092783505155,0.65979381443299,0,0,0.0103092783505155,0,0.65979381443299,64,"4",97,"kicken"
"ID522","ID522",522,0,60,3,81,0,0,1,0,0,0.413793103448276,0.0206896551724138,0.558620689655172,0,0,0.00689655172413793,0,0.558620689655172,81,"4",145,"kicken"
"ID523","ID523",523,1,38,7,42,0,1,0,0,0.0112359550561798,0.426966292134831,0.0786516853932584,0.471910112359551,0,0.0112359550561798,0,0,0.471910112359551,42,"4",89,"kicken"
"ID524","ID524",524,0,28,16,42,0,0,0,0,0,0.325581395348837,0.186046511627907,0.488372093023256,0,0,0,0,0.488372093023256,42,"4",86,"kicken"
"ID525","ID525",525,1,23,3,18,0,0,0,0,0.0222222222222222,0.511111111111111,0.0666666666666667,0.4,0,0,0,0,0.511111111111111,23,"2",45,"Fussball spielen"
"ID526","ID526",526,2,23,9,37,0,0,0,0,0.028169014084507,0.323943661971831,0.126760563380282,0.52112676056338,0,0,0,0,0.52112676056338,37,"4",71,"kicken"
"ID527","ID527",527,0,9,4,7,0,0,0,0,0,0.45,0.2,0.35,0,0,0,0,0.45,9,"2",20,"Fussball spielen"
"ID528","ID528",528,222,31,1,221,20,28,0,0,0.424474187380497,0.0592734225621415,0.00191204588910134,0.422562141491396,0.0382409177820268,0.0535372848948375,0,0,0.424474187380497,222,"1",523,"bolzen"
"ID529","ID529",529,105,13,1,127,43,10,0,0,0.351170568561873,0.0434782608695652,0.00334448160535117,0.424749163879599,0.1438127090301,0.0334448160535117,0,0,0.424749163879599,127,"4",299,"kicken"
"ID530","ID530",530,72,7,3,79,33,8,0,0,0.356435643564356,0.0346534653465347,0.0148514851485149,0.391089108910891,0.163366336633663,0.0396039603960396,0,0,0.391089108910891,79,"4",202,"kicken"
"ID531","ID531",531,71,12,1,52,18,0,0,0,0.461038961038961,0.0779220779220779,0.00649350649350649,0.337662337662338,0.116883116883117,0,0,0,0.461038961038961,71,"1",154,"bolzen"
"ID532","ID532",532,64,22,0,27,33,2,0,0,0.432432432432432,0.148648648648649,0,0.182432432432432,0.222972972972973,0.0135135135135135,0,0,0.432432432432432,64,"1",148,"bolzen"
"ID533","ID533",533,45,25,3,26,307,10,0,3,0.107398568019093,0.0596658711217184,0.00715990453460621,0.0620525059665871,0.732696897374702,0.0238663484486874,0,0.00715990453460621,0.732696897374702,307,"5",419,"tschutten"
"ID534","ID534",534,51,16,1,51,375,12,0,1,0.100591715976331,0.0315581854043393,0.0019723865877712,0.100591715976331,0.739644970414201,0.0236686390532544,0,0.0019723865877712,0.739644970414201,375,"5",507,"tschutten"
"ID535","ID535",535,237,54,6,224,119,5,1,1,0.366306027820711,0.0834621329211747,0.00927357032457496,0.346213292117465,0.183925811437403,0.00772797527047913,0.00154559505409583,0.00154559505409583,0.366306027820711,237,"1",647,"bolzen"
"ID536","ID536",536,175,35,4,205,40,0,0,0,0.381263616557734,0.0762527233115468,0.00871459694989107,0.446623093681917,0.0871459694989107,0,0,0,0.446623093681917,205,"4",459,"kicken"
"ID537","ID537",537,249,81,10,344,36,2,0,0,0.344875346260388,0.11218836565097,0.0138504155124654,0.476454293628809,0.0498614958448753,0.00277008310249307,0,0,0.476454293628809,344,"4",722,"kicken"
"ID538","ID538",538,125,24,0,144,46,0,0,0,0.368731563421829,0.0707964601769911,0,0.424778761061947,0.135693215339233,0,0,0,0.424778761061947,144,"4",339,"kicken"
"ID539","ID539",539,227,36,8,409,14,0,0,0,0.327089337175793,0.0518731988472622,0.0115273775216138,0.589337175792507,0.0201729106628242,0,0,0,0.589337175792507,409,"4",694,"kicken"
"ID540","ID540",540,256,35,11,363,11,0,1,0,0.378138847858198,0.051698670605613,0.0162481536189069,0.536189069423929,0.0162481536189069,0,0.00147710487444609,0,0.536189069423929,363,"4",677,"kicken"
"ID541","ID541",541,96,15,12,175,7,0,1,0,0.313725490196078,0.0490196078431373,0.0392156862745098,0.571895424836601,0.0228758169934641,0,0.00326797385620915,0,0.571895424836601,175,"4",306,"kicken"
"ID542","ID542",542,105,6,13,113,2,0,0,0,0.439330543933054,0.0251046025104603,0.0543933054393305,0.472803347280335,0.00836820083682008,0,0,0,0.472803347280335,113,"4",239,"kicken"
"ID543","ID543",543,102,16,19,31,2,0,0,0,0.6,0.0941176470588235,0.111764705882353,0.182352941176471,0.0117647058823529,0,0,0,0.6,102,"1",170,"bolzen"
"ID544","ID544",544,408,79,64,75,0,0,1,0,0.650717703349282,0.125996810207337,0.10207336523126,0.119617224880383,0,0,0.00159489633173844,0,0.650717703349282,408,"1",627,"bolzen"
"ID545","ID545",545,73,13,27,6,1,0,0,0,0.608333333333333,0.108333333333333,0.225,0.05,0.00833333333333333,0,0,0,0.608333333333333,73,"1",120,"bolzen"
"ID546","ID546",546,122,29,20,14,0,0,0,0,0.659459459459459,0.156756756756757,0.108108108108108,0.0756756756756757,0,0,0,0,0.659459459459459,122,"1",185,"bolzen"
"ID547","ID547",547,73,27,14,9,0,0,0,0,0.59349593495935,0.219512195121951,0.113821138211382,0.0731707317073171,0,0,0,0,0.59349593495935,73,"1",123,"bolzen"
"ID548","ID548",548,123,47,8,15,1,0,0,3,0.624365482233503,0.238578680203046,0.0406091370558376,0.0761421319796954,0.0050761421319797,0,0,0.0152284263959391,0.624365482233503,123,"1",197,"bolzen"
"ID549","ID549",549,152,84,6,28,0,0,0,1,0.560885608856089,0.309963099630996,0.022140221402214,0.103321033210332,0,0,0,0.003690036900369,0.560885608856089,152,"1",271,"bolzen"
"ID550","ID550",550,128,59,2,18,0,0,0,0,0.618357487922705,0.285024154589372,0.00966183574879227,0.0869565217391304,0,0,0,0,0.618357487922705,128,"1",207,"bolzen"
"ID551","ID551",551,137,82,13,27,1,0,0,0,0.526923076923077,0.315384615384615,0.05,0.103846153846154,0.00384615384615385,0,0,0,0.526923076923077,137,"1",260,"bolzen"
"ID552","ID552",552,120,69,6,30,0,0,0,1,0.530973451327434,0.305309734513274,0.0265486725663717,0.132743362831858,0,0,0,0.00442477876106195,0.530973451327434,120,"1",226,"bolzen"
"ID553","ID553",553,129,83,8,23,0,0,0,0,0.530864197530864,0.34156378600823,0.0329218106995885,0.0946502057613169,0,0,0,0,0.530864197530864,129,"1",243,"bolzen"
"ID554","ID554",554,103,45,5,11,0,1,0,0,0.624242424242424,0.272727272727273,0.0303030303030303,0.0666666666666667,0,0.00606060606060606,0,0,0.624242424242424,103,"1",165,"bolzen"
"ID555","ID555",555,230,154,10,41,0,0,0,0,0.528735632183908,0.354022988505747,0.0229885057471264,0.0942528735632184,0,0,0,0,0.528735632183908,230,"1",435,"bolzen"
"ID556","ID556",556,87,36,6,14,0,0,1,1,0.6,0.248275862068966,0.0413793103448276,0.096551724137931,0,0,0.00689655172413793,0.00689655172413793,0.6,87,"1",145,"bolzen"
"ID557","ID557",557,76,51,13,22,0,0,2,0,0.463414634146341,0.310975609756098,0.0792682926829268,0.134146341463415,0,0,0.0121951219512195,0,0.463414634146341,76,"1",164,"bolzen"
"ID558","ID558",558,75,59,11,26,0,0,1,0,0.436046511627907,0.343023255813953,0.063953488372093,0.151162790697674,0,0,0.00581395348837209,0,0.436046511627907,75,"1",172,"bolzen"
"ID559","ID559",559,107,80,30,37,0,0,0,0,0.421259842519685,0.31496062992126,0.118110236220472,0.145669291338583,0,0,0,0,0.421259842519685,107,"1",254,"bolzen"
"ID560","ID560",560,73,453,28,594,1,0,0,1,0.0634782608695652,0.393913043478261,0.0243478260869565,0.516521739130435,0.000869565217391304,0,0,0.000869565217391304,0.516521739130435,594,"4",1150,"kicken"
"ID561","ID561",561,15,208,5,314,0,0,1,0,0.0276243093922652,0.383057090239411,0.00920810313075507,0.578268876611418,0,0,0.00184162062615101,0,0.578268876611418,314,"4",543,"kicken"
"ID562","ID562",562,2,24,1,38,0,0,0,0,0.0307692307692308,0.369230769230769,0.0153846153846154,0.584615384615385,0,0,0,0,0.584615384615385,38,"4",65,"kicken"
"ID563","ID563",563,1,19,8,40,0,0,0,0,0.0147058823529412,0.279411764705882,0.117647058823529,0.588235294117647,0,0,0,0,0.588235294117647,40,"4",68,"kicken"
"ID564","ID564",564,2,38,6,44,0,0,0,0,0.0222222222222222,0.422222222222222,0.0666666666666667,0.488888888888889,0,0,0,0,0.488888888888889,44,"4",90,"kicken"
"ID565","ID565",565,4,39,7,40,0,0,0,0,0.0444444444444444,0.433333333333333,0.0777777777777778,0.444444444444444,0,0,0,0,0.444444444444444,40,"4",90,"kicken"
"ID566","ID566",566,1,8,1,7,0,0,0,0,0.0588235294117647,0.470588235294118,0.0588235294117647,0.411764705882353,0,0,0,0,0.470588235294118,8,"2",17,"Fussball spielen"
"ID567","ID567",567,2,7,0,14,0,1,1,0,0.08,0.28,0,0.56,0,0.04,0.04,0,0.56,14,"4",25,"kicken"
"ID568","ID568",568,0,13,1,20,0,0,0,0,0,0.382352941176471,0.0294117647058824,0.588235294117647,0,0,0,0,0.588235294117647,20,"4",34,"kicken"
"ID569","ID569",569,0,6,0,6,0,0,0,0,0,0.5,0,0.5,0,0,0,0,0.5,6,"2",12,"Fussball spielen"
"ID570","ID570",570,2,11,1,13,0,0,0,0,0.0740740740740741,0.407407407407407,0.037037037037037,0.481481481481481,0,0,0,0,0.481481481481481,13,"4",27,"kicken"
"ID571","ID571",571,1,12,0,6,0,0,0,0,0.0526315789473684,0.631578947368421,0,0.315789473684211,0,0,0,0,0.631578947368421,12,"2",19,"Fussball spielen"
"ID572","ID572",572,2,6,6,7,0,0,0,0,0.0952380952380952,0.285714285714286,0.285714285714286,0.333333333333333,0,0,0,0,0.333333333333333,7,"4",21,"kicken"
"ID573","ID573",573,1,1,0,7,0,0,0,0,0.111111111111111,0.111111111111111,0,0.777777777777778,0,0,0,0,0.777777777777778,7,"4",9,"kicken"
"ID574","ID574",574,0,14,2,25,0,0,0,1,0,0.333333333333333,0.0476190476190476,0.595238095238095,0,0,0,0.0238095238095238,0.595238095238095,25,"4",42,"kicken"
"ID575","ID575",575,0,2,2,8,0,0,0,0,0,0.166666666666667,0.166666666666667,0.666666666666667,0,0,0,0,0.666666666666667,8,"4",12,"kicken"
"ID576","ID576",576,0,2,2,7,0,0,0,0,0,0.181818181818182,0.181818181818182,0.636363636363636,0,0,0,0,0.636363636363636,7,"4",11,"kicken"
"ID577","ID577",577,1,6,1,18,0,0,0,0,0.0384615384615385,0.230769230769231,0.0384615384615385,0.692307692307692,0,0,0,0,0.692307692307692,18,"4",26,"kicken"
"ID578","ID578",578,2,26,11,25,0,0,0,0,0.03125,0.40625,0.171875,0.390625,0,0,0,0,0.40625,26,"2",64,"Fussball spielen"
"ID579","ID579",579,6,107,29,127,0,0,0,0,0.0223048327137546,0.397769516728625,0.107806691449814,0.472118959107807,0,0,0,0,0.472118959107807,127,"4",269,"kicken"
"ID580","ID580",580,5,165,20,225,0,0,2,0,0.0119904076738609,0.39568345323741,0.0479616306954436,0.539568345323741,0,0,0.00479616306954436,0,0.539568345323741,225,"4",417,"kicken"
"ID581","ID581",581,1,53,19,124,0,0,0,0,0.0050761421319797,0.269035532994924,0.0964467005076142,0.629441624365482,0,0,0,0,0.629441624365482,124,"4",197,"kicken"
"ID582","ID582",582,1,15,4,8,0,0,0,0,0.0357142857142857,0.535714285714286,0.142857142857143,0.285714285714286,0,0,0,0,0.535714285714286,15,"2",28,"Fussball spielen"
"ID583","ID583",583,2,12,0,18,0,0,0,0,0.0625,0.375,0,0.5625,0,0,0,0,0.5625,18,"4",32,"kicken"
"ID584","ID584",584,0,15,3,30,0,0,0,0,0,0.3125,0.0625,0.625,0,0,0,0,0.625,30,"4",48,"kicken"
"ID585","ID585",585,86,6,0,86,9,17,0,0,0.42156862745098,0.0294117647058824,0,0.42156862745098,0.0441176470588235,0.0833333333333333,0,0,0.42156862745098,86,"1",204,"bolzen"
"ID586","ID586",586,277,43,1,252,4,11,1,1,0.469491525423729,0.0728813559322034,0.00169491525423729,0.427118644067797,0.00677966101694915,0.0186440677966102,0.00169491525423729,0.00169491525423729,0.469491525423729,277,"1",590,"bolzen"
"ID587","ID587",587,373,67,1,374,11,4,1,2,0.447779111644658,0.0804321728691477,0.00120048019207683,0.448979591836735,0.0132052821128451,0.00480192076830732,0.00120048019207683,0.00240096038415366,0.448979591836735,374,"4",833,"kicken"
"ID588","ID588",588,95,24,1,107,3,0,0,0,0.41304347826087,0.104347826086957,0.00434782608695652,0.465217391304348,0.0130434782608696,0,0,0,0.465217391304348,107,"4",230,"kicken"
"ID589","ID589",589,75,10,0,72,6,0,0,0,0.460122699386503,0.0613496932515337,0,0.441717791411043,0.0368098159509202,0,0,0,0.460122699386503,75,"1",163,"bolzen"
"ID590","ID590",590,109,11,4,93,31,1,0,0,0.437751004016064,0.0441767068273092,0.0160642570281124,0.373493975903614,0.124497991967871,0.00401606425702811,0,0,0.437751004016064,109,"1",249,"bolzen"
"ID591","ID591",591,79,24,4,78,40,2,0,0,0.348017621145374,0.105726872246696,0.0176211453744493,0.343612334801762,0.176211453744493,0.00881057268722467,0,0,0.348017621145374,79,"1",227,"bolzen"
"ID592","ID592",592,155,34,7,167,46,1,0,1,0.37712895377129,0.0827250608272506,0.0170316301703163,0.40632603406326,0.111922141119221,0.0024330900243309,0,0.0024330900243309,0.40632603406326,167,"4",411,"kicken"
"ID593","ID593",593,53,12,5,57,12,1,2,0,0.373239436619718,0.0845070422535211,0.0352112676056338,0.401408450704225,0.0845070422535211,0.00704225352112676,0.0140845070422535,0,0.401408450704225,57,"4",142,"kicken"
"ID594","ID594",594,53,5,4,83,4,0,1,0,0.353333333333333,0.0333333333333333,0.0266666666666667,0.553333333333333,0.0266666666666667,0,0.00666666666666667,0,0.553333333333333,83,"4",150,"kicken"
"ID595","ID595",595,54,8,1,84,15,1,1,0,0.329268292682927,0.0487804878048781,0.00609756097560976,0.51219512195122,0.0914634146341463,0.00609756097560976,0.00609756097560976,0,0.51219512195122,84,"4",164,"kicken"
"ID596","ID596",596,48,13,2,87,31,2,0,0,0.262295081967213,0.0710382513661202,0.0109289617486339,0.475409836065574,0.169398907103825,0.0109289617486339,0,0,0.475409836065574,87,"4",183,"kicken"
"ID597","ID597",597,79,15,5,158,7,0,0,0,0.299242424242424,0.0568181818181818,0.0189393939393939,0.598484848484849,0.0265151515151515,0,0,0,0.598484848484849,158,"4",264,"kicken"
"ID598","ID598",598,110,16,5,188,5,0,0,0,0.339506172839506,0.0493827160493827,0.0154320987654321,0.580246913580247,0.0154320987654321,0,0,0,0.580246913580247,188,"4",324,"kicken"
"ID599","ID599",599,53,17,4,94,1,0,0,0,0.313609467455621,0.100591715976331,0.0236686390532544,0.556213017751479,0.00591715976331361,0,0,0,0.556213017751479,94,"4",169,"kicken"
"ID600","ID600",600,77,18,12,82,1,0,1,0,0.403141361256544,0.0942408376963351,0.06282722513089,0.429319371727749,0.00523560209424084,0,0.00523560209424084,0,0.429319371727749,82,"4",191,"kicken"
"ID601","ID601",601,149,24,26,72,2,0,1,0,0.543795620437956,0.0875912408759124,0.0948905109489051,0.262773722627737,0.0072992700729927,0,0.00364963503649635,0,0.543795620437956,149,"1",274,"bolzen"
"ID602","ID602",602,77,4,17,15,0,0,0,0,0.68141592920354,0.0353982300884956,0.150442477876106,0.132743362831858,0,0,0,0,0.68141592920354,77,"1",113,"bolzen"
"ID603","ID603",603,246,65,27,37,0,0,0,0,0.656,0.173333333333333,0.072,0.0986666666666667,0,0,0,0,0.656,246,"1",375,"bolzen"
"ID604","ID604",604,67,21,8,4,0,0,0,0,0.67,0.21,0.08,0.04,0,0,0,0,0.67,67,"1",100,"bolzen"
"ID605","ID605",605,72,32,6,10,0,0,0,1,0.59504132231405,0.264462809917355,0.0495867768595041,0.0826446280991736,0,0,0,0.00826446280991736,0.59504132231405,72,"1",121,"bolzen"
"ID606","ID606",606,142,75,6,30,0,0,0,0,0.561264822134387,0.296442687747036,0.0237154150197628,0.118577075098814,0,0,0,0,0.561264822134387,142,"1",253,"bolzen"
"ID607","ID607",607,151,91,3,43,1,0,0,0,0.522491349480969,0.314878892733564,0.0103806228373702,0.14878892733564,0.00346020761245675,0,0,0,0.522491349480969,151,"1",289,"bolzen"
"ID608","ID608",608,190,95,4,54,0,1,1,0,0.550724637681159,0.27536231884058,0.0115942028985507,0.156521739130435,0,0.00289855072463768,0.00289855072463768,0,0.550724637681159,190,"1",345,"bolzen"
"ID609","ID609",609,111,61,8,37,0,0,0,0,0.511520737327189,0.28110599078341,0.0368663594470046,0.170506912442396,0,0,0,0,0.511520737327189,111,"1",217,"bolzen"
"ID610","ID610",610,166,82,5,48,1,0,1,0,0.547854785478548,0.270627062706271,0.0165016501650165,0.158415841584158,0.0033003300330033,0,0.0033003300330033,0,0.547854785478548,166,"1",303,"bolzen"
"ID611","ID611",611,145,70,7,25,1,0,0,0,0.584677419354839,0.282258064516129,0.0282258064516129,0.100806451612903,0.00403225806451613,0,0,0,0.584677419354839,145,"1",248,"bolzen"
"ID612","ID612",612,454,222,17,66,0,0,1,1,0.596583442838371,0.291721419185283,0.0223390275952694,0.0867279894875164,0,0,0.00131406044678055,0.00131406044678055,0.596583442838371,454,"1",761,"bolzen"
"ID613","ID613",613,115,50,3,20,0,0,0,0,0.611702127659574,0.265957446808511,0.0159574468085106,0.106382978723404,0,0,0,0,0.611702127659574,115,"1",188,"bolzen"
"ID614","ID614",614,122,70,16,27,0,0,1,0,0.516949152542373,0.296610169491525,0.0677966101694915,0.114406779661017,0,0,0.00423728813559322,0,0.516949152542373,122,"1",236,"bolzen"
"ID615","ID615",615,213,114,38,54,0,0,0,0,0.508353221957041,0.272076372315036,0.0906921241050119,0.128878281622912,0,0,0,0,0.508353221957041,213,"1",419,"bolzen"
"ID616","ID616",616,114,73,37,22,0,0,0,0,0.463414634146341,0.296747967479675,0.150406504065041,0.0894308943089431,0,0,0,0,0.463414634146341,114,"1",246,"bolzen"
"ID617","ID617",617,62,82,26,62,0,0,0,0,0.267241379310345,0.353448275862069,0.112068965517241,0.267241379310345,0,0,0,0,0.353448275862069,82,"2",232,"Fussball spielen"
"ID618","ID618",618,13,124,8,147,0,1,0,0,0.0443686006825939,0.42320819112628,0.0273037542662116,0.501706484641638,0,0.00341296928327645,0,0,0.501706484641638,147,"4",293,"kicken"
"ID619","ID619",619,5,88,4,97,1,0,0,0,0.0256410256410256,0.451282051282051,0.0205128205128205,0.497435897435897,0.00512820512820513,0,0,0,0.497435897435897,97,"4",195,"kicken"
"ID620","ID620",620,4,49,8,49,0,0,1,0,0.036036036036036,0.441441441441441,0.0720720720720721,0.441441441441441,0,0,0.00900900900900901,0,0.441441441441441,49,"2",111,"Fussball spielen"
"ID621","ID621",621,6,96,16,129,0,0,1,0,0.0241935483870968,0.387096774193548,0.0645161290322581,0.520161290322581,0,0,0.00403225806451613,0,0.520161290322581,129,"4",248,"kicken"
"ID622","ID622",622,17,152,19,229,1,0,0,0,0.0406698564593301,0.363636363636364,0.0454545454545455,0.547846889952153,0.00239234449760766,0,0,0,0.547846889952153,229,"4",418,"kicken"
"ID623","ID623",623,7,67,10,115,0,0,0,0,0.0351758793969849,0.336683417085427,0.050251256281407,0.577889447236181,0,0,0,0,0.577889447236181,115,"4",199,"kicken"
"ID624","ID624",624,5,51,7,115,0,0,1,0,0.0279329608938547,0.284916201117318,0.0391061452513966,0.642458100558659,0,0,0.00558659217877095,0,0.642458100558659,115,"4",179,"kicken"
"ID625","ID625",625,1,31,2,45,1,1,0,0,0.0123456790123457,0.382716049382716,0.0246913580246914,0.555555555555556,0.0123456790123457,0.0123456790123457,0,0,0.555555555555556,45,"4",81,"kicken"
"ID626","ID626",626,3,22,2,38,0,0,0,0,0.0461538461538462,0.338461538461538,0.0307692307692308,0.584615384615385,0,0,0,0,0.584615384615385,38,"4",65,"kicken"
"ID627","ID627",627,2,17,6,41,0,0,0,0,0.0303030303030303,0.257575757575758,0.0909090909090909,0.621212121212121,0,0,0,0,0.621212121212121,41,"4",66,"kicken"
"ID628","ID628",628,6,56,8,52,0,0,0,0,0.0491803278688525,0.459016393442623,0.0655737704918033,0.426229508196721,0,0,0,0,0.459016393442623,56,"2",122,"Fussball spielen"
"ID629","ID629",629,1,19,2,16,0,0,0,0,0.0263157894736842,0.5,0.0526315789473684,0.421052631578947,0,0,0,0,0.5,19,"2",38,"Fussball spielen"
"ID630","ID630",630,3,19,5,9,0,0,0,0,0.0833333333333333,0.527777777777778,0.138888888888889,0.25,0,0,0,0,0.527777777777778,19,"2",36,"Fussball spielen"
"ID631","ID631",631,0,7,0,8,0,0,1,0,0,0.4375,0,0.5,0,0,0.0625,0,0.5,8,"4",16,"kicken"
"ID632","ID632",632,0,6,3,6,0,0,0,1,0,0.375,0.1875,0.375,0,0,0,0.0625,0.375,6,"2",16,"Fussball spielen"
"ID633","ID633",633,2,28,5,22,0,0,0,0,0.0350877192982456,0.491228070175439,0.087719298245614,0.385964912280702,0,0,0,0,0.491228070175439,28,"2",57,"Fussball spielen"
"ID634","ID634",634,0,4,3,12,0,0,0,0,0,0.210526315789474,0.157894736842105,0.631578947368421,0,0,0,0,0.631578947368421,12,"4",19,"kicken"
"ID635","ID635",635,0,11,3,12,0,0,0,0,0,0.423076923076923,0.115384615384615,0.461538461538462,0,0,0,0,0.461538461538462,12,"4",26,"kicken"
"ID636","ID636",636,2,33,6,61,0,0,0,0,0.0196078431372549,0.323529411764706,0.0588235294117647,0.598039215686274,0,0,0,0,0.598039215686274,61,"4",102,"kicken"
"ID637","ID637",637,10,131,10,199,0,1,0,1,0.0284090909090909,0.372159090909091,0.0284090909090909,0.565340909090909,0,0.00284090909090909,0,0.00284090909090909,0.565340909090909,199,"4",352,"kicken"
"ID638","ID638",638,1,42,3,88,0,0,0,0,0.00746268656716418,0.313432835820896,0.0223880597014925,0.656716417910448,0,0,0,0,0.656716417910448,88,"4",134,"kicken"
"ID639","ID639",639,6,66,12,133,0,0,0,0,0.0276497695852535,0.304147465437788,0.0552995391705069,0.612903225806452,0,0,0,0,0.612903225806452,133,"4",217,"kicken"
"ID640","ID640",640,1,17,4,22,0,0,0,0,0.0227272727272727,0.386363636363636,0.0909090909090909,0.5,0,0,0,0,0.5,22,"4",44,"kicken"
"ID641","ID641",641,5,62,11,69,1,0,0,0,0.0337837837837838,0.418918918918919,0.0743243243243243,0.466216216216216,0.00675675675675676,0,0,0,0.466216216216216,69,"4",148,"kicken"
"ID642","ID642",642,1,3,0,3,0,0,0,0,0.142857142857143,0.428571428571429,0,0.428571428571429,0,0,0,0,0.428571428571429,3,"2",7,"Fussball spielen"
"ID643","ID643",643,260,25,0,206,7,16,0,0,0.505836575875486,0.0486381322957198,0,0.400778210116732,0.0136186770428016,0.0311284046692607,0,0,0.505836575875486,260,"1",514,"bolzen"
"ID644","ID644",644,922,126,7,770,5,8,0,4,0.500542888165038,0.0684039087947883,0.00380021715526602,0.418023887079262,0.00271444082519001,0.00434310532030402,0,0.00217155266015201,0.500542888165038,922,"1",1842,"bolzen"
"ID645","ID645",645,180,15,0,174,2,0,0,1,0.483870967741935,0.0403225806451613,0,0.467741935483871,0.00537634408602151,0,0,0.00268817204301075,0.483870967741935,180,"1",372,"bolzen"
"ID646","ID646",646,116,8,1,114,4,1,0,0,0.475409836065574,0.0327868852459016,0.00409836065573771,0.467213114754098,0.0163934426229508,0.00409836065573771,0,0,0.475409836065574,116,"1",244,"bolzen"
"ID647","ID647",647,141,25,3,124,0,1,0,0,0.479591836734694,0.0850340136054422,0.0102040816326531,0.421768707482993,0,0.00340136054421769,0,0,0.479591836734694,141,"1",294,"bolzen"
"ID648","ID648",648,246,55,5,293,3,2,2,0,0.405940594059406,0.0907590759075908,0.00825082508250825,0.483498349834984,0.00495049504950495,0.0033003300330033,0.0033003300330033,0,0.483498349834984,293,"4",606,"kicken"
"ID649","ID649",649,124,28,13,186,11,0,0,0,0.342541436464088,0.0773480662983425,0.0359116022099447,0.513812154696133,0.0303867403314917,0,0,0,0.513812154696133,186,"4",362,"kicken"
"ID650","ID650",650,139,33,27,160,5,1,0,1,0.379781420765027,0.0901639344262295,0.0737704918032787,0.437158469945355,0.0136612021857923,0.00273224043715847,0,0.00273224043715847,0.437158469945355,160,"4",366,"kicken"
"ID651","ID651",651,27,9,5,64,0,0,0,0,0.257142857142857,0.0857142857142857,0.0476190476190476,0.60952380952381,0,0,0,0,0.60952380952381,64,"4",105,"kicken"
"ID652","ID652",652,87,13,4,195,1,0,0,0,0.29,0.0433333333333333,0.0133333333333333,0.65,0.00333333333333333,0,0,0,0.65,195,"4",300,"kicken"
"ID653","ID653",653,91,12,7,134,2,0,1,0,0.368421052631579,0.048582995951417,0.0283400809716599,0.54251012145749,0.00809716599190283,0,0.00404858299595142,0,0.54251012145749,134,"4",247,"kicken"
"ID654","ID654",654,163,18,7,208,1,1,0,0,0.409547738693467,0.0452261306532663,0.0175879396984925,0.522613065326633,0.00251256281407035,0.00251256281407035,0,0,0.522613065326633,208,"4",398,"kicken"
"ID655","ID655",655,75,13,5,169,3,0,0,0,0.283018867924528,0.0490566037735849,0.0188679245283019,0.637735849056604,0.0113207547169811,0,0,0,0.637735849056604,169,"4",265,"kicken"
