"id","hexID","X152","X153","X154","X155","X156","X157","rel_152","rel_153","rel_154","rel_155","rel_156","rel_157","relMax","absMax","maxLevel","total","antwort"
"ID184","ID184",184,47,1,0,0,0,17,0.723076923076923,0.0153846153846154,0,0,0,0.261538461538462,0.723076923076923,47,"152",65,"Portemonnaie/Portmonee"
"ID185","ID185",185,13,0,0,0,1,5,0.684210526315789,0,0,0,0.0526315789473684,0.263157894736842,0.684210526315789,13,"152",19,"Portemonnaie/Portmonee"
"ID186","ID186",186,64,1,0,0,0,17,0.780487804878049,0.0121951219512195,0,0,0,0.207317073170732,0.780487804878049,64,"152",82,"Portemonnaie/Portmonee"
"ID187","ID187",187,9,0,0,0,0,1,0.9,0,0,0,0,0.1,0.9,9,"152",10,"Portemonnaie/Portmonee"
"ID188","ID188",188,16,1,1,0,0,0,0.888888888888889,0.0555555555555556,0.0555555555555556,0,0,0,0.888888888888889,16,"152",18,"Portemonnaie/Portmonee"
"ID189","ID189",189,11,2,0,0,0,1,0.785714285714286,0.142857142857143,0,0,0,0.0714285714285714,0.785714285714286,11,"152",14,"Portemonnaie/Portmonee"
"ID190","ID190",190,35,1,1,0,0,0,0.945945945945946,0.027027027027027,0.027027027027027,0,0,0,0.945945945945946,35,"152",37,"Portemonnaie/Portmonee"
"ID191","ID191",191,365,3,2,1,4,17,0.931122448979592,0.0076530612244898,0.00510204081632653,0.00255102040816327,0.0102040816326531,0.0433673469387755,0.931122448979592,365,"152",392,"Portemonnaie/Portmonee"
"ID192","ID192",192,22,1,0,0,0,10,0.666666666666667,0.0303030303030303,0,0,0,0.303030303030303,0.666666666666667,22,"152",33,"Portemonnaie/Portmonee"
"ID193","ID193",193,39,0,1,0,0,14,0.722222222222222,0,0.0185185185185185,0,0,0.259259259259259,0.722222222222222,39,"152",54,"Portemonnaie/Portmonee"
"ID194","ID194",194,6,0,5,0,1,0,0.5,0,0.416666666666667,0,0.0833333333333333,0,0.5,6,"152",12,"Portemonnaie/Portmonee"
"ID195","ID195",195,0,0,3,0,0,0,0,0,1,0,0,0,1,3,"154",3,"Geldtasche/-tasch(er)l"
"ID196","ID196",196,3,2,1,1,0,0,0.428571428571429,0.285714285714286,0.142857142857143,0.142857142857143,0,0,0.428571428571429,3,"152",7,"Portemonnaie/Portmonee"
"ID197","ID197",197,0,3,10,0,0,0,0,0.230769230769231,0.769230769230769,0,0,0,0.769230769230769,10,"154",13,"Geldtasche/-tasch(er)l"
"ID198","ID198",198,0,0,5,0,0,0,0,0,1,0,0,0,1,5,"154",5,"Geldtasche/-tasch(er)l"
"ID199","ID199",199,1,0,5,0,0,0,0.166666666666667,0,0.833333333333333,0,0,0,0.833333333333333,5,"154",6,"Geldtasche/-tasch(er)l"
"ID200","ID200",200,0,1,11,0,5,0,0,0.0588235294117647,0.647058823529412,0,0.294117647058824,0,0.647058823529412,11,"154",17,"Geldtasche/-tasch(er)l"
"ID201","ID201",201,0,0,1,0,0,0,0,0,1,0,0,0,1,1,"154",1,"Geldtasche/-tasch(er)l"
"ID202","ID202",202,0,0,1,0,0,0,0,0,1,0,0,0,1,1,"154",1,"Geldtasche/-tasch(er)l"
"ID203","ID203",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ID204","ID204",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ID205","ID205",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ID206","ID206",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ID207","ID207",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ID208","ID208",208,0,3,8,1,12,0,0,0.125,0.333333333333333,0.0416666666666667,0.5,0,0.5,12,"156",24,"Brieftasche/Briaftoschn"
"ID209","ID209",209,0,1,8,1,8,0,0,0.0555555555555556,0.444444444444444,0.0555555555555556,0.444444444444444,0,0.444444444444444,8,"154",18,"Geldtasche/-tasch(er)l"
"ID210","ID210",210,1,2,30,2,26,1,0.0161290322580645,0.032258064516129,0.483870967741935,0.032258064516129,0.419354838709677,0.0161290322580645,0.483870967741935,30,"154",62,"Geldtasche/-tasch(er)l"
"ID211","ID211",211,2,3,170,3,70,0,0.00806451612903226,0.0120967741935484,0.685483870967742,0.0120967741935484,0.282258064516129,0,0.685483870967742,170,"154",248,"Geldtasche/-tasch(er)l"
"ID212","ID212",212,1,1,1,1,11,0,0.0666666666666667,0.0666666666666667,0.0666666666666667,0.0666666666666667,0.733333333333333,0,0.733333333333333,11,"156",15,"Brieftasche/Briaftoschn"
"ID213","ID213",213,0,2,2,0,15,0,0,0.105263157894737,0.105263157894737,0,0.789473684210526,0,0.789473684210526,15,"156",19,"Brieftasche/Briaftoschn"
"ID214","ID214",214,1,0,3,0,41,0,0.0222222222222222,0,0.0666666666666667,0,0.911111111111111,0,0.911111111111111,41,"156",45,"Brieftasche/Briaftoschn"
"ID215","ID215",215,1,0,14,3,165,0,0.00546448087431694,0,0.0765027322404372,0.0163934426229508,0.901639344262295,0,0.901639344262295,165,"156",183,"Brieftasche/Briaftoschn"
"ID216","ID216",216,0,0,5,2,19,0,0,0,0.192307692307692,0.0769230769230769,0.730769230769231,0,0.730769230769231,19,"156",26,"Brieftasche/Briaftoschn"
"ID217","ID217",217,0,1,9,0,22,0,0,0.03125,0.28125,0,0.6875,0,0.6875,22,"156",32,"Brieftasche/Briaftoschn"
"ID218","ID218",218,0,1,2,0,9,0,0,0.0833333333333333,0.166666666666667,0,0.75,0,0.75,9,"156",12,"Brieftasche/Briaftoschn"
"ID219","ID219",219,1,0,2,1,20,0,0.0416666666666667,0,0.0833333333333333,0.0416666666666667,0.833333333333333,0,0.833333333333333,20,"156",24,"Brieftasche/Briaftoschn"
"ID220","ID220",220,0,0,5,0,23,0,0,0,0.178571428571429,0,0.821428571428571,0,0.821428571428571,23,"156",28,"Brieftasche/Briaftoschn"
"ID221","ID221",221,0,0,2,2,50,0,0,0,0.037037037037037,0.037037037037037,0.925925925925926,0,0.925925925925926,50,"156",54,"Brieftasche/Briaftoschn"
"ID222","ID222",222,2,0,5,0,14,0,0.0952380952380952,0,0.238095238095238,0,0.666666666666667,0,0.666666666666667,14,"156",21,"Brieftasche/Briaftoschn"
"ID223","ID223",223,0,0,23,1,155,0,0,0,0.128491620111732,0.00558659217877095,0.865921787709497,0,0.865921787709497,155,"156",179,"Brieftasche/Briaftoschn"
"ID224","ID224",224,0,0,17,1,21,0,0,0,0.435897435897436,0.0256410256410256,0.538461538461538,0,0.538461538461538,21,"156",39,"Brieftasche/Briaftoschn"
"ID225","ID225",225,0,1,30,4,15,0,0,0.02,0.6,0.08,0.3,0,0.6,30,"154",50,"Geldtasche/-tasch(er)l"
"ID226","ID226",226,2,2,77,6,23,0,0.0181818181818182,0.0181818181818182,0.7,0.0545454545454545,0.209090909090909,0,0.7,77,"154",110,"Geldtasche/-tasch(er)l"
"ID227","ID227",227,3,0,94,4,28,0,0.0232558139534884,0,0.728682170542636,0.0310077519379845,0.217054263565891,0,0.728682170542636,94,"154",129,"Geldtasche/-tasch(er)l"
"ID228","ID228",228,0,1,33,5,11,0,0,0.02,0.66,0.1,0.22,0,0.66,33,"154",50,"Geldtasche/-tasch(er)l"
"ID229","ID229",229,1,1,30,1,24,0,0.0175438596491228,0.0175438596491228,0.526315789473684,0.0175438596491228,0.421052631578947,0,0.526315789473684,30,"154",57,"Geldtasche/-tasch(er)l"
"ID230","ID230",230,0,0,44,6,15,0,0,0,0.676923076923077,0.0923076923076923,0.230769230769231,0,0.676923076923077,44,"154",65,"Geldtasche/-tasch(er)l"
"ID231","ID231",231,1,0,12,13,14,0,0.025,0,0.3,0.325,0.35,0,0.35,14,"156",40,"Brieftasche/Briaftoschn"
"ID232","ID232",232,1,0,0,0,0,0,1,0,0,0,0,0,1,1,"152",1,"Portemonnaie/Portmonee"
"ID233","ID233",233,6,2,0,0,0,0,0.75,0.25,0,0,0,0,0.75,6,"152",8,"Portemonnaie/Portmonee"
"ID234","ID234",234,58,0,0,0,0,2,0.966666666666667,0,0,0,0,0.0333333333333333,0.966666666666667,58,"152",60,"Portemonnaie/Portmonee"
"ID235","ID235",235,284,1,0,1,0,5,0.975945017182131,0.00343642611683849,0,0.00343642611683849,0,0.0171821305841924,0.975945017182131,284,"152",291,"Portemonnaie/Portmonee"
"ID236","ID236",236,1572,7,0,2,3,21,0.979439252336449,0.0043613707165109,0,0.00124610591900312,0.00186915887850467,0.0130841121495327,0.979439252336449,1572,"152",1605,"Portemonnaie/Portmonee"
"ID237","ID237",237,415,4,0,1,1,10,0.962877030162413,0.00928074245939675,0,0.00232018561484919,0.00232018561484919,0.0232018561484919,0.962877030162413,415,"152",431,"Portemonnaie/Portmonee"
"ID238","ID238",238,156,0,1,1,0,20,0.876404494382023,0,0.00561797752808989,0.00561797752808989,0,0.112359550561798,0.876404494382023,156,"152",178,"Portemonnaie/Portmonee"
"ID239","ID239",239,57,1,0,1,0,7,0.863636363636364,0.0151515151515152,0,0.0151515151515152,0,0.106060606060606,0.863636363636364,57,"152",66,"Portemonnaie/Portmonee"
"ID240","ID240",240,97,1,1,1,1,12,0.858407079646018,0.00884955752212389,0.00884955752212389,0.00884955752212389,0.00884955752212389,0.106194690265487,0.858407079646018,97,"152",113,"Portemonnaie/Portmonee"
"ID241","ID241",241,857,1,0,4,2,21,0.968361581920904,0.00112994350282486,0,0.00451977401129944,0.00225988700564972,0.023728813559322,0.968361581920904,857,"152",885,"Portemonnaie/Portmonee"
"ID242","ID242",242,224,2,0,0,1,31,0.868217054263566,0.00775193798449612,0,0,0.00387596899224806,0.12015503875969,0.868217054263566,224,"152",258,"Portemonnaie/Portmonee"
"ID243","ID243",243,166,0,0,0,1,29,0.846938775510204,0,0,0,0.00510204081632653,0.147959183673469,0.846938775510204,166,"152",196,"Portemonnaie/Portmonee"
"ID244","ID244",244,62,0,0,0,0,23,0.729411764705882,0,0,0,0,0.270588235294118,0.729411764705882,62,"152",85,"Portemonnaie/Portmonee"
"ID245","ID245",245,23,0,0,0,2,5,0.766666666666667,0,0,0,0.0666666666666667,0.166666666666667,0.766666666666667,23,"152",30,"Portemonnaie/Portmonee"
"ID246","ID246",246,105,1,1,2,0,3,0.9375,0.00892857142857143,0.00892857142857143,0.0178571428571429,0,0.0267857142857143,0.9375,105,"152",112,"Portemonnaie/Portmonee"
"ID247","ID247",247,26,1,1,0,0,3,0.838709677419355,0.032258064516129,0.032258064516129,0,0,0.0967741935483871,0.838709677419355,26,"152",31,"Portemonnaie/Portmonee"
"ID248","ID248",248,119,3,2,0,1,21,0.815068493150685,0.0205479452054795,0.0136986301369863,0,0.00684931506849315,0.143835616438356,0.815068493150685,119,"152",146,"Portemonnaie/Portmonee"
"ID249","ID249",249,126,2,12,0,0,23,0.773006134969325,0.0122699386503067,0.0736196319018405,0,0,0.141104294478528,0.773006134969325,126,"152",163,"Portemonnaie/Portmonee"
"ID250","ID250",250,14,2,28,0,1,5,0.28,0.04,0.56,0,0.02,0.1,0.56,28,"154",50,"Geldtasche/-tasch(er)l"
"ID251","ID251",251,4,3,71,0,3,4,0.0470588235294118,0.0352941176470588,0.835294117647059,0,0.0352941176470588,0.0470588235294118,0.835294117647059,71,"154",85,"Geldtasche/-tasch(er)l"
"ID252","ID252",252,1,0,20,0,1,1,0.0434782608695652,0,0.869565217391304,0,0.0434782608695652,0.0434782608695652,0.869565217391304,20,"154",23,"Geldtasche/-tasch(er)l"
"ID253","ID253",253,1,2,18,0,0,0,0.0476190476190476,0.0952380952380952,0.857142857142857,0,0,0,0.857142857142857,18,"154",21,"Geldtasche/-tasch(er)l"
"ID254","ID254",254,1,3,9,0,0,0,0.0769230769230769,0.230769230769231,0.692307692307692,0,0,0,0.692307692307692,9,"154",13,"Geldtasche/-tasch(er)l"
"ID255","ID255",255,1,1,25,0,0,0,0.037037037037037,0.037037037037037,0.925925925925926,0,0,0,0.925925925925926,25,"154",27,"Geldtasche/-tasch(er)l"
"ID256","ID256",256,1,0,14,0,1,0,0.0625,0,0.875,0,0.0625,0,0.875,14,"154",16,"Geldtasche/-tasch(er)l"
"ID257","ID257",257,2,2,17,0,1,0,0.0909090909090909,0.0909090909090909,0.772727272727273,0,0.0454545454545455,0,0.772727272727273,17,"154",22,"Geldtasche/-tasch(er)l"
"ID258","ID258",258,0,1,22,0,3,0,0,0.0384615384615385,0.846153846153846,0,0.115384615384615,0,0.846153846153846,22,"154",26,"Geldtasche/-tasch(er)l"
"ID259","ID259",259,1,1,15,0,6,0,0.0434782608695652,0.0434782608695652,0.652173913043478,0,0.260869565217391,0,0.652173913043478,15,"154",23,"Geldtasche/-tasch(er)l"
"ID260","ID260",260,1,2,19,0,8,0,0.0333333333333333,0.0666666666666667,0.633333333333333,0,0.266666666666667,0,0.633333333333333,19,"154",30,"Geldtasche/-tasch(er)l"
"ID261","ID261",261,1,3,6,0,7,0,0.0588235294117647,0.176470588235294,0.352941176470588,0,0.411764705882353,0,0.411764705882353,7,"156",17,"Brieftasche/Briaftoschn"
"ID262","ID262",262,0,2,2,1,3,0,0,0.25,0.25,0.125,0.375,0,0.375,3,"156",8,"Brieftasche/Briaftoschn"
"ID263","ID263",263,0,1,3,0,0,0,0,0.25,0.75,0,0,0,0.75,3,"154",4,"Geldtasche/-tasch(er)l"
"ID264","ID264",264,0,1,1,1,2,0,0,0.2,0.2,0.2,0.4,0,0.4,2,"156",5,"Brieftasche/Briaftoschn"
"ID265","ID265",265,0,1,4,0,15,0,0,0.05,0.2,0,0.75,0,0.75,15,"156",20,"Brieftasche/Briaftoschn"
"ID266","ID266",266,0,0,7,0,13,0,0,0,0.35,0,0.65,0,0.65,13,"156",20,"Brieftasche/Briaftoschn"
"ID267","ID267",267,0,0,1,0,5,0,0,0,0.166666666666667,0,0.833333333333333,0,0.833333333333333,5,"156",6,"Brieftasche/Briaftoschn"
"ID268","ID268",268,0,0,10,0,12,0,0,0,0.454545454545455,0,0.545454545454545,0,0.545454545454545,12,"156",22,"Brieftasche/Briaftoschn"
"ID269","ID269",269,1,0,6,0,7,0,0.0714285714285714,0,0.428571428571429,0,0.5,0,0.5,7,"156",14,"Brieftasche/Briaftoschn"
"ID270","ID270",270,0,1,6,2,19,0,0,0.0357142857142857,0.214285714285714,0.0714285714285714,0.678571428571429,0,0.678571428571429,19,"156",28,"Brieftasche/Briaftoschn"
"ID271","ID271",271,0,2,6,0,6,0,0,0.142857142857143,0.428571428571429,0,0.428571428571429,0,0.428571428571429,6,"154",14,"Geldtasche/-tasch(er)l"
"ID272","ID272",272,0,0,3,0,18,0,0,0,0.142857142857143,0,0.857142857142857,0,0.857142857142857,18,"156",21,"Brieftasche/Briaftoschn"
"ID273","ID273",273,0,0,14,4,12,0,0,0,0.466666666666667,0.133333333333333,0.4,0,0.466666666666667,14,"154",30,"Geldtasche/-tasch(er)l"
"ID274","ID274",274,0,1,10,0,9,0,0,0.05,0.5,0,0.45,0,0.5,10,"154",20,"Geldtasche/-tasch(er)l"
"ID275","ID275",275,0,0,7,0,3,0,0,0,0.7,0,0.3,0,0.7,7,"154",10,"Geldtasche/-tasch(er)l"
"ID276","ID276",276,0,0,8,1,11,0,0,0,0.4,0.05,0.55,0,0.55,11,"156",20,"Brieftasche/Briaftoschn"
"ID277","ID277",277,1,0,29,1,38,0,0.0144927536231884,0,0.420289855072464,0.0144927536231884,0.550724637681159,0,0.550724637681159,38,"156",69,"Brieftasche/Briaftoschn"
"ID278","ID278",278,0,0,9,1,5,0,0,0,0.6,0.0666666666666667,0.333333333333333,0,0.6,9,"154",15,"Geldtasche/-tasch(er)l"
"ID279","ID279",279,1,1,25,0,24,0,0.0196078431372549,0.0196078431372549,0.490196078431373,0,0.470588235294118,0,0.490196078431373,25,"154",51,"Geldtasche/-tasch(er)l"
"ID280","ID280",280,2,0,13,1,8,0,0.0833333333333333,0,0.541666666666667,0.0416666666666667,0.333333333333333,0,0.541666666666667,13,"154",24,"Geldtasche/-tasch(er)l"
"ID281","ID281",281,2,0,54,2,18,0,0.0263157894736842,0,0.710526315789474,0.0263157894736842,0.236842105263158,0,0.710526315789474,54,"154",76,"Geldtasche/-tasch(er)l"
"ID282","ID282",282,4,1,111,2,15,0,0.0300751879699248,0.0075187969924812,0.834586466165414,0.0150375939849624,0.112781954887218,0,0.834586466165414,111,"154",133,"Geldtasche/-tasch(er)l"
"ID283","ID283",283,53,18,1386,137,222,2,0.0291529152915292,0.0099009900990099,0.762376237623762,0.0753575357535754,0.122112211221122,0.0011001100110011,0.762376237623762,1386,"154",1818,"Geldtasche/-tasch(er)l"
"ID284","ID284",284,25,5,531,36,83,2,0.0366568914956012,0.00733137829912024,0.778592375366569,0.0527859237536657,0.121700879765396,0.00293255131964809,0.778592375366569,531,"154",682,"Geldtasche/-tasch(er)l"
"ID285","ID285",285,0,0,78,5,14,1,0,0,0.795918367346939,0.0510204081632653,0.142857142857143,0.0102040816326531,0.795918367346939,78,"154",98,"Geldtasche/-tasch(er)l"
"ID286","ID286",286,1,0,85,5,28,0,0.00840336134453781,0,0.714285714285714,0.0420168067226891,0.235294117647059,0,0.714285714285714,85,"154",119,"Geldtasche/-tasch(er)l"
"ID287","ID287",287,1,0,84,9,30,0,0.00806451612903226,0,0.67741935483871,0.0725806451612903,0.241935483870968,0,0.67741935483871,84,"154",124,"Geldtasche/-tasch(er)l"
"ID288","ID288",288,1,1,15,15,22,0,0.0185185185185185,0.0185185185185185,0.277777777777778,0.277777777777778,0.407407407407407,0,0.407407407407407,22,"156",54,"Brieftasche/Briaftoschn"
"ID289","ID289",289,4,0,3,27,26,0,0.0666666666666667,0,0.05,0.45,0.433333333333333,0,0.45,27,"155",60,"(Geld-)Börse/-Börs(er)l"
"ID290","ID290",290,4,2,0,1,0,0,0.571428571428571,0.285714285714286,0,0.142857142857143,0,0,0.571428571428571,4,"152",7,"Portemonnaie/Portmonee"
"ID291","ID291",291,295,2,0,0,1,3,0.980066445182724,0.00664451827242525,0,0,0.00332225913621262,0.00996677740863787,0.980066445182724,295,"152",301,"Portemonnaie/Portmonee"
"ID292","ID292",292,375,5,0,0,1,3,0.9765625,0.0130208333333333,0,0,0.00260416666666667,0.0078125,0.9765625,375,"152",384,"Portemonnaie/Portmonee"
"ID293","ID293",293,527,4,0,1,2,7,0.974121996303142,0.00739371534195933,0,0.00184842883548983,0.00369685767097967,0.0129390018484288,0.974121996303142,527,"152",541,"Portemonnaie/Portmonee"
"ID294","ID294",294,271,4,0,0,0,4,0.971326164874552,0.014336917562724,0,0,0,0.014336917562724,0.971326164874552,271,"152",279,"Portemonnaie/Portmonee"
"ID295","ID295",295,259,3,0,1,0,16,0.92831541218638,0.010752688172043,0,0.003584229390681,0,0.0573476702508961,0.92831541218638,259,"152",279,"Portemonnaie/Portmonee"
"ID296","ID296",296,155,0,2,0,0,18,0.885714285714286,0,0.0114285714285714,0,0,0.102857142857143,0.885714285714286,155,"152",175,"Portemonnaie/Portmonee"
"ID297","ID297",297,263,4,1,1,1,30,0.876666666666667,0.0133333333333333,0.00333333333333333,0.00333333333333333,0.00333333333333333,0.1,0.876666666666667,263,"152",300,"Portemonnaie/Portmonee"
"ID298","ID298",298,287,2,0,1,0,10,0.956666666666667,0.00666666666666667,0,0.00333333333333333,0,0.0333333333333333,0.956666666666667,287,"152",300,"Portemonnaie/Portmonee"
"ID299","ID299",299,619,4,2,2,2,7,0.973270440251572,0.00628930817610063,0.00314465408805031,0.00314465408805031,0.00314465408805031,0.0110062893081761,0.973270440251572,619,"152",636,"Portemonnaie/Portmonee"
"ID300","ID300",300,334,3,1,0,2,19,0.930362116991644,0.00835654596100279,0.00278551532033426,0,0.00557103064066852,0.052924791086351,0.930362116991644,334,"152",359,"Portemonnaie/Portmonee"
"ID301","ID301",301,330,4,0,1,2,12,0.945558739255014,0.0114613180515759,0,0.00286532951289398,0.00573065902578797,0.0343839541547278,0.945558739255014,330,"152",349,"Portemonnaie/Portmonee"
"ID302","ID302",302,165,1,1,0,0,6,0.953757225433526,0.00578034682080925,0.00578034682080925,0,0,0.0346820809248555,0.953757225433526,165,"152",173,"Portemonnaie/Portmonee"
"ID303","ID303",303,44,2,0,1,0,2,0.897959183673469,0.0408163265306122,0,0.0204081632653061,0,0.0408163265306122,0.897959183673469,44,"152",49,"Portemonnaie/Portmonee"
"ID304","ID304",304,75,1,2,0,0,6,0.892857142857143,0.0119047619047619,0.0238095238095238,0,0,0.0714285714285714,0.892857142857143,75,"152",84,"Portemonnaie/Portmonee"
"ID305","ID305",305,220,4,44,0,2,63,0.660660660660661,0.012012012012012,0.132132132132132,0,0.00600600600600601,0.189189189189189,0.660660660660661,220,"152",333,"Portemonnaie/Portmonee"
"ID306","ID306",306,9,1,196,3,15,2,0.0398230088495575,0.00442477876106195,0.867256637168142,0.0132743362831858,0.0663716814159292,0.00884955752212389,0.867256637168142,196,"154",226,"Geldtasche/-tasch(er)l"
"ID307","ID307",307,13,6,285,3,12,3,0.0403726708074534,0.0186335403726708,0.885093167701863,0.0093167701863354,0.0372670807453416,0.0093167701863354,0.885093167701863,285,"154",322,"Geldtasche/-tasch(er)l"
"ID308","ID308",308,5,2,27,0,2,1,0.135135135135135,0.0540540540540541,0.72972972972973,0,0.0540540540540541,0.027027027027027,0.72972972972973,27,"154",37,"Geldtasche/-tasch(er)l"
"ID309","ID309",309,2,1,13,0,2,1,0.105263157894737,0.0526315789473684,0.684210526315789,0,0.105263157894737,0.0526315789473684,0.684210526315789,13,"154",19,"Geldtasche/-tasch(er)l"
"ID310","ID310",310,0,0,27,0,1,1,0,0,0.931034482758621,0,0.0344827586206897,0.0344827586206897,0.931034482758621,27,"154",29,"Geldtasche/-tasch(er)l"
"ID311","ID311",311,1,2,65,0,2,0,0.0142857142857143,0.0285714285714286,0.928571428571429,0,0.0285714285714286,0,0.928571428571429,65,"154",70,"Geldtasche/-tasch(er)l"
"ID312","ID312",312,1,1,60,0,1,1,0.015625,0.015625,0.9375,0,0.015625,0.015625,0.9375,60,"154",64,"Geldtasche/-tasch(er)l"
"ID313","ID313",313,0,0,51,0,1,1,0,0,0.962264150943396,0,0.0188679245283019,0.0188679245283019,0.962264150943396,51,"154",53,"Geldtasche/-tasch(er)l"
"ID314","ID314",314,0,1,32,1,1,0,0,0.0285714285714286,0.914285714285714,0.0285714285714286,0.0285714285714286,0,0.914285714285714,32,"154",35,"Geldtasche/-tasch(er)l"
"ID315","ID315",315,1,1,30,1,4,0,0.027027027027027,0.027027027027027,0.810810810810811,0.027027027027027,0.108108108108108,0,0.810810810810811,30,"154",37,"Geldtasche/-tasch(er)l"
"ID316","ID316",316,0,4,113,3,18,0,0,0.0289855072463768,0.818840579710145,0.0217391304347826,0.130434782608696,0,0.818840579710145,113,"154",138,"Geldtasche/-tasch(er)l"
"ID317","ID317",317,8,2,104,2,4,0,0.0666666666666667,0.0166666666666667,0.866666666666667,0.0166666666666667,0.0333333333333333,0,0.866666666666667,104,"154",120,"Geldtasche/-tasch(er)l"
"ID318","ID318",318,0,1,19,0,2,0,0,0.0454545454545455,0.863636363636364,0,0.0909090909090909,0,0.863636363636364,19,"154",22,"Geldtasche/-tasch(er)l"
"ID319","ID319",319,1,1,33,0,9,0,0.0227272727272727,0.0227272727272727,0.75,0,0.204545454545455,0,0.75,33,"154",44,"Geldtasche/-tasch(er)l"
"ID320","ID320",320,1,2,9,1,3,0,0.0625,0.125,0.5625,0.0625,0.1875,0,0.5625,9,"154",16,"Geldtasche/-tasch(er)l"
"ID321","ID321",321,0,2,8,0,0,0,0,0.2,0.8,0,0,0,0.8,8,"154",10,"Geldtasche/-tasch(er)l"
"ID322","ID322",322,0,2,4,0,7,0,0,0.153846153846154,0.307692307692308,0,0.538461538461538,0,0.538461538461538,7,"156",13,"Brieftasche/Briaftoschn"
"ID323","ID323",323,1,1,16,1,2,0,0.0476190476190476,0.0476190476190476,0.761904761904762,0.0476190476190476,0.0952380952380952,0,0.761904761904762,16,"154",21,"Geldtasche/-tasch(er)l"
"ID324","ID324",324,0,0,5,0,2,0,0,0,0.714285714285714,0,0.285714285714286,0,0.714285714285714,5,"154",7,"Geldtasche/-tasch(er)l"
"ID325","ID325",325,0,1,14,3,2,0,0,0.05,0.7,0.15,0.1,0,0.7,14,"154",20,"Geldtasche/-tasch(er)l"
"ID326","ID326",326,0,3,19,0,0,0,0,0.136363636363636,0.863636363636364,0,0,0,0.863636363636364,19,"154",22,"Geldtasche/-tasch(er)l"
"ID327","ID327",327,4,3,57,1,4,0,0.0579710144927536,0.0434782608695652,0.826086956521739,0.0144927536231884,0.0579710144927536,0,0.826086956521739,57,"154",69,"Geldtasche/-tasch(er)l"
"ID328","ID328",328,0,1,9,0,5,0,0,0.0666666666666667,0.6,0,0.333333333333333,0,0.6,9,"154",15,"Geldtasche/-tasch(er)l"
"ID329","ID329",329,0,0,6,0,5,1,0,0,0.5,0,0.416666666666667,0.0833333333333333,0.5,6,"154",12,"Geldtasche/-tasch(er)l"
"ID330","ID330",330,0,1,24,0,5,0,0,0.0333333333333333,0.8,0,0.166666666666667,0,0.8,24,"154",30,"Geldtasche/-tasch(er)l"
"ID331","ID331",331,3,8,61,3,5,0,0.0375,0.1,0.7625,0.0375,0.0625,0,0.7625,61,"154",80,"Geldtasche/-tasch(er)l"
"ID332","ID332",332,1,1,18,0,6,1,0.037037037037037,0.037037037037037,0.666666666666667,0,0.222222222222222,0.037037037037037,0.666666666666667,18,"154",27,"Geldtasche/-tasch(er)l"
"ID333","ID333",333,2,1,55,0,10,0,0.0294117647058824,0.0147058823529412,0.808823529411765,0,0.147058823529412,0,0.808823529411765,55,"154",68,"Geldtasche/-tasch(er)l"
"ID334","ID334",334,1,0,31,1,4,0,0.027027027027027,0,0.837837837837838,0.027027027027027,0.108108108108108,0,0.837837837837838,31,"154",37,"Geldtasche/-tasch(er)l"
"ID335","ID335",335,1,0,23,0,3,0,0.037037037037037,0,0.851851851851852,0,0.111111111111111,0,0.851851851851852,23,"154",27,"Geldtasche/-tasch(er)l"
"ID336","ID336",336,3,5,223,16,33,0,0.0107142857142857,0.0178571428571429,0.796428571428571,0.0571428571428571,0.117857142857143,0,0.796428571428571,223,"154",280,"Geldtasche/-tasch(er)l"
"ID337","ID337",337,1,2,169,5,31,0,0.00480769230769231,0.00961538461538462,0.8125,0.0240384615384615,0.149038461538462,0,0.8125,169,"154",208,"Geldtasche/-tasch(er)l"
"ID338","ID338",338,0,0,17,2,5,0,0,0,0.708333333333333,0.0833333333333333,0.208333333333333,0,0.708333333333333,17,"154",24,"Geldtasche/-tasch(er)l"
"ID339","ID339",339,0,0,26,2,3,0,0,0,0.838709677419355,0.0645161290322581,0.0967741935483871,0,0.838709677419355,26,"154",31,"Geldtasche/-tasch(er)l"
"ID340","ID340",340,2,2,108,8,12,1,0.0150375939849624,0.0150375939849624,0.81203007518797,0.0601503759398496,0.0902255639097744,0.0075187969924812,0.81203007518797,108,"154",133,"Geldtasche/-tasch(er)l"
"ID341","ID341",341,15,8,593,43,80,1,0.0202702702702703,0.0108108108108108,0.801351351351351,0.0581081081081081,0.108108108108108,0.00135135135135135,0.801351351351351,593,"154",740,"Geldtasche/-tasch(er)l"
"ID342","ID342",342,1,1,141,6,27,0,0.00568181818181818,0.00568181818181818,0.801136363636364,0.0340909090909091,0.153409090909091,0,0.801136363636364,141,"154",176,"Geldtasche/-tasch(er)l"
"ID343","ID343",343,0,1,42,5,8,0,0,0.0178571428571429,0.75,0.0892857142857143,0.142857142857143,0,0.75,42,"154",56,"Geldtasche/-tasch(er)l"
