"id","hexID","X97","X98","X99","X100","X101","X102","X103","X104","X106","X107","rel_97","rel_98","rel_99","rel_100","rel_101","rel_102","rel_103","rel_104","rel_106","rel_107","relMax","absMax","maxLevel","total","antwort"
"ID17","ID17",17,13,13,0,0,0,0,2,0,0,0,0.464285714285714,0.464285714285714,0,0,0,0,0.0714285714285714,0,0,0,0.464285714285714,13,"97",28,"Steinschleuder/Stanschleuder"
"ID18","ID18",18,5,5,0,0,0,0,0,0,0,0,0.5,0.5,0,0,0,0,0,0,0,0,0.5,5,"97",10,"Steinschleuder/Stanschleuder"
"ID19","ID19",19,0,0,0,1,0,0,0,1,0,0,0,0,0,0.5,0,0,0,0.5,0,0,0.5,1,"100",2,"Zwille"
"ID20","ID20",20,5,1,0,0,1,0,0,0,0,1,0.625,0.125,0,0,0.125,0,0,0,0,0.125,0.625,5,"97",8,"Steinschleuder/Stanschleuder"
"ID21","ID21",21,5,1,0,0,0,0,0,0,0,0,0.833333333333333,0.166666666666667,0,0,0,0,0,0,0,0,0.833333333333333,5,"97",6,"Steinschleuder/Stanschleuder"
"ID22","ID22",22,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,"107",1,"Katapult"
"ID23","ID23",23,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,"98",1,"Schleuder"
"ID24","ID24",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ID25","ID25",25,1,1,0,0,0,0,0,0,0,0,0.5,0.5,0,0,0,0,0,0,0,0,0.5,1,"97",2,"Steinschleuder/Stanschleuder"
"ID26","ID26",26,1,0,0,0,0,0,0,1,0,0,0.5,0,0,0,0,0,0,0.5,0,0,0.5,1,"97",2,"Steinschleuder/Stanschleuder"
"ID27","ID27",27,16,21,0,0,0,0,0,2,0,2,0.390243902439024,0.51219512195122,0,0,0,0,0,0.0487804878048781,0,0.0487804878048781,0.51219512195122,21,"98",41,"Schleuder"
"ID28","ID28",28,39,21,0,1,0,0,0,2,0,0,0.619047619047619,0.333333333333333,0,0.0158730158730159,0,0,0,0.0317460317460317,0,0,0.619047619047619,39,"97",63,"Steinschleuder/Stanschleuder"
"ID29","ID29",29,95,56,2,3,0,1,1,1,0,3,0.58641975308642,0.345679012345679,0.0123456790123457,0.0185185185185185,0,0.00617283950617284,0.00617283950617284,0.00617283950617284,0,0.0185185185185185,0.58641975308642,95,"97",162,"Steinschleuder/Stanschleuder"
"ID30","ID30",30,18,12,0,2,0,0,0,1,0,0,0.545454545454545,0.363636363636364,0,0.0606060606060606,0,0,0,0.0303030303030303,0,0,0.545454545454545,18,"97",33,"Steinschleuder/Stanschleuder"
"ID31","ID31",31,2,0,0,0,0,0,0,1,0,0,0.666666666666667,0,0,0,0,0,0,0.333333333333333,0,0,0.666666666666667,2,"97",3,"Steinschleuder/Stanschleuder"
"ID32","ID32",32,1,0,0,0,0,1,0,0,0,0,0.5,0,0,0,0,0.5,0,0,0,0,0.5,1,"97",2,"Steinschleuder/Stanschleuder"
"ID33","ID33",33,0,1,0,0,0,0,0,0,0,1,0,0.5,0,0,0,0,0,0,0,0.5,0.5,1,"98",2,"Schleuder"
"ID34","ID34",34,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,"97",1,"Steinschleuder/Stanschleuder"
"ID35","ID35",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ID36","ID36",36,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,"97",1,"Steinschleuder/Stanschleuder"
"ID37","ID37",37,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,"98",1,"Schleuder"
"ID38","ID38",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ID39","ID39",39,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,"97",1,"Steinschleuder/Stanschleuder"
"ID40","ID40",40,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,"107",1,"Katapult"
"ID41","ID41",41,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,"106",1,"Katsch(e)/Katschi/Katzi"
"ID42","ID42",42,1,1,0,0,0,0,0,0,0,2,0.25,0.25,0,0,0,0,0,0,0,0.5,0.5,2,"107",4,"Katapult"
"ID43","ID43",43,2,0,0,0,0,0,0,0,0,2,0.5,0,0,0,0,0,0,0,0,0.5,0.5,2,"97",4,"Steinschleuder/Stanschleuder"
"ID44","ID44",44,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,"97",1,"Steinschleuder/Stanschleuder"
"ID45","ID45",45,3,2,0,0,0,0,0,0,0,0,0.6,0.4,0,0,0,0,0,0,0,0,0.6,3,"97",5,"Steinschleuder/Stanschleuder"
"ID46","ID46",46,23,4,0,0,0,0,0,1,0,1,0.793103448275862,0.137931034482759,0,0,0,0,0,0.0344827586206897,0,0.0344827586206897,0.793103448275862,23,"97",29,"Steinschleuder/Stanschleuder"
"ID47","ID47",47,12,3,0,0,0,0,0,0,0,1,0.75,0.1875,0,0,0,0,0,0,0,0.0625,0.75,12,"97",16,"Steinschleuder/Stanschleuder"
"ID48","ID48",48,7,4,1,0,0,0,0,0,0,1,0.538461538461538,0.307692307692308,0.0769230769230769,0,0,0,0,0,0,0.0769230769230769,0.538461538461538,7,"97",13,"Steinschleuder/Stanschleuder"
"ID49","ID49",49,5,4,0,1,1,0,1,3,0,1,0.3125,0.25,0,0.0625,0.0625,0,0.0625,0.1875,0,0.0625,0.3125,5,"97",16,"Steinschleuder/Stanschleuder"
"ID50","ID50",50,5,4,0,1,0,0,0,1,0,1,0.416666666666667,0.333333333333333,0,0.0833333333333333,0,0,0,0.0833333333333333,0,0.0833333333333333,0.416666666666667,5,"97",12,"Steinschleuder/Stanschleuder"
"ID51","ID51",51,7,3,0,0,0,0,0,0,0,0,0.7,0.3,0,0,0,0,0,0,0,0,0.7,7,"97",10,"Steinschleuder/Stanschleuder"
"ID52","ID52",52,5,3,0,0,0,0,0,0,0,0,0.625,0.375,0,0,0,0,0,0,0,0,0.625,5,"97",8,"Steinschleuder/Stanschleuder"
"ID53","ID53",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ID54","ID54",54,2,0,0,0,0,0,0,1,0,1,0.5,0,0,0,0,0,0,0.25,0,0.25,0.5,2,"97",4,"Steinschleuder/Stanschleuder"
"ID55","ID55",55,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,"107",1,"Katapult"
"ID56","ID56",56,1,1,0,0,0,0,0,0,0,0,0.5,0.5,0,0,0,0,0,0,0,0,0.5,1,"97",2,"Steinschleuder/Stanschleuder"
"ID57","ID57",57,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,"98",1,"Schleuder"
"ID58","ID58",58,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,"97",1,"Steinschleuder/Stanschleuder"
"ID59","ID59",59,4,1,0,1,0,0,0,0,0,0,0.666666666666667,0.166666666666667,0,0.166666666666667,0,0,0,0,0,0,0.666666666666667,4,"97",6,"Steinschleuder/Stanschleuder"
"ID60","ID60",60,29,8,0,0,0,0,0,1,0,0,0.763157894736842,0.210526315789474,0,0,0,0,0,0.0263157894736842,0,0,0.763157894736842,29,"97",38,"Steinschleuder/Stanschleuder"
"ID61","ID61",61,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,7,"97",7,"Steinschleuder/Stanschleuder"
"ID62","ID62",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ID63","ID63",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ID64","ID64",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ID65","ID65",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ID66","ID66",66,21,2,0,1,0,0,0,0,0,0,0.875,0.0833333333333333,0,0.0416666666666667,0,0,0,0,0,0,0.875,21,"97",24,"Steinschleuder/Stanschleuder"
"ID67","ID67",67,50,5,0,0,0,0,0,1,0,1,0.87719298245614,0.087719298245614,0,0,0,0,0,0.0175438596491228,0,0.0175438596491228,0.87719298245614,50,"97",57,"Steinschleuder/Stanschleuder"
"ID68","ID68",68,6,2,0,0,0,0,0,0,0,1,0.666666666666667,0.222222222222222,0,0,0,0,0,0,0,0.111111111111111,0.666666666666667,6,"97",9,"Steinschleuder/Stanschleuder"
"ID69","ID69",69,14,4,0,0,0,0,0,0,0,0,0.777777777777778,0.222222222222222,0,0,0,0,0,0,0,0,0.777777777777778,14,"97",18,"Steinschleuder/Stanschleuder"
"ID70","ID70",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ID71","ID71",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ID72","ID72",72,1,0,0,0,0,0,0,1,0,4,0.166666666666667,0,0,0,0,0,0,0.166666666666667,0,0.666666666666667,0.666666666666667,4,"107",6,"Katapult"
"ID73","ID73",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ID74","ID74",74,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,"107",1,"Katapult"
"ID75","ID75",75,2,2,0,0,0,0,0,0,0,1,0.4,0.4,0,0,0,0,0,0,0,0.2,0.4,2,"97",5,"Steinschleuder/Stanschleuder"
"ID76","ID76",76,10,4,0,0,0,0,0,0,0,1,0.666666666666667,0.266666666666667,0,0,0,0,0,0,0,0.0666666666666667,0.666666666666667,10,"97",15,"Steinschleuder/Stanschleuder"
"ID77","ID77",77,13,2,0,0,0,1,0,1,0,0,0.764705882352941,0.117647058823529,0,0,0,0.0588235294117647,0,0.0588235294117647,0,0,0.764705882352941,13,"97",17,"Steinschleuder/Stanschleuder"
"ID78","ID78",78,45,6,0,0,0,0,0,1,0,0,0.865384615384615,0.115384615384615,0,0,0,0,0,0.0192307692307692,0,0,0.865384615384615,45,"97",52,"Steinschleuder/Stanschleuder"
"ID79","ID79",79,26,10,0,1,0,1,0,1,0,0,0.666666666666667,0.256410256410256,0,0.0256410256410256,0,0.0256410256410256,0,0.0256410256410256,0,0,0.666666666666667,26,"97",39,"Steinschleuder/Stanschleuder"
"ID80","ID80",80,20,4,0,0,0,0,0,0,0,0,0.833333333333333,0.166666666666667,0,0,0,0,0,0,0,0,0.833333333333333,20,"97",24,"Steinschleuder/Stanschleuder"
"ID81","ID81",81,9,2,0,0,0,0,0,1,1,1,0.642857142857143,0.142857142857143,0,0,0,0,0,0.0714285714285714,0.0714285714285714,0.0714285714285714,0.642857142857143,9,"97",14,"Steinschleuder/Stanschleuder"
"ID82","ID82",82,8,0,0,0,0,0,0,0,1,0,0.888888888888889,0,0,0,0,0,0,0,0.111111111111111,0,0.888888888888889,8,"97",9,"Steinschleuder/Stanschleuder"
"ID83","ID83",83,3,1,0,0,0,0,0,1,0,0,0.6,0.2,0,0,0,0,0,0.2,0,0,0.6,3,"97",5,"Steinschleuder/Stanschleuder"
"ID84","ID84",84,4,2,0,1,0,0,0,0,0,0,0.571428571428571,0.285714285714286,0,0.142857142857143,0,0,0,0,0,0,0.571428571428571,4,"97",7,"Steinschleuder/Stanschleuder"
"ID85","ID85",85,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,3,"97",3,"Steinschleuder/Stanschleuder"
"ID86","ID86",86,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,"97",1,"Steinschleuder/Stanschleuder"
"ID87","ID87",87,3,1,0,0,0,1,0,0,0,0,0.6,0.2,0,0,0,0.2,0,0,0,0,0.6,3,"97",5,"Steinschleuder/Stanschleuder"
"ID88","ID88",88,3,1,0,0,0,0,0,0,0,0,0.75,0.25,0,0,0,0,0,0,0,0,0.75,3,"97",4,"Steinschleuder/Stanschleuder"
"ID89","ID89",89,6,4,0,1,0,0,0,0,0,1,0.5,0.333333333333333,0,0.0833333333333333,0,0,0,0,0,0.0833333333333333,0.5,6,"97",12,"Steinschleuder/Stanschleuder"
"ID90","ID90",90,9,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,9,"97",9,"Steinschleuder/Stanschleuder"
"ID91","ID91",91,10,1,0,0,0,0,0,0,0,0,0.909090909090909,0.0909090909090909,0,0,0,0,0,0,0,0,0.909090909090909,10,"97",11,"Steinschleuder/Stanschleuder"
"ID92","ID92",92,18,3,0,0,0,0,0,2,0,0,0.782608695652174,0.130434782608696,0,0,0,0,0,0.0869565217391304,0,0,0.782608695652174,18,"97",23,"Steinschleuder/Stanschleuder"
"ID93","ID93",93,1,1,0,0,0,0,0,0,0,0,0.5,0.5,0,0,0,0,0,0,0,0,0.5,1,"97",2,"Steinschleuder/Stanschleuder"
"ID94","ID94",94,6,2,0,1,0,0,0,0,0,0,0.666666666666667,0.222222222222222,0,0.111111111111111,0,0,0,0,0,0,0.666666666666667,6,"97",9,"Steinschleuder/Stanschleuder"
"ID95","ID95",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ID96","ID96",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ID97","ID97",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ID98","ID98",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ID99","ID99",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ID100","ID100",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ID101","ID101",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ID102","ID102",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ID103","ID103",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ID104","ID104",104,9,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,9,"97",9,"Steinschleuder/Stanschleuder"
"ID105","ID105",105,14,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,14,"97",14,"Steinschleuder/Stanschleuder"
"ID106","ID106",106,26,3,0,0,0,0,0,0,0,0,0.896551724137931,0.103448275862069,0,0,0,0,0,0,0,0,0.896551724137931,26,"97",29,"Steinschleuder/Stanschleuder"
"ID107","ID107",107,57,6,1,0,0,0,0,1,0,0,0.876923076923077,0.0923076923076923,0.0153846153846154,0,0,0,0,0.0153846153846154,0,0,0.876923076923077,57,"97",65,"Steinschleuder/Stanschleuder"
"ID108","ID108",108,38,4,0,2,2,0,0,1,0,0,0.808510638297872,0.0851063829787234,0,0.0425531914893617,0.0425531914893617,0,0,0.0212765957446809,0,0,0.808510638297872,38,"97",47,"Steinschleuder/Stanschleuder"
"ID109","ID109",109,172,20,0,2,1,0,1,6,1,1,0.843137254901961,0.0980392156862745,0,0.00980392156862745,0.00490196078431373,0,0.00490196078431373,0.0294117647058824,0.00490196078431373,0.00490196078431373,0.843137254901961,172,"97",204,"Steinschleuder/Stanschleuder"
"ID110","ID110",110,512,58,0,6,4,1,5,13,0,3,0.850498338870432,0.0963455149501661,0,0.00996677740863787,0.00664451827242525,0.00166112956810631,0.00830564784053156,0.0215946843853821,0,0.00498338870431894,0.850498338870432,512,"97",602,"Steinschleuder/Stanschleuder"
"ID111","ID111",111,109,20,1,1,0,0,0,4,1,0,0.801470588235294,0.147058823529412,0.00735294117647059,0.00735294117647059,0,0,0,0.0294117647058824,0.00735294117647059,0,0.801470588235294,109,"97",136,"Steinschleuder/Stanschleuder"
"ID112","ID112",112,527,57,1,4,7,1,2,13,0,5,0.854132901134522,0.0923824959481361,0.00162074554294976,0.00648298217179903,0.0113452188006483,0.00162074554294976,0.00324149108589951,0.0210696920583468,0,0.00810372771474878,0.854132901134522,527,"97",617,"Steinschleuder/Stanschleuder"
"ID113","ID113",113,227,36,0,4,3,0,1,10,1,5,0.790940766550523,0.125435540069686,0,0.0139372822299652,0.0104529616724739,0,0.00348432055749129,0.0348432055749129,0.00348432055749129,0.0174216027874564,0.790940766550523,227,"97",287,"Steinschleuder/Stanschleuder"
"ID114","ID114",114,84,9,0,1,2,0,0,5,0,0,0.831683168316832,0.0891089108910891,0,0.0099009900990099,0.0198019801980198,0,0,0.0495049504950495,0,0,0.831683168316832,84,"97",101,"Steinschleuder/Stanschleuder"
"ID115","ID115",115,41,2,0,0,0,0,0,1,0,2,0.891304347826087,0.0434782608695652,0,0,0,0,0,0.0217391304347826,0,0.0434782608695652,0.891304347826087,41,"97",46,"Steinschleuder/Stanschleuder"
"ID116","ID116",116,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,"97",1,"Steinschleuder/Stanschleuder"
"ID117","ID117",117,1,1,0,0,0,0,0,0,0,2,0.25,0.25,0,0,0,0,0,0,0,0.5,0.5,2,"107",4,"Katapult"
"ID118","ID118",118,1,0,0,0,0,0,0,0,0,1,0.5,0,0,0,0,0,0,0,0,0.5,0.5,1,"97",2,"Steinschleuder/Stanschleuder"
"ID119","ID119",119,4,3,0,0,0,0,1,0,0,1,0.444444444444444,0.333333333333333,0,0,0,0,0.111111111111111,0,0,0.111111111111111,0.444444444444444,4,"97",9,"Steinschleuder/Stanschleuder"
"ID120","ID120",120,59,24,0,1,0,0,0,4,0,6,0.627659574468085,0.25531914893617,0,0.0106382978723404,0,0,0,0.0425531914893617,0,0.0638297872340425,0.627659574468085,59,"97",94,"Steinschleuder/Stanschleuder"
"ID121","ID121",121,52,12,0,1,1,0,0,2,0,1,0.753623188405797,0.173913043478261,0,0.0144927536231884,0.0144927536231884,0,0,0.0289855072463768,0,0.0144927536231884,0.753623188405797,52,"97",69,"Steinschleuder/Stanschleuder"
"ID122","ID122",122,152,26,0,3,0,0,0,1,1,1,0.826086956521739,0.141304347826087,0,0.016304347826087,0,0,0,0.00543478260869565,0.00543478260869565,0.00543478260869565,0.826086956521739,152,"97",184,"Steinschleuder/Stanschleuder"
"ID123","ID123",123,344,81,1,3,2,0,0,3,3,2,0.783599088838269,0.184510250569476,0.00227790432801822,0.00683371298405467,0.00455580865603645,0,0,0.00683371298405467,0.00683371298405467,0.00455580865603645,0.783599088838269,344,"97",439,"Steinschleuder/Stanschleuder"
"ID124","ID124",124,84,23,1,0,0,1,0,0,1,0,0.763636363636364,0.209090909090909,0.00909090909090909,0,0,0.00909090909090909,0,0,0.00909090909090909,0,0.763636363636364,84,"97",110,"Steinschleuder/Stanschleuder"
"ID125","ID125",125,19,11,0,0,0,0,0,1,1,1,0.575757575757576,0.333333333333333,0,0,0,0,0,0.0303030303030303,0.0303030303030303,0.0303030303030303,0.575757575757576,19,"97",33,"Steinschleuder/Stanschleuder"
"ID126","ID126",126,35,9,0,0,0,0,0,0,0,0,0.795454545454545,0.204545454545455,0,0,0,0,0,0,0,0,0.795454545454545,35,"97",44,"Steinschleuder/Stanschleuder"
"ID127","ID127",127,6,1,0,0,0,0,0,1,0,0,0.75,0.125,0,0,0,0,0,0.125,0,0,0.75,6,"97",8,"Steinschleuder/Stanschleuder"
"ID128","ID128",128,6,4,0,0,0,0,0,1,1,0,0.5,0.333333333333333,0,0,0,0,0,0.0833333333333333,0.0833333333333333,0,0.5,6,"97",12,"Steinschleuder/Stanschleuder"
"ID129","ID129",129,7,1,0,0,0,0,0,0,0,0,0.875,0.125,0,0,0,0,0,0,0,0,0.875,7,"97",8,"Steinschleuder/Stanschleuder"
"ID130","ID130",130,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,7,"97",7,"Steinschleuder/Stanschleuder"
"ID131","ID131",131,9,1,0,0,0,1,0,0,0,0,0.818181818181818,0.0909090909090909,0,0,0,0.0909090909090909,0,0,0,0,0.818181818181818,9,"97",11,"Steinschleuder/Stanschleuder"
"ID132","ID132",132,13,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,13,"97",13,"Steinschleuder/Stanschleuder"
"ID133","ID133",133,25,4,0,1,0,0,0,1,0,0,0.806451612903226,0.129032258064516,0,0.032258064516129,0,0,0,0.032258064516129,0,0,0.806451612903226,25,"97",31,"Steinschleuder/Stanschleuder"
"ID134","ID134",134,53,20,0,1,0,0,0,0,1,2,0.688311688311688,0.25974025974026,0,0.012987012987013,0,0,0,0,0.012987012987013,0.025974025974026,0.688311688311688,53,"97",77,"Steinschleuder/Stanschleuder"
"ID135","ID135",135,35,6,0,0,0,0,0,0,0,0,0.853658536585366,0.146341463414634,0,0,0,0,0,0,0,0,0.853658536585366,35,"97",41,"Steinschleuder/Stanschleuder"
"ID136","ID136",136,41,8,0,0,0,0,0,0,1,0,0.82,0.16,0,0,0,0,0,0,0.02,0,0.82,41,"97",50,"Steinschleuder/Stanschleuder"
"ID137","ID137",137,5,2,0,0,0,0,0,0,0,0,0.714285714285714,0.285714285714286,0,0,0,0,0,0,0,0,0.714285714285714,5,"97",7,"Steinschleuder/Stanschleuder"
"ID138","ID138",138,4,1,0,0,0,0,0,0,0,0,0.8,0.2,0,0,0,0,0,0,0,0,0.8,4,"97",5,"Steinschleuder/Stanschleuder"
"ID139","ID139",139,4,1,0,2,0,0,0,0,0,0,0.571428571428571,0.142857142857143,0,0.285714285714286,0,0,0,0,0,0,0.571428571428571,4,"97",7,"Steinschleuder/Stanschleuder"
"ID140","ID140",140,2,1,0,0,0,0,0,0,0,0,0.666666666666667,0.333333333333333,0,0,0,0,0,0,0,0,0.666666666666667,2,"97",3,"Steinschleuder/Stanschleuder"
"ID141","ID141",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ID142","ID142",142,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,"98",1,"Schleuder"
"ID143","ID143",143,1,1,0,0,0,0,0,0,0,0,0.5,0.5,0,0,0,0,0,0,0,0,0.5,1,"97",2,"Steinschleuder/Stanschleuder"
"ID144","ID144",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ID145","ID145",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ID146","ID146",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ID147","ID147",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ID148","ID148",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ID149","ID149",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
