"id","hexID","X83","X84","X85","X86","rel_83","rel_84","rel_85","rel_86","relMax","absMax","maxLevel","total","antwort"
"ID1","ID1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ID2","ID2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ID3","ID3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ID4","ID4",4,1,0,0,0,1,0,0,0,1,1,"83",1,"Viertel nach zehn"
"ID5","ID5",5,0,0,1,0,0,0,1,0,1,1,"85",1,"Viertel ab zehn"
"ID6","ID6",6,0,0,2,0,0,0,1,0,1,2,"85",2,"Viertel ab zehn"
"ID7","ID7",7,3,0,8,0,0.272727272727273,0,0.727272727272727,0,0.727272727272727,8,"85",11,"Viertel ab zehn"
"ID8","ID8",8,1,1,6,0,0.125,0.125,0.75,0,0.75,6,"85",8,"Viertel ab zehn"
"ID9","ID9",9,1,0,2,0,0.333333333333333,0,0.666666666666667,0,0.666666666666667,2,"85",3,"Viertel ab zehn"
"ID10","ID10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ID11","ID11",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ID12","ID12",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ID13","ID13",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ID14","ID14",14,0,0,2,0,0,0,1,0,1,2,"85",2,"Viertel ab zehn"
"ID15","ID15",15,1,0,2,0,0.333333333333333,0,0.666666666666667,0,0.666666666666667,2,"85",3,"Viertel ab zehn"
"ID16","ID16",16,1,1,8,0,0.1,0.1,0.8,0,0.8,8,"85",10,"Viertel ab zehn"
"ID17","ID17",17,1,0,32,0,0.0303030303030303,0,0.96969696969697,0,0.96969696969697,32,"85",33,"Viertel ab zehn"
"ID18","ID18",18,0,1,3,0,0,0.25,0.75,0,0.75,3,"85",4,"Viertel ab zehn"
"ID19","ID19",19,3,1,0,0,0.75,0.25,0,0,0.75,3,"83",4,"Viertel nach zehn"
"ID20","ID20",20,4,1,3,0,0.5,0.125,0.375,0,0.5,4,"83",8,"Viertel nach zehn"
"ID21","ID21",21,2,0,2,0,0.5,0,0.5,0,0.5,2,"83",4,"Viertel nach zehn"
"ID22","ID22",22,0,0,1,0,0,0,1,0,1,1,"85",1,"Viertel ab zehn"
"ID23","ID23",23,0,1,0,0,0,1,0,0,1,1,"84",1,"Viertel elf"
"ID24","ID24",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ID25","ID25",25,1,0,1,0,0.5,0,0.5,0,0.5,1,"83",2,"Viertel nach zehn"
"ID26","ID26",26,1,0,1,0,0.5,0,0.5,0,0.5,1,"83",2,"Viertel nach zehn"
"ID27","ID27",27,6,1,45,0,0.115384615384615,0.0192307692307692,0.865384615384615,0,0.865384615384615,45,"85",52,"Viertel ab zehn"
"ID28","ID28",28,9,0,85,3,0.0927835051546392,0,0.876288659793814,0.0309278350515464,0.876288659793814,85,"85",97,"Viertel ab zehn"
"ID29","ID29",29,8,1,126,0,0.0592592592592593,0.00740740740740741,0.933333333333333,0,0.933333333333333,126,"85",135,"Viertel ab zehn"
"ID30","ID30",30,3,0,13,1,0.176470588235294,0,0.764705882352941,0.0588235294117647,0.764705882352941,13,"85",17,"Viertel ab zehn"
"ID31","ID31",31,0,0,1,0,0,0,1,0,1,1,"85",1,"Viertel ab zehn"
"ID32","ID32",32,1,0,2,0,0.333333333333333,0,0.666666666666667,0,0.666666666666667,2,"85",3,"Viertel ab zehn"
"ID33","ID33",33,1,1,1,0,0.333333333333333,0.333333333333333,0.333333333333333,0,0.333333333333333,1,"83",3,"Viertel nach zehn"
"ID34","ID34",34,2,0,0,0,1,0,0,0,1,2,"83",2,"Viertel nach zehn"
"ID35","ID35",35,0,1,0,0,0,1,0,0,1,1,"84",1,"Viertel elf"
"ID36","ID36",36,1,0,1,0,0.5,0,0.5,0,0.5,1,"83",2,"Viertel nach zehn"
"ID37","ID37",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ID38","ID38",38,0,0,2,0,0,0,1,0,1,2,"85",2,"Viertel ab zehn"
"ID39","ID39",39,1,0,0,0,1,0,0,0,1,1,"83",1,"Viertel nach zehn"
"ID40","ID40",40,4,0,0,0,1,0,0,0,1,4,"83",4,"Viertel nach zehn"
"ID41","ID41",41,2,0,1,0,0.666666666666667,0,0.333333333333333,0,0.666666666666667,2,"83",3,"Viertel nach zehn"
"ID42","ID42",42,3,0,0,0,1,0,0,0,1,3,"83",3,"Viertel nach zehn"
"ID43","ID43",43,0,0,1,0,0,0,1,0,1,1,"85",1,"Viertel ab zehn"
"ID44","ID44",44,1,0,15,0,0.0625,0,0.9375,0,0.9375,15,"85",16,"Viertel ab zehn"
"ID45","ID45",45,0,0,18,0,0,0,1,0,1,18,"85",18,"Viertel ab zehn"
"ID46","ID46",46,2,0,17,0,0.105263157894737,0,0.894736842105263,0,0.894736842105263,17,"85",19,"Viertel ab zehn"
"ID47","ID47",47,2,0,8,0,0.2,0,0.8,0,0.8,8,"85",10,"Viertel ab zehn"
"ID48","ID48",48,3,0,11,2,0.1875,0,0.6875,0.125,0.6875,11,"85",16,"Viertel ab zehn"
"ID49","ID49",49,2,0,11,0,0.153846153846154,0,0.846153846153846,0,0.846153846153846,11,"85",13,"Viertel ab zehn"
"ID50","ID50",50,1,0,10,0,0.0909090909090909,0,0.909090909090909,0,0.909090909090909,10,"85",11,"Viertel ab zehn"
"ID51","ID51",51,1,0,3,0,0.25,0,0.75,0,0.75,3,"85",4,"Viertel ab zehn"
"ID52","ID52",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ID53","ID53",53,1,0,3,0,0.25,0,0.75,0,0.75,3,"85",4,"Viertel ab zehn"
"ID54","ID54",54,1,1,0,0,0.5,0.5,0,0,0.5,1,"83",2,"Viertel nach zehn"
"ID55","ID55",55,1,0,0,0,1,0,0,0,1,1,"83",1,"Viertel nach zehn"
"ID56","ID56",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ID57","ID57",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ID58","ID58",58,3,1,3,0,0.428571428571429,0.142857142857143,0.428571428571429,0,0.428571428571429,3,"83",7,"Viertel nach zehn"
"ID59","ID59",59,6,0,29,0,0.171428571428571,0,0.828571428571429,0,0.828571428571429,29,"85",35,"Viertel ab zehn"
"ID60","ID60",60,0,0,1,0,0,0,1,0,1,1,"85",1,"Viertel ab zehn"
"ID61","ID61",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ID62","ID62",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ID63","ID63",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ID64","ID64",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ID65","ID65",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ID66","ID66",66,3,24,0,0,0.111111111111111,0.888888888888889,0,0,0.888888888888889,24,"84",27,"Viertel elf"
"ID67","ID67",67,5,33,0,0,0.131578947368421,0.868421052631579,0,0,0.868421052631579,33,"84",38,"Viertel elf"
"ID68","ID68",68,1,16,0,0,0.0588235294117647,0.941176470588235,0,0,0.941176470588235,16,"84",17,"Viertel elf"
"ID69","ID69",69,1,10,0,0,0.0909090909090909,0.909090909090909,0,0,0.909090909090909,10,"84",11,"Viertel elf"
"ID70","ID70",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ID71","ID71",71,0,0,1,0,0,0,1,0,1,1,"85",1,"Viertel ab zehn"
"ID72","ID72",72,4,1,1,0,0.666666666666667,0.166666666666667,0.166666666666667,0,0.666666666666667,4,"83",6,"Viertel nach zehn"
"ID73","ID73",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ID74","ID74",74,0,0,2,0,0,0,1,0,1,2,"85",2,"Viertel ab zehn"
"ID75","ID75",75,2,0,1,0,0.666666666666667,0,0.333333333333333,0,0.666666666666667,2,"83",3,"Viertel nach zehn"
"ID76","ID76",76,0,1,20,0,0,0.0476190476190476,0.952380952380952,0,0.952380952380952,20,"85",21,"Viertel ab zehn"
"ID77","ID77",77,0,0,14,0,0,0,1,0,1,14,"85",14,"Viertel ab zehn"
"ID78","ID78",78,5,0,70,0,0.0666666666666667,0,0.933333333333333,0,0.933333333333333,70,"85",75,"Viertel ab zehn"
"ID79","ID79",79,8,1,45,0,0.148148148148148,0.0185185185185185,0.833333333333333,0,0.833333333333333,45,"85",54,"Viertel ab zehn"
"ID80","ID80",80,1,0,18,0,0.0526315789473684,0,0.947368421052632,0,0.947368421052632,18,"85",19,"Viertel ab zehn"
"ID81","ID81",81,4,0,11,0,0.266666666666667,0,0.733333333333333,0,0.733333333333333,11,"85",15,"Viertel ab zehn"
"ID82","ID82",82,1,0,6,0,0.142857142857143,0,0.857142857142857,0,0.857142857142857,6,"85",7,"Viertel ab zehn"
"ID83","ID83",83,1,0,5,0,0.166666666666667,0,0.833333333333333,0,0.833333333333333,5,"85",6,"Viertel ab zehn"
"ID84","ID84",84,1,2,5,0,0.125,0.25,0.625,0,0.625,5,"85",8,"Viertel ab zehn"
"ID85","ID85",85,0,0,3,0,0,0,1,0,1,3,"85",3,"Viertel ab zehn"
"ID86","ID86",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ID87","ID87",87,1,1,5,0,0.142857142857143,0.142857142857143,0.714285714285714,0,0.714285714285714,5,"85",7,"Viertel ab zehn"
"ID88","ID88",88,1,0,2,0,0.333333333333333,0,0.666666666666667,0,0.666666666666667,2,"85",3,"Viertel ab zehn"
"ID89","ID89",89,2,0,8,1,0.181818181818182,0,0.727272727272727,0.0909090909090909,0.727272727272727,8,"85",11,"Viertel ab zehn"
"ID90","ID90",90,0,0,11,0,0,0,1,0,1,11,"85",11,"Viertel ab zehn"
"ID91","ID91",91,2,0,17,0,0.105263157894737,0,0.894736842105263,0,0.894736842105263,17,"85",19,"Viertel ab zehn"
"ID92","ID92",92,3,2,14,0,0.157894736842105,0.105263157894737,0.736842105263158,0,0.736842105263158,14,"85",19,"Viertel ab zehn"
"ID93","ID93",93,3,0,0,0,1,0,0,0,1,3,"83",3,"Viertel nach zehn"
"ID94","ID94",94,1,0,0,0,1,0,0,0,1,1,"83",1,"Viertel nach zehn"
"ID95","ID95",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ID96","ID96",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ID97","ID97",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ID98","ID98",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ID99","ID99",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ID100","ID100",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ID101","ID101",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ID102","ID102",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ID103","ID103",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ID104","ID104",104,2,2,0,0,0.5,0.5,0,0,0.5,2,"83",4,"Viertel nach zehn"
"ID105","ID105",105,1,14,0,1,0.0625,0.875,0,0.0625,0.875,14,"84",16,"Viertel elf"
"ID106","ID106",106,2,28,0,0,0.0666666666666667,0.933333333333333,0,0,0.933333333333333,28,"84",30,"Viertel elf"
"ID107","ID107",107,1,58,0,1,0.0166666666666667,0.966666666666667,0,0.0166666666666667,0.966666666666667,58,"84",60,"Viertel elf"
"ID108","ID108",108,4,54,0,0,0.0689655172413793,0.931034482758621,0,0,0.931034482758621,54,"84",58,"Viertel elf"
"ID109","ID109",109,33,481,0,3,0.0638297872340425,0.93036750483559,0,0.00580270793036751,0.93036750483559,481,"84",517,"Viertel elf"
"ID110","ID110",110,23,274,1,2,0.0766666666666667,0.913333333333333,0.00333333333333333,0.00666666666666667,0.913333333333333,274,"84",300,"Viertel elf"
"ID111","ID111",111,11,131,0,0,0.0774647887323944,0.922535211267606,0,0,0.922535211267606,131,"84",142,"Viertel elf"
"ID112","ID112",112,49,780,0,2,0.0589651022864019,0.938628158844765,0,0.00240673886883273,0.938628158844765,780,"84",831,"Viertel elf"
"ID113","ID113",113,9,92,0,0,0.0891089108910891,0.910891089108911,0,0,0.910891089108911,92,"84",101,"Viertel elf"
"ID114","ID114",114,7,113,0,0,0.0583333333333333,0.941666666666667,0,0,0.941666666666667,113,"84",120,"Viertel elf"
"ID115","ID115",115,5,33,0,1,0.128205128205128,0.846153846153846,0,0.0256410256410256,0.846153846153846,33,"84",39,"Viertel elf"
"ID116","ID116",116,1,0,2,0,0.333333333333333,0,0.666666666666667,0,0.666666666666667,2,"85",3,"Viertel ab zehn"
"ID117","ID117",117,0,0,1,0,0,0,1,0,1,1,"85",1,"Viertel ab zehn"
"ID118","ID118",118,1,0,3,0,0.25,0,0.75,0,0.75,3,"85",4,"Viertel ab zehn"
"ID119","ID119",119,3,2,10,1,0.1875,0.125,0.625,0.0625,0.625,10,"85",16,"Viertel ab zehn"
"ID120","ID120",120,10,1,88,0,0.101010101010101,0.0101010101010101,0.888888888888889,0,0.888888888888889,88,"85",99,"Viertel ab zehn"
"ID121","ID121",121,2,1,36,0,0.0512820512820513,0.0256410256410256,0.923076923076923,0,0.923076923076923,36,"85",39,"Viertel ab zehn"
"ID122","ID122",122,29,0,404,0,0.0669745958429561,0,0.933025404157044,0,0.933025404157044,404,"85",433,"Viertel ab zehn"
"ID123","ID123",123,12,0,163,0,0.0685714285714286,0,0.931428571428571,0,0.931428571428571,163,"85",175,"Viertel ab zehn"
"ID124","ID124",124,4,0,86,0,0.0444444444444444,0,0.955555555555556,0,0.955555555555556,86,"85",90,"Viertel ab zehn"
"ID125","ID125",125,4,1,36,0,0.0975609756097561,0.024390243902439,0.878048780487805,0,0.878048780487805,36,"85",41,"Viertel ab zehn"
"ID126","ID126",126,2,0,26,1,0.0689655172413793,0,0.896551724137931,0.0344827586206897,0.896551724137931,26,"85",29,"Viertel ab zehn"
"ID127","ID127",127,3,0,6,0,0.333333333333333,0,0.666666666666667,0,0.666666666666667,6,"85",9,"Viertel ab zehn"
"ID128","ID128",128,2,1,8,0,0.181818181818182,0.0909090909090909,0.727272727272727,0,0.727272727272727,8,"85",11,"Viertel ab zehn"
"ID129","ID129",129,0,0,4,0,0,0,1,0,1,4,"85",4,"Viertel ab zehn"
"ID130","ID130",130,0,0,6,0,0,0,1,0,1,6,"85",6,"Viertel ab zehn"
"ID131","ID131",131,1,0,11,0,0.0833333333333333,0,0.916666666666667,0,0.916666666666667,11,"85",12,"Viertel ab zehn"
"ID132","ID132",132,3,0,12,0,0.2,0,0.8,0,0.8,12,"85",15,"Viertel ab zehn"
"ID133","ID133",133,2,0,47,0,0.0408163265306122,0,0.959183673469388,0,0.959183673469388,47,"85",49,"Viertel ab zehn"
"ID134","ID134",134,2,1,66,0,0.0289855072463768,0.0144927536231884,0.956521739130435,0,0.956521739130435,66,"85",69,"Viertel ab zehn"
"ID135","ID135",135,4,0,24,0,0.142857142857143,0,0.857142857142857,0,0.857142857142857,24,"85",28,"Viertel ab zehn"
"ID136","ID136",136,5,1,38,0,0.113636363636364,0.0227272727272727,0.863636363636364,0,0.863636363636364,38,"85",44,"Viertel ab zehn"
"ID137","ID137",137,1,0,3,0,0.25,0,0.75,0,0.75,3,"85",4,"Viertel ab zehn"
"ID138","ID138",138,3,0,6,0,0.333333333333333,0,0.666666666666667,0,0.666666666666667,6,"85",9,"Viertel ab zehn"
"ID139","ID139",139,0,0,1,1,0,0,0.5,0.5,0.5,1,"85",2,"Viertel ab zehn"
"ID140","ID140",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ID141","ID141",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ID142","ID142",142,4,0,0,0,1,0,0,0,1,4,"83",4,"Viertel nach zehn"
"ID143","ID143",143,11,0,0,0,1,0,0,0,1,11,"83",11,"Viertel nach zehn"
"ID144","ID144",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ID145","ID145",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ID146","ID146",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ID147","ID147",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ID148","ID148",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ID149","ID149",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ID150","ID150",150,0,0,0,1,0,0,0,1,1,1,"86",1,"Viertel über zehn"
"ID151","ID151",151,23,0,0,0,1,0,0,0,1,23,"83",23,"Viertel nach zehn"
"ID152","ID152",152,40,4,0,1,0.888888888888889,0.0888888888888889,0,0.0222222222222222,0.888888888888889,40,"83",45,"Viertel nach zehn"
"ID153","ID153",153,25,9,0,0,0.735294117647059,0.264705882352941,0,0,0.735294117647059,25,"83",34,"Viertel nach zehn"
"ID154","ID154",154,43,13,0,3,0.728813559322034,0.220338983050847,0,0.0508474576271186,0.728813559322034,43,"83",59,"Viertel nach zehn"
"ID155","ID155",155,3,35,0,0,0.0789473684210526,0.921052631578947,0,0,0.921052631578947,35,"84",38,"Viertel elf"
"ID156","ID156",156,2,45,0,0,0.0425531914893617,0.957446808510638,0,0,0.957446808510638,45,"84",47,"Viertel elf"
"ID157","ID157",157,3,38,0,1,0.0714285714285714,0.904761904761905,0,0.0238095238095238,0.904761904761905,38,"84",42,"Viertel elf"
"ID158","ID158",158,19,238,0,4,0.0727969348659004,0.911877394636015,0,0.0153256704980843,0.911877394636015,238,"84",261,"Viertel elf"
"ID159","ID159",159,6,120,0,0,0.0476190476190476,0.952380952380952,0,0,0.952380952380952,120,"84",126,"Viertel elf"
"ID160","ID160",160,2,65,0,1,0.0294117647058824,0.955882352941177,0,0.0147058823529412,0.955882352941177,65,"84",68,"Viertel elf"
"ID161","ID161",161,9,103,0,0,0.0803571428571429,0.919642857142857,0,0,0.919642857142857,103,"84",112,"Viertel elf"
"ID162","ID162",162,3,65,1,0,0.0434782608695652,0.942028985507246,0.0144927536231884,0,0.942028985507246,65,"84",69,"Viertel elf"
"ID163","ID163",163,6,210,0,0,0.0277777777777778,0.972222222222222,0,0,0.972222222222222,210,"84",216,"Viertel elf"
"ID164","ID164",164,0,36,0,0,0,1,0,0,1,36,"84",36,"Viertel elf"
"ID165","ID165",165,2,42,0,0,0.0454545454545455,0.954545454545455,0,0,0.954545454545455,42,"84",44,"Viertel elf"
"ID166","ID166",166,4,123,0,2,0.0310077519379845,0.953488372093023,0,0.0155038759689922,0.953488372093023,123,"84",129,"Viertel elf"
"ID167","ID167",167,4,15,0,0,0.210526315789474,0.789473684210526,0,0,0.789473684210526,15,"84",19,"Viertel elf"
"ID168","ID168",168,4,85,1,1,0.043956043956044,0.934065934065934,0.010989010989011,0.010989010989011,0.934065934065934,85,"84",91,"Viertel elf"
"ID169","ID169",169,1,65,0,0,0.0151515151515152,0.984848484848485,0,0,0.984848484848485,65,"84",66,"Viertel elf"
"ID170","ID170",170,15,156,1,1,0.0867052023121387,0.901734104046243,0.00578034682080925,0.00578034682080925,0.901734104046243,156,"84",173,"Viertel elf"
"ID171","ID171",171,1,18,0,1,0.05,0.9,0,0.05,0.9,18,"84",20,"Viertel elf"
"ID172","ID172",172,2,20,0,0,0.0909090909090909,0.909090909090909,0,0,0.909090909090909,20,"84",22,"Viertel elf"
"ID173","ID173",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ID174","ID174",174,1,0,0,0,1,0,0,0,1,1,"83",1,"Viertel nach zehn"
"ID175","ID175",175,1,0,0,0,1,0,0,0,1,1,"83",1,"Viertel nach zehn"
"ID176","ID176",176,0,0,3,0,0,0,1,0,1,3,"85",3,"Viertel ab zehn"
"ID177","ID177",177,9,0,115,0,0.0725806451612903,0,0.92741935483871,0,0.92741935483871,115,"85",124,"Viertel ab zehn"
"ID178","ID178",178,16,2,270,0,0.0555555555555556,0.00694444444444444,0.9375,0,0.9375,270,"85",288,"Viertel ab zehn"
"ID179","ID179",179,87,5,1586,3,0.0517549077929804,0.00297441998810232,0.943486020226056,0.00178465199286139,0.943486020226056,1586,"85",1681,"Viertel ab zehn"
"ID180","ID180",180,12,0,276,0,0.0416666666666667,0,0.958333333333333,0,0.958333333333333,276,"85",288,"Viertel ab zehn"
"ID181","ID181",181,10,0,124,0,0.0746268656716418,0,0.925373134328358,0,0.925373134328358,124,"85",134,"Viertel ab zehn"
"ID182","ID182",182,5,1,52,0,0.0862068965517241,0.0172413793103448,0.896551724137931,0,0.896551724137931,52,"85",58,"Viertel ab zehn"
"ID183","ID183",183,5,1,43,1,0.1,0.02,0.86,0.02,0.86,43,"85",50,"Viertel ab zehn"
"ID184","ID184",184,7,0,81,0,0.0795454545454545,0,0.920454545454545,0,0.920454545454545,81,"85",88,"Viertel ab zehn"
"ID185","ID185",185,1,1,36,0,0.0263157894736842,0.0263157894736842,0.947368421052632,0,0.947368421052632,36,"85",38,"Viertel ab zehn"
"ID186","ID186",186,5,0,76,0,0.0617283950617284,0,0.938271604938272,0,0.938271604938272,76,"85",81,"Viertel ab zehn"
"ID187","ID187",187,1,0,18,0,0.0526315789473684,0,0.947368421052632,0,0.947368421052632,18,"85",19,"Viertel ab zehn"
"ID188","ID188",188,2,0,14,0,0.125,0,0.875,0,0.875,14,"85",16,"Viertel ab zehn"
"ID189","ID189",189,4,1,12,1,0.222222222222222,0.0555555555555556,0.666666666666667,0.0555555555555556,0.666666666666667,12,"85",18,"Viertel ab zehn"
"ID190","ID190",190,4,1,22,0,0.148148148148148,0.037037037037037,0.814814814814815,0,0.814814814814815,22,"85",27,"Viertel ab zehn"
"ID191","ID191",191,44,2,284,1,0.132930513595166,0.00604229607250755,0.858006042296072,0.00302114803625378,0.858006042296072,284,"85",331,"Viertel ab zehn"
"ID192","ID192",192,5,0,89,0,0.0531914893617021,0,0.946808510638298,0,0.946808510638298,89,"85",94,"Viertel ab zehn"
"ID193","ID193",193,5,0,27,0,0.15625,0,0.84375,0,0.84375,27,"85",32,"Viertel ab zehn"
"ID194","ID194",194,8,0,12,1,0.380952380952381,0,0.571428571428571,0.0476190476190476,0.571428571428571,12,"85",21,"Viertel ab zehn"
"ID195","ID195",195,6,0,0,0,1,0,0,0,1,6,"83",6,"Viertel nach zehn"
"ID196","ID196",196,3,3,1,0,0.428571428571429,0.428571428571429,0.142857142857143,0,0.428571428571429,3,"83",7,"Viertel nach zehn"
"ID197","ID197",197,8,2,0,0,0.8,0.2,0,0,0.8,8,"83",10,"Viertel nach zehn"
"ID198","ID198",198,11,1,0,0,0.916666666666667,0.0833333333333333,0,0,0.916666666666667,11,"83",12,"Viertel nach zehn"
"ID199","ID199",199,5,0,0,0,1,0,0,0,1,5,"83",5,"Viertel nach zehn"
"ID200","ID200",200,12,1,1,3,0.705882352941177,0.0588235294117647,0.0588235294117647,0.176470588235294,0.705882352941177,12,"83",17,"Viertel nach zehn"
"ID201","ID201",201,10,1,0,1,0.833333333333333,0.0833333333333333,0,0.0833333333333333,0.833333333333333,10,"83",12,"Viertel nach zehn"
"ID202","ID202",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ID203","ID203",203,1,0,0,0,1,0,0,0,1,1,"83",1,"Viertel nach zehn"
"ID204","ID204",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ID205","ID205",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ID206","ID206",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ID207","ID207",207,1,0,0,0,1,0,0,0,1,1,"83",1,"Viertel nach zehn"
"ID208","ID208",208,14,0,0,5,0.736842105263158,0,0,0.263157894736842,0.736842105263158,14,"83",19,"Viertel nach zehn"
"ID209","ID209",209,19,1,0,4,0.791666666666667,0.0416666666666667,0,0.166666666666667,0.791666666666667,19,"83",24,"Viertel nach zehn"
"ID210","ID210",210,28,1,0,6,0.8,0.0285714285714286,0,0.171428571428571,0.8,28,"83",35,"Viertel nach zehn"
"ID211","ID211",211,212,27,0,8,0.8582995951417,0.109311740890688,0,0.0323886639676113,0.8582995951417,212,"83",247,"Viertel nach zehn"
"ID212","ID212",212,4,15,0,0,0.210526315789474,0.789473684210526,0,0,0.789473684210526,15,"84",19,"Viertel elf"
"ID213","ID213",213,3,15,0,0,0.166666666666667,0.833333333333333,0,0,0.833333333333333,15,"84",18,"Viertel elf"
"ID214","ID214",214,3,25,1,0,0.103448275862069,0.862068965517241,0.0344827586206897,0,0.862068965517241,25,"84",29,"Viertel elf"
"ID215","ID215",215,5,76,0,1,0.0609756097560976,0.926829268292683,0,0.0121951219512195,0.926829268292683,76,"84",82,"Viertel elf"
"ID216","ID216",216,4,45,0,0,0.0816326530612245,0.918367346938776,0,0,0.918367346938776,45,"84",49,"Viertel elf"
"ID217","ID217",217,3,17,0,0,0.15,0.85,0,0,0.85,17,"84",20,"Viertel elf"
"ID218","ID218",218,2,16,0,0,0.111111111111111,0.888888888888889,0,0,0.888888888888889,16,"84",18,"Viertel elf"
"ID219","ID219",219,1,16,0,1,0.0555555555555556,0.888888888888889,0,0.0555555555555556,0.888888888888889,16,"84",18,"Viertel elf"
"ID220","ID220",220,1,29,0,0,0.0333333333333333,0.966666666666667,0,0,0.966666666666667,29,"84",30,"Viertel elf"
"ID221","ID221",221,2,64,0,0,0.0303030303030303,0.96969696969697,0,0,0.96969696969697,64,"84",66,"Viertel elf"
"ID222","ID222",222,2,19,1,1,0.0869565217391304,0.826086956521739,0.0434782608695652,0.0434782608695652,0.826086956521739,19,"84",23,"Viertel elf"
"ID223","ID223",223,7,120,0,5,0.053030303030303,0.909090909090909,0,0.0378787878787879,0.909090909090909,120,"84",132,"Viertel elf"
"ID224","ID224",224,6,36,0,3,0.133333333333333,0.8,0,0.0666666666666667,0.8,36,"84",45,"Viertel elf"
"ID225","ID225",225,4,30,0,1,0.114285714285714,0.857142857142857,0,0.0285714285714286,0.857142857142857,30,"84",35,"Viertel elf"
"ID226","ID226",226,10,102,0,1,0.0884955752212389,0.902654867256637,0,0.00884955752212389,0.902654867256637,102,"84",113,"Viertel elf"
"ID227","ID227",227,14,89,0,1,0.134615384615385,0.855769230769231,0,0.00961538461538462,0.855769230769231,89,"84",104,"Viertel elf"
"ID228","ID228",228,7,67,1,1,0.0921052631578947,0.881578947368421,0.0131578947368421,0.0131578947368421,0.881578947368421,67,"84",76,"Viertel elf"
"ID229","ID229",229,5,47,0,2,0.0925925925925926,0.87037037037037,0,0.037037037037037,0.87037037037037,47,"84",54,"Viertel elf"
"ID230","ID230",230,6,106,0,2,0.0526315789473684,0.929824561403509,0,0.0175438596491228,0.929824561403509,106,"84",114,"Viertel elf"
"ID231","ID231",231,6,26,0,0,0.1875,0.8125,0,0,0.8125,26,"84",32,"Viertel elf"
