"id","hexID","X121","X122","X123","X124","X125","X127","X128","X129","X130","X131","X134","X135","X136","X139","X140","X141","X142","X143","X144","X9999","rel_121","rel_122","rel_123","rel_124","rel_125","rel_127","rel_128","rel_129","rel_130","rel_131","rel_134","rel_135","rel_136","rel_139","rel_140","rel_141","rel_142","rel_143","rel_144","rel_9999","relMax","absMax","maxLevel","total","antwort"
"ID642","ID642",642,86,0,3,0,0,80,2,7,1,0,11,0,14,1,0,0,0,143,2,2,0.244318181818182,0,0.00852272727272727,0,0,0.227272727272727,0.00568181818181818,0.0198863636363636,0.00284090909090909,0,0.03125,0,0.0397727272727273,0.00284090909090909,0,0,0,0.40625,0.00568181818181818,0.00568181818181818,0.40625,143,"143",352,"Gluckser"
"ID643","ID643",643,78,1,13,0,3,112,5,5,0,0,9,0,12,2,0,0,0,192,1,4,0.178489702517162,0.0022883295194508,0.0297482837528604,0,0.0068649885583524,0.25629290617849,0.011441647597254,0.011441647597254,0,0,0.0205949656750572,0,0.0274599542334096,0.0045766590389016,0,0,0,0.439359267734554,0.0022883295194508,0.0091533180778032,0.439359267734554,192,"143",437,"Gluckser"
"ID644","ID644",644,17,0,3,0,1,27,1,3,0,0,0,0,2,0,0,0,0,47,1,3,0.161904761904762,0,0.0285714285714286,0,0.00952380952380952,0.257142857142857,0.00952380952380952,0.0285714285714286,0,0,0,0,0.019047619047619,0,0,0,0,0.447619047619048,0.00952380952380952,0.0285714285714286,0.447619047619048,47,"143",105,"Gluckser"
"ID645","ID645",645,72,1,9,0,2,102,4,7,1,0,0,1,17,0,0,0,1,75,0,2,0.244897959183673,0.00340136054421769,0.0306122448979592,0,0.00680272108843537,0.346938775510204,0.0136054421768707,0.0238095238095238,0.00340136054421769,0,0,0.00340136054421769,0.0578231292517007,0,0,0,0.00340136054421769,0.255102040816327,0,0.00680272108843537,0.346938775510204,102,"127",294,"Hickser"
"ID646","ID646",646,53,1,2,1,0,70,12,4,0,0,1,0,62,0,0,0,0,18,1,3,0.232456140350877,0.0043859649122807,0.0087719298245614,0.0043859649122807,0,0.307017543859649,0.0526315789473684,0.0175438596491228,0,0,0.0043859649122807,0,0.271929824561404,0,0,0,0,0.0789473684210526,0.0043859649122807,0.0131578947368421,0.307017543859649,70,"127",228,"Hickser"
"ID647","ID647",647,58,0,4,1,1,125,31,6,2,0,1,1,161,0,1,0,1,5,0,2,0.145,0,0.01,0.0025,0.0025,0.3125,0.0775,0.015,0.005,0,0.0025,0.0025,0.4025,0,0.0025,0,0.0025,0.0125,0,0.005,0.4025,161,"136",400,"Hecker"
"ID648","ID648",648,57,0,3,0,0,68,13,9,0,0,0,0,105,3,1,0,0,3,1,1,0.215909090909091,0,0.0113636363636364,0,0,0.257575757575758,0.0492424242424242,0.0340909090909091,0,0,0,0,0.397727272727273,0.0113636363636364,0.00378787878787879,0,0,0.0113636363636364,0.00378787878787879,0.00378787878787879,0.397727272727273,105,"136",264,"Hecker"
"ID649","ID649",649,131,2,2,0,0,120,24,12,1,0,0,0,143,1,0,0,1,2,0,1,0.297727272727273,0.00454545454545455,0.00454545454545455,0,0,0.272727272727273,0.0545454545454545,0.0272727272727273,0.00227272727272727,0,0,0,0.325,0.00227272727272727,0,0,0.00227272727272727,0.00454545454545455,0,0.00227272727272727,0.325,143,"136",440,"Hecker"
"ID650","ID650",650,37,1,0,2,1,42,9,2,0,0,0,0,58,0,0,0,0,0,0,0,0.243421052631579,0.00657894736842105,0,0.0131578947368421,0.00657894736842105,0.276315789473684,0.0592105263157895,0.0131578947368421,0,0,0,0,0.381578947368421,0,0,0,0,0,0,0,0.381578947368421,58,"136",152,"Hecker"
"ID651","ID651",651,382,3,2,0,1,114,7,40,4,1,0,0,35,12,1,0,2,1,1,9,0.621138211382114,0.0048780487804878,0.0032520325203252,0,0.0016260162601626,0.185365853658537,0.0113821138211382,0.0650406504065041,0.00650406504065041,0.0016260162601626,0,0,0.0569105691056911,0.0195121951219512,0.0016260162601626,0,0.0032520325203252,0.0016260162601626,0.0016260162601626,0.0146341463414634,0.621138211382114,382,"121",615,"Schluckauf"
"ID652","ID652",652,68,0,1,0,0,18,3,13,0,0,0,0,8,1,0,0,0,0,0,7,0.571428571428571,0,0.00840336134453781,0,0,0.151260504201681,0.0252100840336134,0.109243697478992,0,0,0,0,0.0672268907563025,0.00840336134453781,0,0,0,0,0,0.0588235294117647,0.571428571428571,68,"121",119,"Schluckauf"
"ID653","ID653",653,126,0,0,0,4,43,3,24,2,1,0,1,11,6,2,0,2,1,0,6,0.543103448275862,0,0,0,0.0172413793103448,0.185344827586207,0.0129310344827586,0.103448275862069,0.00862068965517241,0.00431034482758621,0,0.00431034482758621,0.0474137931034483,0.0258620689655172,0.00862068965517241,0,0.00862068965517241,0.00431034482758621,0,0.0258620689655172,0.543103448275862,126,"121",232,"Schluckauf"
"ID654","ID654",654,173,2,3,0,2,39,1,21,0,0,1,0,2,12,4,0,1,0,0,13,0.631386861313869,0.0072992700729927,0.0109489051094891,0,0.0072992700729927,0.142335766423358,0.00364963503649635,0.0766423357664234,0,0,0.00364963503649635,0,0.0072992700729927,0.0437956204379562,0.0145985401459854,0,0.00364963503649635,0,0,0.0474452554744526,0.631386861313869,173,"121",274,"Schluckauf"
"ID655","ID655",655,318,1,2,1,4,70,5,40,0,0,0,0,5,82,4,0,6,0,0,7,0.58348623853211,0.0018348623853211,0.0036697247706422,0.0018348623853211,0.0073394495412844,0.128440366972477,0.00917431192660551,0.073394495412844,0,0,0,0,0.00917431192660551,0.15045871559633,0.0073394495412844,0,0.0110091743119266,0,0,0.0128440366972477,0.58348623853211,318,"121",545,"Schluckauf"
"ID656","ID656",656,158,2,1,0,1,29,0,11,0,0,0,0,4,50,1,0,5,1,0,4,0.591760299625468,0.00749063670411985,0.00374531835205993,0,0.00374531835205993,0.108614232209738,0,0.0411985018726592,0,0,0,0,0.0149812734082397,0.187265917602996,0.00374531835205993,0,0.0187265917602996,0.00374531835205993,0,0.0149812734082397,0.591760299625468,158,"121",267,"Schluckauf"
"ID657","ID657",657,237,1,5,0,2,53,0,26,0,0,1,2,1,110,2,0,11,0,0,3,0.522026431718062,0.00220264317180617,0.0110132158590308,0,0.00440528634361234,0.116740088105727,0,0.0572687224669604,0,0,0.00220264317180617,0.00440528634361234,0.00220264317180617,0.242290748898678,0.00440528634361234,0,0.0242290748898678,0,0,0.0066079295154185,0.522026431718062,237,"121",454,"Schluckauf"
"ID658","ID658",658,435,2,4,2,4,106,3,29,3,1,1,1,1,153,1,0,17,0,0,11,0.562015503875969,0.00258397932816537,0.00516795865633075,0.00258397932816537,0.00516795865633075,0.136950904392765,0.00387596899224806,0.0374677002583979,0.00387596899224806,0.00129198966408269,0.00129198966408269,0.00129198966408269,0.00129198966408269,0.197674418604651,0.00129198966408269,0,0.0219638242894057,0,0,0.0142118863049096,0.562015503875969,435,"121",774,"Schluckauf"
"ID659","ID659",659,1008,7,13,1,9,170,6,72,3,1,4,2,3,286,9,0,20,9,2,21,0.612393681652491,0.00425273390036452,0.00789793438639125,0.000607533414337789,0.0054678007290401,0.103280680437424,0.00364520048602673,0.0437424058323208,0.00182260024301337,0.000607533414337789,0.00243013365735115,0.00121506682867558,0.00182260024301337,0.173754556500608,0.0054678007290401,0,0.0121506682867558,0.0054678007290401,0.00121506682867558,0.0127582017010936,0.612393681652491,1008,"121",1646,"Schluckauf"
"ID660","ID660",660,1012,4,19,1,12,179,6,81,3,1,2,2,4,308,4,1,22,7,1,28,0.596346493812611,0.00235710076605775,0.0111962286387743,0.000589275191514437,0.00707130229817325,0.105480259281084,0.00353565114908662,0.0477312905126694,0.00176782557454331,0.000589275191514437,0.00117855038302887,0.00117855038302887,0.00235710076605775,0.181496758986447,0.00235710076605775,0.000589275191514437,0.0129640542133176,0.00412492634060106,0.000589275191514437,0.0164997053624042,0.596346493812611,1012,"121",1697,"Schluckauf"
"ID661","ID661",661,163,1,4,0,2,35,2,18,0,0,0,1,1,93,3,0,8,1,0,5,0.483679525222552,0.0029673590504451,0.0118694362017804,0,0.00593471810089021,0.103857566765579,0.00593471810089021,0.0534124629080119,0,0,0,0.0029673590504451,0.0029673590504451,0.275964391691395,0.00890207715133531,0,0.0237388724035608,0.0029673590504451,0,0.0148367952522255,0.483679525222552,163,"121",337,"Schluckauf"
"ID662","ID662",662,136,1,5,1,0,33,1,8,0,0,0,0,0,138,3,0,2,0,0,2,0.412121212121212,0.00303030303030303,0.0151515151515152,0.00303030303030303,0,0.1,0.00303030303030303,0.0242424242424242,0,0,0,0,0,0.418181818181818,0.00909090909090909,0,0.00606060606060606,0,0,0.00606060606060606,0.418181818181818,138,"139",330,"Schnackler"
"ID663","ID663",663,97,1,0,0,0,30,1,10,0,0,1,0,0,142,5,0,4,0,1,3,0.328813559322034,0.00338983050847458,0,0,0,0.101694915254237,0.00338983050847458,0.0338983050847458,0,0,0.00338983050847458,0,0,0.48135593220339,0.0169491525423729,0,0.0135593220338983,0,0.00338983050847458,0.0101694915254237,0.48135593220339,142,"139",295,"Schnackler"
"ID664","ID664",664,37,0,2,0,0,19,0,1,0,0,0,0,0,67,1,0,3,0,0,0,0.284615384615385,0,0.0153846153846154,0,0,0.146153846153846,0,0.00769230769230769,0,0,0,0,0,0.515384615384615,0.00769230769230769,0,0.0230769230769231,0,0,0,0.515384615384615,67,"139",130,"Schnackler"
"ID665","ID665",665,70,0,0,0,1,17,0,5,1,0,0,0,0,105,0,0,3,0,0,1,0.344827586206897,0,0,0,0.00492610837438424,0.083743842364532,0,0.0246305418719212,0.00492610837438424,0,0,0,0,0.517241379310345,0,0,0.0147783251231527,0,0,0.00492610837438424,0.517241379310345,105,"139",203,"Schnackler"
"ID666","ID666",666,51,1,0,0,0,4,0,3,1,0,1,0,0,73,2,0,4,2,0,0,0.359154929577465,0.00704225352112676,0,0,0,0.028169014084507,0,0.0211267605633803,0.00704225352112676,0,0.00704225352112676,0,0,0.514084507042254,0.0140845070422535,0,0.028169014084507,0.0140845070422535,0,0,0.514084507042254,73,"139",142,"Schnackler"
"ID667","ID667",667,22,0,0,0,1,8,0,3,1,0,1,0,0,66,9,0,10,0,0,0,0.181818181818182,0,0,0,0.00826446280991736,0.0661157024793388,0,0.0247933884297521,0.00826446280991736,0,0.00826446280991736,0,0,0.545454545454545,0.0743801652892562,0,0.0826446280991736,0,0,0,0.545454545454545,66,"139",121,"Schnackler"
"ID668","ID668",668,21,0,0,0,0,5,0,0,0,0,0,0,0,29,29,0,19,0,1,0,0.201923076923077,0,0,0,0,0.0480769230769231,0,0,0,0,0,0,0,0.278846153846154,0.278846153846154,0,0.182692307692308,0,0.00961538461538462,0,0.278846153846154,29,"139",104,"Schnackler"
"ID669","ID669",669,20,0,0,0,0,3,0,1,0,0,0,0,0,13,58,0,24,0,0,0,0.168067226890756,0,0,0,0,0.0252100840336134,0,0.00840336134453781,0,0,0,0,0,0.109243697478992,0.487394957983193,0,0.201680672268908,0,0,0,0.487394957983193,58,"140",119,"Schnackel"
"ID670","ID670",670,16,0,0,0,0,0,0,0,0,0,0,0,1,6,24,0,21,0,0,0,0.235294117647059,0,0,0,0,0,0,0,0,0,0,0,0.0147058823529412,0.0882352941176471,0.352941176470588,0,0.308823529411765,0,0,0,0.352941176470588,24,"140",68,"Schnackel"
"ID671","ID671",671,9,0,0,0,0,0,0,3,0,0,0,0,0,4,22,0,113,0,0,0,0.0596026490066225,0,0,0,0,0,0,0.0198675496688742,0,0,0,0,0,0.0264900662251656,0.145695364238411,0,0.748344370860927,0,0,0,0.748344370860927,113,"142",151,"Schnackerl"
"ID672","ID672",672,34,0,0,0,0,1,0,2,0,0,0,0,0,23,18,0,261,0,0,0,0.100294985250737,0,0,0,0,0.00294985250737463,0,0.00589970501474926,0,0,0,0,0,0.0678466076696165,0.0530973451327434,0,0.769911504424779,0,0,0,0.769911504424779,261,"142",339,"Schnackerl"
"ID673","ID673",673,15,0,0,0,0,3,0,8,0,0,0,0,0,12,6,0,181,1,0,0,0.0663716814159292,0,0,0,0,0.0132743362831858,0,0.0353982300884956,0,0,0,0,0,0.0530973451327434,0.0265486725663717,0,0.800884955752212,0.00442477876106195,0,0,0.800884955752212,181,"142",226,"Schnackerl"
"ID674","ID674",674,21,0,0,0,0,4,0,8,0,0,0,0,0,13,5,0,150,0,0,1,0.103960396039604,0,0,0,0,0.0198019801980198,0,0.0396039603960396,0,0,0,0,0,0.0643564356435644,0.0247524752475248,0,0.742574257425743,0,0,0.00495049504950495,0.742574257425743,150,"142",202,"Schnackerl"
"ID675","ID675",675,38,0,0,0,0,10,0,8,0,0,0,0,0,14,12,0,184,0,0,0,0.142857142857143,0,0,0,0,0.037593984962406,0,0.0300751879699248,0,0,0,0,0,0.0526315789473684,0.0451127819548872,0,0.691729323308271,0,0,0,0.691729323308271,184,"142",266,"Schnackerl"
"ID676","ID676",676,31,0,1,1,0,4,0,10,0,0,0,0,0,15,7,0,132,0,0,0,0.154228855721393,0,0.00497512437810945,0.00497512437810945,0,0.0199004975124378,0,0.0497512437810945,0,0,0,0,0,0.0746268656716418,0.0348258706467662,0,0.656716417910448,0,0,0,0.656716417910448,132,"142",201,"Schnackerl"
"ID677","ID677",677,93,0,1,0,2,17,0,24,2,0,0,0,0,24,15,0,296,1,0,0,0.195789473684211,0,0.00210526315789474,0,0.00421052631578947,0.0357894736842105,0,0.0505263157894737,0.00421052631578947,0,0,0,0,0.0505263157894737,0.0315789473684211,0,0.623157894736842,0.00210526315789474,0,0,0.623157894736842,296,"142",475,"Schnackerl"
"ID678","ID678",678,19,0,0,0,0,4,0,9,1,0,0,0,0,2,4,0,68,0,0,0,0.177570093457944,0,0,0,0,0.0373831775700935,0,0.0841121495327103,0.00934579439252336,0,0,0,0,0.0186915887850467,0.0373831775700935,0,0.635514018691589,0,0,0,0.635514018691589,68,"142",107,"Schnackerl"
"ID679","ID679",679,27,0,0,0,2,3,0,5,0,0,0,0,0,7,7,0,117,0,0,0,0.160714285714286,0,0,0,0.0119047619047619,0.0178571428571429,0,0.0297619047619048,0,0,0,0,0,0.0416666666666667,0.0416666666666667,0,0.696428571428571,0,0,0,0.696428571428571,117,"142",168,"Schnackerl"
"ID680","ID680",680,16,0,0,0,0,2,0,5,1,0,0,0,0,2,1,0,56,0,0,0,0.192771084337349,0,0,0,0,0.0240963855421687,0,0.0602409638554217,0.0120481927710843,0,0,0,0,0.0240963855421687,0.0120481927710843,0,0.674698795180723,0,0,0,0.674698795180723,56,"142",83,"Schnackerl"
"ID681","ID681",681,24,0,0,0,0,2,0,5,1,0,0,0,0,4,5,0,84,0,0,0,0.192,0,0,0,0,0.016,0,0.04,0.008,0,0,0,0,0.032,0.04,0,0.672,0,0,0,0.672,84,"142",125,"Schnackerl"
"ID682","ID682",682,7,0,0,0,0,0,0,3,1,0,0,0,0,1,1,0,36,0,0,0,0.142857142857143,0,0,0,0,0,0,0.0612244897959184,0.0204081632653061,0,0,0,0,0.0204081632653061,0.0204081632653061,0,0.73469387755102,0,0,0,0.73469387755102,36,"142",49,"Schnackerl"
"ID683","ID683",683,13,1,0,0,0,1,0,3,0,0,0,0,0,4,5,1,43,0,0,0,0.183098591549296,0.0140845070422535,0,0,0,0.0140845070422535,0,0.0422535211267606,0,0,0,0,0,0.0563380281690141,0.0704225352112676,0.0140845070422535,0.605633802816901,0,0,0,0.605633802816901,43,"142",71,"Schnackerl"
"ID684","ID684",684,20,0,0,0,0,7,0,0,1,0,0,0,0,4,4,0,70,0,0,0,0.188679245283019,0,0,0,0,0.0660377358490566,0,0,0.00943396226415094,0,0,0,0,0.0377358490566038,0.0377358490566038,0,0.660377358490566,0,0,0,0.660377358490566,70,"142",106,"Schnackerl"
"ID685","ID685",685,11,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,49,0,0,0,0.174603174603175,0,0,0,0,0.0158730158730159,0,0,0,0,0,0,0,0.0158730158730159,0.0158730158730159,0,0.777777777777778,0,0,0,0.777777777777778,49,"142",63,"Schnackerl"
"ID686","ID686",686,7,0,0,0,0,1,0,2,0,0,0,0,0,4,0,0,31,0,0,0,0.155555555555556,0,0,0,0,0.0222222222222222,0,0.0444444444444444,0,0,0,0,0,0.0888888888888889,0,0,0.688888888888889,0,0,0,0.688888888888889,31,"142",45,"Schnackerl"
"ID687","ID687",687,37,0,0,0,0,7,1,3,0,0,0,0,0,5,5,0,100,0,0,1,0.232704402515723,0,0,0,0,0.0440251572327044,0.00628930817610063,0.0188679245283019,0,0,0,0,0,0.0314465408805031,0.0314465408805031,0,0.628930817610063,0,0,0.00628930817610063,0.628930817610063,100,"142",159,"Schnackerl"
"ID688","ID688",688,163,2,0,2,0,16,2,25,1,0,0,0,0,44,22,0,566,0,0,0,0.193357058125741,0.00237247924080664,0,0.00237247924080664,0,0.0189798339264531,0.00237247924080664,0.029655990510083,0.00118623962040332,0,0,0,0,0.0521945432977461,0.0260972716488731,0,0.67141162514828,0,0,0,0.67141162514828,566,"142",843,"Schnackerl"
"ID689","ID689",689,33,0,0,0,0,6,0,6,0,0,0,0,0,6,3,0,63,0,0,0,0.282051282051282,0,0,0,0,0.0512820512820513,0,0.0512820512820513,0,0,0,0,0,0.0512820512820513,0.0256410256410256,0,0.538461538461538,0,0,0,0.538461538461538,63,"142",117,"Schnackerl"
"ID690","ID690",690,10,0,0,0,0,1,0,2,1,0,0,0,0,8,0,0,59,0,0,0,0.123456790123457,0,0,0,0,0.0123456790123457,0,0.0246913580246914,0.0123456790123457,0,0,0,0,0.0987654320987654,0,0,0.728395061728395,0,0,0,0.728395061728395,59,"142",81,"Schnackerl"
"ID691","ID691",691,21,0,0,0,0,1,0,1,0,0,0,0,0,5,0,1,73,1,1,0,0.201923076923077,0,0,0,0,0.00961538461538462,0,0.00961538461538462,0,0,0,0,0,0.0480769230769231,0,0.00961538461538462,0.701923076923077,0.00961538461538462,0.00961538461538462,0,0.701923076923077,73,"142",104,"Schnackerl"
"ID692","ID692",692,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,22,0,0,0,0.148148148148148,0,0,0,0,0,0,0,0,0,0,0,0,0.037037037037037,0,0,0.814814814814815,0,0,0,0.814814814814815,22,"142",27,"Schnackerl"
"ID693","ID693",693,41,0,15,0,0,64,1,4,0,0,1,1,1,0,0,0,0,266,7,0,0.102244389027431,0,0.0374064837905237,0,0,0.159600997506234,0.00249376558603491,0.00997506234413965,0,0,0.00249376558603491,0.00249376558603491,0.00249376558603491,0,0,0,0,0.663341645885287,0.0174563591022444,0,0.663341645885287,266,"143",401,"Gluckser"
"ID694","ID694",694,36,1,11,0,3,36,1,1,0,0,1,0,1,0,0,0,1,141,8,0,0.149377593360996,0.004149377593361,0.045643153526971,0,0.012448132780083,0.149377593360996,0.004149377593361,0.004149377593361,0,0,0.004149377593361,0,0.004149377593361,0,0,0,0.004149377593361,0.5850622406639,0.033195020746888,0,0.5850622406639,141,"143",241,"Gluckser"
"ID695","ID695",695,32,1,4,0,2,32,1,5,0,0,0,0,0,0,0,0,0,118,4,0,0.160804020100503,0.0050251256281407,0.0201005025125628,0,0.0100502512562814,0.160804020100503,0.0050251256281407,0.0251256281407035,0,0,0,0,0,0,0,0,0,0.592964824120603,0.0201005025125628,0,0.592964824120603,118,"143",199,"Gluckser"
"ID696","ID696",696,37,0,7,0,1,39,0,6,0,0,0,1,0,0,0,0,1,91,2,2,0.197860962566845,0,0.0374331550802139,0,0.0053475935828877,0.20855614973262,0,0.0320855614973262,0,0,0,0.0053475935828877,0,0,0,0,0.0053475935828877,0.486631016042781,0.0106951871657754,0.0106951871657754,0.486631016042781,91,"143",187,"Gluckser"
"ID697","ID697",697,55,2,21,0,0,88,1,5,0,0,1,0,3,1,0,0,2,208,1,8,0.138888888888889,0.00505050505050505,0.053030303030303,0,0,0.222222222222222,0.00252525252525253,0.0126262626262626,0,0,0.00252525252525253,0,0.00757575757575758,0.00252525252525253,0,0,0.00505050505050505,0.525252525252525,0.00252525252525253,0.0202020202020202,0.525252525252525,208,"143",396,"Gluckser"
"ID698","ID698",698,120,2,22,1,1,144,3,8,0,2,12,2,21,0,0,0,0,233,2,13,0.204778156996587,0.00341296928327645,0.037542662116041,0.00170648464163823,0.00170648464163823,0.245733788395904,0.00511945392491468,0.0136518771331058,0,0.00341296928327645,0.0204778156996587,0.00341296928327645,0.0358361774744027,0,0,0,0,0.397610921501706,0.00341296928327645,0.0221843003412969,0.397610921501706,233,"143",586,"Gluckser"
"ID699","ID699",699,50,0,7,0,2,56,1,2,1,1,4,0,9,0,0,0,0,140,0,35,0.162337662337662,0,0.0227272727272727,0,0.00649350649350649,0.181818181818182,0.00324675324675325,0.00649350649350649,0.00324675324675325,0.00324675324675325,0.012987012987013,0,0.0292207792207792,0,0,0,0,0.454545454545455,0,0.113636363636364,0.454545454545455,140,"143",308,"Gluckser"
"ID700","ID700",700,84,0,8,0,1,94,5,9,0,0,0,1,34,0,0,0,1,97,1,52,0.217054263565891,0,0.020671834625323,0,0.00258397932816537,0.242894056847545,0.0129198966408269,0.0232558139534884,0,0,0,0.00258397932816537,0.0878552971576227,0,0,0,0.00258397932816537,0.250645994832041,0.00258397932816537,0.134366925064599,0.250645994832041,97,"143",387,"Gluckser"
"ID701","ID701",701,61,1,2,0,0,76,2,5,1,0,0,0,43,0,0,0,0,55,0,26,0.224264705882353,0.00367647058823529,0.00735294117647059,0,0,0.279411764705882,0.00735294117647059,0.0183823529411765,0.00367647058823529,0,0,0,0.158088235294118,0,0,0,0,0.202205882352941,0,0.0955882352941176,0.279411764705882,76,"127",272,"Hickser"
"ID702","ID702",702,47,1,3,0,0,36,5,0,0,0,2,0,29,1,0,0,1,29,0,1,0.303225806451613,0.00645161290322581,0.0193548387096774,0,0,0.232258064516129,0.032258064516129,0,0,0,0.0129032258064516,0,0.187096774193548,0.00645161290322581,0,0,0.00645161290322581,0.187096774193548,0,0.00645161290322581,0.303225806451613,47,"121",155,"Schluckauf"
"ID703","ID703",703,39,0,2,0,1,48,6,3,0,0,2,0,101,0,0,0,1,11,1,1,0.180555555555556,0,0.00925925925925926,0,0.00462962962962963,0.222222222222222,0.0277777777777778,0.0138888888888889,0,0,0.00925925925925926,0,0.467592592592593,0,0,0,0.00462962962962963,0.0509259259259259,0.00462962962962963,0.00462962962962963,0.467592592592593,101,"136",216,"Hecker"
"ID704","ID704",704,36,1,1,0,0,24,5,3,0,0,1,2,81,0,0,0,0,1,0,0,0.232258064516129,0.00645161290322581,0.00645161290322581,0,0,0.154838709677419,0.032258064516129,0.0193548387096774,0,0,0.00645161290322581,0.0129032258064516,0.52258064516129,0,0,0,0,0.00645161290322581,0,0,0.52258064516129,81,"136",155,"Hecker"
"ID705","ID705",705,72,0,1,0,1,81,18,6,0,0,2,0,137,0,0,0,0,5,0,2,0.221538461538462,0,0.00307692307692308,0,0.00307692307692308,0.249230769230769,0.0553846153846154,0.0184615384615385,0,0,0.00615384615384615,0,0.421538461538462,0,0,0,0,0.0153846153846154,0,0.00615384615384615,0.421538461538462,137,"136",325,"Hecker"
"ID706","ID706",706,78,1,1,0,0,61,25,3,0,0,0,0,145,1,0,0,0,1,0,1,0.246056782334385,0.00315457413249211,0.00315457413249211,0,0,0.192429022082019,0.0788643533123028,0.00946372239747634,0,0,0,0,0.457413249211356,0.00315457413249211,0,0,0,0.00315457413249211,0,0.00315457413249211,0.457413249211356,145,"136",317,"Hecker"
"ID707","ID707",707,77,0,2,0,1,49,10,7,0,0,1,0,107,2,0,0,1,1,0,1,0.297297297297297,0,0.00772200772200772,0,0.00386100386100386,0.189189189189189,0.0386100386100386,0.027027027027027,0,0,0.00386100386100386,0,0.413127413127413,0.00772200772200772,0,0,0.00386100386100386,0.00386100386100386,0,0.00386100386100386,0.413127413127413,107,"136",259,"Hecker"
"ID708","ID708",708,55,1,1,1,0,25,9,4,0,0,0,1,61,4,1,0,3,1,0,5,0.319767441860465,0.00581395348837209,0.00581395348837209,0.00581395348837209,0,0.145348837209302,0.0523255813953488,0.0232558139534884,0,0,0,0.00581395348837209,0.354651162790698,0.0232558139534884,0.00581395348837209,0,0.0174418604651163,0.00581395348837209,0,0.0290697674418605,0.354651162790698,61,"136",172,"Hecker"
"ID709","ID709",709,92,0,1,0,0,28,15,8,0,1,0,0,71,2,0,0,0,0,0,8,0.407079646017699,0,0.00442477876106195,0,0,0.123893805309735,0.0663716814159292,0.0353982300884956,0,0.00442477876106195,0,0,0.314159292035398,0.00884955752212389,0,0,0,0,0,0.0353982300884956,0.407079646017699,92,"121",226,"Schluckauf"
"ID710","ID710",710,58,1,1,0,0,24,1,9,0,0,1,0,10,5,0,0,4,0,0,8,0.475409836065574,0.00819672131147541,0.00819672131147541,0,0,0.19672131147541,0.00819672131147541,0.0737704918032787,0,0,0.00819672131147541,0,0.0819672131147541,0.040983606557377,0,0,0.0327868852459016,0,0,0.0655737704918033,0.475409836065574,58,"121",122,"Schluckauf"
"ID711","ID711",711,173,1,2,1,0,54,0,11,0,0,1,0,3,20,3,0,1,1,1,12,0.609154929577465,0.00352112676056338,0.00704225352112676,0.00352112676056338,0,0.190140845070423,0,0.0387323943661972,0,0,0.00352112676056338,0,0.0105633802816901,0.0704225352112676,0.0105633802816901,0,0.00352112676056338,0.00352112676056338,0.00352112676056338,0.0422535211267606,0.609154929577465,173,"121",284,"Schluckauf"
"ID712","ID712",712,186,2,1,1,0,28,2,18,0,0,1,0,4,41,1,0,3,2,0,5,0.630508474576271,0.00677966101694915,0.00338983050847458,0.00338983050847458,0,0.0949152542372881,0.00677966101694915,0.0610169491525424,0,0,0.00338983050847458,0,0.0135593220338983,0.138983050847458,0.00338983050847458,0,0.0101694915254237,0.00677966101694915,0,0.0169491525423729,0.630508474576271,186,"121",295,"Schluckauf"
"ID713","ID713",713,129,1,1,0,2,41,1,9,1,0,1,0,0,85,2,0,6,0,0,3,0.457446808510638,0.00354609929078014,0.00354609929078014,0,0.00709219858156028,0.145390070921986,0.00354609929078014,0.0319148936170213,0.00354609929078014,0,0.00354609929078014,0,0,0.301418439716312,0.00709219858156028,0,0.0212765957446809,0,0,0.0106382978723404,0.457446808510638,129,"121",282,"Schluckauf"
"ID714","ID714",714,718,3,4,1,6,116,3,49,1,1,1,1,4,229,11,0,8,4,1,14,0.611063829787234,0.0025531914893617,0.00340425531914894,0.000851063829787234,0.0051063829787234,0.0987234042553192,0.0025531914893617,0.0417021276595745,0.000851063829787234,0.000851063829787234,0.000851063829787234,0.000851063829787234,0.00340425531914894,0.194893617021277,0.00936170212765958,0,0.00680851063829787,0.00340425531914894,0.000851063829787234,0.0119148936170213,0.611063829787234,718,"121",1175,"Schluckauf"
"ID715","ID715",715,1189,12,15,0,7,256,6,125,3,0,0,0,6,444,5,1,41,5,1,31,0.553795994410806,0.0055891942244993,0.00698649278062413,0,0.00326036329762459,0.119236143455985,0.00279459711224965,0.0582207731718677,0.00139729855612483,0,0,0,0.00279459711224965,0.206800186306474,0.00232883092687471,0.000465766185374942,0.0190964136003726,0.00232883092687471,0.000465766185374942,0.0144387517466232,0.553795994410806,1189,"121",2147,"Schluckauf"
"ID716","ID716",716,3862,18,25,4,27,676,11,277,15,1,4,4,10,919,24,1,74,14,3,84,0.638030728564348,0.0029737320337023,0.00413018338014208,0.000660829340822732,0.00446059805055344,0.111680158599042,0.00181728068726251,0.0457624318519742,0.00247811002808525,0.000165207335205683,0.000660829340822732,0.000660829340822732,0.00165207335205683,0.151825541054023,0.0039649760449364,0.000165207335205683,0.0122253428052206,0.00231290269287956,0.000495622005617049,0.0138774161572774,0.638030728564348,3862,"121",6053,"Schluckauf"
