"id","hexID","X121","X122","X123","X124","X125","X127","X128","X129","X130","X131","X134","X135","X136","X139","X140","X141","X142","X143","X144","X9999","rel_121","rel_122","rel_123","rel_124","rel_125","rel_127","rel_128","rel_129","rel_130","rel_131","rel_134","rel_135","rel_136","rel_139","rel_140","rel_141","rel_142","rel_143","rel_144","rel_9999","relMax","absMax","maxLevel","total","antwort"
"ID1188","ID1188",1188,123,2,16,0,36,91,1,19,0,5,0,0,1,0,1,0,0,2,0,0,0.414141414141414,0.00673400673400673,0.0538720538720539,0,0.121212121212121,0.306397306397306,0.00336700336700337,0.063973063973064,0,0.0168350168350168,0,0,0.00336700336700337,0,0.00336700336700337,0,0,0.00673400673400673,0,0,0.414141414141414,123,"121",297,"Schluckauf"
"ID1189","ID1189",1189,219,1,24,0,28,78,2,33,0,2,0,0,0,1,0,0,0,1,0,0,0.562982005141388,0.0025706940874036,0.0616966580976864,0,0.0719794344473008,0.200514138817481,0.0051413881748072,0.0848329048843188,0,0.0051413881748072,0,0,0,0.0025706940874036,0,0,0,0.0025706940874036,0,0,0.562982005141388,219,"121",389,"Schluckauf"
"ID1190","ID1190",1190,119,1,5,0,13,44,0,20,0,0,1,0,0,1,0,0,0,0,0,0,0.583333333333333,0.00490196078431373,0.0245098039215686,0,0.0637254901960784,0.215686274509804,0,0.0980392156862745,0,0,0.00490196078431373,0,0,0.00490196078431373,0,0,0,0,0,0,0.583333333333333,119,"121",204,"Schluckauf"
"ID1191","ID1191",1191,164,8,10,0,4,66,0,22,1,1,0,0,0,1,1,0,0,2,0,1,0.583629893238434,0.0284697508896797,0.0355871886120996,0,0.0142348754448399,0.234875444839858,0,0.0782918149466192,0.00355871886120996,0.00355871886120996,0,0,0,0.00355871886120996,0.00355871886120996,0,0,0.00711743772241993,0,0.00355871886120996,0.583629893238434,164,"121",281,"Schluckauf"
"ID1192","ID1192",1192,122,6,11,0,3,39,2,11,0,0,0,0,0,0,0,0,0,0,0,0,0.628865979381443,0.0309278350515464,0.0567010309278351,0,0.0154639175257732,0.201030927835052,0.0103092783505155,0.0567010309278351,0,0,0,0,0,0,0,0,0,0,0,0,0.628865979381443,122,"121",194,"Schluckauf"
"ID1193","ID1193",1193,572,8,33,1,3,176,2,38,2,0,0,0,2,3,0,0,1,3,1,1,0.67612293144208,0.00945626477541371,0.0390070921985816,0.00118203309692671,0.00354609929078014,0.208037825059102,0.00236406619385343,0.0449172576832151,0.00236406619385343,0,0,0,0.00236406619385343,0.00354609929078014,0,0,0.00118203309692671,0.00354609929078014,0.00118203309692671,0.00118203309692671,0.67612293144208,572,"121",846,"Schluckauf"
"ID1194","ID1194",1194,1040,7,40,1,3,288,9,67,4,1,1,0,1,1,1,0,0,6,2,6,0.703653585926928,0.0047361299052774,0.027063599458728,0.0006765899864682,0.0020297699594046,0.194857916102842,0.0060893098782138,0.0453315290933694,0.0027063599458728,0.0006765899864682,0.0006765899864682,0,0.0006765899864682,0.0006765899864682,0.0006765899864682,0,0,0.0040595399188092,0.0013531799729364,0.0040595399188092,0.703653585926928,1040,"121",1478,"Schluckauf"
"ID1195","ID1195",1195,219,2,16,0,3,71,2,19,3,0,0,0,2,1,0,0,1,1,0,6,0.632947976878613,0.00578034682080925,0.046242774566474,0,0.00867052023121387,0.205202312138728,0.00578034682080925,0.0549132947976879,0.00867052023121387,0,0,0,0.00578034682080925,0.00289017341040462,0,0,0.00289017341040462,0.00289017341040462,0,0.0173410404624277,0.632947976878613,219,"121",346,"Schluckauf"
"ID1196","ID1196",1196,78,0,6,0,1,31,0,8,0,0,0,0,0,0,0,0,0,1,0,3,0.609375,0,0.046875,0,0.0078125,0.2421875,0,0.0625,0,0,0,0,0,0,0,0,0,0.0078125,0,0.0234375,0.609375,78,"121",128,"Schluckauf"
"ID1197","ID1197",1197,59,0,1,0,0,18,0,5,0,0,0,0,2,0,0,0,0,0,0,8,0.634408602150538,0,0.010752688172043,0,0,0.193548387096774,0,0.0537634408602151,0,0,0,0,0.021505376344086,0,0,0,0,0,0,0.0860215053763441,0.634408602150538,59,"121",93,"Schluckauf"
"ID1198","ID1198",1198,53,1,4,0,1,26,0,6,1,0,2,0,0,0,0,0,1,0,0,8,0.514563106796116,0.00970873786407767,0.0388349514563107,0,0.00970873786407767,0.252427184466019,0,0.058252427184466,0.00970873786407767,0,0.0194174757281553,0,0,0,0,0,0.00970873786407767,0,0,0.0776699029126214,0.514563106796116,53,"121",103,"Schluckauf"
"ID1199","ID1199",1199,111,1,3,0,2,45,1,6,0,0,0,0,1,2,0,0,1,0,0,38,0.5260663507109,0.004739336492891,0.014218009478673,0,0.00947867298578199,0.213270142180095,0.004739336492891,0.028436018957346,0,0,0,0,0.004739336492891,0.00947867298578199,0,0,0.004739336492891,0,0,0.180094786729858,0.5260663507109,111,"121",211,"Schluckauf"
"ID1200","ID1200",1200,234,1,2,0,1,100,2,24,2,0,1,0,1,1,0,0,1,0,0,100,0.497872340425532,0.00212765957446809,0.00425531914893617,0,0.00212765957446809,0.212765957446809,0.00425531914893617,0.051063829787234,0.00425531914893617,0,0.00212765957446809,0,0.00212765957446809,0.00212765957446809,0,0,0.00212765957446809,0,0,0.212765957446809,0.497872340425532,234,"121",470,"Schluckauf"
"ID1201","ID1201",1201,123,1,0,1,2,44,0,9,0,0,0,0,1,2,0,0,0,0,0,72,0.482352941176471,0.00392156862745098,0,0.00392156862745098,0.00784313725490196,0.172549019607843,0,0.0352941176470588,0,0,0,0,0.00392156862745098,0.00784313725490196,0,0,0,0,0,0.282352941176471,0.482352941176471,123,"121",255,"Schluckauf"
"ID1202","ID1202",1202,58,0,0,0,1,27,0,3,0,0,0,0,0,0,1,0,0,0,0,40,0.446153846153846,0,0,0,0.00769230769230769,0.207692307692308,0,0.0230769230769231,0,0,0,0,0,0,0.00769230769230769,0,0,0,0,0.307692307692308,0.446153846153846,58,"121",130,"Schluckauf"
"ID1203","ID1203",1203,101,0,1,0,0,39,2,6,0,0,0,0,0,2,0,0,0,0,0,37,0.537234042553192,0,0.00531914893617021,0,0,0.207446808510638,0.0106382978723404,0.0319148936170213,0,0,0,0,0,0.0106382978723404,0,0,0,0,0,0.196808510638298,0.537234042553192,101,"121",188,"Schluckauf"
"ID1204","ID1204",1204,60,0,1,0,0,15,0,7,0,0,0,0,1,1,1,0,1,0,0,19,0.566037735849057,0,0.00943396226415094,0,0,0.141509433962264,0,0.0660377358490566,0,0,0,0,0.00943396226415094,0.00943396226415094,0.00943396226415094,0,0.00943396226415094,0,0,0.179245283018868,0.566037735849057,60,"121",106,"Schluckauf"
"ID1205","ID1205",1205,73,0,2,0,0,13,1,3,0,0,0,0,0,1,0,0,2,0,0,8,0.70873786407767,0,0.0194174757281553,0,0,0.12621359223301,0.00970873786407767,0.029126213592233,0,0,0,0,0,0.00970873786407767,0,0,0.0194174757281553,0,0,0.0776699029126214,0.70873786407767,73,"121",103,"Schluckauf"
"ID1206","ID1206",1206,60,0,0,0,1,7,1,5,1,0,0,0,0,1,0,0,1,0,0,14,0.659340659340659,0,0,0,0.010989010989011,0.0769230769230769,0.010989010989011,0.0549450549450549,0.010989010989011,0,0,0,0,0.010989010989011,0,0,0.010989010989011,0,0,0.153846153846154,0.659340659340659,60,"121",91,"Schluckauf"
"ID1207","ID1207",1207,293,1,4,0,1,40,2,13,1,0,0,0,0,4,2,1,1,0,0,36,0.734335839598998,0.0025062656641604,0.0100250626566416,0,0.0025062656641604,0.100250626566416,0.0050125313283208,0.0325814536340852,0.0025062656641604,0,0,0,0,0.0100250626566416,0.0050125313283208,0.0025062656641604,0.0025062656641604,0,0,0.0902255639097744,0.734335839598998,293,"121",399,"Schluckauf"
"ID1208","ID1208",1208,69,0,1,0,0,13,1,2,0,0,0,0,0,3,0,0,1,0,0,12,0.676470588235294,0,0.00980392156862745,0,0,0.127450980392157,0.00980392156862745,0.0196078431372549,0,0,0,0,0,0.0294117647058824,0,0,0.00980392156862745,0,0,0.117647058823529,0.676470588235294,69,"121",102,"Schluckauf"
"ID1209","ID1209",1209,12,0,3,0,1,9,7,18,0,2,0,0,0,0,0,0,0,0,0,0,0.230769230769231,0,0.0576923076923077,0,0.0192307692307692,0.173076923076923,0.134615384615385,0.346153846153846,0,0.0384615384615385,0,0,0,0,0,0,0,0,0,0,0.346153846153846,18,"129",52,"Hicks / Hick"
"ID1210","ID1210",1210,82,0,5,0,9,31,7,53,0,3,0,0,0,0,0,0,0,0,0,0,0.431578947368421,0,0.0263157894736842,0,0.0473684210526316,0.163157894736842,0.0368421052631579,0.278947368421053,0,0.0157894736842105,0,0,0,0,0,0,0,0,0,0,0.431578947368421,82,"121",190,"Schluckauf"
"ID1211","ID1211",1211,103,1,10,0,15,29,1,60,0,3,0,1,0,0,0,0,0,0,0,0,0.461883408071749,0.00448430493273543,0.0448430493273543,0,0.0672645739910314,0.130044843049327,0.00448430493273543,0.269058295964126,0,0.0134529147982063,0,0.00448430493273543,0,0,0,0,0,0,0,0,0.461883408071749,103,"121",223,"Schluckauf"
"ID1212","ID1212",1212,84,1,12,0,8,30,0,30,0,1,1,0,0,0,0,0,0,0,0,0,0.502994011976048,0.00598802395209581,0.0718562874251497,0,0.0479041916167665,0.179640718562874,0,0.179640718562874,0,0.00598802395209581,0.00598802395209581,0,0,0,0,0,0,0,0,0,0.502994011976048,84,"121",167,"Schluckauf"
"ID1213","ID1213",1213,106,0,11,0,24,24,0,45,0,5,0,1,0,0,0,0,0,0,1,0,0.488479262672811,0,0.0506912442396313,0,0.110599078341014,0.110599078341014,0,0.207373271889401,0,0.0230414746543779,0,0.00460829493087558,0,0,0,0,0,0,0.00460829493087558,0,0.488479262672811,106,"121",217,"Schluckauf"
"ID1214","ID1214",1214,105,1,25,0,30,33,1,38,0,3,0,0,0,0,0,0,0,0,0,0,0.444915254237288,0.00423728813559322,0.105932203389831,0,0.127118644067797,0.139830508474576,0.00423728813559322,0.161016949152542,0,0.0127118644067797,0,0,0,0,0,0,0,0,0,0,0.444915254237288,105,"121",236,"Schluckauf"
"ID1215","ID1215",1215,27,1,7,1,31,19,0,4,0,0,0,0,0,0,0,0,0,1,1,0,0.293478260869565,0.0108695652173913,0.0760869565217391,0.0108695652173913,0.33695652173913,0.206521739130435,0,0.0434782608695652,0,0,0,0,0,0,0,0,0,0.0108695652173913,0.0108695652173913,0,0.33695652173913,31,"125",92,"Schlickser / Schlicks / Schlick"
"ID1216","ID1216",1216,29,0,13,0,59,20,0,6,0,1,0,0,0,0,0,0,0,1,0,0,0.224806201550388,0,0.10077519379845,0,0.457364341085271,0.155038759689922,0,0.0465116279069767,0,0.00775193798449612,0,0,0,0,0,0,0,0.00775193798449612,0,0,0.457364341085271,59,"125",129,"Schlickser / Schlicks / Schlick"
"ID1217","ID1217",1217,38,1,6,0,39,21,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0.345454545454545,0.00909090909090909,0.0545454545454545,0,0.354545454545455,0.190909090909091,0,0.0454545454545455,0,0,0,0,0,0,0,0,0,0,0,0,0.354545454545455,39,"125",110,"Schlickser / Schlicks / Schlick"
"ID1218","ID1218",1218,97,1,19,1,64,52,1,17,0,0,0,0,0,0,0,0,0,0,0,0,0.384920634920635,0.00396825396825397,0.0753968253968254,0.00396825396825397,0.253968253968254,0.206349206349206,0.00396825396825397,0.0674603174603175,0,0,0,0,0,0,0,0,0,0,0,0,0.384920634920635,97,"121",252,"Schluckauf"
"ID1219","ID1219",1219,252,1,26,0,122,141,2,28,0,1,0,0,0,0,0,0,0,0,0,0,0.43979057591623,0.00174520069808028,0.0453752181500873,0,0.212914485165794,0.246073298429319,0.00349040139616056,0.0488656195462478,0,0.00174520069808028,0,0,0,0,0,0,0,0,0,0,0.43979057591623,252,"121",573,"Schluckauf"
"ID1220","ID1220",1220,205,1,9,0,107,88,2,31,0,2,1,2,0,0,0,1,0,0,1,0,0.455555555555556,0.00222222222222222,0.02,0,0.237777777777778,0.195555555555556,0.00444444444444444,0.0688888888888889,0,0.00444444444444444,0.00222222222222222,0.00444444444444444,0,0,0,0.00222222222222222,0,0,0.00222222222222222,0,0.455555555555556,205,"121",450,"Schluckauf"
"ID1221","ID1221",1221,803,7,24,0,230,296,4,108,2,10,1,4,0,0,0,0,0,1,0,0,0.538926174496644,0.00469798657718121,0.0161073825503356,0,0.154362416107383,0.198657718120805,0.00268456375838926,0.0724832214765101,0.00134228187919463,0.00671140939597315,0.000671140939597315,0.00268456375838926,0,0,0,0,0,0.000671140939597315,0,0,0.538926174496644,803,"121",1490,"Schluckauf"
"ID1222","ID1222",1222,291,4,22,0,80,107,0,26,2,6,1,0,0,0,0,0,0,4,0,0,0.535911602209945,0.00736648250460405,0.0405156537753223,0,0.147329650092081,0.197053406998158,0,0.0478821362799263,0.00368324125230203,0.0110497237569061,0.00184162062615101,0,0,0,0,0,0,0.00736648250460405,0,0,0.535911602209945,291,"121",543,"Schluckauf"
"ID1223","ID1223",1223,1091,8,72,1,108,326,11,126,3,10,0,1,0,0,0,0,3,3,0,0,0.618831537152581,0.00453771979580261,0.0408394781622235,0.000567214974475326,0.0612592172433352,0.184912081678956,0.00623936471922859,0.0714690867838911,0.00170164492342598,0.00567214974475326,0,0.000567214974475326,0,0,0,0,0.00170164492342598,0.00170164492342598,0,0,0.618831537152581,1091,"121",1763,"Schluckauf"
"ID1224","ID1224",1224,667,4,46,1,100,215,0,74,3,4,0,0,2,2,0,0,0,4,1,0,0.593944790739092,0.00356188780053428,0.0409617097061443,0.000890471950133571,0.0890471950133571,0.191451469278718,0,0.0658949243098842,0.00267141585040071,0.00356188780053428,0,0,0.00178094390026714,0.00178094390026714,0,0,0,0.00356188780053428,0.000890471950133571,0,0.593944790739092,667,"121",1123,"Schluckauf"
"ID1225","ID1225",1225,260,4,25,0,51,102,0,30,0,2,0,2,1,0,0,0,0,1,0,0,0.543933054393305,0.00836820083682008,0.0523012552301255,0,0.106694560669456,0.213389121338912,0,0.0627615062761506,0,0.00418410041841004,0,0.00418410041841004,0.00209205020920502,0,0,0,0,0.00209205020920502,0,0,0.543933054393305,260,"121",478,"Schluckauf"
"ID1226","ID1226",1226,521,9,60,1,63,156,3,47,0,4,0,0,1,0,1,0,2,4,0,0,0.597477064220184,0.0103211009174312,0.0688073394495413,0.00114678899082569,0.0722477064220183,0.178899082568807,0.00344036697247706,0.0538990825688073,0,0.00458715596330275,0,0,0.00114678899082569,0,0.00114678899082569,0,0.00229357798165138,0.00458715596330275,0,0,0.597477064220184,521,"121",872,"Schluckauf"
"ID1227","ID1227",1227,202,9,26,0,32,89,1,24,3,0,0,1,0,0,0,0,1,2,0,0,0.517948717948718,0.0230769230769231,0.0666666666666667,0,0.0820512820512821,0.228205128205128,0.00256410256410256,0.0615384615384615,0.00769230769230769,0,0,0.00256410256410256,0,0,0,0,0.00256410256410256,0.00512820512820513,0,0,0.517948717948718,202,"121",390,"Schluckauf"
"ID1228","ID1228",1228,66,3,4,0,13,24,0,8,0,1,0,0,0,0,0,0,0,0,0,0,0.554621848739496,0.0252100840336134,0.0336134453781513,0,0.109243697478992,0.201680672268908,0,0.0672268907563025,0,0.00840336134453781,0,0,0,0,0,0,0,0,0,0,0.554621848739496,66,"121",119,"Schluckauf"
"ID1229","ID1229",1229,153,3,10,0,7,42,1,11,0,1,0,0,1,0,0,0,0,0,0,0,0.668122270742358,0.0131004366812227,0.0436681222707424,0,0.0305676855895196,0.183406113537118,0.00436681222707424,0.0480349344978166,0,0.00436681222707424,0,0,0.00436681222707424,0,0,0,0,0,0,0,0.668122270742358,153,"121",229,"Schluckauf"
"ID1230","ID1230",1230,138,2,7,0,2,57,0,17,0,1,0,0,0,0,0,0,1,0,0,1,0.610619469026549,0.00884955752212389,0.0309734513274336,0,0.00884955752212389,0.252212389380531,0,0.0752212389380531,0,0.00442477876106195,0,0,0,0,0,0,0.00442477876106195,0,0,0.00442477876106195,0.610619469026549,138,"121",226,"Schluckauf"
"ID1231","ID1231",1231,368,7,21,0,2,111,3,30,2,0,1,1,1,2,1,0,2,0,0,3,0.663063063063063,0.0126126126126126,0.0378378378378378,0,0.0036036036036036,0.2,0.00540540540540541,0.0540540540540541,0.0036036036036036,0,0.0018018018018018,0.0018018018018018,0.0018018018018018,0.0036036036036036,0.0018018018018018,0,0.0036036036036036,0,0,0.00540540540540541,0.663063063063063,368,"121",555,"Schluckauf"
"ID1232","ID1232",1232,176,0,10,1,4,50,2,14,1,1,0,0,0,1,0,0,0,2,0,1,0.669201520912547,0,0.0380228136882129,0.00380228136882129,0.0152091254752852,0.190114068441065,0.00760456273764259,0.0532319391634981,0.00380228136882129,0.00380228136882129,0,0,0,0.00380228136882129,0,0,0,0.00760456273764259,0,0.00380228136882129,0.669201520912547,176,"121",263,"Schluckauf"
"ID1233","ID1233",1233,173,1,13,1,1,55,1,6,2,0,1,0,0,1,1,0,0,0,0,2,0.670542635658915,0.00387596899224806,0.0503875968992248,0.00387596899224806,0.00387596899224806,0.213178294573643,0.00387596899224806,0.0232558139534884,0.00775193798449612,0,0.00387596899224806,0,0,0.00387596899224806,0.00387596899224806,0,0,0,0,0.00775193798449612,0.670542635658915,173,"121",258,"Schluckauf"
"ID1234","ID1234",1234,81,3,9,1,1,25,0,11,0,0,0,0,0,0,0,0,1,0,0,0,0.613636363636364,0.0227272727272727,0.0681818181818182,0.00757575757575758,0.00757575757575758,0.189393939393939,0,0.0833333333333333,0,0,0,0,0,0,0,0,0.00757575757575758,0,0,0,0.613636363636364,81,"121",132,"Schluckauf"
"ID1235","ID1235",1235,65,0,6,0,0,15,0,5,0,0,0,0,0,0,0,0,0,0,0,3,0.691489361702128,0,0.0638297872340425,0,0,0.159574468085106,0,0.0531914893617021,0,0,0,0,0,0,0,0,0,0,0,0.0319148936170213,0.691489361702128,65,"121",94,"Schluckauf"
"ID1236","ID1236",1236,146,4,8,0,0,68,1,12,1,0,0,0,1,1,0,0,0,0,0,25,0.546816479400749,0.0149812734082397,0.0299625468164794,0,0,0.254681647940075,0.00374531835205993,0.0449438202247191,0.00374531835205993,0,0,0,0.00374531835205993,0.00374531835205993,0,0,0,0,0,0.0936329588014981,0.546816479400749,146,"121",267,"Schluckauf"
"ID1237","ID1237",1237,683,4,23,0,2,281,1,52,2,1,0,1,2,3,1,0,0,5,0,119,0.578813559322034,0.00338983050847458,0.0194915254237288,0,0.00169491525423729,0.238135593220339,0.000847457627118644,0.0440677966101695,0.00169491525423729,0.000847457627118644,0,0.000847457627118644,0.00169491525423729,0.00254237288135593,0.000847457627118644,0,0,0.00423728813559322,0,0.100847457627119,0.578813559322034,683,"121",1180,"Schluckauf"
"ID1238","ID1238",1238,94,4,4,0,1,36,3,5,0,0,0,0,1,0,2,0,0,1,0,33,0.510869565217391,0.0217391304347826,0.0217391304347826,0,0.00543478260869565,0.195652173913043,0.016304347826087,0.0271739130434783,0,0,0,0,0.00543478260869565,0,0.0108695652173913,0,0,0.00543478260869565,0,0.179347826086957,0.510869565217391,94,"121",184,"Schluckauf"
"ID1239","ID1239",1239,49,2,2,0,0,28,0,3,0,0,0,0,0,0,0,0,0,0,1,29,0.429824561403509,0.0175438596491228,0.0175438596491228,0,0,0.245614035087719,0,0.0263157894736842,0,0,0,0,0,0,0,0,0,0,0.0087719298245614,0.254385964912281,0.429824561403509,49,"121",114,"Schluckauf"
"ID1240","ID1240",1240,74,1,1,1,0,30,0,6,0,0,1,0,0,1,2,0,1,0,0,19,0.54014598540146,0.0072992700729927,0.0072992700729927,0.0072992700729927,0,0.218978102189781,0,0.0437956204379562,0,0,0.0072992700729927,0,0,0.0072992700729927,0.0145985401459854,0,0.0072992700729927,0,0,0.138686131386861,0.54014598540146,74,"121",137,"Schluckauf"
"ID1241","ID1241",1241,504,4,9,0,1,166,7,43,2,0,1,0,0,2,0,0,0,1,0,37,0.648648648648649,0.00514800514800515,0.0115830115830116,0,0.00128700128700129,0.213642213642214,0.00900900900900901,0.0553410553410553,0.00257400257400257,0,0.00128700128700129,0,0,0.00257400257400257,0,0,0,0.00128700128700129,0,0.0476190476190476,0.648648648648649,504,"121",777,"Schluckauf"
"ID1242","ID1242",1242,55,0,0,0,0,24,0,9,0,0,0,0,1,1,0,0,0,0,0,3,0.591397849462366,0,0,0,0,0.258064516129032,0,0.0967741935483871,0,0,0,0,0.010752688172043,0.010752688172043,0,0,0,0,0,0.032258064516129,0.591397849462366,55,"121",93,"Schluckauf"
"ID1243","ID1243",1243,102,1,3,0,0,26,2,5,0,0,0,0,0,4,0,0,0,2,0,24,0.603550295857988,0.00591715976331361,0.0177514792899408,0,0,0.153846153846154,0.0118343195266272,0.029585798816568,0,0,0,0,0,0.0236686390532544,0,0,0,0.0118343195266272,0,0.142011834319527,0.603550295857988,102,"121",169,"Schluckauf"
"ID1244","ID1244",1244,166,4,1,0,0,29,0,8,0,0,0,0,0,4,1,0,0,0,0,15,0.728070175438597,0.0175438596491228,0.0043859649122807,0,0,0.12719298245614,0,0.0350877192982456,0,0,0,0,0,0.0175438596491228,0.0043859649122807,0,0,0,0,0.0657894736842105,0.728070175438597,166,"121",228,"Schluckauf"
"ID1245","ID1245",1245,130,0,1,0,0,22,0,7,0,0,0,0,0,1,1,0,0,0,0,2,0.792682926829268,0,0.00609756097560976,0,0,0.134146341463415,0,0.0426829268292683,0,0,0,0,0,0.00609756097560976,0.00609756097560976,0,0,0,0,0.0121951219512195,0.792682926829268,130,"121",164,"Schluckauf"
"ID1246","ID1246",1246,79,0,2,0,0,15,1,6,0,0,0,0,0,6,1,0,1,0,0,5,0.681034482758621,0,0.0172413793103448,0,0,0.129310344827586,0.00862068965517241,0.0517241379310345,0,0,0,0,0,0.0517241379310345,0.00862068965517241,0,0.00862068965517241,0,0,0.0431034482758621,0.681034482758621,79,"121",116,"Schluckauf"
"ID1247","ID1247",1247,15,0,1,0,0,15,10,8,0,2,0,0,2,0,0,0,0,0,0,0,0.283018867924528,0,0.0188679245283019,0,0,0.283018867924528,0.188679245283019,0.150943396226415,0,0.0377358490566038,0,0,0.0377358490566038,0,0,0,0,0,0,0,0.283018867924528,15,"121",53,"Schluckauf"
"ID1248","ID1248",1248,34,1,3,0,4,18,2,20,1,4,0,0,0,0,0,0,0,0,0,0,0.390804597701149,0.0114942528735632,0.0344827586206897,0,0.0459770114942529,0.206896551724138,0.0229885057471264,0.229885057471264,0.0114942528735632,0.0459770114942529,0,0,0,0,0,0,0,0,0,0,0.390804597701149,34,"121",87,"Schluckauf"
"ID1249","ID1249",1249,99,1,3,1,8,37,6,45,2,6,0,0,0,0,0,0,0,1,1,0,0.471428571428571,0.00476190476190476,0.0142857142857143,0.00476190476190476,0.0380952380952381,0.176190476190476,0.0285714285714286,0.214285714285714,0.00952380952380952,0.0285714285714286,0,0,0,0,0,0,0,0.00476190476190476,0.00476190476190476,0,0.471428571428571,99,"121",210,"Schluckauf"
"ID1250","ID1250",1250,42,0,3,0,6,15,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0.482758620689655,0,0.0344827586206897,0,0.0689655172413793,0.172413793103448,0,0.241379310344828,0,0,0,0,0,0,0,0,0,0,0,0,0.482758620689655,42,"121",87,"Schluckauf"
"ID1251","ID1251",1251,85,0,5,0,7,19,1,31,0,0,0,0,0,0,0,0,0,0,0,0,0.574324324324324,0,0.0337837837837838,0,0.0472972972972973,0.128378378378378,0.00675675675675676,0.209459459459459,0,0,0,0,0,0,0,0,0,0,0,0,0.574324324324324,85,"121",148,"Schluckauf"
"ID1252","ID1252",1252,36,0,3,0,25,10,0,19,0,2,0,0,0,0,0,0,0,1,0,0,0.375,0,0.03125,0,0.260416666666667,0.104166666666667,0,0.197916666666667,0,0.0208333333333333,0,0,0,0,0,0,0,0.0104166666666667,0,0,0.375,36,"121",96,"Schluckauf"
"ID1253","ID1253",1253,65,0,3,0,40,9,0,20,0,6,0,0,0,0,0,0,0,0,0,0,0.454545454545455,0,0.020979020979021,0,0.27972027972028,0.0629370629370629,0,0.13986013986014,0,0.041958041958042,0,0,0,0,0,0,0,0,0,0,0.454545454545455,65,"121",143,"Schluckauf"
"ID1254","ID1254",1254,37,0,9,0,50,22,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0.291338582677165,0,0.0708661417322835,0,0.393700787401575,0.173228346456693,0,0.0708661417322835,0,0,0,0,0,0,0,0,0,0,0,0,0.393700787401575,50,"125",127,"Schlickser / Schlicks / Schlick"
"ID1255","ID1255",1255,43,0,7,0,63,34,0,8,1,2,0,1,0,0,0,0,0,0,0,0,0.270440251572327,0,0.0440251572327044,0,0.39622641509434,0.213836477987421,0,0.050314465408805,0.00628930817610063,0.0125786163522013,0,0.00628930817610063,0,0,0,0,0,0,0,0,0.39622641509434,63,"125",159,"Schlickser / Schlicks / Schlick"
"ID1256","ID1256",1256,43,0,2,0,39,24,0,6,1,0,0,0,0,0,0,0,0,0,0,0,0.373913043478261,0,0.0173913043478261,0,0.339130434782609,0.208695652173913,0,0.0521739130434783,0.00869565217391304,0,0,0,0,0,0,0,0,0,0,0,0.373913043478261,43,"121",115,"Schluckauf"
"ID1257","ID1257",1257,56,0,3,0,57,35,0,8,0,4,0,0,0,0,0,0,0,1,0,0,0.341463414634146,0,0.0182926829268293,0,0.347560975609756,0.213414634146341,0,0.0487804878048781,0,0.024390243902439,0,0,0,0,0,0,0,0.00609756097560976,0,0,0.347560975609756,57,"125",164,"Schlickser / Schlicks / Schlick"
"ID1258","ID1258",1258,163,0,9,0,66,81,0,19,0,5,1,2,0,0,0,0,1,0,0,0,0.469740634005764,0,0.0259365994236311,0,0.190201729106628,0.23342939481268,0,0.0547550432276657,0,0.0144092219020173,0.00288184438040346,0.00576368876080692,0,0,0,0,0.00288184438040346,0,0,0,0.469740634005764,163,"121",347,"Schluckauf"
"ID1259","ID1259",1259,1046,6,26,0,221,317,6,136,4,10,0,4,0,1,0,0,1,2,0,0,0.587640449438202,0.00337078651685393,0.0146067415730337,0,0.124157303370787,0.178089887640449,0.00337078651685393,0.0764044943820225,0.00224719101123596,0.00561797752808989,0,0.00224719101123596,0,0.000561797752808989,0,0,0.000561797752808989,0.00112359550561798,0,0,0.587640449438202,1046,"121",1780,"Schluckauf"
"ID1260","ID1260",1260,846,4,31,1,163,232,2,98,6,6,0,2,1,0,0,1,0,5,0,0,0.605150214592275,0.00286123032904149,0.0221745350500715,0.000715307582260372,0.116595135908441,0.165951359084406,0.00143061516452074,0.0701001430615164,0.00429184549356223,0.00429184549356223,0,0.00143061516452074,0.000715307582260372,0,0,0.000715307582260372,0,0.00357653791130186,0,0,0.605150214592275,846,"121",1398,"Schluckauf"
"ID1261","ID1261",1261,818,8,43,0,100,254,2,84,3,11,0,2,0,0,1,0,0,4,1,0,0.614575507137491,0.00601051840721262,0.0323065364387678,0,0.0751314800901578,0.190833959429001,0.00150262960180316,0.0631104432757325,0.00225394440270473,0.00826446280991736,0,0.00150262960180316,0,0,0.000751314800901578,0,0,0.00300525920360631,0.000751314800901578,0,0.614575507137491,818,"121",1331,"Schluckauf"
"ID1262","ID1262",1262,3011,24,138,1,228,758,17,275,7,15,2,4,2,1,2,1,2,10,3,1,0.668813860506442,0.00533096401599289,0.0306530430919591,0.00022212350066637,0.0506441581519325,0.168369613505109,0.0037760995113283,0.0610839626832519,0.00155486450466459,0.00333185250999556,0.000444247001332741,0.000888494002665482,0.000444247001332741,0.00022212350066637,0.000444247001332741,0.00022212350066637,0.000444247001332741,0.0022212350066637,0.000666370501999112,0.00022212350066637,0.668813860506442,3011,"121",4502,"Schluckauf"
