"id","hexID","X73","X74","X75","X76","X77","X78","X79","X81","X82","rel_73","rel_74","rel_75","rel_76","rel_77","rel_78","rel_79","rel_81","rel_82","relMax","absMax","maxLevel","total","antwort"
"ID703","ID703",703,132,18,130,5,0,1,2,204,0,0.268292682926829,0.0365853658536585,0.264227642276423,0.0101626016260163,0,0.00203252032520325,0.0040650406504065,0.414634146341463,0,0.414634146341463,204,"81",492,"Hausschuhe"
"ID704","ID704",704,41,3,51,0,0,2,0,52,0,0.275167785234899,0.0201342281879195,0.342281879194631,0,0,0.0134228187919463,0,0.348993288590604,0,0.348993288590604,52,"81",149,"Hausschuhe"
"ID705","ID705",705,42,7,47,1,0,1,1,41,0,0.3,0.05,0.335714285714286,0.00714285714285714,0,0.00714285714285714,0.00714285714285714,0.292857142857143,0,0.335714285714286,47,"75",140,"Schlapfen/Schlappen"
"ID706","ID706",706,57,12,69,1,0,1,0,67,0,0.27536231884058,0.0579710144927536,0.333333333333333,0.00483091787439614,0,0.00483091787439614,0,0.323671497584541,0,0.333333333333333,69,"75",207,"Schlapfen/Schlappen"
"ID707","ID707",707,86,11,68,3,0,2,2,111,0,0.303886925795053,0.03886925795053,0.240282685512367,0.0106007067137809,0,0.00706713780918728,0.00706713780918728,0.392226148409894,0,0.392226148409894,111,"81",283,"Hausschuhe"
"ID708","ID708",708,101,16,104,4,2,0,4,133,2,0.275956284153005,0.0437158469945355,0.284153005464481,0.0109289617486339,0.00546448087431694,0,0.0109289617486339,0.363387978142077,0.00546448087431694,0.363387978142077,133,"81",366,"Hausschuhe"
"ID709","ID709",709,66,21,58,3,2,0,2,82,1,0.280851063829787,0.0893617021276596,0.246808510638298,0.0127659574468085,0.00851063829787234,0,0.00851063829787234,0.348936170212766,0.00425531914893617,0.348936170212766,82,"81",235,"Hausschuhe"
"ID710","ID710",710,59,35,37,0,2,0,1,66,0,0.295,0.175,0.185,0,0.01,0,0.005,0.33,0,0.33,66,"81",200,"Hausschuhe"
"ID711","ID711",711,92,46,55,1,2,0,2,81,0,0.329749103942652,0.164874551971326,0.197132616487455,0.003584229390681,0.00716845878136201,0,0.00716845878136201,0.290322580645161,0,0.329749103942652,92,"73",279,"Latschen"
"ID712","ID712",712,34,27,21,2,1,1,0,31,0,0.290598290598291,0.230769230769231,0.179487179487179,0.0170940170940171,0.00854700854700855,0.00854700854700855,0,0.264957264957265,0,0.290598290598291,34,"73",117,"Latschen"
"ID713","ID713",713,70,43,37,2,0,1,2,66,0,0.316742081447964,0.194570135746606,0.167420814479638,0.00904977375565611,0,0.00452488687782805,0.00904977375565611,0.298642533936652,0,0.316742081447964,70,"73",221,"Latschen"
"ID714","ID714",714,96,74,62,4,2,0,3,87,0,0.292682926829268,0.225609756097561,0.189024390243902,0.0121951219512195,0.00609756097560976,0,0.00914634146341463,0.265243902439024,0,0.292682926829268,96,"73",328,"Latschen"
"ID715","ID715",715,72,65,52,4,3,2,1,76,1,0.260869565217391,0.235507246376812,0.188405797101449,0.0144927536231884,0.0108695652173913,0.0072463768115942,0.0036231884057971,0.27536231884058,0.0036231884057971,0.27536231884058,76,"81",276,"Hausschuhe"
"ID716","ID716",716,328,164,192,17,8,0,1,281,0,0.330978809283552,0.165489404641776,0.193743693239152,0.0171543895055499,0.00807265388496468,0,0.00100908173562059,0.283551967709384,0,0.330978809283552,328,"73",991,"Latschen"
"ID717","ID717",717,461,196,209,21,13,0,5,431,2,0.344544095665172,0.146487294469357,0.156203288490284,0.015695067264574,0.00971599402092676,0,0.00373692077727952,0.322122571001495,0.00149476831091181,0.344544095665172,461,"73",1338,"Latschen"
"ID718","ID718",718,1395,841,764,111,55,2,20,1463,4,0.299677765843179,0.180665950590763,0.164124597207304,0.0238453276047261,0.0118152524167562,0.000429645542427497,0.00429645542427497,0.314285714285714,0.000859291084854995,0.314285714285714,1463,"81",4655,"Hausschuhe"
"ID719","ID719",719,317,180,164,26,10,1,4,322,0,0.3095703125,0.17578125,0.16015625,0.025390625,0.009765625,0.0009765625,0.00390625,0.314453125,0,0.314453125,322,"81",1024,"Hausschuhe"
"ID720","ID720",720,102,71,45,3,1,1,0,74,0,0.343434343434343,0.239057239057239,0.151515151515152,0.0101010101010101,0.00336700336700337,0.00336700336700337,0,0.249158249158249,0,0.343434343434343,102,"73",297,"Latschen"
"ID721","ID721",721,44,47,32,4,1,0,2,30,0,0.275,0.29375,0.2,0.025,0.00625,0,0.0125,0.1875,0,0.29375,47,"74",160,"Pantoffeln"
"ID722","ID722",722,54,60,27,0,1,0,0,47,0,0.285714285714286,0.317460317460317,0.142857142857143,0,0.00529100529100529,0,0,0.248677248677249,0,0.317460317460317,60,"74",189,"Pantoffeln"
"ID723","ID723",723,51,58,34,3,2,0,1,48,1,0.257575757575758,0.292929292929293,0.171717171717172,0.0151515151515152,0.0101010101010101,0,0.00505050505050505,0.242424242424242,0.00505050505050505,0.292929292929293,58,"74",198,"Pantoffeln"
"ID724","ID724",724,112,100,79,3,5,0,0,79,0,0.296296296296296,0.264550264550265,0.208994708994709,0.00793650793650794,0.0132275132275132,0,0,0.208994708994709,0,0.296296296296296,112,"73",378,"Latschen"
"ID725","ID725",725,100,123,59,3,6,1,2,77,1,0.268817204301075,0.330645161290323,0.158602150537634,0.00806451612903226,0.0161290322580645,0.00268817204301075,0.00537634408602151,0.206989247311828,0.00268817204301075,0.330645161290323,123,"74",372,"Pantoffeln"
"ID726","ID726",726,56,60,59,1,13,0,0,40,1,0.243478260869565,0.260869565217391,0.256521739130435,0.00434782608695652,0.0565217391304348,0,0,0.173913043478261,0.00434782608695652,0.260869565217391,60,"74",230,"Pantoffeln"
"ID727","ID727",727,18,43,135,0,62,0,0,22,0,0.0642857142857143,0.153571428571429,0.482142857142857,0,0.221428571428571,0,0,0.0785714285714286,0,0.482142857142857,135,"75",280,"Schlapfen/Schlappen"
"ID728","ID728",728,2,16,71,0,35,0,0,2,0,0.0158730158730159,0.126984126984127,0.563492063492063,0,0.277777777777778,0,0,0.0158730158730159,0,0.563492063492063,71,"75",126,"Schlapfen/Schlappen"
"ID729","ID729",729,1,11,42,0,24,0,0,4,0,0.0121951219512195,0.134146341463415,0.51219512195122,0,0.292682926829268,0,0,0.0487804878048781,0,0.51219512195122,42,"75",82,"Schlapfen/Schlappen"
"ID730","ID730",730,1,44,164,1,79,0,1,3,0,0.00341296928327645,0.150170648464164,0.559726962457338,0.00341296928327645,0.26962457337884,0,0.00341296928327645,0.0102389078498294,0,0.559726962457338,164,"75",293,"Schlapfen/Schlappen"
"ID731","ID731",731,0,3,67,0,31,0,0,0,0,0,0.0297029702970297,0.663366336633663,0,0.306930693069307,0,0,0,0,0.663366336633663,67,"75",101,"Schlapfen/Schlappen"
"ID732","ID732",732,4,3,152,0,44,0,0,5,0,0.0192307692307692,0.0144230769230769,0.730769230769231,0,0.211538461538462,0,0,0.0240384615384615,0,0.730769230769231,152,"75",208,"Schlapfen/Schlappen"
"ID733","ID733",733,18,11,549,0,239,1,0,11,0,0.0217129071170084,0.0132689987937274,0.662243667068758,0,0.288299155609168,0.00120627261761158,0,0.0132689987937274,0,0.662243667068758,549,"75",829,"Schlapfen/Schlappen"
"ID734","ID734",734,3,1,232,1,121,0,0,3,0,0.00831024930747922,0.00277008310249307,0.642659279778393,0.00277008310249307,0.335180055401662,0,0,0.00831024930747922,0,0.642659279778393,232,"75",361,"Schlapfen/Schlappen"
"ID735","ID735",735,16,10,398,2,189,0,0,10,1,0.0255591054313099,0.0159744408945687,0.635782747603834,0.00319488817891374,0.301916932907348,0,0,0.0159744408945687,0.00159744408945687,0.635782747603834,398,"75",626,"Schlapfen/Schlappen"
"ID736","ID736",736,4,4,183,1,80,0,0,6,0,0.0143884892086331,0.0143884892086331,0.658273381294964,0.00359712230215827,0.287769784172662,0,0,0.0215827338129496,0,0.658273381294964,183,"75",278,"Schlapfen/Schlappen"
"ID737","ID737",737,4,0,130,0,68,0,0,1,0,0.0197044334975369,0,0.640394088669951,0,0.334975369458128,0,0,0.00492610837438424,0,0.640394088669951,130,"75",203,"Schlapfen/Schlappen"
"ID738","ID738",738,4,2,90,0,48,0,0,4,0,0.027027027027027,0.0135135135135135,0.608108108108108,0,0.324324324324324,0,0,0.027027027027027,0,0.608108108108108,90,"75",148,"Schlapfen/Schlappen"
"ID739","ID739",739,0,3,50,0,39,0,0,3,1,0,0.03125,0.520833333333333,0,0.40625,0,0,0.03125,0.0104166666666667,0.520833333333333,50,"75",96,"Schlapfen/Schlappen"
"ID740","ID740",740,5,1,73,0,37,0,0,1,0,0.0427350427350427,0.00854700854700855,0.623931623931624,0,0.316239316239316,0,0,0.00854700854700855,0,0.623931623931624,73,"75",117,"Schlapfen/Schlappen"
"ID741","ID741",741,2,2,108,0,67,0,0,2,0,0.0110497237569061,0.0110497237569061,0.596685082872928,0,0.370165745856354,0,0,0.0110497237569061,0,0.596685082872928,108,"75",181,"Schlapfen/Schlappen"
"ID742","ID742",742,3,0,81,0,56,0,0,3,0,0.020979020979021,0,0.566433566433566,0,0.391608391608392,0,0,0.020979020979021,0,0.566433566433566,81,"75",143,"Schlapfen/Schlappen"
"ID743","ID743",743,9,5,338,0,219,0,0,13,0,0.0154109589041096,0.00856164383561644,0.578767123287671,0,0.375,0,0,0.0222602739726027,0,0.578767123287671,338,"75",584,"Schlapfen/Schlappen"
"ID744","ID744",744,2,1,69,0,55,0,0,1,1,0.0155038759689922,0.00775193798449612,0.534883720930233,0,0.426356589147287,0,0,0.00775193798449612,0.00775193798449612,0.534883720930233,69,"75",129,"Schlapfen/Schlappen"
"ID745","ID745",745,10,6,115,2,112,0,0,8,0,0.0395256916996047,0.0237154150197628,0.454545454545455,0.00790513833992095,0.442687747035573,0,0,0.0316205533596838,0,0.454545454545455,115,"75",253,"Schlapfen/Schlappen"
"ID746","ID746",746,36,22,477,5,414,0,4,34,1,0.0362537764350453,0.0221550855991944,0.48036253776435,0.00503524672708963,0.416918429003021,0,0.0040281973816717,0.0342396777442095,0.00100704934541793,0.48036253776435,477,"75",993,"Schlapfen/Schlappen"
"ID747","ID747",747,239,179,3188,15,3433,2,4,341,5,0.0322711315149878,0.0241695922225223,0.430461787739671,0.00202538482311639,0.463543073183905,0.000270051309748852,0.000540102619497705,0.0460437483121793,0.000675128274372131,0.463543073183905,3433,"77",7406,"Patschen"
"ID748","ID748",748,31,27,444,2,436,0,3,36,0,0.0316649642492339,0.0275791624106231,0.453524004085802,0.00204290091930541,0.44535240040858,0,0.00306435137895812,0.0367722165474974,0,0.453524004085802,444,"75",979,"Schlapfen/Schlappen"
"ID749","ID749",749,1,1,32,0,14,0,1,1,0,0.02,0.02,0.64,0,0.28,0,0.02,0.02,0,0.64,32,"75",50,"Schlapfen/Schlappen"
"ID750","ID750",750,0,0,12,0,1,0,0,0,0,0,0,0.923076923076923,0,0.0769230769230769,0,0,0,0,0.923076923076923,12,"75",13,"Schlapfen/Schlappen"
"ID751","ID751",751,61,16,283,4,0,4,1,49,0,0.145933014354067,0.0382775119617225,0.677033492822967,0.00956937799043062,0,0.00956937799043062,0.00239234449760766,0.117224880382775,0,0.677033492822967,283,"75",418,"Schlapfen/Schlappen"
"ID752","ID752",752,78,16,262,5,0,6,0,56,0,0.184397163120567,0.0378250591016548,0.619385342789598,0.0118203309692671,0,0.0141843971631206,0,0.132387706855792,0,0.619385342789598,262,"75",423,"Schlapfen/Schlappen"
"ID753","ID753",753,53,9,151,1,0,5,2,40,0,0.203065134099617,0.0344827586206897,0.578544061302682,0.00383141762452107,0,0.0191570881226054,0.00766283524904215,0.153256704980843,0,0.578544061302682,151,"75",261,"Schlapfen/Schlappen"
"ID754","ID754",754,33,6,67,0,0,2,0,35,0,0.230769230769231,0.041958041958042,0.468531468531469,0,0,0.013986013986014,0,0.244755244755245,0,0.468531468531469,67,"75",143,"Schlapfen/Schlappen"
"ID755","ID755",755,63,5,47,3,0,1,0,108,0,0.277533039647577,0.0220264317180617,0.20704845814978,0.013215859030837,0,0.00440528634361234,0,0.475770925110132,0,0.475770925110132,108,"81",227,"Hausschuhe"
"ID756","ID756",756,93,11,86,2,0,1,1,127,0,0.289719626168224,0.0342679127725857,0.26791277258567,0.00623052959501558,0,0.00311526479750779,0.00311526479750779,0.395638629283489,0,0.395638629283489,127,"81",321,"Hausschuhe"
"ID757","ID757",757,106,15,92,3,1,1,2,124,0,0.308139534883721,0.0436046511627907,0.267441860465116,0.00872093023255814,0.00290697674418605,0.00290697674418605,0.00581395348837209,0.36046511627907,0,0.36046511627907,124,"81",344,"Hausschuhe"
"ID758","ID758",758,129,18,132,8,0,0,3,146,1,0.295194508009153,0.0411899313501144,0.302059496567506,0.0183066361556064,0,0,0.0068649885583524,0.334096109839817,0.0022883295194508,0.334096109839817,146,"81",437,"Hausschuhe"
"ID759","ID759",759,80,17,98,1,1,1,2,109,0,0.258899676375405,0.0550161812297735,0.317152103559871,0.00323624595469256,0.00323624595469256,0.00323624595469256,0.00647249190938511,0.352750809061489,0,0.352750809061489,109,"81",309,"Hausschuhe"
"ID760","ID760",760,47,11,57,4,0,2,1,53,0,0.268571428571429,0.0628571428571429,0.325714285714286,0.0228571428571429,0,0.0114285714285714,0.00571428571428571,0.302857142857143,0,0.325714285714286,57,"75",175,"Schlapfen/Schlappen"
"ID761","ID761",761,45,5,50,3,0,0,0,54,0,0.286624203821656,0.0318471337579618,0.318471337579618,0.0191082802547771,0,0,0,0.343949044585987,0,0.343949044585987,54,"81",157,"Hausschuhe"
"ID762","ID762",762,52,11,51,1,1,0,0,58,0,0.298850574712644,0.0632183908045977,0.293103448275862,0.00574712643678161,0.00574712643678161,0,0,0.333333333333333,0,0.333333333333333,58,"81",174,"Hausschuhe"
"ID763","ID763",763,77,10,110,5,0,1,2,103,0,0.25,0.0324675324675325,0.357142857142857,0.0162337662337662,0,0.00324675324675325,0.00649350649350649,0.334415584415584,0,0.357142857142857,110,"75",308,"Schlapfen/Schlappen"
"ID764","ID764",764,348,101,381,15,0,2,4,452,0,0.267075978511128,0.0775134305448964,0.292402148887183,0.0115118956254797,0,0.00153491941673062,0.00306983883346124,0.34689178818112,0,0.34689178818112,452,"81",1303,"Hausschuhe"
"ID765","ID765",765,154,43,163,5,0,1,6,169,0,0.284658040665434,0.0794824399260629,0.301293900184843,0.00924214417744917,0,0.00184842883548983,0.011090573012939,0.312384473197782,0,0.312384473197782,169,"81",541,"Hausschuhe"
"ID766","ID766",766,62,33,45,5,1,1,1,54,0,0.306930693069307,0.163366336633663,0.222772277227723,0.0247524752475248,0.00495049504950495,0.00495049504950495,0.00495049504950495,0.267326732673267,0,0.306930693069307,62,"73",202,"Latschen"
"ID767","ID767",767,43,37,33,0,0,0,1,50,0,0.26219512195122,0.225609756097561,0.201219512195122,0,0,0,0.00609756097560976,0.304878048780488,0,0.304878048780488,50,"81",164,"Hausschuhe"
"ID768","ID768",768,72,46,38,3,1,0,3,59,0,0.324324324324324,0.207207207207207,0.171171171171171,0.0135135135135135,0.0045045045045045,0,0.0135135135135135,0.265765765765766,0,0.324324324324324,72,"73",222,"Latschen"
"ID769","ID769",769,262,143,140,8,2,0,3,258,0,0.321078431372549,0.175245098039216,0.17156862745098,0.00980392156862745,0.00245098039215686,0,0.00367647058823529,0.316176470588235,0,0.321078431372549,262,"73",816,"Latschen"
"ID770","ID770",770,617,325,340,24,1,0,8,589,1,0.323884514435696,0.170603674540682,0.178477690288714,0.0125984251968504,0.0005249343832021,0,0.0041994750656168,0.309186351706037,0.0005249343832021,0.323884514435696,617,"73",1905,"Latschen"
"ID771","ID771",771,50,54,35,5,0,2,1,27,0,0.28735632183908,0.310344827586207,0.201149425287356,0.028735632183908,0,0.0114942528735632,0.00574712643678161,0.155172413793103,0,0.310344827586207,54,"74",174,"Pantoffeln"
"ID772","ID772",772,68,76,28,3,0,0,0,65,0,0.283333333333333,0.316666666666667,0.116666666666667,0.0125,0,0,0,0.270833333333333,0,0.316666666666667,76,"74",240,"Pantoffeln"
"ID773","ID773",773,153,106,113,5,4,2,0,119,0,0.304780876494024,0.211155378486056,0.225099601593625,0.0099601593625498,0.00796812749003984,0.00398406374501992,0,0.237051792828685,0,0.304780876494024,153,"73",502,"Latschen"
"ID774","ID774",774,121,93,71,8,1,1,3,93,0,0.309462915601023,0.237851662404092,0.181585677749361,0.020460358056266,0.00255754475703325,0.00255754475703325,0.00767263427109974,0.237851662404092,0,0.309462915601023,121,"73",391,"Latschen"
"ID775","ID775",775,151,90,77,13,3,0,1,131,0,0.324034334763948,0.1931330472103,0.165236051502146,0.0278969957081545,0.00643776824034335,0,0.00214592274678112,0.281115879828326,0,0.324034334763948,151,"73",466,"Latschen"
"ID776","ID776",776,107,89,65,3,4,0,1,102,1,0.287634408602151,0.239247311827957,0.174731182795699,0.00806451612903226,0.010752688172043,0,0.00268817204301075,0.274193548387097,0.00268817204301075,0.287634408602151,107,"73",372,"Latschen"
"ID777","ID777",777,36,53,25,2,4,0,0,37,0,0.229299363057325,0.337579617834395,0.159235668789809,0.0127388535031847,0.0254777070063694,0,0,0.235668789808917,0,0.337579617834395,53,"74",157,"Pantoffeln"
"ID778","ID778",778,24,43,28,0,1,0,0,27,0,0.195121951219512,0.349593495934959,0.227642276422764,0,0.00813008130081301,0,0,0.219512195121951,0,0.349593495934959,43,"74",123,"Pantoffeln"
"ID779","ID779",779,31,42,10,0,3,0,0,22,0,0.287037037037037,0.388888888888889,0.0925925925925926,0,0.0277777777777778,0,0,0.203703703703704,0,0.388888888888889,42,"74",108,"Pantoffeln"
"ID780","ID780",780,21,40,15,0,4,0,1,18,0,0.212121212121212,0.404040404040404,0.151515151515152,0,0.0404040404040404,0,0.0101010101010101,0.181818181818182,0,0.404040404040404,40,"74",99,"Pantoffeln"
"ID781","ID781",781,28,55,24,0,4,0,0,29,0,0.2,0.392857142857143,0.171428571428571,0,0.0285714285714286,0,0,0.207142857142857,0,0.392857142857143,55,"74",140,"Pantoffeln"
"ID782","ID782",782,31,35,13,0,3,0,0,23,0,0.295238095238095,0.333333333333333,0.123809523809524,0,0.0285714285714286,0,0,0.219047619047619,0,0.333333333333333,35,"74",105,"Pantoffeln"
"ID783","ID783",783,15,30,15,1,3,0,0,9,0,0.205479452054795,0.410958904109589,0.205479452054795,0.0136986301369863,0.0410958904109589,0,0,0.123287671232877,0,0.410958904109589,30,"74",73,"Pantoffeln"
"ID784","ID784",784,26,24,47,1,12,0,0,27,0,0.18978102189781,0.175182481751825,0.343065693430657,0.0072992700729927,0.0875912408759124,0,0,0.197080291970803,0,0.343065693430657,47,"75",137,"Schlapfen/Schlappen"
"ID785","ID785",785,7,21,74,1,33,0,0,4,1,0.049645390070922,0.148936170212766,0.524822695035461,0.00709219858156028,0.234042553191489,0,0,0.0283687943262411,0.00709219858156028,0.524822695035461,74,"75",141,"Schlapfen/Schlappen"
"ID786","ID786",786,0,10,132,0,46,0,0,7,0,0,0.0512820512820513,0.676923076923077,0,0.235897435897436,0,0,0.0358974358974359,0,0.676923076923077,132,"75",195,"Schlapfen/Schlappen"
"ID787","ID787",787,1,2,82,0,26,0,0,2,0,0.00884955752212389,0.0176991150442478,0.725663716814159,0,0.230088495575221,0,0,0.0176991150442478,0,0.725663716814159,82,"75",113,"Schlapfen/Schlappen"
"ID788","ID788",788,4,1,65,0,22,0,0,0,0,0.0434782608695652,0.0108695652173913,0.706521739130435,0,0.239130434782609,0,0,0,0,0.706521739130435,65,"75",92,"Schlapfen/Schlappen"
"ID789","ID789",789,2,1,160,0,65,0,0,4,0,0.00862068965517241,0.00431034482758621,0.689655172413793,0,0.280172413793103,0,0,0.0172413793103448,0,0.689655172413793,160,"75",232,"Schlapfen/Schlappen"
"ID790","ID790",790,29,14,1006,3,464,0,1,39,0,0.0186375321336761,0.0089974293059126,0.646529562982005,0.0019280205655527,0.298200514138817,0,0.0006426735218509,0.0250642673521851,0,0.646529562982005,1006,"75",1556,"Schlapfen/Schlappen"
"ID791","ID791",791,7,3,170,0,67,0,0,7,0,0.0275590551181102,0.0118110236220472,0.669291338582677,0,0.263779527559055,0,0,0.0275590551181102,0,0.669291338582677,170,"75",254,"Schlapfen/Schlappen"
"ID792","ID792",792,5,2,115,1,51,0,0,3,0,0.0282485875706215,0.0112994350282486,0.649717514124294,0.00564971751412429,0.288135593220339,0,0,0.0169491525423729,0,0.649717514124294,115,"75",177,"Schlapfen/Schlappen"
"ID793","ID793",793,1,0,33,0,19,0,0,0,0,0.0188679245283019,0,0.622641509433962,0,0.358490566037736,0,0,0,0,0.622641509433962,33,"75",53,"Schlapfen/Schlappen"
"ID794","ID794",794,2,0,23,1,12,0,0,0,0,0.0526315789473684,0,0.605263157894737,0.0263157894736842,0.315789473684211,0,0,0,0,0.605263157894737,23,"75",38,"Schlapfen/Schlappen"
"ID795","ID795",795,2,0,30,0,20,0,0,1,0,0.0377358490566038,0,0.566037735849057,0,0.377358490566038,0,0,0.0188679245283019,0,0.566037735849057,30,"75",53,"Schlapfen/Schlappen"
"ID796","ID796",796,1,2,17,0,7,0,0,0,0,0.037037037037037,0.0740740740740741,0.62962962962963,0,0.259259259259259,0,0,0,0,0.62962962962963,17,"75",27,"Schlapfen/Schlappen"
"ID797","ID797",797,2,0,28,0,13,0,1,0,0,0.0454545454545455,0,0.636363636363636,0,0.295454545454545,0,0.0227272727272727,0,0,0.636363636363636,28,"75",44,"Schlapfen/Schlappen"
"ID798","ID798",798,14,3,237,1,148,0,1,4,1,0.0342298288508557,0.00733496332518337,0.579462102689487,0.00244498777506112,0.361858190709046,0,0.00244498777506112,0.0097799511002445,0.00244498777506112,0.579462102689487,237,"75",409,"Schlapfen/Schlappen"
"ID799","ID799",799,3,2,61,0,43,0,0,2,0,0.027027027027027,0.018018018018018,0.54954954954955,0,0.387387387387387,0,0,0.018018018018018,0,0.54954954954955,61,"75",111,"Schlapfen/Schlappen"
"ID800","ID800",800,1,2,48,1,36,0,1,1,0,0.0111111111111111,0.0222222222222222,0.533333333333333,0.0111111111111111,0.4,0,0.0111111111111111,0.0111111111111111,0,0.533333333333333,48,"75",90,"Schlapfen/Schlappen"
"ID801","ID801",801,5,0,172,1,118,0,0,11,0,0.0162866449511401,0,0.560260586319218,0.00325732899022801,0.384364820846906,0,0,0.0358306188925081,0,0.560260586319218,172,"75",307,"Schlapfen/Schlappen"
"ID802","ID802",802,12,7,303,0,239,0,0,20,0,0.0206540447504303,0.0120481927710843,0.521514629948365,0,0.411359724612737,0,0,0.0344234079173838,0,0.521514629948365,303,"75",581,"Schlapfen/Schlappen"
"ID803","ID803",803,20,14,338,0,337,0,1,45,0,0.0264900662251656,0.0185430463576159,0.447682119205298,0,0.44635761589404,0,0.00132450331125828,0.0596026490066225,0,0.447682119205298,338,"75",755,"Schlapfen/Schlappen"
"ID804","ID804",804,4,0,100,0,73,0,0,1,0,0.0224719101123595,0,0.561797752808989,0,0.410112359550562,0,0,0.00561797752808989,0,0.561797752808989,100,"75",178,"Schlapfen/Schlappen"
"ID805","ID805",805,3,1,67,0,51,0,0,4,0,0.0238095238095238,0.00793650793650794,0.531746031746032,0,0.404761904761905,0,0,0.0317460317460317,0,0.531746031746032,67,"75",126,"Schlapfen/Schlappen"
"ID806","ID806",806,143,14,454,11,0,0,4,118,0,0.192204301075269,0.0188172043010753,0.610215053763441,0.0147849462365591,0,0,0.00537634408602151,0.158602150537634,0,0.610215053763441,454,"75",744,"Schlapfen/Schlappen"
"ID807","ID807",807,123,17,352,5,0,1,0,75,0,0.214659685863874,0.0296684118673647,0.614310645724258,0.0087260034904014,0,0.00174520069808028,0,0.130890052356021,0,0.614310645724258,352,"75",573,"Schlapfen/Schlappen"
"ID808","ID808",808,30,7,76,0,0,2,0,20,0,0.222222222222222,0.0518518518518519,0.562962962962963,0,0,0.0148148148148148,0,0.148148148148148,0,0.562962962962963,76,"75",135,"Schlapfen/Schlappen"
"ID809","ID809",809,171,15,168,5,0,0,1,197,0,0.307001795332136,0.0269299820466786,0.301615798922801,0.00897666068222621,0,0,0.00179533213644524,0.353680430879713,0,0.353680430879713,197,"81",557,"Hausschuhe"
"ID810","ID810",810,72,10,57,5,0,1,2,125,0,0.264705882352941,0.0367647058823529,0.209558823529412,0.0183823529411765,0,0.00367647058823529,0.00735294117647059,0.459558823529412,0,0.459558823529412,125,"81",272,"Hausschuhe"
"ID811","ID811",811,133,22,154,6,1,4,1,184,0,0.263366336633663,0.0435643564356436,0.304950495049505,0.0118811881188119,0.00198019801980198,0.00792079207920792,0.00198019801980198,0.364356435643564,0,0.364356435643564,184,"81",505,"Hausschuhe"
"ID812","ID812",812,144,19,133,6,2,1,1,170,0,0.302521008403361,0.0399159663865546,0.279411764705882,0.0126050420168067,0.00420168067226891,0.00210084033613445,0.00210084033613445,0.357142857142857,0,0.357142857142857,170,"81",476,"Hausschuhe"
"ID813","ID813",813,406,130,342,21,1,5,6,617,1,0.265533028122956,0.0850228907782865,0.223675604970569,0.013734466971877,0.00065402223675605,0.00327011118378025,0.0039241334205363,0.403531720078483,0.00065402223675605,0.403531720078483,617,"81",1529,"Hausschuhe"
"ID814","ID814",814,392,91,453,18,1,3,7,561,1,0.256712508185986,0.0595939751146038,0.296660117878193,0.0117878192534381,0.000654878847413229,0.00196463654223969,0.0045841519318926,0.367387033398821,0.000654878847413229,0.367387033398821,561,"81",1527,"Hausschuhe"
"ID815","ID815",815,130,27,117,5,1,0,3,151,1,0.298850574712644,0.0620689655172414,0.268965517241379,0.0114942528735632,0.00229885057471264,0,0.00689655172413793,0.347126436781609,0.00229885057471264,0.347126436781609,151,"81",435,"Hausschuhe"
"ID816","ID816",816,57,10,44,2,2,1,3,65,0,0.309782608695652,0.0543478260869565,0.239130434782609,0.0108695652173913,0.0108695652173913,0.00543478260869565,0.016304347826087,0.353260869565217,0,0.353260869565217,65,"81",184,"Hausschuhe"
"ID817","ID817",817,61,12,87,1,1,0,0,58,0,0.277272727272727,0.0545454545454545,0.395454545454545,0.00454545454545455,0.00454545454545455,0,0,0.263636363636364,0,0.395454545454545,87,"75",220,"Schlapfen/Schlappen"
"ID818","ID818",818,102,21,141,5,1,2,3,106,0,0.267716535433071,0.0551181102362205,0.37007874015748,0.0131233595800525,0.0026246719160105,0.005249343832021,0.0078740157480315,0.278215223097113,0,0.37007874015748,141,"75",381,"Schlapfen/Schlappen"
"ID819","ID819",819,188,46,206,7,1,1,2,223,1,0.278518518518518,0.0681481481481482,0.305185185185185,0.0103703703703704,0.00148148148148148,0.00148148148148148,0.00296296296296296,0.33037037037037,0.00148148148148148,0.33037037037037,223,"81",675,"Hausschuhe"
"ID820","ID820",820,93,31,98,2,1,0,3,96,0,0.287037037037037,0.095679012345679,0.302469135802469,0.00617283950617284,0.00308641975308642,0,0.00925925925925926,0.296296296296296,0,0.302469135802469,98,"75",324,"Schlapfen/Schlappen"
"ID821","ID821",821,80,39,64,2,0,0,1,65,0,0.318725099601594,0.155378486055777,0.254980079681275,0.00796812749003984,0,0,0.00398406374501992,0.258964143426295,0,0.318725099601594,80,"73",251,"Latschen"
"ID822","ID822",822,34,37,26,0,1,0,0,34,0,0.257575757575758,0.28030303030303,0.196969696969697,0,0.00757575757575758,0,0,0.257575757575758,0,0.28030303030303,37,"74",132,"Pantoffeln"
"ID823","ID823",823,42,41,28,1,2,1,0,50,0,0.254545454545455,0.248484848484848,0.16969696969697,0.00606060606060606,0.0121212121212121,0.00606060606060606,0,0.303030303030303,0,0.303030303030303,50,"81",165,"Hausschuhe"
"ID824","ID824",824,215,132,143,5,2,0,0,177,0,0.318991097922849,0.195845697329377,0.212166172106825,0.00741839762611276,0.0029673590504451,0,0,0.262611275964392,0,0.318991097922849,215,"73",674,"Latschen"
