"id","hexID","X73","X74","X75","X76","X77","X78","X79","X81","X82","rel_73","rel_74","rel_75","rel_76","rel_77","rel_78","rel_79","rel_81","rel_82","relMax","absMax","maxLevel","total","antwort"
"ID1220","ID1220",1220,14,16,49,0,0,1,1,6,0,0.160919540229885,0.183908045977011,0.563218390804598,0,0,0.0114942528735632,0.0114942528735632,0.0689655172413793,0,0.563218390804598,49,"75",87,"Schlapfen/Schlappen"
"ID1221","ID1221",1221,16,14,90,0,0,0,3,8,0,0.122137404580153,0.106870229007634,0.687022900763359,0,0,0,0.0229007633587786,0.0610687022900763,0,0.687022900763359,90,"75",131,"Schlapfen/Schlappen"
"ID1222","ID1222",1222,25,33,88,4,0,0,2,12,0,0.152439024390244,0.201219512195122,0.536585365853659,0.024390243902439,0,0,0.0121951219512195,0.0731707317073171,0,0.536585365853659,88,"75",164,"Schlapfen/Schlappen"
"ID1223","ID1223",1223,24,27,92,2,1,0,3,23,0,0.13953488372093,0.156976744186047,0.534883720930233,0.0116279069767442,0.00581395348837209,0,0.0174418604651163,0.133720930232558,0,0.534883720930233,92,"75",172,"Schlapfen/Schlappen"
"ID1224","ID1224",1224,117,113,316,13,1,1,3,100,0,0.176204819277108,0.170180722891566,0.475903614457831,0.019578313253012,0.00150602409638554,0.00150602409638554,0.00451807228915663,0.150602409638554,0,0.475903614457831,316,"75",664,"Schlapfen/Schlappen"
"ID1225","ID1225",1225,63,45,239,6,0,2,3,84,0,0.142533936651584,0.101809954751131,0.540723981900452,0.0135746606334842,0,0.00452488687782805,0.00678733031674208,0.190045248868778,0,0.540723981900452,239,"75",442,"Schlapfen/Schlappen"
"ID1226","ID1226",1226,233,194,554,30,0,1,18,260,1,0.180480247869868,0.150271107668474,0.429124709527498,0.0232378001549187,0,0.000774593338497289,0.0139426800929512,0.201394268009295,0.000774593338497289,0.429124709527498,554,"75",1291,"Schlapfen/Schlappen"
"ID1227","ID1227",1227,155,94,356,22,1,1,3,180,0,0.190886699507389,0.11576354679803,0.438423645320197,0.0270935960591133,0.00123152709359606,0.00123152709359606,0.00369458128078818,0.221674876847291,0,0.438423645320197,356,"75",812,"Schlapfen/Schlappen"
"ID1228","ID1228",1228,145,92,363,32,1,0,6,207,0,0.171394799054374,0.108747044917258,0.429078014184397,0.0378250591016548,0.00118203309692671,0,0.00709219858156028,0.24468085106383,0,0.429078014184397,363,"75",846,"Schlapfen/Schlappen"
"ID1229","ID1229",1229,360,216,726,67,1,0,15,501,0,0.190880169671262,0.114528101802757,0.384941675503712,0.035524920466596,0.000530222693531283,0,0.00795334040296925,0.265641569459173,0,0.384941675503712,726,"75",1886,"Schlapfen/Schlappen"
"ID1230","ID1230",1230,145,79,269,20,0,1,8,143,0,0.218045112781955,0.118796992481203,0.404511278195489,0.0300751879699248,0,0.00150375939849624,0.0120300751879699,0.215037593984962,0,0.404511278195489,269,"75",665,"Schlapfen/Schlappen"
"ID1231","ID1231",1231,92,62,310,14,1,0,2,107,0,0.156462585034014,0.105442176870748,0.527210884353742,0.0238095238095238,0.00170068027210884,0,0.00340136054421769,0.181972789115646,0,0.527210884353742,310,"75",588,"Schlapfen/Schlappen"
"ID1232","ID1232",1232,149,57,589,8,1,0,7,197,0,0.14781746031746,0.056547619047619,0.584325396825397,0.00793650793650794,0.000992063492063492,0,0.00694444444444444,0.195436507936508,0,0.584325396825397,589,"75",1008,"Schlapfen/Schlappen"
"ID1233","ID1233",1233,18,5,96,3,1,0,0,32,0,0.116129032258065,0.032258064516129,0.619354838709677,0.0193548387096774,0.00645161290322581,0,0,0.206451612903226,0,0.619354838709677,96,"75",155,"Schlapfen/Schlappen"
"ID1234","ID1234",1234,19,10,107,1,0,0,1,41,0,0.106145251396648,0.0558659217877095,0.597765363128492,0.00558659217877095,0,0,0.00558659217877095,0.229050279329609,0,0.597765363128492,107,"75",179,"Schlapfen/Schlappen"
"ID1235","ID1235",1235,29,11,121,1,2,0,1,37,0,0.143564356435644,0.0544554455445545,0.599009900990099,0.00495049504950495,0.0099009900990099,0,0.00495049504950495,0.183168316831683,0,0.599009900990099,121,"75",202,"Schlapfen/Schlappen"
"ID1236","ID1236",1236,64,21,152,1,3,0,1,59,0,0.212624584717608,0.0697674418604651,0.504983388704319,0.00332225913621262,0.00996677740863787,0,0.00332225913621262,0.196013289036545,0,0.504983388704319,152,"75",301,"Schlapfen/Schlappen"
"ID1237","ID1237",1237,61,17,153,9,0,0,0,47,1,0.211805555555556,0.0590277777777778,0.53125,0.03125,0,0,0,0.163194444444444,0.00347222222222222,0.53125,153,"75",288,"Schlapfen/Schlappen"
"ID1238","ID1238",1238,66,26,133,0,1,1,0,52,0,0.236559139784946,0.0931899641577061,0.476702508960573,0,0.003584229390681,0.003584229390681,0,0.186379928315412,0,0.476702508960573,133,"75",279,"Schlapfen/Schlappen"
"ID1239","ID1239",1239,41,13,92,2,1,0,0,28,0,0.231638418079096,0.0734463276836158,0.519774011299435,0.0112994350282486,0.00564971751412429,0,0,0.15819209039548,0,0.519774011299435,92,"75",177,"Schlapfen/Schlappen"
"ID1240","ID1240",1240,25,6,48,0,0,0,0,20,0,0.252525252525253,0.0606060606060606,0.484848484848485,0,0,0,0,0.202020202020202,0,0.484848484848485,48,"75",99,"Schlapfen/Schlappen"
"ID1241","ID1241",1241,35,11,102,1,0,0,0,25,0,0.201149425287356,0.0632183908045977,0.586206896551724,0.00574712643678161,0,0,0,0.14367816091954,0,0.586206896551724,102,"75",174,"Schlapfen/Schlappen"
"ID1242","ID1242",1242,253,59,688,10,0,0,3,206,2,0.207207207207207,0.0483210483210483,0.563472563472563,0.00819000819000819,0,0,0.00245700245700246,0.168714168714169,0.00163800163800164,0.563472563472563,688,"75",1221,"Schlapfen/Schlappen"
"ID1243","ID1243",1243,56,19,134,5,2,0,0,37,0,0.221343873517787,0.075098814229249,0.529644268774704,0.0197628458498024,0.00790513833992095,0,0,0.146245059288538,0,0.529644268774704,134,"75",253,"Schlapfen/Schlappen"
"ID1244","ID1244",1244,17,6,66,0,0,0,0,15,0,0.163461538461538,0.0576923076923077,0.634615384615385,0,0,0,0,0.144230769230769,0,0.634615384615385,66,"75",104,"Schlapfen/Schlappen"
"ID1245","ID1245",1245,28,9,74,1,0,0,1,12,1,0.222222222222222,0.0714285714285714,0.587301587301587,0.00793650793650794,0,0,0.00793650793650794,0.0952380952380952,0.00793650793650794,0.587301587301587,74,"75",126,"Schlapfen/Schlappen"
"ID1246","ID1246",1246,214,37,344,7,1,0,1,109,0,0.300140252454418,0.0518934081346424,0.482468443197756,0.00981767180925666,0.00140252454417952,0,0.00140252454417952,0.152875175315568,0,0.482468443197756,344,"75",713,"Schlapfen/Schlappen"
"ID1247","ID1247",1247,49,21,112,2,0,0,1,29,0,0.228971962616822,0.0981308411214953,0.523364485981308,0.00934579439252336,0,0,0.00467289719626168,0.135514018691589,0,0.523364485981308,112,"75",214,"Schlapfen/Schlappen"
"ID1248","ID1248",1248,27,28,68,0,1,0,0,10,0,0.201492537313433,0.208955223880597,0.507462686567164,0,0.00746268656716418,0,0,0.0746268656716418,0,0.507462686567164,68,"75",134,"Schlapfen/Schlappen"
"ID1249","ID1249",1249,41,51,81,4,0,0,0,17,0,0.211340206185567,0.262886597938144,0.417525773195876,0.0206185567010309,0,0,0,0.0876288659793814,0,0.417525773195876,81,"75",194,"Schlapfen/Schlappen"
"ID1250","ID1250",1250,47,50,67,1,0,0,0,21,0,0.252688172043011,0.268817204301075,0.360215053763441,0.00537634408602151,0,0,0,0.112903225806452,0,0.360215053763441,67,"75",186,"Schlapfen/Schlappen"
"ID1251","ID1251",1251,42,50,40,2,0,0,0,19,0,0.274509803921569,0.326797385620915,0.261437908496732,0.0130718954248366,0,0,0,0.124183006535948,0,0.326797385620915,50,"74",153,"Pantoffeln"
"ID1252","ID1252",1252,3,7,3,0,0,0,0,2,0,0.2,0.466666666666667,0.2,0,0,0,0,0.133333333333333,0,0.466666666666667,7,"74",15,"Pantoffeln"
"ID1253","ID1253",1253,1,4,21,0,0,0,2,1,0,0.0344827586206897,0.137931034482759,0.724137931034483,0,0,0,0.0689655172413793,0.0344827586206897,0,0.724137931034483,21,"75",29,"Schlapfen/Schlappen"
"ID1254","ID1254",1254,14,13,54,0,0,0,3,3,0,0.160919540229885,0.149425287356322,0.620689655172414,0,0,0,0.0344827586206897,0.0344827586206897,0,0.620689655172414,54,"75",87,"Schlapfen/Schlappen"
"ID1255","ID1255",1255,21,20,69,1,0,2,2,8,0,0.170731707317073,0.16260162601626,0.560975609756098,0.00813008130081301,0,0.016260162601626,0.016260162601626,0.0650406504065041,0,0.560975609756098,69,"75",123,"Schlapfen/Schlappen"
"ID1256","ID1256",1256,12,24,50,1,0,0,2,2,0,0.131868131868132,0.263736263736264,0.549450549450549,0.010989010989011,0,0,0.021978021978022,0.021978021978022,0,0.549450549450549,50,"75",91,"Schlapfen/Schlappen"
"ID1257","ID1257",1257,17,13,46,0,0,0,0,3,0,0.215189873417722,0.164556962025316,0.582278481012658,0,0,0,0,0.0379746835443038,0,0.582278481012658,46,"75",79,"Schlapfen/Schlappen"
"ID1258","ID1258",1258,15,24,39,1,0,1,5,2,0,0.172413793103448,0.275862068965517,0.448275862068966,0.0114942528735632,0,0.0114942528735632,0.0574712643678161,0.0229885057471264,0,0.448275862068966,39,"75",87,"Schlapfen/Schlappen"
"ID1259","ID1259",1259,29,65,60,0,0,0,5,6,0,0.175757575757576,0.393939393939394,0.363636363636364,0,0,0,0.0303030303030303,0.0363636363636364,0,0.393939393939394,65,"74",165,"Pantoffeln"
"ID1260","ID1260",1260,13,31,57,0,0,0,3,3,0,0.121495327102804,0.289719626168224,0.532710280373832,0,0,0,0.0280373831775701,0.0280373831775701,0,0.532710280373832,57,"75",107,"Schlapfen/Schlappen"
"ID1261","ID1261",1261,15,25,76,1,0,0,1,7,0,0.12,0.2,0.608,0.008,0,0,0.008,0.056,0,0.608,76,"75",125,"Schlapfen/Schlappen"
"ID1262","ID1262",1262,13,21,45,0,0,0,0,11,0,0.144444444444444,0.233333333333333,0.5,0,0,0,0,0.122222222222222,0,0.5,45,"75",90,"Schlapfen/Schlappen"
"ID1263","ID1263",1263,14,25,83,3,0,0,1,11,0,0.102189781021898,0.182481751824818,0.605839416058394,0.0218978102189781,0,0,0.0072992700729927,0.0802919708029197,0,0.605839416058394,83,"75",137,"Schlapfen/Schlappen"
"ID1264","ID1264",1264,39,33,122,18,1,1,3,45,0,0.148854961832061,0.125954198473282,0.465648854961832,0.0687022900763359,0.00381679389312977,0.00381679389312977,0.0114503816793893,0.17175572519084,0,0.465648854961832,122,"75",262,"Schlapfen/Schlappen"
"ID1265","ID1265",1265,115,128,306,28,0,1,2,192,0,0.148963730569948,0.16580310880829,0.396373056994819,0.0362694300518135,0,0.00129533678756477,0.00259067357512953,0.248704663212435,0,0.396373056994819,306,"75",772,"Schlapfen/Schlappen"
"ID1266","ID1266",1266,424,374,822,94,3,1,24,575,1,0.182916307161346,0.161345987920621,0.354616048317515,0.0405522001725626,0.00129421915444349,0.000431406384814495,0.0103537532355479,0.248058671268335,0.000431406384814495,0.354616048317515,822,"75",2318,"Schlapfen/Schlappen"
"ID1267","ID1267",1267,212,146,453,49,1,0,12,288,2,0.182287188306105,0.125537403267412,0.38950988822012,0.0421324161650903,0.000859845227858985,0,0.0103181427343078,0.247635425623388,0.00171969045571797,0.38950988822012,453,"75",1163,"Schlapfen/Schlappen"
"ID1268","ID1268",1268,807,703,1435,180,10,1,45,1149,4,0.186202122750346,0.162205814490078,0.331102907245039,0.0415320719889248,0.00230733733271804,0.000230733733271804,0.0103830179972312,0.265113059529303,0.000922934933087217,0.331102907245039,1435,"75",4334,"Schlapfen/Schlappen"
"ID1269","ID1269",1269,383,284,796,93,7,0,21,503,3,0.183253588516746,0.135885167464115,0.380861244019139,0.0444976076555024,0.00334928229665072,0,0.0100478468899522,0.24066985645933,0.00143540669856459,0.380861244019139,796,"75",2090,"Schlapfen/Schlappen"
"ID1270","ID1270",1270,215,104,481,42,1,0,11,251,0,0.194570135746606,0.0941176470588235,0.435294117647059,0.0380090497737557,0.000904977375565611,0,0.00995475113122172,0.227149321266968,0,0.435294117647059,481,"75",1105,"Schlapfen/Schlappen"
"ID1271","ID1271",1271,130,60,586,14,2,1,7,178,0,0.132924335378323,0.0613496932515337,0.59918200408998,0.0143149284253579,0.00204498977505112,0.00102249488752556,0.00715746421267894,0.18200408997955,0,0.59918200408998,586,"75",978,"Schlapfen/Schlappen"
"ID1272","ID1272",1272,37,14,183,6,0,0,3,43,0,0.129370629370629,0.048951048951049,0.63986013986014,0.020979020979021,0,0,0.0104895104895105,0.15034965034965,0,0.63986013986014,183,"75",286,"Schlapfen/Schlappen"
"ID1273","ID1273",1273,20,11,77,2,0,0,0,26,0,0.147058823529412,0.0808823529411765,0.566176470588235,0.0147058823529412,0,0,0,0.191176470588235,0,0.566176470588235,77,"75",136,"Schlapfen/Schlappen"
"ID1274","ID1274",1274,30,12,118,5,0,2,2,33,0,0.148514851485149,0.0594059405940594,0.584158415841584,0.0247524752475248,0,0.0099009900990099,0.0099009900990099,0.163366336633663,0,0.584158415841584,118,"75",202,"Schlapfen/Schlappen"
"ID1275","ID1275",1275,22,7,75,5,0,0,0,28,0,0.160583941605839,0.0510948905109489,0.547445255474453,0.0364963503649635,0,0,0,0.204379562043796,0,0.547445255474453,75,"75",137,"Schlapfen/Schlappen"
"ID1276","ID1276",1276,39,9,97,4,1,0,0,42,0,0.203125,0.046875,0.505208333333333,0.0208333333333333,0.00520833333333333,0,0,0.21875,0,0.505208333333333,97,"75",192,"Schlapfen/Schlappen"
"ID1277","ID1277",1277,110,28,182,6,1,0,0,77,0,0.272277227722772,0.0693069306930693,0.450495049504951,0.0148514851485149,0.00247524752475248,0,0,0.190594059405941,0,0.450495049504951,182,"75",404,"Schlapfen/Schlappen"
"ID1278","ID1278",1278,217,42,310,9,2,1,1,185,0,0.282920469361147,0.0547588005215124,0.404172099087353,0.0117340286831812,0.00260756192959583,0.00130378096479791,0.00130378096479791,0.241199478487614,0,0.404172099087353,310,"75",767,"Schlapfen/Schlappen"
"ID1279","ID1279",1279,53,10,102,1,0,1,2,45,0,0.247663551401869,0.0467289719626168,0.476635514018692,0.00467289719626168,0,0.00467289719626168,0.00934579439252336,0.210280373831776,0,0.476635514018692,102,"75",214,"Schlapfen/Schlappen"
"ID1280","ID1280",1280,39,12,99,6,0,0,0,32,0,0.207446808510638,0.0638297872340425,0.526595744680851,0.0319148936170213,0,0,0,0.170212765957447,0,0.526595744680851,99,"75",188,"Schlapfen/Schlappen"
"ID1281","ID1281",1281,24,2,81,0,0,0,1,24,0,0.181818181818182,0.0151515151515152,0.613636363636364,0,0,0,0.00757575757575758,0.181818181818182,0,0.613636363636364,81,"75",132,"Schlapfen/Schlappen"
"ID1282","ID1282",1282,35,6,122,5,0,0,0,19,0,0.18716577540107,0.0320855614973262,0.6524064171123,0.0267379679144385,0,0,0,0.101604278074866,0,0.6524064171123,122,"75",187,"Schlapfen/Schlappen"
"ID1283","ID1283",1283,33,11,76,1,0,0,0,29,0,0.22,0.0733333333333333,0.506666666666667,0.00666666666666667,0,0,0,0.193333333333333,0,0.506666666666667,76,"75",150,"Schlapfen/Schlappen"
"ID1284","ID1284",1284,31,13,86,1,3,0,1,20,0,0.2,0.0838709677419355,0.554838709677419,0.00645161290322581,0.0193548387096774,0,0.00645161290322581,0.129032258064516,0,0.554838709677419,86,"75",155,"Schlapfen/Schlappen"
"ID1285","ID1285",1285,116,20,255,5,0,1,2,35,1,0.266666666666667,0.0459770114942529,0.586206896551724,0.0114942528735632,0,0.00229885057471264,0.00459770114942529,0.0804597701149425,0.00229885057471264,0.586206896551724,255,"75",435,"Schlapfen/Schlappen"
"ID1286","ID1286",1286,46,11,96,2,2,0,0,21,0,0.258426966292135,0.0617977528089888,0.539325842696629,0.0112359550561798,0.0112359550561798,0,0,0.117977528089888,0,0.539325842696629,96,"75",178,"Schlapfen/Schlappen"
"ID1287","ID1287",1287,27,10,58,1,0,0,0,9,0,0.257142857142857,0.0952380952380952,0.552380952380952,0.00952380952380952,0,0,0,0.0857142857142857,0,0.552380952380952,58,"75",105,"Schlapfen/Schlappen"
"ID1288","ID1288",1288,64,30,108,3,1,0,1,25,0,0.275862068965517,0.129310344827586,0.46551724137931,0.0129310344827586,0.00431034482758621,0,0.00431034482758621,0.107758620689655,0,0.46551724137931,108,"75",232,"Schlapfen/Schlappen"
"ID1289","ID1289",1289,128,91,199,5,2,0,1,46,0,0.271186440677966,0.192796610169492,0.421610169491525,0.0105932203389831,0.00423728813559322,0,0.00211864406779661,0.0974576271186441,0,0.421610169491525,199,"75",472,"Schlapfen/Schlappen"
"ID1290","ID1290",1290,6,8,23,0,0,0,3,2,0,0.142857142857143,0.19047619047619,0.547619047619048,0,0,0,0.0714285714285714,0.0476190476190476,0,0.547619047619048,23,"75",42,"Schlapfen/Schlappen"
"ID1291","ID1291",1291,21,53,56,3,0,0,3,4,0,0.15,0.378571428571429,0.4,0.0214285714285714,0,0,0.0214285714285714,0.0285714285714286,0,0.4,56,"75",140,"Schlapfen/Schlappen"
"ID1292","ID1292",1292,9,30,36,2,0,0,5,4,0,0.104651162790698,0.348837209302326,0.418604651162791,0.0232558139534884,0,0,0.0581395348837209,0.0465116279069767,0,0.418604651162791,36,"75",86,"Schlapfen/Schlappen"
"ID1293","ID1293",1293,30,56,60,1,0,0,5,4,0,0.192307692307692,0.358974358974359,0.384615384615385,0.00641025641025641,0,0,0.032051282051282,0.0256410256410256,0,0.384615384615385,60,"75",156,"Schlapfen/Schlappen"
"ID1294","ID1294",1294,18,59,71,1,0,0,5,10,0,0.109756097560976,0.359756097560976,0.432926829268293,0.00609756097560976,0,0,0.0304878048780488,0.0609756097560976,0,0.432926829268293,71,"75",164,"Schlapfen/Schlappen"
"ID1295","ID1295",1295,18,31,41,2,0,0,5,5,0,0.176470588235294,0.303921568627451,0.401960784313726,0.0196078431372549,0,0,0.0490196078431373,0.0490196078431373,0,0.401960784313726,41,"75",102,"Schlapfen/Schlappen"
"ID1296","ID1296",1296,18,59,55,0,0,1,10,5,0,0.121621621621622,0.398648648648649,0.371621621621622,0,0,0.00675675675675676,0.0675675675675676,0.0337837837837838,0,0.398648648648649,59,"74",148,"Pantoffeln"
"ID1297","ID1297",1297,17,61,61,5,0,0,3,7,0,0.11038961038961,0.396103896103896,0.396103896103896,0.0324675324675325,0,0,0.0194805194805195,0.0454545454545455,0,0.396103896103896,61,"74",154,"Pantoffeln"
"ID1298","ID1298",1298,29,84,104,4,0,0,5,22,0,0.116935483870968,0.338709677419355,0.419354838709677,0.0161290322580645,0,0,0.0201612903225806,0.0887096774193548,0,0.419354838709677,104,"75",248,"Schlapfen/Schlappen"
"ID1299","ID1299",1299,17,40,71,6,0,0,1,9,0,0.118055555555556,0.277777777777778,0.493055555555556,0.0416666666666667,0,0,0.00694444444444444,0.0625,0,0.493055555555556,71,"75",144,"Schlapfen/Schlappen"
"ID1300","ID1300",1300,15,23,69,3,0,1,0,13,0,0.120967741935484,0.185483870967742,0.556451612903226,0.0241935483870968,0,0.00806451612903226,0,0.104838709677419,0,0.556451612903226,69,"75",124,"Schlapfen/Schlappen"
"ID1301","ID1301",1301,25,21,78,4,0,0,1,30,0,0.157232704402516,0.132075471698113,0.490566037735849,0.0251572327044025,0,0,0.00628930817610063,0.188679245283019,0,0.490566037735849,78,"75",159,"Schlapfen/Schlappen"
"ID1302","ID1302",1302,74,53,165,14,0,0,4,84,0,0.187817258883249,0.134517766497462,0.418781725888325,0.0355329949238579,0,0,0.0101522842639594,0.213197969543147,0,0.418781725888325,165,"75",394,"Schlapfen/Schlappen"
"ID1303","ID1303",1303,83,68,184,20,0,1,1,99,1,0.181619256017505,0.148796498905908,0.402625820568928,0.0437636761487965,0,0.00218818380743982,0.00218818380743982,0.216630196936543,0.00218818380743982,0.402625820568928,184,"75",457,"Schlapfen/Schlappen"
"ID1304","ID1304",1304,220,214,389,65,0,1,21,325,1,0.177993527508091,0.173139158576052,0.314724919093851,0.052588996763754,0,0.000809061488673139,0.0169902912621359,0.26294498381877,0.000809061488673139,0.314724919093851,389,"75",1236,"Schlapfen/Schlappen"
"ID1305","ID1305",1305,454,340,776,95,6,1,28,597,1,0.197563098346388,0.147954743255004,0.337684943429069,0.0413402959094865,0.00261096605744125,0.000435161009573542,0.0121845082680592,0.259791122715405,0.000435161009573542,0.337684943429069,776,"75",2298,"Schlapfen/Schlappen"
"ID1306","ID1306",1306,178,87,376,26,2,1,6,171,0,0.210153482880756,0.10271546635183,0.443919716646989,0.0306965761511216,0.00236127508854782,0.00118063754427391,0.00708382526564345,0.201889020070838,0,0.443919716646989,376,"75",847,"Schlapfen/Schlappen"
"ID1307","ID1307",1307,96,39,234,16,3,0,6,90,1,0.197938144329897,0.0804123711340206,0.482474226804124,0.0329896907216495,0.00618556701030928,0,0.0123711340206186,0.185567010309278,0.00206185567010309,0.482474226804124,234,"75",485,"Schlapfen/Schlappen"
"ID1308","ID1308",1308,88,38,243,18,0,1,3,98,0,0.179959100204499,0.0777096114519427,0.496932515337423,0.0368098159509202,0,0.00204498977505112,0.00613496932515337,0.20040899795501,0,0.496932515337423,243,"75",489,"Schlapfen/Schlappen"
"ID1309","ID1309",1309,36,11,104,2,0,0,3,41,0,0.182741116751269,0.0558375634517767,0.527918781725888,0.0101522842639594,0,0,0.0152284263959391,0.208121827411168,0,0.527918781725888,104,"75",197,"Schlapfen/Schlappen"
"ID1310","ID1310",1310,17,8,59,5,2,0,0,12,0,0.16504854368932,0.0776699029126214,0.572815533980582,0.0485436893203883,0.0194174757281553,0,0,0.116504854368932,0,0.572815533980582,59,"75",103,"Schlapfen/Schlappen"
"ID1311","ID1311",1311,10,3,35,1,0,0,1,14,0,0.15625,0.046875,0.546875,0.015625,0,0,0.015625,0.21875,0,0.546875,35,"75",64,"Schlapfen/Schlappen"
"ID1312","ID1312",1312,20,8,82,0,0,1,2,23,0,0.147058823529412,0.0588235294117647,0.602941176470588,0,0,0.00735294117647059,0.0147058823529412,0.169117647058824,0,0.602941176470588,82,"75",136,"Schlapfen/Schlappen"
"ID1313","ID1313",1313,58,22,159,7,0,0,1,68,0,0.184126984126984,0.0698412698412698,0.504761904761905,0.0222222222222222,0,0,0.00317460317460317,0.215873015873016,0,0.504761904761905,159,"75",315,"Schlapfen/Schlappen"
"ID1314","ID1314",1314,40,10,98,4,0,0,0,44,0,0.204081632653061,0.0510204081632653,0.5,0.0204081632653061,0,0,0,0.224489795918367,0,0.5,98,"75",196,"Schlapfen/Schlappen"
"ID1315","ID1315",1315,21,9,40,0,1,0,1,23,0,0.221052631578947,0.0947368421052632,0.421052631578947,0,0.0105263157894737,0,0.0105263157894737,0.242105263157895,0,0.421052631578947,40,"75",95,"Schlapfen/Schlappen"
"ID1316","ID1316",1316,24,6,31,2,0,1,0,13,0,0.311688311688312,0.0779220779220779,0.402597402597403,0.025974025974026,0,0.012987012987013,0,0.168831168831169,0,0.402597402597403,31,"75",77,"Schlapfen/Schlappen"
"ID1317","ID1317",1317,17,4,23,1,1,0,0,10,0,0.303571428571429,0.0714285714285714,0.410714285714286,0.0178571428571429,0.0178571428571429,0,0,0.178571428571429,0,0.410714285714286,23,"75",56,"Schlapfen/Schlappen"
"ID1318","ID1318",1318,72,16,64,3,0,0,0,56,0,0.341232227488152,0.0758293838862559,0.303317535545024,0.014218009478673,0,0,0,0.265402843601896,0,0.341232227488152,72,"73",211,"Latschen"
"ID1319","ID1319",1319,181,58,196,12,1,0,0,136,0,0.309931506849315,0.0993150684931507,0.335616438356164,0.0205479452054795,0.00171232876712329,0,0,0.232876712328767,0,0.335616438356164,196,"75",584,"Schlapfen/Schlappen"
"ID1320","ID1320",1320,53,18,96,1,0,1,1,33,0,0.261083743842365,0.0886699507389163,0.472906403940887,0.00492610837438424,0,0.00492610837438424,0.00492610837438424,0.16256157635468,0,0.472906403940887,96,"75",203,"Schlapfen/Schlappen"
"ID1321","ID1321",1321,96,29,222,4,1,0,3,56,0,0.233576642335766,0.0705596107055961,0.54014598540146,0.0097323600973236,0.0024330900243309,0,0.0072992700729927,0.13625304136253,0,0.54014598540146,222,"75",411,"Schlapfen/Schlappen"
"ID1322","ID1322",1322,30,4,71,3,0,0,0,12,0,0.25,0.0333333333333333,0.591666666666667,0.025,0,0,0,0.1,0,0.591666666666667,71,"75",120,"Schlapfen/Schlappen"
"ID1323","ID1323",1323,43,5,107,4,0,0,0,18,0,0.242937853107345,0.0282485875706215,0.604519774011299,0.0225988700564972,0,0,0,0.101694915254237,0,0.604519774011299,107,"75",177,"Schlapfen/Schlappen"
"ID1324","ID1324",1324,63,20,160,0,1,0,2,25,0,0.232472324723247,0.0738007380073801,0.590405904059041,0,0.003690036900369,0,0.00738007380073801,0.0922509225092251,0,0.590405904059041,160,"75",271,"Schlapfen/Schlappen"
"ID1325","ID1325",1325,54,27,112,2,0,0,3,34,0,0.232758620689655,0.116379310344828,0.482758620689655,0.00862068965517241,0,0,0.0129310344827586,0.146551724137931,0,0.482758620689655,112,"75",232,"Schlapfen/Schlappen"
"ID1326","ID1326",1326,8,20,39,0,0,0,4,1,0,0.111111111111111,0.277777777777778,0.541666666666667,0,0,0,0.0555555555555556,0.0138888888888889,0,0.541666666666667,39,"75",72,"Schlapfen/Schlappen"
"ID1327","ID1327",1327,12,35,38,0,0,0,11,4,0,0.12,0.35,0.38,0,0,0,0.11,0.04,0,0.38,38,"75",100,"Schlapfen/Schlappen"
"ID1328","ID1328",1328,10,11,17,2,0,0,5,3,0,0.208333333333333,0.229166666666667,0.354166666666667,0.0416666666666667,0,0,0.104166666666667,0.0625,0,0.354166666666667,17,"75",48,"Schlapfen/Schlappen"
"ID1329","ID1329",1329,15,35,20,1,0,0,13,3,0,0.172413793103448,0.402298850574713,0.229885057471264,0.0114942528735632,0,0,0.149425287356322,0.0344827586206897,0,0.402298850574713,35,"74",87,"Pantoffeln"
"ID1330","ID1330",1330,24,81,63,2,1,0,10,6,0,0.128342245989305,0.433155080213904,0.336898395721925,0.0106951871657754,0.0053475935828877,0,0.053475935828877,0.0320855614973262,0,0.433155080213904,81,"74",187,"Pantoffeln"
"ID1331","ID1331",1331,46,170,109,9,0,0,14,14,0,0.12707182320442,0.469613259668508,0.301104972375691,0.0248618784530387,0,0,0.0386740331491713,0.0386740331491713,0,0.469613259668508,170,"74",362,"Pantoffeln"
"ID1332","ID1332",1332,88,328,195,23,2,0,15,54,0,0.124822695035461,0.465248226950355,0.276595744680851,0.0326241134751773,0.00283687943262411,0,0.0212765957446809,0.0765957446808511,0,0.465248226950355,328,"74",705,"Pantoffeln"
"ID1333","ID1333",1333,166,503,296,36,0,0,12,87,0,0.150909090909091,0.457272727272727,0.269090909090909,0.0327272727272727,0,0,0.0109090909090909,0.0790909090909091,0,0.457272727272727,503,"74",1100,"Pantoffeln"
"ID1334","ID1334",1334,27,64,87,9,0,0,1,25,0,0.126760563380282,0.300469483568075,0.408450704225352,0.0422535211267606,0,0,0.00469483568075117,0.117370892018779,0,0.408450704225352,87,"75",213,"Schlapfen/Schlappen"
"ID1335","ID1335",1335,48,49,154,4,1,0,6,35,0,0.161616161616162,0.164983164983165,0.518518518518518,0.0134680134680135,0.00336700336700337,0,0.0202020202020202,0.117845117845118,0,0.518518518518518,154,"75",297,"Schlapfen/Schlappen"
"ID1336","ID1336",1336,67,82,289,15,1,1,2,83,0,0.124074074074074,0.151851851851852,0.535185185185185,0.0277777777777778,0.00185185185185185,0.00185185185185185,0.0037037037037037,0.153703703703704,0,0.535185185185185,289,"75",540,"Schlapfen/Schlappen"
